gameid,season,away,home
19841031DALIND,1984,DAL,IND
19841031WSBMIL,1984,WSB,MIL
19841101DETATL,1984,DET,ATL
19841101CHIDEN,1984,CHI,DEN
19841101SASGSW,1984,SAS,GSW
19841101HOUKCK,1984,HOU,KCK
19841101NYKLAC,1984,NYK,LAC
19841101PORPHO,1984,POR,PHO
19841101LALSEA,1984,LAL,SEA
19841102DETBOS,1984,DET,BOS
19841102INDCLE,1984,IND,CLE
19841102SASLAL,1984,SAS,LAL
19841102DALPHI,1984,DAL,PHI
19841102SEAUTA,1984,SEA,UTA
19841102MILWSB,1984,MIL,WSB
19841103WSBATL,1984,WSB,ATL
19841103PHODAL,1984,PHO,DAL
19841103UTAGSW,1984,UTA,GSW
19841103NYKHOU,1984,NYK,HOU
19841103DENKCK,1984,DEN,KCK
19841103PORLAC,1984,POR,LAC
19841103CLEMIL,1984,CLE,MIL
19841103INDNJN,1984,IND,NJN
19841104PORLAL,1984,POR,LAL
19841104NYKSAS,1984,NYK,SAS
19841105DETCLE,1984,DET,CLE
19841105DENLAC,1984,DEN,LAC
19841106NYKDAL,1984,NYK,DAL
19841106KCKHOU,1984,KCK,HOU
19841106DENLAL,1984,DEN,LAL
19841106PHOPOR,1984,PHO,POR
19841106SEASAS,1984,SEA,SAS
19841107LACBOS,1984,LAC,BOS
19841107CHIDET,1984,CHI,DET
19841107ATLMIL,1984,ATL,MIL
19841107WSBNJN,1984,WSB,NJN
19841107INDPHI,1984,IND,PHI
19841107SASUTA,1984,SAS,UTA
19841108ATLDAL,1984,ATL,DAL
19841108PORDEN,1984,POR,DEN
19841108LALGSW,1984,LAL,GSW
19841108SEAHOU,1984,SEA,HOU
19841108CHINYK,1984,CHI,NYK
19841108CLEPHO,1984,CLE,PHO
19841108LACWSB,1984,LAC,WSB
19841109PHIBOS,1984,PHI,BOS
19841109INDMIL,1984,IND,MIL
19841109KCKNJN,1984,KCK,NJN
19841109LALPOR,1984,LAL,POR
19841109GSWUTA,1984,GSW,UTA
19841110SEADAL,1984,SEA,DAL
19841110UTADEN,1984,UTA,DEN
19841110MILDET,1984,MIL,DET
19841110LACHOU,1984,LAC,HOU
19841110CHIIND,1984,CHI,IND
19841110KCKNYK,1984,KCK,NYK
19841110ATLPHO,1984,ATL,PHO
19841110CLESAS,1984,CLE,SAS
19841110BOSWSB,1984,BOS,WSB
19841111NJNLAL,1984,NJN,LAL
19841111GSWPOR,1984,GSW,POR
19841112BOSIND,1984,BOS,IND
19841112DALUTA,1984,DAL,UTA
19841113MILATL,1984,MIL,ATL
19841113SASCHI,1984,SAS,CHI
19841113PHODEN,1984,PHO,DEN
19841113CLEHOU,1984,CLE,HOU
19841113NJNLAC,1984,NJN,LAC
19841113WSBNYK,1984,WSB,NYK
19841113DALPOR,1984,DAL,POR
19841113GSWSEA,1984,GSW,SEA
19841114NYKBOS,1984,NYK,BOS
19841114HOUIND,1984,HOU,IND
19841114DETPHI,1984,DET,PHI
19841114NJNPHO,1984,NJN,PHO
19841114SASWSB,1984,SAS,WSB
19841115CLEATL,1984,CLE,ATL
19841115BOSCHI,1984,BOS,CHI
19841115DALGSW,1984,DAL,GSW
19841115MILLAC,1984,MIL,LAC
19841115UTAPOR,1984,UTA,POR
19841116HOUDEN,1984,HOU,DEN
19841116PHIDET,1984,PHI,DET
19841116SASIND,1984,SAS,IND
19841116KCKLAL,1984,KCK,LAL
19841116MILPHO,1984,MIL,PHO
19841116PORSEA,1984,POR,SEA
19841116NYKWSB,1984,NYK,WSB
19841117INDATL,1984,IND,ATL
19841117PHICHI,1984,PHI,CHI
19841117DETDAL,1984,DET,DAL
19841117NJNGSW,1984,NJN,GSW
19841117SASHOU,1984,SAS,HOU
19841117KCKLAC,1984,KCK,LAC
19841117CLENYK,1984,CLE,NYK
19841117PHOUTA,1984,PHO,UTA
19841118MILLAL,1984,MIL,LAL
19841118LACPOR,1984,LAC,POR
19841118NJNSEA,1984,NJN,SEA
19841119INDCHI,1984,IND,CHI
19841120MILDAL,1984,MIL,DAL
19841120DETHOU,1984,DET,HOU
19841120UTAKCK,1984,UTA,KCK
19841120PHOLAL,1984,PHO,LAL
19841120GSWNYK,1984,GSW,NYK
19841120WSBPHI,1984,WSB,PHI
19841120NJNPOR,1984,NJN,POR
19841120DENSEA,1984,DEN,SEA
19841121UTAATL,1984,UTA,ATL
19841121GSWBOS,1984,GSW,BOS
19841121NYKCLE,1984,NYK,CLE
19841121PHIIND,1984,PHI,IND
19841121DENLAC,1984,DEN,LAC
19841121CHIMIL,1984,CHI,MIL
19841121LALPHO,1984,LAL,PHO
19841121DETSAS,1984,DET,SAS
19841121KCKWSB,1984,KCK,WSB
19841123WSBBOS,1984,WSB,BOS
19841123GSWCLE,1984,GSW,CLE
19841123NYKDET,1984,NYK,DET
19841123KCKIND,1984,KCK,IND
19841123PHIPHO,1984,PHI,PHO
19841123CHISEA,1984,CHI,SEA
19841123HOUUTA,1984,HOU,UTA
19841124NJNATL,1984,NJN,ATL
19841124HOUDAL,1984,HOU,DAL
19841124PHIDEN,1984,PHI,DEN
19841124BOSKCK,1984,BOS,KCK
19841124LALLAC,1984,LAL,LAC
19841124GSWMIL,1984,GSW,MIL
19841124INDNYK,1984,IND,NYK
19841124CHIPOR,1984,CHI,POR
19841124UTASAS,1984,UTA,SAS
19841124DETWSB,1984,DET,WSB
19841125ATLCLE,1984,ATL,CLE
19841125PHOLAC,1984,PHO,LAC
19841125SEALAL,1984,SEA,LAL
19841127PORCLE,1984,POR,CLE
19841127BOSDAL,1984,BOS,DAL
19841127LACDEN,1984,LAC,DEN
19841127CHIGSW,1984,CHI,GSW
19841127MILIND,1984,MIL,IND
19841127ATLNYK,1984,ATL,NYK
19841127UTAPHO,1984,UTA,PHO
19841127HOUSAS,1984,HOU,SAS
19841127KCKSEA,1984,KCK,SEA
19841127PHIWSB,1984,PHI,WSB
19841128MILATL,1984,MIL,ATL
19841128PORDET,1984,POR,DET
19841128BOSHOU,1984,BOS,HOU
19841128SEALAC,1984,SEA,LAC
19841128NYKNJN,1984,NYK,NJN
19841128INDPHI,1984,IND,PHI
19841128LALUTA,1984,LAL,UTA
19841129KCKGSW,1984,KCK,GSW
19841129CHIPHO,1984,CHI,PHO
19841129DALSAS,1984,DAL,SAS
19841130HOUATL,1984,HOU,ATL
19841130SEADAL,1984,SEA,DAL
19841130WSBDET,1984,WSB,DET
19841130CHILAC,1984,CHI,LAC
19841130KCKLAL,1984,KCK,LAL
19841130NYKMIL,1984,NYK,MIL
19841130INDNJN,1984,IND,NJN
19841130PORPHI,1984,POR,PHI
19841130DENUTA,1984,DEN,UTA
19841201BOSCLE,1984,BOS,CLE
19841201UTADEN,1984,UTA,DEN
19841201SEAHOU,1984,SEA,HOU
19841201DETIND,1984,DET,IND
19841201PORNYK,1984,POR,NYK
19841201GSWPHO,1984,GSW,PHO
19841201LACSAS,1984,LAC,SAS
19841201MILWSB,1984,MIL,WSB
19841202CLEBOS,1984,CLE,BOS
19841202CHILAL,1984,CHI,LAL
19841202NJNPHI,1984,NJN,PHI
19841203PHOSEA,1984,PHO,SEA
19841204NJNCHI,1984,NJN,CHI
19841204LALCLE,1984,LAL,CLE
19841204BOSDET,1984,BOS,DET
19841204UTAGSW,1984,UTA,GSW
19841204LACHOU,1984,LAC,HOU
19841204DENNYK,1984,DEN,NYK
19841204PHOPOR,1984,PHO,POR
19841204ATLSAS,1984,ATL,SAS
19841205DENBOS,1984,DEN,BOS
19841205LACDAL,1984,LAC,DAL
19841205ATLKCK,1984,ATL,KCK
19841205LALNJN,1984,LAL,NJN
19841205MILPHI,1984,MIL,PHI
19841206HOUGSW,1984,HOU,GSW
19841206DETMIL,1984,DET,MIL
19841206DALNYK,1984,DAL,NYK
19841206SASPOR,1984,SAS,POR
19841206SEAUTA,1984,SEA,UTA
19841206INDWSB,1984,IND,WSB
19841207LACATL,1984,LAC,ATL
19841207NYKCHI,1984,NYK,CHI
19841207DENDET,1984,DEN,DET
19841207LALPHI,1984,LAL,PHI
19841207KCKPHO,1984,KCK,PHO
19841207SASSEA,1984,SAS,SEA
19841208DALCHI,1984,DAL,CHI
19841208DENCLE,1984,DEN,CLE
19841208PHOGSW,1984,PHO,GSW
19841208INDMIL,1984,IND,MIL
19841208BOSNJN,1984,BOS,NJN
19841208HOUPOR,1984,HOU,POR
19841208LALWSB,1984,LAL,WSB
19841209ATLBOS,1984,ATL,BOS
19841209SASLAC,1984,SAS,LAC
19841209NYKPHI,1984,NYK,PHI
19841209HOUSEA,1984,HOU,SEA
19841209KCKUTA,1984,KCK,UTA
19841210ATLIND,1984,ATL,IND
19841211NJNBOS,1984,NJN,BOS
19841211DETCHI,1984,DET,CHI
19841211MILCLE,1984,MIL,CLE
19841211PORDEN,1984,POR,DEN
19841211LACGSW,1984,LAC,GSW
19841211SASKCK,1984,SAS,KCK
19841211PHINYK,1984,PHI,NYK
19841211HOUPHO,1984,HOU,PHO
19841211UTAWSB,1984,UTA,WSB
19841212CLEATL,1984,CLE,ATL
19841212KCKDAL,1984,KCK,DAL
19841212CHIDET,1984,CHI,DET
19841212GSWLAL,1984,GSW,LAL
19841212MILNJN,1984,MIL,NJN
19841212BOSPHI,1984,BOS,PHI
19841212DENSAS,1984,DEN,SAS
19841213ATLHOU,1984,ATL,HOU
19841213PORLAC,1984,POR,LAC
19841213UTANYK,1984,UTA,NYK
19841213WSBPHO,1984,WSB,PHO
19841213LALSEA,1984,LAL,SEA
19841214UTABOS,1984,UTA,BOS
19841214SASDAL,1984,SAS,DAL
19841214KCKDEN,1984,KCK,DEN
19841214INDDET,1984,IND,DET
19841214PORGSW,1984,POR,GSW
19841214PHIMIL,1984,PHI,MIL
19841214CHINJN,1984,CHI,NJN
19841215BOSATL,1984,BOS,ATL
19841215PHICHI,1984,PHI,CHI
19841215NYKCLE,1984,NYK,CLE
19841215DALHOU,1984,DAL,HOU
19841215NJNIND,1984,NJN,IND
19841215SEAKCK,1984,SEA,KCK
19841215WSBLAC,1984,WSB,LAC
19841215PHOSAS,1984,PHO,SAS
19841216SEADEN,1984,SEA,DEN
19841216GSWLAC,1984,GSW,LAC
19841216WSBLAL,1984,WSB,LAL
19841216UTAMIL,1984,UTA,MIL
19841218LALATL,1984,LAL,ATL
19841218HOUCHI,1984,HOU,CHI
19841218SASCLE,1984,SAS,CLE
19841218DENGSW,1984,DEN,GSW
19841218UTAIND,1984,UTA,IND
19841218PHOKCK,1984,PHO,KCK
19841218DALMIL,1984,DAL,MIL
19841218BOSNYK,1984,BOS,NYK
19841218PORSEA,1984,POR,SEA
19841218NJNWSB,1984,NJN,WSB
19841219MILBOS,1984,MIL,BOS
19841219DETDEN,1984,DET,DEN
19841219LALHOU,1984,LAL,HOU
19841219SEALAC,1984,SEA,LAC
19841219WSBNJN,1984,WSB,NJN
19841219SASPHI,1984,SAS,PHI
19841220CHIATL,1984,CHI,ATL
19841220CLENYK,1984,CLE,NYK
19841220KCKPOR,1984,KCK,POR
19841220DETUTA,1984,DET,UTA
19841221INDBOS,1984,IND,BOS
19841221DALDEN,1984,DAL,DEN
19841221SEAGSW,1984,SEA,GSW
19841221PHOLAL,1984,PHO,LAL
19841221SASNJN,1984,SAS,NJN
19841221MILPHI,1984,MIL,PHI
19841221NYKWSB,1984,NYK,WSB
19841222WSBATL,1984,WSB,ATL
19841222BOSCHI,1984,BOS,CHI
19841222DENHOU,1984,DEN,HOU
19841222CLEIND,1984,CLE,IND
19841222DETKCK,1984,DET,KCK
19841222SASMIL,1984,SAS,MIL
19841222NJNPHI,1984,NJN,PHI
19841222PORPHO,1984,POR,PHO
19841222DALUTA,1984,DAL,UTA
19841223LACSEA,1984,LAC,SEA
19841225ATLCLE,1984,ATL,CLE
19841225PHIDET,1984,PHI,DET
19841225NJNNYK,1984,NJN,NYK
19841225GSWPOR,1984,GSW,POR
19841226NYKATL,1984,NYK,ATL
19841226LACDAL,1984,LAC,DAL
19841226SASDEN,1984,SAS,DEN
19841226SEALAL,1984,SEA,LAL
19841226HOUMIL,1984,HOU,MIL
19841226DETNJN,1984,DET,NJN
19841226BOSPHO,1984,BOS,PHO
19841226KCKUTA,1984,KCK,UTA
19841226INDWSB,1984,IND,WSB
19841227CLECHI,1984,CLE,CHI
19841227HOUKCK,1984,HOU,KCK
19841227BOSLAC,1984,BOS,LAC
19841227PORSAS,1984,POR,SAS
19841227GSWSEA,1984,GSW,SEA
19841228LALDEN,1984,LAL,DEN
19841228DETIND,1984,DET,IND
19841228NYKNJN,1984,NYK,NJN
19841228DALPHO,1984,DAL,PHO
19841228PHIUTA,1984,PHI,UTA
19841228ATLWSB,1984,ATL,WSB
19841229ATLCHI,1984,ATL,CHI
19841229MILCLE,1984,MIL,CLE
19841229UTADAL,1984,UTA,DAL
19841229NJNDET,1984,NJN,DET
19841229PHIGSW,1984,PHI,GSW
19841229PORHOU,1984,POR,HOU
19841229INDKCK,1984,IND,KCK
19841229LACLAL,1984,LAC,LAL
19841229WSBNYK,1984,WSB,NYK
19841229BOSSAS,1984,BOS,SAS
19841229DENSEA,1984,DEN,SEA
19841230PHOLAC,1984,PHO,LAC
19841230BOSMIL,1984,BOS,MIL
19850101PHIPOR,1984,PHI,POR
19850101INDUTA,1984,IND,UTA
19850102CHIATL,1984,CHI,ATL
19850102HOUDEN,1984,HOU,DEN
19850102CLEDET,1984,CLE,DET
19850102PHOKCK,1984,PHO,KCK
19850102BOSNJN,1984,BOS,NJN
19850102PHISEA,1984,PHI,SEA
19850103WSBCLE,1984,WSB,CLE
19850103INDGSW,1984,IND,GSW
19850103LACMIL,1984,LAC,MIL
19850103SEAPOR,1984,SEA,POR
19850103DALSAS,1984,DAL,SAS
19850104NYKBOS,1984,NYK,BOS
19850104MILCHI,1984,MIL,CHI
19850104ATLDET,1984,ATL,DET
19850104LACKCK,1984,LAC,KCK
19850104PORLAL,1984,POR,LAL
19850104PHONJN,1984,PHO,NJN
19850104DENUTA,1984,DEN,UTA
19850105NJNATL,1984,NJN,ATL
19850105PHOCLE,1984,PHO,CLE
19850105KCKDAL,1984,KCK,DAL
19850105LACDEN,1984,LAC,DEN
19850105HOUGSW,1984,HOU,GSW
19850105PHIMIL,1984,PHI,MIL
19850105CHINYK,1984,CHI,NYK
19850105INDSEA,1984,IND,SEA
19850105DETWSB,1984,DET,WSB
19850106SASLAL,1984,SAS,LAL
19850106INDPOR,1984,IND,POR
19850106HOUUTA,1984,HOU,UTA
19850107GSWKCK,1984,GSW,KCK
19850107UTALAC,1984,UTA,LAC
19850107BOSNYK,1984,BOS,NYK
19850107PHOPHI,1984,PHO,PHI
19850107DALSEA,1984,DAL,SEA
19850108NJNCLE,1984,NJN,CLE
19850108KCKHOU,1984,KCK,HOU
19850108DENLAL,1984,DEN,LAL
19850108WSBMIL,1984,WSB,MIL
19850108DALPOR,1984,DAL,POR
19850108GSWSAS,1984,GSW,SAS
19850109CHIBOS,1984,CHI,BOS
19850109NYKDEN,1984,NYK,DEN
19850109MILIND,1984,MIL,IND
19850109DETPHI,1984,DET,PHI
19850109SEAPHO,1984,SEA,PHO
19850110SEAGSW,1984,SEA,GSW
19850110DALKCK,1984,DAL,KCK
19850110UTALAL,1984,UTA,LAL
19850111WSBBOS,1984,WSB,BOS
19850111NYKCHI,1984,NYK,CHI
19850111LALDAL,1984,LAL,DAL
19850111KCKDEN,1984,KCK,DEN
19850111INDDET,1984,IND,DET
19850111CLEMIL,1984,CLE,MIL
19850111ATLNJN,1984,ATL,NJN
19850111HOUPHI,1984,HOU,PHI
19850111LACPHO,1984,LAC,PHO
19850111PORSAS,1984,POR,SAS
19850112BOSATL,1984,BOS,ATL
19850112CHICLE,1984,CHI,CLE
19850112LACGSW,1984,LAC,GSW
19850112NYKIND,1984,NYK,IND
19850112UTAPHO,1984,UTA,PHO
19850113PORDAL,1984,POR,DAL
19850113LALDET,1984,LAL,DET
19850113DENMIL,1984,DEN,MIL
19850113HOUNJN,1984,HOU,NJN
19850113KCKSEA,1984,KCK,SEA
19850113PHIWSB,1984,PHI,WSB
19850114DENCHI,1984,DEN,CHI
19850114WSBCLE,1984,WSB,CLE
19850115DALGSW,1984,DAL,GSW
19850115ATLIND,1984,ATL,IND
19850115CLEKCK,1984,CLE,KCK
19850115LALMIL,1984,LAL,MIL
19850115PHINYK,1984,PHI,NYK
19850115HOUPOR,1984,HOU,POR
19850115UTASAS,1984,UTA,SAS
19850115LACSEA,1984,LAC,SEA
19850116LALBOS,1984,LAL,BOS
19850116GSWDEN,1984,GSW,DEN
19850116HOULAC,1984,HOU,LAC
19850116CHINJN,1984,CHI,NJN
19850116ATLPHI,1984,ATL,PHI
19850116DALPHO,1984,DAL,PHO
19850116WSBUTA,1984,WSB,UTA
19850117CLECHI,1984,CLE,CHI
19850117SASKCK,1984,SAS,KCK
19850117DETNYK,1984,DET,NYK
19850118SEAATL,1984,SEA,ATL
19850118WSBDEN,1984,WSB,DEN
19850118BOSIND,1984,BOS,IND
19850118DALLAL,1984,DAL,LAL
19850118NJNMIL,1984,NJN,MIL
19850118HOUPHO,1984,HOU,PHO
19850118PORUTA,1984,POR,UTA
19850119SEACLE,1984,SEA,CLE
19850119LALGSW,1984,LAL,GSW
19850119UTAHOU,1984,UTA,HOU
19850119CHIIND,1984,CHI,IND
19850119WSBKCK,1984,WSB,KCK
19850119DALLAC,1984,DAL,LAC
19850119DETNJN,1984,DET,NJN
19850119ATLNYK,1984,ATL,NYK
19850119DENPOR,1984,DEN,POR
19850119PHOSAS,1984,PHO,SAS
19850120PHIBOS,1984,PHI,BOS
19850121GSWIND,1984,GSW,IND
19850121CLEWSB,1984,CLE,WSB
19850122DETATL,1984,DET,ATL
19850122PORCHI,1984,POR,CHI
19850122PHICLE,1984,PHI,CLE
19850122PHOHOU,1984,PHO,HOU
19850122LACLAL,1984,LAC,LAL
19850122SEANYK,1984,SEA,NYK
19850122KCKSAS,1984,KCK,SAS
19850122NJNUTA,1984,NJN,UTA
19850122GSWWSB,1984,GSW,WSB
19850123PHOATL,1984,PHO,ATL
19850123SEABOS,1984,SEA,BOS
19850123SASDAL,1984,SAS,DAL
19850123PORIND,1984,POR,IND
19850124NJNDEN,1984,NJN,DEN
19850124GSWDET,1984,GSW,DET
19850124MILKCK,1984,MIL,KCK
19850124CLEUTA,1984,CLE,UTA
19850124DALWSB,1984,DAL,WSB
19850125INDBOS,1984,IND,BOS
19850125SEACHI,1984,SEA,CHI
19850125SASHOU,1984,SAS,HOU
19850125PHILAL,1984,PHI,LAL
19850126ATLCHI,1984,ATL,CHI
19850126NJNDAL,1984,NJN,DAL
19850126CLEDEN,1984,CLE,DEN
19850126SEADET,1984,SEA,DET
19850126MILHOU,1984,MIL,HOU
19850126GSWKCK,1984,GSW,KCK
19850126PHILAC,1984,PHI,LAC
19850126INDNYK,1984,IND,NYK
19850126LALUTA,1984,LAL,UTA
19850126PHOWSB,1984,PHO,WSB
19850127PORBOS,1984,POR,BOS
19850127WSBDET,1984,WSB,DET
19850127MILSAS,1984,MIL,SAS
19850128PHIDAL,1984,PHI,DAL
19850128NJNHOU,1984,NJN,HOU
19850128LACNYK,1984,LAC,NYK
19850128DENUTA,1984,DEN,UTA
19850129INDATL,1984,IND,ATL
19850129DETBOS,1984,DET,BOS
19850129KCKCHI,1984,KCK,CHI
19850129LACCLE,1984,LAC,CLE
19850129PHODEN,1984,PHO,DEN
19850129MILGSW,1984,MIL,GSW
19850129LALPOR,1984,LAL,POR
19850129NJNSAS,1984,NJN,SAS
19850130KCKDET,1984,KCK,DET
19850130CLEIND,1984,CLE,IND
19850130HOULAL,1984,HOU,LAL
19850130BOSPHI,1984,BOS,PHI
19850130NYKPHO,1984,NYK,PHO
19850130CHIWSB,1984,CHI,WSB
19850131DALDEN,1984,DAL,DEN
19850131PORGSW,1984,POR,GSW
19850131LACNJN,1984,LAC,NJN
19850131SASSEA,1984,SAS,SEA
19850201CLEATL,1984,CLE,ATL
19850201KCKBOS,1984,KCK,BOS
19850201UTADAL,1984,UTA,DAL
19850201WSBIND,1984,WSB,IND
19850201NYKLAL,1984,NYK,LAL
19850201CHIPHI,1984,CHI,PHI
19850201SASPOR,1984,SAS,POR
19850201MILSEA,1984,MIL,SEA
19850202KCKCLE,1984,KCK,CLE
19850202ATLDET,1984,ATL,DET
19850202NYKGSW,1984,NYK,GSW
19850202DENHOU,1984,DEN,HOU
19850202LALLAC,1984,LAL,LAC
19850202PHINJN,1984,PHI,NJN
19850202MILPOR,1984,MIL,POR
19850202SASUTA,1984,SAS,UTA
19850202BOSWSB,1984,BOS,WSB
19850203DENDAL,1984,DEN,DAL
19850203INDLAL,1984,IND,LAL
19850203SEAPHO,1984,SEA,PHO
19850204INDLAC,1984,IND,LAC
19850204DETMIL,1984,DET,MIL
19850204ATLPHI,1984,ATL,PHI
19850204GSWSAS,1984,GSW,SAS
19850204CLEWSB,1984,CLE,WSB
19850205DALATL,1984,DAL,ATL
19850205BOSCHI,1984,BOS,CHI
19850205NJNDET,1984,NJN,DET
19850205LALHOU,1984,LAL,HOU
19850205SASKCK,1984,SAS,KCK
19850205DENPHO,1984,DEN,PHO
19850205UTAPOR,1984,UTA,POR
19850205NYKSEA,1984,NYK,SEA
19850206CLEBOS,1984,CLE,BOS
19850206GSWDAL,1984,GSW,DAL
19850206SEADEN,1984,SEA,DEN
19850206MILNJN,1984,MIL,NJN
19850206WSBPHI,1984,WSB,PHI
19850207CHICLE,1984,CHI,CLE
19850207GSWHOU,1984,GSW,HOU
19850207UTAKCK,1984,UTA,KCK
19850207ATLMIL,1984,ATL,MIL
19850207INDPHO,1984,IND,PHO
19850207NYKPOR,1984,NYK,POR
19850207LACSAS,1984,LAC,SAS
19850207DETWSB,1984,DET,WSB
19850212DETCHI,1984,DET,CHI
19850212DALCLE,1984,DAL,CLE
19850212ATLDEN,1984,ATL,DEN
19850212UTAGSW,1984,UTA,GSW
19850212PHOHOU,1984,PHO,HOU
19850212PHIIND,1984,PHI,IND
19850212LACLAL,1984,LAC,LAL
19850212NJNMIL,1984,NJN,MIL
19850212BOSPOR,1984,BOS,POR
19850212KCKSAS,1984,KCK,SAS
19850212WSBSEA,1984,WSB,SEA
19850213DALDET,1984,DAL,DET
19850213GSWLAC,1984,GSW,LAC
19850213CLENJN,1984,CLE,NJN
19850213NYKPHI,1984,NYK,PHI
19850213ATLUTA,1984,ATL,UTA
19850214MILIND,1984,MIL,IND
19850214DENKCK,1984,DEN,KCK
19850214HOUNYK,1984,HOU,NYK
19850214PHOSAS,1984,PHO,SAS
19850214BOSSEA,1984,BOS,SEA
19850215INDCHI,1984,IND,CHI
19850215PHODAL,1984,PHO,DAL
19850215SASDEN,1984,SAS,DEN
19850215BOSGSW,1984,BOS,GSW
19850215ATLLAL,1984,ATL,LAL
19850215DETNJN,1984,DET,NJN
19850215CLEPHI,1984,CLE,PHI
19850215WSBPOR,1984,WSB,POR
19850215LACUTA,1984,LAC,UTA
19850216HOUCLE,1984,HOU,CLE
19850216PHIDET,1984,PHI,DET
19850216NJNNYK,1984,NJN,NYK
19850216KCKSEA,1984,KCK,SEA
19850217WSBGSW,1984,WSB,GSW
19850217PHOIND,1984,PHO,IND
19850217ATLLAC,1984,ATL,LAC
19850217BOSLAL,1984,BOS,LAL
19850217CHIMIL,1984,CHI,MIL
19850217KCKPOR,1984,KCK,POR
19850218PHICLE,1984,PHI,CLE
19850218PHODET,1984,PHO,DET
19850218SASLAC,1984,SAS,LAC
19850218BOSUTA,1984,BOS,UTA
19850219GSWATL,1984,GSW,ATL
19850219LALCHI,1984,LAL,CHI
19850219DALHOU,1984,DAL,HOU
19850219PORKCK,1984,POR,KCK
19850219MILNYK,1984,MIL,NYK
19850220PORDAL,1984,POR,DAL
19850220BOSDEN,1984,BOS,DEN
19850220MILDET,1984,MIL,DET
19850220CLEIND,1984,CLE,IND
19850220SEALAC,1984,SEA,LAC
19850220UTANJN,1984,UTA,NJN
19850220GSWPHI,1984,GSW,PHI
19850220HOUPHO,1984,HOU,PHO
19850220WSBSAS,1984,WSB,SAS
19850221LALKCK,1984,LAL,KCK
19850222NYKATL,1984,NYK,ATL
19850222CHIBOS,1984,CHI,BOS
19850222UTACLE,1984,UTA,CLE
19850222WSBDAL,1984,WSB,DAL
19850222PORHOU,1984,POR,HOU
19850222LALIND,1984,LAL,IND
19850222GSWNJN,1984,GSW,NJN
19850222DETPHI,1984,DET,PHI
19850222SASPHO,1984,SAS,PHO
19850222DENSEA,1984,DEN,SEA
19850223GSWCHI,1984,GSW,CHI
19850223MILCLE,1984,MIL,CLE
19850223NJNDET,1984,NJN,DET
19850223WSBHOU,1984,WSB,HOU
19850223DALKCK,1984,DAL,KCK
19850224PHODEN,1984,PHO,DEN
19850224BOSIND,1984,BOS,IND
19850224LALNYK,1984,LAL,NYK
19850224UTAPHI,1984,UTA,PHI
19850224PORSAS,1984,POR,SAS
19850224LACSEA,1984,LAC,SEA
19850226DENATL,1984,DEN,ATL
19850226CLECHI,1984,CLE,CHI
19850226UTADAL,1984,UTA,DAL
19850226SEAGSW,1984,SEA,GSW
19850226PHOKCK,1984,PHO,KCK
19850226HOULAL,1984,HOU,LAL
19850226PHIMIL,1984,PHI,MIL
19850226SASNYK,1984,SAS,NYK
19850226LACPOR,1984,LAC,POR
19850227SASBOS,1984,SAS,BOS
19850227CHIDET,1984,CHI,DET
19850227NYKIND,1984,NYK,IND
19850227HOULAC,1984,HOU,LAC
19850227ATLNJN,1984,ATL,NJN
19850227MILUTA,1984,MIL,UTA
19850227DENWSB,1984,DEN,WSB
19850228PORGSW,1984,POR,GSW
19850228PHIKCK,1984,PHI,KCK
19850228LALPHO,1984,LAL,PHO
19850228CLESEA,1984,CLE,SEA
19850301ATLBOS,1984,ATL,BOS
19850301NYKCHI,1984,NYK,CHI
19850301DENDAL,1984,DEN,DAL
19850301SASDET,1984,SAS,DET
19850301CLEPOR,1984,CLE,POR
19850301HOUUTA,1984,HOU,UTA
19850301NJNWSB,1984,NJN,WSB
19850302SASATL,1984,SAS,ATL
19850302LALDAL,1984,LAL,DAL
19850302MILDEN,1984,MIL,DEN
19850302LACGSW,1984,LAC,GSW
19850302SEAIND,1984,SEA,IND
19850302WSBNYK,1984,WSB,NYK
19850302KCKPHO,1984,KCK,PHO
19850303DETBOS,1984,DET,BOS
19850303NJNCHI,1984,NJN,CHI
19850303PHIHOU,1984,PHI,HOU
19850303KCKLAC,1984,KCK,LAC
19850303UTAPOR,1984,UTA,POR
19850304CLEGSW,1984,CLE,GSW
19850304DALPHO,1984,DAL,PHO
19850304PHISAS,1984,PHI,SAS
19850305PORATL,1984,POR,ATL
19850305WSBCHI,1984,WSB,CHI
19850305INDDAL,1984,IND,DAL
19850305HOUDEN,1984,HOU,DEN
19850305NJNKCK,1984,NJN,KCK
19850305SEAMIL,1984,SEA,MIL
19850305BOSNYK,1984,BOS,NYK
19850306CHIBOS,1984,CHI,BOS
19850306NYKDET,1984,NYK,DET
19850306UTAHOU,1984,UTA,HOU
19850306CLELAC,1984,CLE,LAC
19850306GSWLAL,1984,GSW,LAL
19850306SEANJN,1984,SEA,NJN
19850306ATLPHI,1984,ATL,PHI
19850306INDSAS,1984,IND,SAS
19850306PORWSB,1984,POR,WSB
19850307UTADET,1984,UTA,DET
19850307DENKCK,1984,DEN,KCK
19850307SASPHO,1984,SAS,PHO
19850308DALBOS,1984,DAL,BOS
19850308LACCHI,1984,LAC,CHI
19850308INDHOU,1984,IND,HOU
19850308KCKMIL,1984,KCK,MIL
19850308PORNJN,1984,POR,NJN
19850308SEAPHI,1984,SEA,PHI
19850309DETATL,1984,DET,ATL
19850309UTACHI,1984,UTA,CHI
19850309INDDEN,1984,IND,DEN
