gameid_num,gameid,away,home
0021300631,20140123LALMIA,LAL,MIA
0021300632,20140123DENPOR,DEN,POR
0021300633,20140124LALORL,LAL,ORL
0021300634,20140124TORPHI,TOR,PHI
0021300635,20140124SASATL,SAS,ATL
0021300636,20140124OKCBOS,OKC,BOS
0021300637,20140124DALBKN,DAL,BKN
0021300638,20140124MILCLE,MIL,CLE
0021300639,20140124NOPDET,NOP,DET
0021300640,20140124CHANYK,CHA,NYK
0021300641,20140124LACCHI,LAC,CHI
0021300642,20140124MEMHOU,MEM,HOU
0021300643,20140124WASPHX,WAS,PHX
0021300644,20140124INDSAC,IND,SAC
0021300645,20140124MINGSW,MIN,GSW
0021300646,20140125CHICHA,CHI,CHA
0021300647,20140125LACTOR,LAC,TOR
0021300648,20140125OKCPHI,OKC,PHI
0021300649,20140125HOUMEM,HOU,MEM
0021300650,20140125ATLMIL,ATL,MIL
0021300651,20140125INDDEN,IND,DEN
0021300652,20140125WASUTA,WAS,UTA
0021300653,20140125MINPOR,MIN,POR
0021300654,20140126SASMIA,SAS,MIA
0021300655,20140126LALNYK,LAL,NYK
0021300656,20140126ORLNOP,ORL,NOP
0021300657,20140126PHXCLE,PHX,CLE
0021300658,20140126BKNBOS,BKN,BOS
0021300659,20140126DETDAL,DET,DAL
0021300660,20140126PORGSW,POR,GSW
0021300661,20140126DENSAC,DEN,SAC
0021300662,20140127PHXPHI,PHX,PHI
0021300663,20140127TORBKN,TOR,BKN
0021300664,20140127MINCHI,MIN,CHI
0021300665,20140127LACMIL,LAC,MIL
0021300666,20140127ATLOKC,ATL,OKC
0021300667,20140127SACUTA,SAC,UTA
0021300668,20140128NOPCLE,NOP,CLE
0021300669,20140128ORLDET,ORL,DET
0021300670,20140128BOSNYK,BOS,NYK
0021300671,20140128SASHOU,SAS,HOU
0021300672,20140128MEMPOR,MEM,POR
0021300673,20140128WASGSW,WAS,GSW
0021300674,20140128INDLAL,IND,LAL
0021300675,20140129OKCMIA,OKC,MIA
0021300676,20140129ORLTOR,ORL,TOR
0021300678,20140129PHIBOS,PHI,BOS
0021300679,20140129PHXMIL,PHX,MIL
0021300680,20140129NOPMIN,NOP,MIN
0021300681,20140129HOUDAL,HOU,DAL
0021300682,20140129CHADEN,CHA,DEN
0021300683,20140129CHISAS,CHI,SAS
0021300684,20140129MEMSAC,MEM,SAC
0021300685,20140129WASLAC,WAS,LAC
0021300686,20140130PHXIND,PHX,IND
0021300687,20140130CLENYK,CLE,NYK
0021300688,20140130LACGSW,LAC,GSW
0021300689,20140131MILORL,MIL,ORL
0021300690,20140131ATLPHI,ATL,PHI
0021300691,20140131MEMMIN,MEM,MIN
0021300692,20140131OKCBKN,OKC,BKN
0021300693,20140131SACDAL,SAC,DAL
0021300694,20140131TORDEN,TOR,DEN
0021300695,20140131CHALAL,CHA,LAL
0021300696,20140131GSWUTA,GSW,UTA
0021300697,20140201BKNIND,BKN,IND
0021300698,20140201OKCWAS,OKC,WAS
0021300699,20140201MINATL,MIN,ATL
0021300700,20140201PHIDET,PHI,DET
0021300701,20140201CLEHOU,CLE,HOU
0021300702,20140201MILMEM,MIL,MEM
0021300703,20140201CHINOP,CHI,NOP
0021300704,20140201SACSAS,SAC,SAS
0021300705,20140201MIANYK,MIA,NYK
0021300706,20140201CHAPHX,CHA,PHX
0021300707,20140201TORPOR,TOR,POR
0021300708,20140201UTALAC,UTA,LAC
0021300709,20140202ORLBOS,ORL,BOS
0021300710,20140203ORLIND,ORL,IND
0021300711,20140203PORWAS,POR,WAS
0021300712,20140203PHIBKN,PHI,BKN
0021300713,20140203DETMIA,DET,MIA
0021300714,20140203NYKMIL,NYK,MIL
0021300715,20140203SASNOP,SAS,NOP
0021300716,20140203MEMOKC,MEM,OKC
0021300717,20140203CLEDAL,CLE,DAL
0021300718,20140203LACDEN,LAC,DEN
0021300719,20140203TORUTA,TOR,UTA
0021300720,20140203CHISAC,CHI,SAC
0021300721,20140204INDATL,IND,ATL
0021300722,20140204LALMIN,LAL,MIN
0021300723,20140204CHIPHX,CHI,PHX
0021300724,20140204CHAGSW,CHA,GSW
0021300725,20140205LALCLE,LAL,CLE
0021300726,20140205BOSPHI,BOS,PHI
0021300727,20140205SASWAS,SAS,WAS
0021300728,20140205PORNYK,POR,NYK
0021300729,20140205PHXHOU,PHX,HOU
0021300730,20140205DALMEM,DAL,MEM
0021300731,20140205ATLNOP,ATL,NOP
0021300732,20140205MINOKC,MIN,OKC
0021300733,20140205DETORL,DET,ORL
0021300734,20140205MILDEN,MIL,DEN
0021300735,20140205TORSAC,TOR,SAC
0021300736,20140205MIALAC,MIA,LAC
0021300737,20140206SASBKN,SAS,BKN
0021300738,20140206CHIGSW,CHI,GSW
0021300739,20140207PORIND,POR,IND
0021300740,20140207OKCORL,OKC,ORL
0021300741,20140207LALPHI,LAL,PHI
0021300742,20140207CLEWAS,CLE,WAS
0021300743,20140207SACBOS,SAC,BOS
0021300744,20140207BKNDET,BKN,DET
0021300745,20140207DENNYK,DEN,NYK
0021300746,20140207UTADAL,UTA,DAL
0021300747,20140207MINNOP,MIN,NOP
0021300748,20140207TORLAC,TOR,LAC
0021300749,20140208SASCHA,SAS,CHA
0021300750,20140208MEMATL,MEM,ATL
0021300751,20140208DENDET,DEN,DET
0021300752,20140208PORMIN,POR,MIN
0021300753,20140208HOUMIL,HOU,MIL
0021300754,20140208GSWPHX,GSW,PHX
0021300755,20140208MIAUTA,MIA,UTA
0021300756,20140209NYKOKC,NYK,OKC
0021300757,20140209CHILAL,CHI,LAL
0021300758,20140209DALBOS,DAL,BOS
0021300759,20140209NOPBKN,NOP,BKN
0021300760,20140209MEMCLE,MEM,CLE
0021300761,20140209INDORL,IND,ORL
0021300762,20140209SACWAS,SAC,WAS
0021300763,20140209PHILAC,PHI,LAC
0021300764,20140210DENIND,DEN,IND
0021300765,20140210NOPTOR,NOP,TOR
0021300766,20140210SASDET,SAS,DET
0021300767,20140210BOSMIL,BOS,MIL
0021300768,20140210HOUMIN,HOU,MIN
0021300769,20140210PHIGSW,PHI,GSW
0021300770,20140211DALCHA,DAL,CHA
0021300771,20140211SACCLE,SAC,CLE
0021300772,20140211ATLCHI,ATL,CHI
0021300773,20140211WASMEM,WAS,MEM
0021300774,20140211MIAPHX,MIA,PHX
0021300775,20140211OKCPOR,OKC,POR
0021300776,20140211UTALAL,UTA,LAL
0021300777,20140212DALIND,DAL,IND
0021300778,20140212MEMORL,MEM,ORL
0021300779,20140212ATLTOR,ATL,TOR
0021300780,20140212SASBOS,SAS,BOS
0021300781,20140212CHABKN,CHA,BKN
0021300782,20140212CLEDET,CLE,DET
0021300783,20140212SACNYK,SAC,NYK
0021300784,20140212WASHOU,WAS,HOU
0021300785,20140212NOPMIL,NOP,MIL
0021300786,20140212DENMIN,DEN,MIN
0021300787,20140212PHIUTA,PHI,UTA
0021300788,20140212MIAGSW,MIA,GSW
0021300789,20140212PORLAC,POR,LAC
0021300790,20140213BKNCHI,BKN,CHI
0021300791,20140213OKCLAL,OKC,LAL
0021300792,20140218ATLIND,ATL,IND
0021300793,20140218CLEPHI,CLE,PHI
0021300794,20140218TORWAS,TOR,WAS
0021300795,20140218CHADET,CHA,DET
0021300796,20140218NYKMEM,NYK,MEM
0021300797,20140218ORLMIL,ORL,MIL
0021300798,20140218MIADAL,MIA,DAL
0021300799,20140218PHXDEN,PHX,DEN
0021300800,20140218SASLAC,SAS,LAC
0021300801,20140219DETCHA,DET,CHA
0021300802,20140219ORLCLE,ORL,CLE
0021300803,20140219CHITOR,CHI,TOR
0021300804,20140219WASATL,WAS,ATL
0021300805,20140219INDMIN,IND,MIN
0021300806,20140219NYKNOP,NYK,NOP
0021300807,20140219BOSPHX,BOS,PHX
0021300808,20140219BKNUTA,BKN,UTA
0021300809,20140219SASPOR,SAS,POR
0021300810,20140219GSWSAC,GSW,SAC
0021300811,20140219HOULAL,HOU,LAL
0021300812,20140220DENMIL,DEN,MIL
0021300813,20140220MIAOKC,MIA,OKC
0021300814,20140220HOUGSW,HOU,GSW
0021300815,20140221NOPCHA,NOP,CHA
0021300816,20140221NYKORL,NYK,ORL
0021300817,20140221DALPHI,DAL,PHI
0021300818,20140221CLETOR,CLE,TOR
0021300819,20140221ATLDET,ATL,DET
0021300820,20140221DENCHI,DEN,CHI
0021300821,20140221LACMEM,LAC,MEM
0021300822,20140221SASPHX,SAS,PHX
0021300823,20140221UTAPOR,UTA,POR
0021300824,20140221BOSLAL,BOS,LAL
0021300825,20140222MEMCHA,MEM,CHA
0021300826,20140222NOPWAS,NOP,WAS
0021300827,20140222NYKATL,NYK,ATL
0021300828,20140222DALDET,DAL,DET
0021300829,20140222INDMIL,IND,MIL
0021300830,20140222MINUTA,MIN,UTA
0021300831,20140222BOSSAC,BOS,SAC
0021300832,20140222BKNGSW,BKN,GSW
0021300833,20140223LACOKC,LAC,OKC
0021300834,20140223CHIMIA,CHI,MIA
0021300835,20140223WASCLE,WAS,CLE
0021300836,20140223ORLTOR,ORL,TOR
0021300837,20140223SACDEN,SAC,DEN
0021300838,20140223HOUPHX,HOU,PHX
0021300839,20140223BKNLAL,BKN,LAL
0021300840,20140223MINPOR,MIN,POR
0021300841,20140224MILPHI,MIL,PHI
0021300842,20140224GSWDET,GSW,DET
0021300843,20140224DALNYK,DAL,NYK
0021300844,20140224LACNOP,LAC,NOP
0021300845,20140224BOSUTA,BOS,UTA
0021300846,20140225TORCLE,TOR,CLE
0021300847,20140225LALIND,LAL,IND
0021300848,20140225ORLWAS,ORL,WAS
0021300849,20140225CHIATL,CHI,ATL
0021300850,20140225PORDEN,POR,DEN
0021300851,20140225MINPHX,MIN,PHX
0021300852,20140225HOUSAC,HOU,SAC
0021300853,20140226ORLPHI,ORL,PHI
0021300854,20140226ATLBOS,ATL,BOS
0021300855,20140226GSWCHI,GSW,CHI
0021300856,20140226NOPDAL,NOP,DAL
0021300857,20140226LALMEM,LAL,MEM
0021300858,20140226CLEOKC,CLE,OKC
0021300859,20140226DETSAS,DET,SAS
0021300860,20140226PHXUTA,PHX,UTA
0021300861,20140226BKNPOR,BKN,POR
0021300862,20140226HOULAC,HOU,LAC
0021300863,20140227MILIND,MIL,IND
0021300864,20140227WASTOR,WAS,TOR
0021300865,20140227NYKMIA,NYK,MIA
0021300866,20140227BKNDEN,BKN,DEN
0021300867,20140228UTACLE,UTA,CLE
0021300868,20140228MEMOKC,MEM,OKC
0021300869,20140228GSWNYK,GSW,NYK
0021300870,20140228CHIDAL,CHI,DAL
0021300871,20140228CHASAS,CHA,SAS
0021300872,20140228SACLAL,SAC,LAL
0021300873,20140228NOPPHX,NOP,PHX
0021300874,20140301ORLMIA,ORL,MIA
0021300875,20140301WASPHI,WAS,PHI
0021300876,20140301DETHOU,DET,HOU
0021300877,20140301INDBOS,IND,BOS
0021300878,20140301BKNMIL,BKN,MIL
0021300879,20140301CLEMEM,CLE,MEM
0021300880,20140301DENPOR,DEN,POR
0021300881,20140301MINSAC,MIN,SAC
0021300882,20140301NOPLAC,NOP,LAC
0021300883,20140302NYKCHI,NYK,CHI
0021300884,20140302GSWTOR,GSW,TOR
0021300885,20140302UTAIND,UTA,IND
0021300886,20140302PHIORL,PHI,ORL
0021300887,20140302CHAOKC,CHA,OKC
0021300888,20140302DALSAS,DAL,SAS
0021300889,20140302ATLPHX,ATL,PHX
0021300890,20140303MEMWAS,MEM,WAS
0021300891,20140303CHIBKN,CHI,BKN
0021300892,20140303NYKDET,NYK,DET
0021300893,20140303CHAMIA,CHA,MIA
0021300894,20140303UTAMIL,UTA,MIL
0021300895,20140303MINDEN,MIN,DEN
0021300896,20140303LALPOR,LAL,POR
0021300897,20140303NOPSAC,NOP,SAC
0021300898,20140304SASCLE,SAS,CLE
0021300899,20140304GSWIND,GSW,IND
0021300900,20140304MIAHOU,MIA,HOU
0021300901,20140304PHIOKC,PHI,OKC
0021300902,20140304LACPHX,LAC,PHX
0021300903,20140304NOPLAL,NOP,LAL
0021300904,20140305INDCHA,IND,CHA
0021300905,20140305HOUORL,HOU,ORL
0021300906,20140305UTAWAS,UTA,WAS
0021300907,20140305GSWBOS,GSW,BOS
0021300908,20140305MEMBKN,MEM,BKN
0021300909,20140305CHIDET,CHI,DET
0021300910,20140305SACMIL,SAC,MIL
0021300911,20140305NYKMIN,NYK,MIN
0021300912,20140305DALDEN,DAL,DEN
0021300913,20140305ATLPOR,ATL,POR
0021300914,20140306MIASAS,MIA,SAS
0021300915,20140306OKCPHX,OKC,PHX
0021300916,20140306LACLAL,LAC,LAL
0021300917,20140307MEMCHI,MEM,CHI
0021300918,20140307CLECHA,CLE,CHA
0021300919,20140307SACTOR,SAC,TOR
0021300920,20140307BKNBOS,BKN,BOS
0021300921,20140307UTANYK,UTA,NYK
0021300922,20140307DETMIN,DET,MIN
0021300923,20140307MILNOP,MIL,NOP
0021300924,20140307PORDAL,POR,DAL
0021300925,20140307LALDEN,LAL,DEN
0021300926,20140307INDHOU,IND,HOU
0021300927,20140307ATLGSW,ATL,GSW
0021300928,20140308NYKCLE,NYK,CLE
0021300929,20140308UTAPHI,UTA,PHI
0021300930,20140308CHAMEM,CHA,MEM
0021300931,20140308WASMIL,WAS,MIL
0021300932,20140308ORLSAS,ORL,SAS
0021300933,20140308ATLLAC,ATL,LAC
0021300934,20140309MIACHI,MIA,CHI
0021300935,20140309OKCLAL,OKC,LAL
0021300936,20140309DENNOP,DEN,NOP
0021300937,20140309DETBOS,DET,BOS
0021300938,20140309SACBKN,SAC,BKN
0021300939,20140309PORHOU,POR,HOU
0021300940,20140309TORMIN,TOR,MIN
0021300941,20140309INDDAL,IND,DAL
0021300942,20140309PHXGSW,PHX,GSW
0021300943,20140310DENCHA,DEN,CHA
0021300944,20140310TORBKN,TOR,BKN
0021300945,20140310WASMIA,WAS,MIA
0021300946,20140310PHINYK,PHI,NYK
0021300947,20140310ORLMIL,ORL,MIL
0021300948,20140310ATLUTA,ATL,UTA
0021300949,20140310PHXLAC,PHX,LAC
0021300950,20140311BOSIND,BOS,IND
0021300951,20140311SACDET,SAC,DET
0021300952,20140311SASCHI,SAS,CHI
0021300953,20140311PORMEM,POR,MEM
0021300954,20140311MILMIN,MIL,MIN
0021300955,20140311HOUOKC,HOU,OKC
0021300956,20140311DALGSW,DAL,GSW
0021300957,20140312BKNMIA,BKN,MIA
0021300958,20140312DENORL,DEN,ORL
0021300959,20140312SACPHI,SAC,PHI
0021300960,20140312DETTOR,DET,TOR
0021300961,20140312CHAWAS,CHA,WAS
0021300962,20140312NYKBOS,NYK,BOS
0021300963,20140312MEMNOP,MEM,NOP
0021300964,20140312DALUTA,DAL,UTA
0021300965,20140312PORSAS,POR,SAS
0021300966,20140312CLEPHX,CLE,PHX
0021300967,20140312GSWLAC,GSW,LAC
0021300968,20140313HOUCHI,HOU,CHI
0021300969,20140313MILATL,MIL,ATL
0021300970,20140313LALOKC,LAL,OKC
0021300971,20140314MINCHA,MIN,CHA
0021300972,20140314WASORL,WAS,ORL
0021300973,20140314INDPHI,IND,PHI
0021300974,20140314MEMTOR,MEM,TOR
0021300975,20140314PHXBOS,PHX,BOS
0021300976,20140314DENMIA,DEN,MIA
0021300977,20140314PORNOP,POR,NOP
0021300978,20140314LALSAS,LAL,SAS
0021300979,20140314LACUTA,LAC,UTA
0021300980,20140314CLEGSW,CLE,GSW
0021300981,20140315MILNYK,MIL,NYK
0021300982,20140315BKNWAS,BKN,WAS
0021300983,20140315DENATL,DEN,ATL
0021300984,20140315INDDET,IND,DET
0021300985,20140315MEMPHI,MEM,PHI
0021300986,20140315SACCHI,SAC,CHI
0021300987,20140316CHAMIL,CHA,MIL
0021300988,20140316PHXTOR,PHX,TOR
0021300989,20140316HOUMIA,HOU,MIA
0021300990,20140316BOSNOP,BOS,NOP
0021300991,20140316SACMIN,SAC,MIN
0021300992,20140316DALOKC,DAL,OKC
0021300993,20140316UTASAS,UTA,SAS
0021300994,20140316GSWPOR,GSW,POR
0021300995,20140316CLELAC,CLE,LAC
0021300996,20140317ATLCHA,ATL,CHA
0021300997,20140317PHIIND,PHI,IND
0021300998,20140317PHXBKN,PHX,BKN
0021300999,20140317OKCCHI,OKC,CHI
0021301000,20140317UTAHOU,UTA,HOU
0021301001,20140317BOSDAL,BOS,DAL
0021301002,20140317LACDEN,LAC,DEN
0021301003,20140318MIACLE,MIA,CLE
0021301004,20140318TORATL,TOR,ATL
0021301005,20140318MILPOR,MIL,POR
0021301006,20140318WASSAC,WAS,SAC
0021301007,20140318ORLGSW,ORL,GSW
0021301008,20140319CHIPHI,CHI,PHI
0021301009,20140319MIABOS,MIA,BOS
0021301010,20140319CHABKN,CHA,BKN
0021301011,20140319UTAMEM,UTA,MEM
0021301012,20140319TORNOP,TOR,NOP
0021301013,20140319INDNYK,IND,NYK
0021301014,20140319MINDAL,MIN,DAL
0021301015,20140319DETDEN,DET,DEN
0021301016,20140319ORLPHX,ORL,PHX
0021301017,20140319SASLAL,SAS,LAL
0021301018,20140320OKCCLE,OKC,CLE
0021301019,20140320MINHOU,MIN,HOU
0021301020,20140320WASPOR,WAS,POR
0021301021,20140320MILGSW,MIL,GSW
0021301022,20140321CHIIND,CHI,IND
0021301023,20140321NYKPHI,NYK,PHI
0021301024,20140321OKCTOR,OKC,TOR
0021301025,20140321NOPATL,NOP,ATL
0021301026,20140321BOSBKN,BOS,BKN
0021301027,20140321MEMMIA,MEM,MIA
0021301028,20140321DENDAL,DEN,DAL
0021301029,20140321DETPHX,DET,PHX
0021301030,20140321SASSAC,SAS,SAC
0021301031,20140321WASLAL,WAS,LAL
0021301032,20140322PORCHA,POR,CHA
0021301033,20140322HOUCLE,HOU,CLE
0021301034,20140322PHICHI,PHI,CHI
0021301035,20140322INDMEM,IND,MEM
0021301036,20140322MIANOP,MIA,NOP
0021301037,20140322ORLUTA,ORL,UTA
0021301038,20140322SASGSW,SAS,GSW
0021301039,20140322DETLAC,DET,LAC
0021301040,20140323ATLTOR,ATL,TOR
0021301041,20140323PHXMIN,PHX,MIN
0021301042,20140323WASDEN,WAS,DEN
0021301043,20140323MILSAC,MIL,SAC
0021301044,20140323BKNDAL,BKN,DAL
0021301045,20140323CLENYK,CLE,NYK
0021301046,20140323ORLLAL,ORL,LAL
0021301047,20140324HOUCHA,HOU,CHA
0021301048,20140324PHXATL,PHX,ATL
0021301049,20140324PORMIA,POR,MIA
0021301050,20140324INDCHI,IND,CHI
0021301051,20140324MINMEM,MIN,MEM
0021301052,20140324BKNNOP,BKN,NOP
0021301053,20140324DENOKC,DEN,OKC
0021301054,20140324PHISAS,PHI,SAS
0021301055,20140324DETUTA,DET,UTA
0021301056,20140324MILLAC,MIL,LAC
0021301057,20140325TORCLE,TOR,CLE
0021301058,20140325PORORL,POR,ORL
0021301059,20140325OKCDAL,OKC,DAL
0021301060,20140325NYKLAL,NYK,LAL
0021301061,20140326BKNCHA,BKN,CHA
0021301062,20140326PHXWAS,PHX,WAS
0021301063,20140326TORBOS,TOR,BOS
0021301064,20140326CLEDET,CLE,DET
0021301065,20140326ATLMIN,ATL,MIN
0021301066,20140326LACNOP,LAC,NOP
0021301067,20140326MIAIND,MIA,IND
0021301068,20140326DENSAS,DEN,SAS
0021301069,20140326NYKSAC,NYK,SAC
0021301070,20140326MEMUTA,MEM,UTA
0021301071,20140327PORATL,POR,ATL
0021301072,20140327PHIHOU,PHI,HOU
0021301073,20140327LALMIL,LAL,MIL
0021301074,20140327LACDAL,LAC,DAL
0021301075,20140328CHAORL,CHA,ORL
0021301076,20140328BOSTOR,BOS,TOR
0021301077,20140328INDWAS,IND,WAS
0021301078,20140328CLEBKN,CLE,BKN
0021301079,20140328MIADET,MIA,DET
0021301080,20140328PORCHI,POR,CHI
0021301081,20140328LALMIN,LAL,MIN
0021301082,20140328UTANOP,UTA,NOP
0021301083,20140328SACOKC,SAC,OKC
0021301084,20140328SASDEN,SAS,DEN
0021301085,20140328NYKPHX,NYK,PHX
0021301086,20140328MEMGSW,MEM,GSW
0021301087,20140329DETPHI,DET,PHI
0021301088,20140329LACHOU,LAC,HOU
0021301089,20140329ATLWAS,ATL,WAS
0021301090,20140329SACDAL,SAC,DAL
0021301091,20140329MIAMIL,MIA,MIL
0021301092,20140329NOPSAS,NOP,SAS
0021301093,20140330UTAOKC,UTA,OKC
0021301094,20140330INDCLE,IND,CLE
0021301095,20140330MINBKN,MIN,BKN
0021301096,20140330TORORL,TOR,ORL
0021301097,20140330CHIBOS,CHI,BOS
0021301098,20140330NYKGSW,NYK,GSW
0021301099,20140330MEMPOR,MEM,POR
0021301100,20140330PHXLAL,PHX,LAL
0021301101,20140331WASCHA,WAS,CHA
0021301102,20140331SASIND,SAS,IND
0021301103,20140331PHIATL,PHI,ATL
0021301104,20140331MILDET,MIL,DET
0021301105,20140331TORMIA,TOR,MIA
0021301106,20140331BOSCHI,BOS,CHI
0021301107,20140331LACMIN,LAC,MIN
0021301108,20140331SACNOP,SAC,NOP
0021301109,20140331MEMDEN,MEM,DEN
0021301110,20140331NYKUTA,NYK,UTA
0021301111,20140401HOUBKN,HOU,BKN
0021301112,20140401GSWDAL,GSW,DAL
0021301113,20140401PORLAL,POR,LAL
0021301114,20140402DETIND,DET,IND
0021301115,20140402BKNNYK,BKN,NYK
0021301116,20140402CLEORL,CLE,ORL
0021301117,20140402CHAPHI,CHA,PHI
0021301118,20140402HOUTOR,HOU,TOR
0021301119,20140402BOSWAS,BOS,WAS
0021301120,20140402CHIATL,CHI,ATL
0021301121,20140402MILMIA,MIL,MIA
0021301122,20140402MEMMIN,MEM,MIN
0021301123,20140402GSWSAS,GSW,SAS
0021301124,20140402NOPDEN,NOP,DEN
0021301125,20140402LACPHX,LAC,PHX
0021301126,20140402LALSAC,LAL,SAC
0021301127,20140403SASOKC,SAS,OKC
0021301128,20140403DALLAC,DAL,LAC
0021301129,20140404DENMEM,DEN,MEM
0021301130,20140404ORLCHA,ORL,CHA
0021301131,20140404INDTOR,IND,TOR
0021301132,20140404CLEATL,CLE,ATL
0021301133,20140404PHIBOS,PHI,BOS
0021301134,20140404DETBKN,DET,BKN
0021301135,20140404MINMIA,MIN,MIA
0021301136,20140404WASNYK,WAS,NYK
0021301137,20140404MILCHI,MIL,CHI
0021301138,20140404NOPUTA,NOP,UTA
0021301139,20140404OKCHOU,OKC,HOU
0021301140,20140404PHXPOR,PHX,POR
0021301141,20140404SACGSW,SAC,GSW
0021301142,20140404DALLAL,DAL,LAL
0021301143,20140405MINORL,MIN,ORL
0021301144,20140405CHIWAS,CHI,WAS
0021301145,20140405CHACLE,CHA,CLE
0021301146,20140405BOSDET,BOS,DET
0021301147,20140405BKNPHI,BKN,PHI
0021301148,20140405TORMIL,TOR,MIL
0021301149,20140406NYKMIA,NYK,MIA
0021301150,20140406LALLAC,LAL,LAC
0021301151,20140406DALSAC,DAL,SAC
0021301152,20140406ATLIND,ATL,IND
0021301153,20140406DENHOU,DEN,HOU
0021301154,20140406MEMSAS,MEM,SAS
0021301155,20140406UTAGSW,UTA,GSW
0021301156,20140406OKCPHX,OKC,PHX
0021301157,20140406NOPPOR,NOP,POR
0021301158,20140408BKNMIA,BKN,MIA
0021301159,20140408DALUTA,DAL,UTA
0021301160,20140408OKCSAC,OKC,SAC
0021301161,20140408HOULAL,HOU,LAL
0021301162,20140409DETCLE,DET,CLE
0021301163,20140409BKNORL,BKN,ORL
0021301164,20140409PHITOR,PHI,TOR
0021301165,20140409CHAWAS,CHA,WAS
0021301166,20140409BOSATL,BOS,ATL
0021301167,20140409MIAMEM,MIA,MEM
0021301168,20140409INDMIL,IND,MIL
0021301169,20140409CHIMIN,CHI,MIN
0021301170,20140409PHXNOP,PHX,NOP
0021301171,20140409HOUDEN,HOU,DEN
0021301172,20140409SACPOR,SAC,POR
0021301173,20140409OKCLAC,OKC,LAC
0021301174,20140410SASDAL,SAS,DAL
0021301175,20140410DENGSW,DEN,GSW
0021301176,20140411WASORL,WAS,ORL
0021301177,20140411NYKTOR,NYK,TOR
0021301178,20140411CHABOS,CHA,BOS
0021301179,20140411ATLBKN,ATL,BKN
0021301180,20140411INDMIA,IND,MIA
0021301181,20140411DETCHI,DET,CHI
0021301182,20140411PHIMEM,PHI,MEM
0021301183,20140411HOUMIN,HOU,MIN
0021301184,20140411NOPOKC,NOP,OKC
0021301185,20140411CLEMIL,CLE,MIL
0021301186,20140411PHXSAS,PHX,SAS
0021301187,20140411PORUTA,POR,UTA
0021301188,20140411GSWLAL,GSW,LAL
0021301189,20140412SACLAC,SAC,LAC
0021301190,20140412PHICHA,PHI,CHA
0021301191,20140412MILWAS,MIL,WAS
0021301192,20140412MIAATL,MIA,ATL
0021301193,20140412BOSCLE,BOS,CLE
0021301194,20140412NOPHOU,NOP,HOU
0021301195,20140412PHXDAL,PHX,DAL
0021301196,20140412UTADEN,UTA,DEN
0021301197,20140413CHINYK,CHI,NYK
0021301198,20140413TORDET,TOR,DET
0021301199,20140413ORLBKN,ORL,BKN
0021301200,20140413OKCIND,OKC,IND
0021301201,20140413GSWPOR,GSW,POR
0021301202,20140413MINSAC,MIN,SAC
0021301203,20140413MEMLAL,MEM,LAL
0021301204,20140414BOSPHI,BOS,PHI
0021301205,20140414MILTOR,MIL,TOR
0021301206,20140414MIAWAS,MIA,WAS
0021301207,20140414CHAATL,CHA,ATL
0021301208,20140414ORLCHI,ORL,CHI
0021301209,20140414SASHOU,SAS,HOU
0021301210,20140414OKCNOP,OKC,NOP
0021301211,20140414LALUTA,LAL,UTA
0021301212,20140414MEMPHX,MEM,PHX
0021301213,20140414MINGSW,MIN,GSW
0021301214,20140415NYKBKN,NYK,BKN
0021301215,20140415DENLAC,DEN,LAC
0021301216,20140416DALMEM,DAL,MEM
0021301217,20140416ATLMIL,ATL,MIL
0021301218,20140416UTAMIN,UTA,MIN
0021301219,20140416HOUNOP,HOU,NOP
0021301220,20140416DETOKC,DET,OKC
0021301221,20140416LALSAS,LAL,SAS
0021301222,20140416WASBOS,WAS,BOS
0021301223,20140416CHICHA,CHI,CHA
0021301224,20140416BKNCLE,BKN,CLE
0021301225,20140416PHIMIA,PHI,MIA
0021301226,20140416TORNYK,TOR,NYK
0021301227,20140416INDORL,IND,ORL
0021301228,20140416LACPOR,LAC,POR
0021301229,20140416PHXSAC,PHX,SAC
0021301230,20140416GSWDEN,GSW,DEN
