20150113	MIA	LAL
20150114	SAS	CHA
20150114	HOU	ORL
20150114	MEM	BKN
20150114	NOP	DET
20150114	PHI	TOR
20150114	WAS	CHI
20150114	ATL	BOS
20150114	DAL	DEN
20150114	MIA	GSW
20150114	LAC	POR
20150115	NYK	MIL
20150115	OKC	HOU
20150115	CLE	LAL
20150116	DET	IND
20150116	MEM	ORL
20150116	NOP	PHI
20150116	BKN	WAS
20150116	CHI	BOS
20150116	ATL	TOR
20150116	GSW	OKC
20150116	DEN	DAL
20150116	POR	SAS
20150116	MIN	PHX
20150116	LAL	UTA
20150116	MIA	SAC
20150116	CLE	LAC
20150117	IND	CHA
20150117	PHI	DET
20150117	ATL	CHI
20150117	GSW	HOU
20150117	WAS	BKN
20150117	POR	MEM
20150117	MIN	DEN
20150117	LAC	SAC
20150118	NOP	TOR
20150118	OKC	ORL
20150118	UTA	SAS
20150119	MIN	CHA
20150119	PHI	WAS
20150119	DET	ATL
20150119	BOS	LAC
20150119	DEN	GSW
20150119	DAL	MEM
20150119	IND	HOU
20150119	NOP	NYK
20150119	CHI	CLE
20150119	TOR	MIL
20150119	SAC	POR
20150119	LAL	PHX
20150120	OKC	MIA
20150120	SAS	DEN
20150121	MIA	CHA
20150121	UTA	CLE
20150121	NYK	PHI
20150121	IND	ATL
20150121	ORL	DET
20150121	TOR	MEM
20150121	DAL	MIN
20150121	LAL	NOP
20150121	OKC	WAS
20150121	POR	PHX
20150121	BKN	SAC
20150121	HOU	GSW
20150122	SAS	CHI
20150122	UTA	MIL
20150122	BOS	POR
20150122	BKN	LAC
20150123	TOR	PHI
20150123	OKC	ATL
20150123	CHA	CLE
20150123	IND	MIA
20150123	ORL	NYK
20150123	CHI	DAL
20150123	NOP	MIN
20150123	LAL	SAS
20150123	BOS	DEN
20150123	HOU	PHX
20150123	SAC	GSW
20150124	NYK	CHA
20150124	DET	MIL
20150124	PHI	MEM
20150124	BKN	UTA
20150124	WAS	POR
20150125	MIA	CHI
20150125	OKC	CLE
20150125	LAC	PHX
20150125	DAL	NOP
20150125	MIN	ATL
20150125	IND	ORL
20150125	MIL	SAS
20150125	DET	TOR
20150125	BOS	GSW
20150125	WAS	DEN
20150125	HOU	LAL
20150126	ORL	MEM
20150126	PHI	NOP
20150126	MIN	OKC
20150126	BOS	UTA
20150126	DEN	LAC
20150127	TOR	IND
20150127	CLE	DET
20150127	MIL	MIA
20150127	MEM	DAL
20150127	CHI	GSW
20150127	WAS	LAL
20150128	POR	CLE
20150128	DET	PHI
20150128	SAC	TOR
20150128	BKN	ATL
20150128	DAL	HOU
20150128	BOS	MIN
20150128	DEN	NOP
20150128	OKC	NYK
20150128	CHA	SAS
20150128	LAC	UTA
20150128	WAS	PHX
20150129	MIL	ORL
20150129	NYK	IND
20150129	DEN	MEM
20150129	CHI	LAL
20150130	MIN	PHI
20150130	POR	ATL
20150130	HOU	BOS
20150130	TOR	BKN
20150130	SAC	CLE
