gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
20131029ORLIND,20131029,ORL,IND,ORL,18,26,20,23,,,,87
20131029ORLIND,20131029,ORL,IND,IND,23,17,29,28,,,,97
20131029LACLAL,20131029,LAC,LAL,LAC,30,27,22,24,,,,103
20131029LACLAL,20131029,LAC,LAL,LAL,28,27,20,41,,,,116
20131029CHIMIA,20131029,CHI,MIA,CHI,15,18,25,37,,,,95
20131029CHIMIA,20131029,CHI,MIA,MIA,17,37,24,29,,,,107
20131030BRKCLE,20131030,BRK,CLE,BRK,26,22,22,24,,,,94
20131030BRKCLE,20131030,BRK,CLE,CLE,27,22,30,19,,,,98
20131030ATLDAL,20131030,ATL,DAL,ATL,28,27,24,30,,,,109
20131030ATLDAL,20131030,ATL,DAL,DAL,33,20,33,32,,,,118
20131030WASDET,20131030,WAS,DET,WAS,22,21,30,29,,,,102
20131030WASDET,20131030,WAS,DET,DET,25,30,26,32,,,,113
20131030LALGSW,20131030,LAL,GSW,LAL,16,24,23,31,,,,94
20131030LALGSW,20131030,LAL,GSW,GSW,26,33,37,29,,,,125
20131030CHAHOU,20131030,CHA,HOU,CHA,19,20,22,22,,,,83
20131030CHAHOU,20131030,CHA,HOU,HOU,17,28,22,29,,,,96
20131030ORLMIN,20131030,ORL,MIN,ORL,27,25,28,23,12,,,115
20131030ORLMIN,20131030,ORL,MIN,MIN,38,22,27,16,17,,,120
20131030INDNOP,20131030,IND,NOP,IND,14,22,23,36,,,,95
20131030INDNOP,20131030,IND,NOP,NOP,24,26,16,24,,,,90
20131030MILNYK,20131030,MIL,NYK,MIL,18,13,33,19,,,,83
20131030MILNYK,20131030,MIL,NYK,NYK,24,32,18,16,,,,90
20131030MIAPHI,20131030,MIA,PHI,MIA,14,35,45,16,,,,110
20131030MIAPHI,20131030,MIA,PHI,PHI,33,18,34,29,,,,114
20131030PORPHO,20131030,POR,PHO,POR,16,30,23,22,,,,91
20131030PORPHO,20131030,POR,PHO,PHO,30,20,31,23,,,,104
20131030DENSAC,20131030,DEN,SAC,DEN,22,23,27,16,,,,88
20131030DENSAC,20131030,DEN,SAC,SAC,25,23,22,20,,,,90
20131030MEMSAS,20131030,MEM,SAS,MEM,20,7,31,36,,,,94
20131030MEMSAS,20131030,MEM,SAS,SAS,18,30,24,29,,,,101
20131030BOSTOR,20131030,BOS,TOR,BOS,26,11,34,16,,,,87
20131030BOSTOR,20131030,BOS,TOR,TOR,21,28,22,22,,,,93
20131030OKCUTA,20131030,OKC,UTA,OKC,29,28,24,20,,,,101
20131030OKCUTA,20131030,OKC,UTA,UTA,29,19,25,25,,,,98
