gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20111225MIADAL,,MIA,DAL,MIA,lebron_james,,36:16,11,19,0,0,15,19,,3,7,10,6,3,2,3,2,,37
20111225MIADAL,,MIA,DAL,MIA,dwyane_wade,,34:39,11,21,0,0,4,6,,1,7,8,6,4,1,5,1,,26
20111225MIADAL,,MIA,DAL,MIA,joel_anthony,,25:38,2,3,0,0,2,3,,1,1,2,0,1,0,0,1,,6
20111225MIADAL,,MIA,DAL,MIA,mario_chalmers,,24:21,1,1,0,0,1,1,,0,1,1,4,3,4,2,0,,3
20111225MIADAL,,MIA,DAL,MIA,chris_bosh,,23:59,2,9,0,0,0,0,,1,6,7,1,5,1,2,1,,4
20111225MIADAL,,MIA,DAL,MIA,udonis_haslem,,32:16,3,6,0,0,3,5,,6,8,14,1,5,0,3,1,,9
20111225MIADAL,,MIA,DAL,MIA,norris_cole,,23:39,3,8,1,1,0,1,,0,2,2,0,3,1,4,0,,7
20111225MIADAL,,MIA,DAL,MIA,james_jones,,18:26,3,6,3,5,0,1,,0,2,2,0,2,0,2,0,,9
20111225MIADAL,,MIA,DAL,MIA,juwan_howard,,7:55,2,3,0,0,0,0,,2,0,2,0,0,0,0,0,,4
20111225MIADAL,,MIA,DAL,MIA,shane_battier,,4:03,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,,0
20111225MIADAL,,MIA,DAL,MIA,mickell_gladness,,2:56,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,,0
20111225MIADAL,,MIA,DAL,MIA,terrel_harris,,2:56,0,0,0,0,0,0,,1,1,2,0,0,0,1,0,,0
20111225MIADAL,,MIA,DAL,MIA,dexter_pittman,,2:56,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,,0
20111225MIADAL,,MIA,DAL,MIA,total,,240,38,78,4,7,25,36,,15,36,51,18,28,9,22,6,,105
20111225MIADAL,,MIA,DAL,DAL,shawn_marion,,29:18,6,10,0,0,0,0,,2,4,6,3,3,0,3,0,,12
20111225MIADAL,,MIA,DAL,DAL,dirk_nowitzki,,29:13,6,15,0,0,9,10,,1,4,5,3,4,0,2,0,,21
20111225MIADAL,,MIA,DAL,DAL,jason_kidd,,27:35,2,5,2,5,3,3,,0,0,0,3,2,2,2,0,,9
20111225MIADAL,,MIA,DAL,DAL,vince_carter,,20:41,2,6,1,3,0,2,,0,2,2,3,3,0,2,0,,5
20111225MIADAL,,MIA,DAL,DAL,brendan_haywood,,13:38,0,2,0,0,0,0,,2,1,3,0,4,0,2,0,,0
20111225MIADAL,,MIA,DAL,DAL,jason_terry,,28:49,9,18,4,10,1,2,,0,1,1,3,2,2,0,0,,23
20111225MIADAL,,MIA,DAL,DAL,delonte_west,,24:38,3,7,1,3,3,3,,0,0,0,3,0,3,3,0,,10
20111225MIADAL,,MIA,DAL,DAL,ian_mahinmi,,15:08,1,3,0,0,0,1,,1,3,4,0,4,0,0,0,,2
20111225MIADAL,,MIA,DAL,DAL,brian_cardinal,,14:27,0,2,0,2,4,4,,0,2,2,1,2,1,1,0,,4
20111225MIADAL,,MIA,DAL,DAL,lamar_odom,,13:03,1,6,1,2,1,3,,1,3,4,1,4,1,2,0,,4
20111225MIADAL,,MIA,DAL,DAL,brandan_wright,,10:51,0,1,0,0,0,0,,0,1,1,0,0,1,0,0,,0
20111225MIADAL,,MIA,DAL,DAL,rodrigue_beaubois,,8:26,0,4,0,2,0,0,,1,2,3,3,1,0,0,0,,0
20111225MIADAL,,MIA,DAL,DAL,dominique_jones,,4:13,1,3,0,1,2,2,,0,0,0,0,0,0,0,0,,4
20111225MIADAL,,MIA,DAL,DAL,total,,240,31,82,9,28,23,30,,8,23,31,23,29,10,17,0,,94
20111225LACGSW,,LAC,GSW,LAC,chauncey_billups,,38:19,6,19,3,10,6,6,,0,5,5,4,2,0,1,0,,21
20111225LACGSW,,LAC,GSW,LAC,chris_paul,,36:39,7,12,1,3,5,6,,1,1,2,9,4,2,2,0,,20
20111225LACGSW,,LAC,GSW,LAC,caron_butler,,36:01,4,10,1,3,2,3,,0,10,10,4,0,3,0,0,,11
20111225LACGSW,,LAC,GSW,LAC,blake_griffin,,34:44,9,18,0,0,4,8,,5,2,7,1,4,2,3,0,,22
20111225LACGSW,,LAC,GSW,LAC,deandre_jordan,,30:31,1,2,0,0,4,12,,3,2,5,0,2,0,2,8,,6
20111225LACGSW,,LAC,GSW,LAC,mo_williams,,22:12,4,8,0,1,0,0,,0,3,3,3,1,2,1,0,,8
20111225LACGSW,,LAC,GSW,LAC,brian_cook,,15:45,2,7,2,4,2,2,,2,4,6,0,5,0,0,0,,8
20111225LACGSW,,LAC,GSW,LAC,ryan_gomes,,14:26,3,4,0,1,0,1,,1,3,4,0,1,0,0,0,,6
20111225LACGSW,,LAC,GSW,LAC,randy_foye,,11:23,1,1,1,1,0,0,,1,0,1,1,0,0,1,0,,3
20111225LACGSW,,LAC,GSW,LAC,total,,240,37,81,8,23,23,38,,13,30,43,22,19,9,10,8,,105
20111225LACGSW,,LAC,GSW,GSW,monta_ellis,,42:42,6,19,0,5,3,6,,2,2,4,8,4,1,4,0,,15
20111225LACGSW,,LAC,GSW,GSW,david_lee,,35:13,10,19,0,0,1,2,,4,8,12,2,6,0,4,1,,21
20111225LACGSW,,LAC,GSW,GSW,stephen_curry,,33:28,2,12,0,4,0,1,,2,3,5,4,4,2,5,2,,4
20111225LACGSW,,LAC,GSW,GSW,dorell_wright,,30:50,1,6,1,6,5,5,,4,5,9,1,1,0,0,0,,8
20111225LACGSW,,LAC,GSW,GSW,andris_biedrins,,20:27,5,5,0,0,0,0,,2,6,8,0,4,0,0,3,,10
20111225LACGSW,,LAC,GSW,GSW,brandon_rush,,28:23,3,6,2,2,4,4,,0,3,3,0,4,1,1,2,,12
20111225LACGSW,,LAC,GSW,GSW,klay_thompson,,19:00,2,8,1,3,2,2,,1,2,3,1,3,0,2,0,,7
20111225LACGSW,,LAC,GSW,GSW,ekpe_udoh,,12:57,0,2,0,0,1,2,,1,2,3,0,1,0,0,0,,1
20111225LACGSW,,LAC,GSW,GSW,kwame_brown,,6:49,0,1,0,0,1,2,,1,0,1,0,3,0,0,0,,1
20111225LACGSW,,LAC,GSW,GSW,ish_smith,,5:22,3,4,1,1,0,0,,0,0,0,0,2,0,0,0,,7
20111225LACGSW,,LAC,GSW,GSW,dominic_mcguire,,3:29,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
20111225LACGSW,,LAC,GSW,GSW,charles_jenkins,,0:58,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0
20111225LACGSW,,LAC,GSW,GSW,jeremy_tyler,,0:22,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
20111225LACGSW,,LAC,GSW,GSW,total,,240,32,82,5,21,17,24,,17,31,48,17,32,4,16,8,,86
20111225CHILAL,,CHI,LAL,CHI,luol_deng,,38:13,7,19,1,4,6,6,,3,4,7,3,2,4,0,1,,21
20111225CHILAL,,CHI,LAL,CHI,derrick_rose,,35:19,9,13,4,6,0,0,,0,1,1,5,1,0,5,1,,22
20111225CHILAL,,CHI,LAL,CHI,carlos_boozer,,32:32,7,13,0,0,1,4,,1,5,6,2,3,1,2,1,,15
20111225CHILAL,,CHI,LAL,CHI,joakim_noah,,28:27,3,12,0,0,0,0,,5,4,9,2,5,3,2,0,,6
20111225CHILAL,,CHI,LAL,CHI,richard_hamilton,,23:06,3,8,0,0,0,0,,1,1,2,3,5,2,0,0,,6
20111225CHILAL,,CHI,LAL,CHI,ronnie_brewer,,24:54,3,6,0,0,0,1,,0,3,3,2,3,1,2,0,,6
20111225CHILAL,,CHI,LAL,CHI,omer_asik,,19:33,1,5,0,0,1,1,,4,4,8,0,0,1,2,0,,3
20111225CHILAL,,CHI,LAL,CHI,taj_gibson,,15:28,1,4,0,0,1,2,,2,1,3,2,1,0,0,1,,3
20111225CHILAL,,CHI,LAL,CHI,cj_watson,,12:41,2,6,2,3,0,0,,0,1,1,2,1,2,1,0,,6
20111225CHILAL,,CHI,LAL,CHI,kyle_korver,,9:47,0,3,0,2,0,0,,0,1,1,0,0,0,0,0,,0
20111225CHILAL,,CHI,LAL,CHI,total,,240,36,89,7,15,9,14,,16,25,41,21,21,14,14,4,,88
20111225CHILAL,,CHI,LAL,LAL,pau_gasol,,37:37,6,14,0,2,2,6,,2,6,8,3,4,0,1,3,,14
20111225CHILAL,,CHI,LAL,LAL,kobe_bryant,,35:24,11,23,0,1,6,7,,0,7,7,6,3,2,8,0,,28
20111225CHILAL,,CHI,LAL,LAL,josh_mcroberts,,35:20,3,6,0,0,0,2,,3,5,8,2,3,0,2,2,,6
20111225CHILAL,,CHI,LAL,LAL,derek_fisher,,23:23,1,5,0,2,0,0,,0,3,3,3,3,2,3,2,,2
20111225CHILAL,,CHI,LAL,LAL,devin_ebanks,,23:10,4,5,0,0,0,0,,0,1,1,2,1,0,0,0,,8
20111225CHILAL,,CHI,LAL,LAL,steve_blake,,24:57,4,9,2,6,2,3,,1,2,3,2,2,0,1,0,,12
20111225CHILAL,,CHI,LAL,LAL,metta_world_peace,,24:50,2,6,0,1,0,0,,0,2,2,3,0,2,0,0,,4
20111225CHILAL,,CHI,LAL,LAL,troy_murphy,,22:43,3,5,0,1,1,2,,5,3,8,1,4,0,1,1,,7
20111225CHILAL,,CHI,LAL,LAL,andrew_goudelock,,12:36,2,3,2,3,0,0,,1,1,2,0,0,0,1,0,,6
20111225CHILAL,,CHI,LAL,LAL,total,,240,36,76,4,16,11,20,,12,30,42,22,20,6,17,8,,87
20111225BOSNYK,,BOS,NYK,BOS,rajon_rondo,,41:16,11,19,0,1,9,12,,1,4,5,13,2,5,5,0,,31
20111225BOSNYK,,BOS,NYK,BOS,ray_allen,,37:42,7,12,2,3,4,4,,3,1,4,3,1,0,4,0,,20
20111225BOSNYK,,BOS,NYK,BOS,kevin_garnett,,37:03,6,13,0,0,3,6,,1,7,8,3,5,0,3,1,,15
