gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
19891103INDATL,,IND,ATL,IND,vern_fleming,,40:00,10,15,0,0,8,8,,2,5,7,9,3,3,2,0,,28
19891103INDATL,,IND,ATL,IND,reggie_miller,,38:00,13,20,0,2,10,11,,4,2,6,3,4,0,3,0,,36
19891103INDATL,,IND,ATL,IND,lasalle_thompson,,38:00,3,5,0,0,4,4,,3,15,18,5,4,0,5,3,,10
19891103INDATL,,IND,ATL,IND,chuck_person,,34:00,8,15,0,1,2,3,,1,2,3,6,3,1,1,2,,18
19891103INDATL,,IND,ATL,IND,rik_smits,,24:00,5,10,0,0,0,2,,1,4,5,1,4,0,1,1,,10
19891103INDATL,,IND,ATL,IND,detlef_schrempf,,27:00,1,8,0,0,8,8,,1,6,7,2,4,3,0,0,,10
19891103INDATL,,IND,ATL,IND,mike_sanders,,14:00,3,6,0,0,0,2,,2,0,2,1,1,0,1,0,,6
19891103INDATL,,IND,ATL,IND,randy_wittman,,9:00,3,4,0,0,0,0,,0,0,0,0,0,0,0,0,,6
19891103INDATL,,IND,ATL,IND,rickey_green,,8:00,0,2,0,0,0,0,,0,1,1,5,0,0,0,0,,0
19891103INDATL,,IND,ATL,IND,greg_dreiling,,6:00,0,0,0,0,0,0,,0,3,3,0,2,0,0,0,,0
19891103INDATL,,IND,ATL,IND,dyron_nix,,1:00,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,,2
19891103INDATL,,IND,ATL,IND,george_mccloud,,1:00,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0
19891103INDATL,,IND,ATL,IND,total,,240,47,87,0,3,32,38,,14,38,52,32,25,7,13,6,,126
19891103INDATL,,IND,ATL,ATL,dominique_wilkins,,34:00,6,19,1,3,5,7,,1,1,2,0,3,0,4,0,,18
19891103INDATL,,IND,ATL,ATL,moses_malone,,32:00,8,15,0,0,4,9,,11,4,15,1,2,1,5,0,,20
19891103INDATL,,IND,ATL,ATL,doc_rivers,,31:00,4,12,0,3,4,8,,3,2,5,3,5,3,3,1,,12
19891103INDATL,,IND,ATL,ATL,john_battle,,25:00,7,12,0,0,2,5,,0,0,0,1,3,1,0,0,,16
19891103INDATL,,IND,ATL,ATL,jon_koncak,,25:00,1,3,0,0,0,3,,0,7,7,0,4,0,0,0,,2
19891103INDATL,,IND,ATL,ATL,spud_webb,,26:00,3,11,0,0,0,0,,0,1,1,3,1,3,0,0,,6
19891103INDATL,,IND,ATL,ATL,antoine_carr,,23:00,2,7,0,0,2,5,,1,3,4,3,5,0,1,0,,6
19891103INDATL,,IND,ATL,ATL,kevin_willis,,20:00,5,7,0,0,0,0,,3,1,4,1,2,0,1,0,,10
