gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
19871106WSBATL,19871106,WSB,ATL,WSB,19,26,28,24,,,,97
19871106WSBATL,19871106,WSB,ATL,ATL,36,37,15,26,,,,114
19871106MILBOS,19871106,MIL,BOS,MIL,29,31,26,22,,,,108
19871106MILBOS,19871106,MIL,BOS,BOS,32,33,31,29,,,,125
19871106UTADAL,19871106,UTA,DAL,UTA,29,19,25,20,,,,93
19871106UTADAL,19871106,UTA,DAL,DAL,21,23,29,22,,,,95
19871106LACDEN,19871106,LAC,DEN,LAC,29,19,17,28,,,,93
19871106LACDEN,19871106,LAC,DEN,DEN,40,29,41,29,,,,139
19871106NYKDET,19871106,NYK,DET,NYK,23,26,27,23,,,,99
19871106NYKDET,19871106,NYK,DET,DET,26,21,28,35,,,,110
19871106SASHOU,19871106,SAS,HOU,SAS,35,28,17,22,,,,102
19871106SASHOU,19871106,SAS,HOU,HOU,33,26,30,19,,,,108
19871106SEALAL,19871106,SEA,LAL,SEA,36,25,25,23,,,,109
19871106SEALAL,19871106,SEA,LAL,LAL,30,27,28,28,,,,113
19871106CLENJN,19871106,CLE,NJN,CLE,32,29,26,27,,,,114
19871106CLENJN,19871106,CLE,NJN,NJN,29,30,26,23,,,,108
19871106INDPHI,19871106,IND,PHI,IND,16,26,25,28,,,,95
19871106INDPHI,19871106,IND,PHI,PHI,29,22,32,25,,,,108
19871106PHOPOR,19871106,PHO,POR,PHO,29,28,25,22,,,,104
19871106PHOPOR,19871106,PHO,POR,POR,37,26,25,30,,,,118
19871106GSWSAC,19871106,GSW,SAC,GSW,30,22,30,24,,,,106
19871106GSWSAC,19871106,GSW,SAC,SAC,43,34,32,25,,,,134
19871107CLEATL,19871107,CLE,ATL,CLE,27,24,21,33,,,,105
19871107CLEATL,19871107,CLE,ATL,ATL,26,25,27,35,,,,113
19871107PHICHI,19871107,PHI,CHI,PHI,21,26,22,25,,,,94
19871107PHICHI,19871107,PHI,CHI,CHI,27,35,24,18,,,,104
19871107DENGSW,19871107,DEN,GSW,DEN,20,31,25,27,,,,103
19871107DENGSW,19871107,DEN,GSW,GSW,22,23,26,28,,,,99
19871107NYKIND,19871107,NYK,IND,NYK,27,17,26,25,,,,95
19871107NYKIND,19871107,NYK,IND,IND,40,32,23,13,,,,108
19871107PORLAC,19871107,POR,LAC,POR,38,24,31,31,,,,124
19871107PORLAC,19871107,POR,LAC,LAC,26,18,30,25,,,,99
19871107DETMIL,19871107,DET,MIL,DET,20,21,31,33,,,,105
19871107DETMIL,19871107,DET,MIL,MIL,23,38,30,28,,,,119
19871107DALSAS,19871107,DAL,SAS,DAL,32,22,24,28,,,,106
19871107DALSAS,19871107,DAL,SAS,SAS,35,32,39,24,,,,130
19871107PHOSEA,19871107,PHO,SEA,PHO,22,20,31,23,,,,96
19871107PHOSEA,19871107,PHO,SEA,SEA,32,36,20,24,,,,112
19871107SACUTA,19871107,SAC,UTA,SAC,19,23,22,36,,,,100
19871107SACUTA,19871107,SAC,UTA,UTA,28,30,29,34,,,,121
19871107BOSWSB,19871107,BOS,WSB,BOS,27,32,34,26,12,9,,140
19871107BOSWSB,19871107,BOS,WSB,WSB,23,38,31,27,12,8,,139
19871108HOULAL,19871108,HOU,LAL,HOU,22,19,25,26,,,,92
19871108HOULAL,19871108,HOU,LAL,LAL,22,29,25,25,,,,101
19871109BOSNYK,19871109,BOS,NYK,BOS,32,22,23,19,,,,96
19871109BOSNYK,19871109,BOS,NYK,NYK,21,19,18,29,,,,87
19871110CHIATL,19871110,CHI,ATL,CHI,32,32,24,17,,,,105
19871110CHIATL,19871110,CHI,ATL,ATL,20,25,26,24,,,,95
19871110DETIND,19871110,DET,IND,DET,23,29,29,37,,,,118
19871110DETIND,19871110,DET,IND,IND,18,31,38,34,,,,121
19871110UTALAC,19871110,UTA,LAC,UTA,16,31,17,24,,,,88
19871110UTALAC,19871110,UTA,LAC,LAC,25,32,21,22,,,,100
19871110WSBMIL,19871110,WSB,MIL,WSB,26,29,14,31,,,,100
19871110WSBMIL,19871110,WSB,MIL,MIL,26,33,34,22,,,,115
19871110GSWPHO,19871110,GSW,PHO,GSW,19,28,31,31,,,,109
19871110GSWPHO,19871110,GSW,PHO,PHO,36,27,34,26,,,,123
19871110HOUPOR,19871110,HOU,POR,HOU,37,21,27,33,,,,118
19871110HOUPOR,19871110,HOU,POR,POR,33,32,24,22,,,,111
19871110DENSAC,19871110,DEN,SAC,DEN,38,25,24,36,,,,123
19871110DENSAC,19871110,DEN,SAC,SAC,46,28,30,30,,,,134
19871110LALSAS,19871110,LAL,SAS,LAL,30,45,21,37,,,,133
19871110LALSAS,19871110,LAL,SAS,SAS,22,38,32,32,,,,124
19871110DALSEA,19871110,DAL,SEA,DAL,24,41,23,29,,,,117
19871110DALSEA,19871110,DAL,SEA,SEA,26,20,25,30,,,,101
19871111INDBOS,19871111,IND,BOS,IND,26,29,28,23,,,,106
19871111INDBOS,19871111,IND,BOS,BOS,28,32,34,26,,,,120
19871111MILCLE,19871111,MIL,CLE,MIL,27,28,24,30,,,,109
19871111MILCLE,19871111,MIL,CLE,CLE,26,24,24,27,,,,101
19871111PHOGSW,19871111,PHO,GSW,PHO,34,25,26,30,,,,115
19871111PHOGSW,19871111,PHO,GSW,GSW,29,37,38,26,,,,130
19871111CHINJN,19871111,CHI,NJN,CHI,34,23,23,25,,,,105
19871111CHINJN,19871111,CHI,NJN,NJN,23,29,18,26,,,,96
19871111ATLNYK,19871111,ATL,NYK,ATL,26,19,20,29,,,,94
19871111ATLNYK,19871111,ATL,NYK,NYK,19,25,22,27,,,,93
19871111DALUTA,19871111,DAL,UTA,DAL,21,18,28,25,,,,92
19871111DALUTA,19871111,DAL,UTA,UTA,29,24,36,32,,,,121
19871112PORDEN,19871112,POR,DEN,POR,30,29,23,31,,,,113
19871112PORDEN,19871112,POR,DEN,DEN,33,26,36,31,,,,126
19871112LACLAL,19871112,LAC,LAL,LAC,19,17,22,24,,,,82
19871112LACLAL,19871112,LAC,LAL,LAL,30,25,29,27,,,,111
19871112HOUSAC,19871112,HOU,SAC,HOU,23,21,35,37,,,,116
19871112HOUSAC,19871112,HOU,SAC,SAC,25,34,34,21,,,,114
19871112SEASAS,19871112,SEA,SAS,SEA,31,26,28,33,,,,118
19871112SEASAS,19871112,SEA,SAS,SAS,36,25,34,28,,,,123
19871113CLEBOS,19871113,CLE,BOS,CLE,34,30,26,24,,,,114
19871113CLEBOS,19871113,CLE,BOS,BOS,33,25,34,36,,,,128
19871113NJNCHI,19871113,NJN,CHI,NJN,25,13,27,20,,,,85
19871113NJNCHI,19871113,NJN,CHI,CHI,23,28,21,31,,,,103
19871113SEADAL,19871113,SEA,DAL,SEA,25,29,25,24,,,,103
19871113SEADAL,19871113,SEA,DAL,DAL,33,26,21,15,,,,95
19871113GSWLAC,19871113,GSW,LAC,GSW,19,27,21,27,,,,94
19871113GSWLAC,19871113,GSW,LAC,LAC,29,20,28,20,,,,97
