gameid,away,home
19971031CHIBOS,CHI,BOS
19971031NYKCHH,NYK,CHH
19971031SASDEN,SAS,DEN
19971031WASDET,WAS,DET
19971031CLEHOU,CLE,HOU
19971031UTALAL,UTA,LAL
19971031TORMIA,TOR,MIA
19971031GSWMIN,GSW,MIN
19971031INDNJN,IND,NJN
19971031ATLORL,ATL,ORL
19971031MILPHI,MIL,PHI
19971031LACPHO,LAC,PHO
19971031SEAPOR,SEA,POR
19971031DALVAN,DAL,VAN
19971101TORATL,TOR,ATL
19971101PHICHI,PHI,CHI
19971101GSWIND,GSW,IND
19971101PORLAC,POR,LAC
19971101NJNMIL,NJN,MIL
19971101CHHMIN,CHH,MIN
19971101CLESAS,CLE,SAS
19971101DALSEA,DAL,SEA
19971101DENUTA,DEN,UTA
19971101SACVAN,SAC,VAN
19971101MIAWAS,MIA,WAS
19971102ORLBOS,ORL,BOS
19971102DETNYK,DET,NYK
19971102HOUSAC,HOU,SAC
19971103SASCHI,SAS,CHI
19971103CHHMIA,CHH,MIA
19971103WASUTA,WAS,UTA
19971104DETATL,DET,ATL
19971104INDCLE,IND,CLE
19971104VANDAL,VAN,DAL
19971104WASDEN,WAS,DEN
19971104ORLMIL,ORL,MIL
19971104BOSNYK,BOS,NYK
19971104UTAPHO,UTA,PHO
19971104MINPOR,MIN,POR
19971104LALSAC,LAL,SAC
19971104HOUSEA,HOU,SEA
19971104GSWTOR,GSW,TOR
19971105MIABOS,MIA,BOS
19971105DALCHH,DAL,CHH
19971105ORLCHI,ORL,CHI
19971105INDDET,IND,DET
19971105HOULAC,HOU,LAC
19971105GSWNJN,GSW,NJN
19971105ATLPHI,ATL,PHI
19971105VANSAS,VAN,SAS
19971106PHIMIL,PHI,MIL
19971106NYKPHO,NYK,PHO
19971106SEATOR,SEA,TOR
19971107CHIATL,CHI,ATL
19971107CLEBOS,CLE,BOS
19971107UTADEN,UTA,DEN
19971107ORLDET,ORL,DET
19971107PORHOU,POR,HOU
19971107SEAIND,SEA,IND
19971107NYKLAL,NYK,LAL
19971107MIANJN,MIA,NJN
19971107LACSAC,LAC,SAC
19971107MINVAN,MIN,VAN
19971107CHHWAS,CHH,WAS
19971108INDCHH,IND,CHH
19971108NJNCHI,NJN,CHI
19971108ATLCLE,ATL,CLE
19971108PORDAL,POR,DAL
19971108MINGSW,MIN,GSW
19971108PHOLAC,PHO,LAC
19971108WASMIA,WAS,MIA
19971108BOSMIL,BOS,MIL
19971108TORORL,TOR,ORL
19971108UTASAS,UTA,SAS
19971109GSWLAL,GSW,LAL
19971109SEAPHI,SEA,PHI
19971109NYKSAC,NYK,SAC
19971109DETVAN,DET,VAN
19971110DETPOR,DET,POR
19971110SASTOR,SAS,TOR
19971111SEAATL,SEA,ATL
19971111CHICLE,CHI,CLE
19971111LALDAL,LAL,DAL
19971111SACMIA,SAC,MIA
19971111SASMIN,SAS,MIN
19971111DENNYK,DEN,NYK
19971111LACVAN,LAC,VAN
19971112DENBOS,DEN,BOS
19971112WASCHI,WAS,CHI
19971112DETGSW,DET,GSW
