gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
19831028NYKCLE,19831028,NYK,CLE,NYK,28,36,19,30,,,,113
19831028NYKCLE,19831028,NYK,CLE,CLE,20,26,31,29,,,,106
19831028UTADEN,19831028,UTA,DEN,UTA,28,34,36,27,,,,125
19831028UTADEN,19831028,UTA,DEN,DEN,33,33,31,42,,,,139
19831028BOSDET,19831028,BOS,DET,BOS,33,33,27,28,,,,121
19831028BOSDET,19831028,BOS,DET,DET,38,32,26,31,,,,127
19831028LALKCK,19831028,LAL,KCK,LAL,30,33,25,29,,,,117
19831028LALKCK,19831028,LAL,KCK,KCK,33,26,27,21,,,,107
19831028INDMIL,19831028,IND,MIL,IND,13,25,26,19,,,,83
19831028INDMIL,19831028,IND,MIL,MIL,27,31,24,22,,,,104
19831028ATLNJN,19831028,ATL,NJN,ATL,17,30,31,30,,,,108
19831028ATLNJN,19831028,ATL,NJN,NJN,34,34,28,30,,,,126
19831028WSBPHI,19831028,WSB,PHI,WSB,26,25,32,31,,,,114
19831028WSBPHI,19831028,WSB,PHI,PHI,21,36,31,29,,,,117
19831028SDCPOR,19831028,SDC,POR,SDC,26,17,25,25,,,,93
19831028SDCPOR,19831028,SDC,POR,POR,27,29,29,22,,,,107
19831028GSWSEA,19831028,GSW,SEA,GSW,23,28,33,26,,,,110
19831028GSWSEA,19831028,GSW,SEA,SEA,24,26,29,30,,,,109
19831029DETATL,19831029,DET,ATL,DET,27,23,32,33,,,,115
19831029DETATL,19831029,DET,ATL,ATL,31,30,26,30,,,,117
19831029NJNCHI,19831029,NJN,CHI,NJN,29,21,21,26,,,,97
19831029NJNCHI,19831029,NJN,CHI,CHI,31,35,18,20,,,,104
19831029BOSCLE,19831029,BOS,CLE,BOS,29,26,28,25,,,,108
19831029BOSCLE,19831029,BOS,CLE,CLE,20,24,22,23,,,,89
19831029PHODAL,19831029,PHO,DAL,PHO,26,22,31,24,,,,103
19831029PHODAL,19831029,PHO,DAL,DAL,30,38,31,21,,,,120
19831029PORGSW,19831029,POR,GSW,POR,30,22,19,24,,,,95
19831029PORGSW,19831029,POR,GSW,GSW,24,22,26,25,,,,97
19831029SASHOU,19831029,SAS,HOU,SAS,29,25,24,22,,,,100
19831029SASHOU,19831029,SAS,HOU,HOU,29,24,29,24,,,,106
19831029PHIIND,19831029,PHI,IND,PHI,22,27,28,29,18,,,124
19831029PHIIND,19831029,PHI,IND,IND,29,25,28,24,6,,,112
19831029WSBNYK,19831029,WSB,NYK,WSB,19,27,23,28,,,,97
19831029WSBNYK,19831029,WSB,NYK,NYK,29,12,28,31,,,,100
19831029DENSDC,19831029,DEN,SDC,DEN,31,34,37,26,,,,128
19831029DENSDC,19831029,DEN,SDC,SDC,42,39,27,33,,,,141
19831029LALUTA,19831029,LAL,UTA,LAL,33,35,23,29,,,,120
19831029LALUTA,19831029,LAL,UTA,UTA,32,24,28,31,,,,115
19831030SEAKCK,19831030,SEA,KCK,SEA,22,32,30,37,,,,121
19831030SEAKCK,19831030,SEA,KCK,KCK,25,31,36,24,,,,116
19831030DALSAS,19831030,DAL,SAS,DAL,28,23,24,26,,,,101
19831030DALSAS,19831030,DAL,SAS,SAS,37,31,23,32,,,,123
19831101WSBATL,19831101,WSB,ATL,WSB,18,26,24,24,,,,92
19831101WSBATL,19831101,WSB,ATL,ATL,21,31,20,23,,,,95
19831101DALDEN,19831101,DAL,DEN,DAL,30,28,37,35,,,,130
19831101DALDEN,19831101,DAL,DEN,DEN,24,39,34,27,,,,124
19831101MILDET,19831101,MIL,DET,MIL,26,25,21,21,,,,93
19831101MILDET,19831101,MIL,DET,DET,30,18,33,25,,,,106
19831101HOUIND,19831101,HOU,IND,HOU,30,24,25,29,,,,108
19831101HOUIND,19831101,HOU,IND,IND,25,35,34,22,,,,116
19831101GSWKCK,19831101,GSW,KCK,GSW,20,31,31,32,,,,114
19831101GSWKCK,19831101,GSW,KCK,KCK,29,22,31,34,,,,116
19831101CLENJN,19831101,CLE,NJN,CLE,30,29,20,34,,,,113
19831101CLENJN,19831101,CLE,NJN,NJN,24,31,39,31,,,,125
19831101CHIPHI,19831101,CHI,PHI,CHI,34,19,16,22,,,,91
19831101CHIPHI,19831101,CHI,PHI,PHI,16,23,23,37,,,,99
19831101SEAPHO,19831101,SEA,PHO,SEA,25,24,27,27,,,,103
19831101SEAPHO,19831101,SEA,PHO,PHO,23,24,23,23,,,,93
19831101PORSAS,19831101,POR,SAS,POR,36,26,33,31,,,,126
19831101PORSAS,19831101,POR,SAS,SAS,35,25,33,31,,,,124
19831102MILBOS,19831102,MIL,BOS,MIL,27,29,22,27,,,,105
19831102MILBOS,19831102,MIL,BOS,BOS,32,31,26,30,,,,119
