gameid,away,home
20101026MIABOS,MIA,BOS
20101026HOULAL,HOU,LAL
20101026PHOPOR,PHO,POR
20101027BOSCLE,BOS,CLE
20101027CHADAL,CHA,DAL
20101027UTADEN,UTA,DEN
20101027HOUGSW,HOU,GSW
20101027PORLAC,POR,LAC
20101027ATLMEM,ATL,MEM
20101027SACMIN,SAC,MIN
20101027DETNJN,DET,NJN
20101027MILNOH,MIL,NOH
20101027CHIOKC,CHI,OKC
20101027MIAPHI,MIA,PHI
20101027INDSAS,IND,SAS
20101027NYKTOR,NYK,TOR
20101028WASORL,WAS,ORL
20101028PHOUTA,PHO,UTA
20101029NYKBOS,NYK,BOS
20101029INDCHA,IND,CHA
20101029MEMDAL,MEM,DAL
20101029OKCDET,OKC,DET
20101029LACGSW,LAC,GSW
20101029ORLMIA,ORL,MIA
20101029MILMIN,MIL,MIN
20101029SACNJN,SAC,NJN
20101029DENNOH,DEN,NOH
20101029ATLPHI,ATL,PHI
20101029LALPHO,LAL,PHO
20101029CLETOR,CLE,TOR
20101030WASATL,WAS,ATL
20101030DETCHI,DET,CHI
20101030SACCLE,SAC,CLE
20101030DENHOU,DEN,HOU
20101030PHIIND,PHI,IND
20101030MINMEM,MIN,MEM
20101030CHAMIL,CHA,MIL
20101030PORNYK,POR,NYK
20101030NOHSAS,NOH,SAS
20101031DALLAC,DAL,LAC
20101031GSWLAL,GSW,LAL
20101031MIANJN,MIA,NJN
20101031UTAOKC,UTA,OKC
20101101PORCHI,POR,CHI
20101101SASLAC,SAS,LAC
20101101TORSAC,TOR,SAC
20101102ATLCLE,ATL,CLE
20101102BOSDET,BOS,DET
20101102MEMLAL,MEM,LAL
20101102MINMIA,MIN,MIA
20101102PORMIL,POR,MIL
20101102PHIWAS,PHI,WAS
20101103DETATL,DET,ATL
20101103MILBOS,MIL,BOS
20101103DALDEN,DAL,DEN
20101103MEMGSW,MEM,GSW
20101103NOHHOU,NOH,HOU
20101103OKCLAC,OKC,LAC
20101103CHANJN,CHA,NJN
20101103MINORL,MIN,ORL
20101103INDPHI,IND,PHI
20101103SASPHO,SAS,PHO
20101103LALSAC,LAL,SAC
20101103TORUTA,TOR,UTA
20101104NYKCHI,NYK,CHI
20101104OKCPOR,OKC,POR
20101105CHIBOS,CHI,BOS
20101105LACDEN,LAC,DEN
20101105CHADET,CHA,DET
20101105UTAGSW,UTA,GSW
20101105MILIND,MIL,IND
20101105TORLAL,TOR,LAL
20101105ATLMIN,ATL,MIN
20101105MIANOH,MIA,NOH
20101105WASNYK,WAS,NYK
20101105NJNORL,NJN,ORL
20101105CLEPHI,CLE,PHI
20101105MEMPHO,MEM,PHO
20101106ORLCHA,ORL,CHA
20101106DENDAL,DEN,DAL
20101106NJNMIA,NJN,MIA
20101106NOHMIL,NOH,MIL
20101106TORPOR,TOR,POR
20101106MEMSAC,MEM,SAC
20101106HOUSAS,HOU,SAS
20101106LACUTA,LAC,UTA
20101106CLEWAS,CLE,WAS
20101107PHOATL,PHO,ATL
20101107GSWDET,GSW,DET
20101107MINHOU,MIN,HOU
20101107PORLAL,POR,LAL
20101107PHINYK,PHI,NYK
20101107BOSOKC,BOS,OKC
20101108SASCHA,SAS,CHA
20101108DENCHI,DEN,CHI
20101108BOSDAL,BOS,DAL
20101108PHOMEM,PHO,MEM
20101108ATLORL,ATL,ORL
20101108GSWTOR,GSW,TOR
20101109DENIND,DEN,IND
20101109MINLAL,MIN,LAL
20101109UTAMIA,UTA,MIA
20101109NYKMIL,NYK,MIL
20101109CLENJN,CLE,NJN
20101109LACNOH,LAC,NOH
20101109DETPOR,DET,POR
20101110MILATL,MIL,ATL
20101110NJNCLE,NJN,CLE
20101110DALMEM,DAL,MEM
