gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
19801010CLEBOS,19801010,CLE,BOS,CLE,21,26,27,29,,,,103
19801010CLEBOS,19801010,CLE,BOS,BOS,36,30,31,33,,,,130
19801010SASDEN,19801010,SAS,DEN,SAS,24,34,26,29,,,,113
19801010SASDEN,19801010,SAS,DEN,DEN,27,26,27,32,,,,112
19801010WSBDET,19801010,WSB,DET,WSB,22,17,30,26,,,,95
19801010WSBDET,19801010,WSB,DET,DET,21,27,16,21,,,,85
19801010INDNJN,19801010,IND,NJN,IND,33,27,24,26,,,,110
19801010INDNJN,19801010,IND,NJN,NJN,22,22,23,24,,,,91
19801010MILPHI,19801010,MIL,PHI,MIL,29,33,23,21,,,,106
19801010MILPHI,19801010,MIL,PHI,PHI,27,28,30,18,,,,103
19801010GSWPHO,19801010,GSW,PHO,GSW,27,25,26,23,,,,101
19801010GSWPHO,19801010,GSW,PHO,PHO,27,27,31,36,,,,121
19801010HOUSDC,19801010,HOU,SDC,HOU,21,38,23,22,,,,104
19801010HOUSDC,19801010,HOU,SDC,SDC,33,27,31,29,,,,120
19801010LALSEA,19801010,LAL,SEA,LAL,20,27,25,27,,,,99
19801010LALSEA,19801010,LAL,SEA,SEA,31,23,24,20,,,,98
19801010PORUTA,19801010,POR,UTA,POR,23,14,26,23,,,,86
19801010PORUTA,19801010,POR,UTA,UTA,27,12,30,27,,,,96
19801011CHIATL,19801011,CHI,ATL,CHI,19,23,25,26,,,,93
19801011CHIATL,19801011,CHI,ATL,ATL,24,26,29,22,,,,101
19801011NJNCLE,19801011,NJN,CLE,NJN,26,30,20,23,,,,99
19801011NJNCLE,19801011,NJN,CLE,CLE,27,23,18,28,,,,96
19801011SASDAL,19801011,SAS,DAL,SAS,19,26,22,25,,,,92
19801011SASDAL,19801011,SAS,DAL,DAL,24,29,19,31,,,,103
19801011SDCGSW,19801011,SDC,GSW,SDC,25,20,21,25,,,,91
19801011SDCGSW,19801011,SDC,GSW,GSW,21,33,25,25,,,,104
19801011DETIND,19801011,DET,IND,DET,25,24,18,20,,,,87
19801011DETIND,19801011,DET,IND,IND,28,23,29,20,,,,100
19801011UTAKCK,19801011,UTA,KCK,UTA,22,22,24,23,,,,91
19801011UTAKCK,19801011,UTA,KCK,KCK,27,26,26,19,,,,98
19801011MILNYK,19801011,MIL,NYK,MIL,35,19,30,25,,,,109
19801011MILNYK,19801011,MIL,NYK,NYK,34,29,26,25,,,,114
19801011PHIWSB,19801011,PHI,WSB,PHI,17,28,30,23,12,16,,126
19801011PHIWSB,19801011,PHI,WSB,WSB,24,20,29,25,12,10,,120
19801012UTADEN,19801012,UTA,DEN,UTA,33,27,30,25,10,,,125
19801012UTADEN,19801012,UTA,DEN,DEN,36,29,27,23,6,,,121
19801012HOULAL,19801012,HOU,LAL,HOU,25,19,23,36,,,,103
19801012HOULAL,19801012,HOU,LAL,LAL,29,20,24,41,,,,114
19801012KCKPHO,19801012,KCK,PHO,KCK,19,20,33,28,,,,100
19801012KCKPHO,19801012,KCK,PHO,PHO,25,39,25,20,,,,109
19801012SEAPOR,19801012,SEA,POR,SEA,25,18,27,26,,,,96
19801012SEAPOR,19801012,SEA,POR,POR,22,22,29,34,,,,107
19801013DETNJN,19801013,DET,NJN,DET,28,23,19,22,,,,92
19801013DETNJN,19801013,DET,NJN,NJN,36,28,25,19,,,,108
19801014BOSATL,19801014,BOS,ATL,BOS,25,22,38,31,,,,116
19801014BOSATL,19801014,BOS,ATL,ATL,19,27,38,38,,,,122
19801014DETCLE,19801014,DET,CLE,DET,25,16,22,28,,,,91
19801014DETCLE,19801014,DET,CLE,CLE,29,18,24,28,,,,99
19801014SEADAL,19801014,SEA,DAL,SEA,18,22,20,25,,,,85
19801014SEADAL,19801014,SEA,DAL,DAL,29,14,19,21,,,,83
19801014PHINYK,19801014,PHI,NYK,PHI,21,20,27,25,,,,93
19801014PHINYK,19801014,PHI,NYK,NYK,26,32,32,23,,,,113
19801014KCKSAS,19801014,KCK,SAS,KCK,32,23,22,26,,,,103
19801014KCKSAS,19801014,KCK,SAS,SAS,37,24,28,20,,,,109
19801015DALDEN,19801015,DAL,DEN,DAL,20,27,25,26,,,,98
19801015DALDEN,19801015,DAL,DEN,DEN,29,41,32,31,,,,133
19801015PORGSW,19801015,POR,GSW,POR,26,24,18,24,,,,92
19801015PORGSW,19801015,POR,GSW,GSW,22,19,27,27,,,,95
19801015SEAHOU,19801015,SEA,HOU,SEA,24,27,29,20,,,,100
19801015SEAHOU,19801015,SEA,HOU,HOU,26,19,32,26,,,,103
19801015CHIIND,19801015,CHI,IND,CHI,33,17,29,29,,,,108
19801015CHIIND,19801015,CHI,IND,IND,25,26,28,18,,,,97
19801015LALKCK,19801015,LAL,KCK,LAL,29,25,29,19,10,,,112
19801015LALKCK,19801015,LAL,KCK,KCK,34,20,24,24,5,,,107
19801015PHINJN,19801015,PHI,NJN,PHI,23,34,32,30,,,,119
19801015PHINJN,19801015,PHI,NJN,NJN,21,26,31,33,,,,111
19801015PHOUTA,19801015,PHO,UTA,PHO,26,26,27,28,,,,107
19801015PHOUTA,19801015,PHO,UTA,UTA,24,28,20,21,,,,93
19801016WSBCLE,19801016,WSB,CLE,WSB,19,31,22,16,,,,88
19801016WSBCLE,19801016,WSB,CLE,CLE,24,23,23,20,,,,90
19801016SASDET,19801016,SAS,DET,SAS,25,29,27,21,,,,102
19801016SASDET,19801016,SAS,DET,DET,22,26,13,38,,,,99
19801016BOSMIL,19801016,BOS,MIL,BOS,32,26,23,29,,,,110
19801016BOSMIL,19801016,BOS,MIL,MIL,31,22,28,22,,,,103
19801017NYKATL,19801017,NYK,ATL,NYK,24,27,31,19,,,,101
19801017NYKATL,19801017,NYK,ATL,ATL,29,33,25,26,,,,113
19801017CLECHI,19801017,CLE,CHI,CLE,20,21,18,20,,,,79
19801017CLECHI,19801017,CLE,CHI,CHI,20,19,28,31,,,,98
19801017KCKDAL,19801017,KCK,DAL,KCK,33,31,27,12,,,,103
19801017KCKDAL,19801017,KCK,DAL,DAL,21,20,26,24,,,,91
19801017PHOLAL,19801017,PHO,LAL,PHO,27,27,31,24,,,,109
19801017PHOLAL,19801017,PHO,LAL,LAL,29,28,31,28,,,,116
19801017HOUPOR,19801017,HOU,POR,HOU,30,21,23,28,,,,102
19801017HOUPOR,19801017,HOU,POR,POR,23,30,25,21,,,,99
19801017DENSDC,19801017,DEN,SDC,DEN,34,27,30,38,,,,129
19801017DENSDC,19801017,DEN,SDC,SDC,19,23,34,40,,,,116
19801017NJNWSB,19801017,NJN,WSB,NJN,34,29,25,26,,,,114
19801017NJNWSB,19801017,NJN,WSB,WSB,35,29,25,23,,,,112
19801018NJNCHI,19801018,NJN,CHI,NJN,36,20,23,28,,,,107
19801018NJNCHI,19801018,NJN,CHI,CHI,20,20,21,29,,,,90
19801018MILCLE,19801018,MIL,CLE,MIL,31,25,27,24,,,,107
19801018MILCLE,19801018,MIL,CLE,CLE,28,28,27,22,,,,105
19801018ATLDET,19801018,ATL,DET,ATL,21,22,23,34,13,12,,125
19801018ATLDET,19801018,ATL,DET,DET,20,26,31,23,13,10,,123
19801018HOUGSW,19801018,HOU,GSW,HOU,29,33,20,19,,,,101
19801018HOUGSW,19801018,HOU,GSW,GSW,29,27,32,20,,,,108
19801018BOSIND,19801018,BOS,IND,BOS,26,31,21,21,,,,99
19801018BOSIND,19801018,BOS,IND,IND,26,26,21,30,,,,103
19801018SEAKCK,19801018,SEA,KCK,SEA,33,31,35,28,,,,127
19801018SEAKCK,19801018,SEA,KCK,KCK,27,37,26,32,,,,122
19801018WSBPHI,19801018,WSB,PHI,WSB,23,23,17,38,,,,101
19801018WSBPHI,19801018,WSB,PHI,PHI,16,36,29,36,,,,117
19801018DALSAS,19801018,DAL,SAS,DAL,24,18,23,31,,,,96
19801018DALSAS,19801018,DAL,SAS,SAS,34,22,25,29,,,,110
19801018DENUTA,19801018,DEN,UTA,DEN,28,27,31,29,,,,115
19801018DENUTA,19801018,DEN,UTA,UTA,25,37,34,21,,,,117
19801019GSWLAL,19801019,GSW,LAL,GSW,28,19,25,35,,,,107
19801019GSWLAL,19801019,GSW,LAL,LAL,32,34,26,33,,,,125
19801019NJNMIL,19801019,NJN,MIL,NJN,16,29,25,23,,,,93
