gameid,season,away,home
20070205PHXDEN,2006,PHX,DEN
20070205MINHOU,2006,MIN,HOU
20070205GSWIND,2006,GSW,IND
20070205CHAMIA,2006,CHA,MIA
20070205NJNPHI,2006,NJN,PHI
20070205NOKSAC,2006,NOK,SAC
20070205CHIUTA,2006,CHI,UTA
20070205SEAWAS,2006,SEA,WAS
20070206BOSDET,2006,BOS,DET
20070206HOUMEM,2006,HOU,MEM
20070206ORLMIL,2006,ORL,MIL
20070206LACNYK,2006,LAC,NYK
20070206PHXPOR,2006,PHX,POR
20070207NJNATL,2006,NJN,ATL
20070207MIABOS,2006,MIA,BOS
20070207LACCLE,2006,LAC,CLE
20070207MEMDAL,2006,MEM,DAL
20070207NOKDEN,2006,NOK,DEN
20070207SEAIND,2006,SEA,IND
20070207GSWMIN,2006,GSW,MIN
20070207CHAPHI,2006,CHA,PHI
20070207ORLTOR,2006,ORL,TOR
20070207SASWAS,2006,SAS,WAS
20070208LALDET,2006,LAL,DET
20070208MILNOK,2006,MIL,NOK
20070208CHISAC,2006,CHI,SAC
20070209NJNBOS,2006,NJN,BOS
20070209PORCHA,2006,POR,CHA
20070209MIACLE,2006,MIA,CLE
20070209HOUDAL,2006,HOU,DAL
20070209CHIGSW,2006,CHI,GSW
20070209DENIND,2006,DEN,IND
20070209MINMEM,2006,MIN,MEM
20070209SASORL,2006,SAS,ORL
20070209LACPHI,2006,LAC,PHI
20070209ATLPHX,2006,ATL,PHX
20070209LALTOR,2006,LAL,TOR
20070210TORDET,2006,TOR,DET
20070210CHAHOU,2006,CHA,HOU
20070210DENMIL,2006,DEN,MIL
20070210ORLNJN,2006,ORL,NJN
20070210MEMNOK,2006,MEM,NOK
20070210SACSEA,2006,SAC,SEA
20070210NYKUTA,2006,NYK,UTA
20070211LALCLE,2006,LAL,CLE
20070211ATLGSW,2006,ATL,GSW
20070211LACIND,2006,LAC,IND
20070211SASMIA,2006,SAS,MIA
20070211BOSMIN,2006,BOS,MIN
20070211DALPHI,2006,DAL,PHI
20070211CHIPHX,2006,CHI,PHX
20070211SEASAC,2006,SEA,SAC
20070211PORWAS,2006,POR,WAS
20070212GSWDEN,2006,GSW,DEN
20070212LACDET,2006,LAC,DET
20070212ATLUTA,2006,ATL,UTA
20070213TORCHI,2006,TOR,CHI
20070213SACHOU,2006,SAC,HOU
20070213NYKLAL,2006,NYK,LAL
20070213NOKMEM,2006,NOK,MEM
20070213PORMIA,2006,POR,MIA
20070213DALMIL,2006,DAL,MIL
20070213SASNJN,2006,SAS,NJN
20070214MILBOS,2006,MIL,BOS
20070214CHICHA,2006,CHI,CHA
20070214SASDET,2006,SAS,DET
20070214NYKGSW,2006,NYK,GSW
20070214MEMIND,2006,MEM,IND
20070214ATLLAC,2006,ATL,LAC
20070214DENMIN,2006,DEN,MIN
20070214SACNOK,2006,SAC,NOK
20070214PORORL,2006,POR,ORL
20070214WASPHI,2006,WAS,PHI
20070214PHXSEA,2006,PHX,SEA
20070214NJNTOR,2006,NJN,TOR
20070214CLEUTA,2006,CLE,UTA
20070215DALHOU,2006,DAL,HOU
20070215CLELAL,2006,CLE,LAL
20070220NOKCHA,2006,NOK,CHA
20070220ATLCHI,2006,ATL,CHI
20070220PHXLAC,2006,PHX,LAC
20070220DETMIL,2006,DET,MIL
20070220ORLNYK,2006,ORL,NYK
20070220UTAPOR,2006,UTA,POR
20070220BOSSAC,2006,BOS,SAC
20070220DENSAS,2006,DEN,SAS
20070220MEMSEA,2006,MEM,SEA
20070220MINWAS,2006,MIN,WAS
20070221SASATL,2006,SAS,ATL
20070221ORLDET,2006,ORL,DET
20070221MEMGSW,2006,MEM,GSW
20070221MIAHOU,2006,MIA,HOU
20070221MILIND,2006,MIL,IND
20070221PORLAL,2006,POR,LAL
20070221CHAMIN,2006,CHA,MIN
20070221NOKNJN,2006,NOK,NJN
20070221NYKPHI,2006,NYK,PHI
20070221BOSPHX,2006,BOS,PHX
20070221CLETOR,2006,CLE,TOR
20070222CHICLE,2006,CHI,CLE
20070222MIADAL,2006,MIA,DAL
20070222SACWAS,2006,SAC,WAS
20070223HOUATL,2006,HOU,ATL
20070223PHICHA,2006,PHI,CHA
20070223WASCHI,2006,WAS,CHI
20070223UTADEN,2006,UTA,DEN
20070223BOSLAL,2006,BOS,LAL
20070223PHXMIN,2006,PHX,MIN
20070223SACNJN,2006,SAC,NJN
20070223SEANOK,2006,SEA,NOK
20070223MILNYK,2006,MIL,NYK
20070223DETORL,2006,DET,ORL
20070223MEMPOR,2006,MEM,POR
20070223INDTOR,2006,IND,TOR
20070224TORCHA,2006,TOR,CHA
20070224DENDAL,2006,DEN,DAL
20070224GSWLAC,2006,GSW,LAC
20070224PHIMIL,2006,PHI,MIL
20070224SEASAS,2006,SEA,SAS
20070224BOSUTA,2006,BOS,UTA
20070225PHXATL,2006,PHX,ATL
20070225CHIDET,2006,CHI,DET
20070225LALGSW,2006,LAL,GSW
20070225SACIND,2006,SAC,IND
20070225CLEMIA,2006,CLE,MIA
20070225WASMIN,2006,WAS,MIN
20070225NYKNJN,2006,NYK,NJN
20070225HOUORL,2006,HOU,ORL
20070226ORLCHI,2006,ORL,CHI
20070226ATLDAL,2006,ATL,DAL
20070226BOSHOU,2006,BOS,HOU
20070226CHALAC,2006,CHA,LAC
20070226DENMEM,2006,DEN,MEM
20070226MIANYK,2006,MIA,NYK
20070226SACPHI,2006,SAC,PHI
20070226TORSAS,2006,TOR,SAS
20070226PORSEA,2006,POR,SEA
20070226LALUTA,2006,LAL,UTA
20070227NOKCLE,2006,NOK,CLE
20070227PHXIND,2006,PHX,IND
20070227GSWMIL,2006,GSW,MIL
20070227DALMIN,2006,DAL,MIN
20070227WASNJN,2006,WAS,NJN
20070228NYKBOS,2006,NYK,BOS
20070228GSWCHI,2006,GSW,CHI
20070228ORLDEN,2006,ORL,DEN
20070228TORHOU,2006,TOR,HOU
20070228SEALAC,2006,SEA,LAC
20070228UTAMEM,2006,UTA,MEM
20070228ATLNOK,2006,ATL,NOK
20070228PHXPHI,2006,PHX,PHI
20070228CHASAC,2006,CHA,SAC
20070228MIAWAS,2006,MIA,WAS
20070301CLEDAL,2006,CLE,DAL
20070301CHAPOR,2006,CHA,POR
20070301LACSEA,2006,LAC,SEA
20070302NOKCHI,2006,NOK,CHI
20070302HOUDEN,2006,HOU,DEN
20070302SACLAL,2006,SAC,LAL
20070302DETMIA,2006,DET,MIA
20070302UTAMIN,2006,UTA,MIN
20070302GSWNYK,2006,GSW,NYK
20070302MEMPHI,2006,MEM,PHI
20070302INDPHX,2006,IND,PHX
20070302ORLSAS,2006,ORL,SAS
20070302MILTOR,2006,MIL,TOR
20070302ATLWAS,2006,ATL,WAS
20070303NYKATL,2006,NYK,ATL
20070303TORCLE,2006,TOR,CLE
20070303ORLDAL,2006,ORL,DAL
20070303SASHOU,2006,SAS,HOU
20070303INDLAC,2006,IND,LAC
20070303DETMEM,2006,DET,MEM
20070303BOSNJN,2006,BOS,NJN
20070303SACPOR,2006,SAC,POR
20070304MINBOS,2006,MIN,BOS
20070304CHIMIL,2006,CHI,MIL
20070304UTANOK,2006,UTA,NOK
20070304NJNPHI,2006,NJN,PHI
20070304LALPHX,2006,LAL,PHX
20070304CHASEA,2006,CHA,SEA
20070304GSWWAS,2006,GSW,WAS
20070305HOUCLE,2006,HOU,CLE
20070305GSWDET,2006,GSW,DET
20070305SASLAC,2006,SAS,LAC
20070305ATLMIA,2006,ATL,MIA
20070305MILORL,2006,MIL,ORL
20070305CHAUTA,2006,CHA,UTA
20070306NJNDAL,2006,NJN,DAL
20070306NOKDEN,2006,NOK,DEN
20070306LALMIN,2006,LAL,MIN
20070306SEANYK,2006,SEA,NYK
20070306SASPOR,2006,SAS,POR
20070306INDSAC,2006,IND,SAC
20070306TORWAS,2006,TOR,WAS
20070307WASATL,2006,WAS,ATL
20070307HOUBOS,2006,HOU,BOS
20070307CLEDET,2006,CLE,DET
20070307DENGSW,2006,DEN,GSW
20070307CHIMIA,2006,CHI,MIA
20070307LALMIL,2006,LAL,MIL
20070307SEAPHI,2006,SEA,PHI
20070307CHAPHX,2006,CHA,PHX
20070307MEMTOR,2006,MEM,TOR
20070307INDUTA,2006,IND,UTA
20070308CHIORL,2006,CHI,ORL
20070308SASSAC,2006,SAS,SAC
20070309MEMATL,2006,MEM,ATL
20070309SEABOS,2006,SEA,BOS
20070309DETDEN,2006,DET,DEN
20070309LACGSW,2006,LAC,GSW
20070309NJNHOU,2006,NJN,HOU
20070309MINMIA,2006,MIN,MIA
20070309LALPHI,2006,LAL,PHI
20070309NOKPHX,2006,NOK,PHX
20070310MINATL,2006,MIN,ATL
20070310MEMCHA,2006,MEM,CHA
20070310PHIIND,2006,PHI,IND
20070310CLEMIL,2006,CLE,MIL
20070310NJNSAS,2006,NJN,SAS
20070310NOKUTA,2006,NOK,UTA
20070310NYKWAS,2006,NYK,WAS
20070311CHIBOS,2006,CHI,BOS
20070311INDCLE,2006,IND,CLE
20070311ORLHOU,2006,ORL,HOU
20070311DETLAC,2006,DET,LAC
20070311DALLAL,2006,DAL,LAL
20070311WASMIA,2006,WAS,MIA
20070311GSWPOR,2006,GSW,POR
20070311DENSAC,2006,DEN,SAC
20070311SEATOR,2006,SEA,TOR
20070312ORLCHA,2006,ORL,CHA
20070312DALGSW,2006,DAL,GSW
20070312NJNMEM,2006,NJN,MEM
20070312TORMIL,2006,TOR,MIL
20070312HOUPHX,2006,HOU,PHX
20070313PHIATL,2006,PHI,ATL
20070313BOSCHI,2006,BOS,CHI
20070313SACCLE,2006,SAC,CLE
20070313PORDEN,2006,POR,DEN
20070313UTAMIA,2006,UTA,MIA
20070313INDMIN,2006,IND,MIN
20070313NJNNOK,2006,NJN,NOK
20070313LACSAS,2006,LAC,SAS
20070313DETSEA,2006,DET,SEA
20070314ATLBOS,2006,ATL,BOS
20070314SACCHA,2006,SAC,CHA
20070314PHXDAL,2006,PHX,DAL
20070314LACHOU,2006,LAC,HOU
20070314WASIND,2006,WAS,IND
20070314CLEMEM,2006,CLE,MEM
20070314UTAORL,2006,UTA,ORL
20070314CHIPHI,2006,CHI,PHI
20070314DETPOR,2006,DET,POR
20070314NYKTOR,2006,NYK,TOR
20070315LALDEN,2006,LAL,DEN
20070315SASMIL,2006,SAS,MIL
20070315MIANJN,2006,MIA,NJN
20070316LACCHA,2006,LAC,CHA
20070316BOSDAL,2006,BOS,DAL
20070316MINGSW,2006,MIN,GSW
20070316PORLAL,2006,POR,LAL
20070316SACMIA,2006,SAC,MIA
20070316NOKNYK,2006,NOK,NYK
20070316UTAPHI,2006,UTA,PHI
20070316DETPHX,2006,DET,PHX
20070316HOUTOR,2006,HOU,TOR
20070317UTACLE,2006,UTA,CLE
20070317PHXDEN,2006,PHX,DEN
20070317ATLIND,2006,ATL,IND
20070317CHIMEM,2006,CHI,MEM
20070317CHAMIL,2006,CHA,MIL
20070317SACORL,2006,SAC,ORL
20070317BOSSAS,2006,BOS,SAS
20070317GSWSEA,2006,GSW,SEA
20070317NOKWAS,2006,NOK,WAS
20070318DALDET,2006,DAL,DET
20070318MINLAL,2006,MIN,LAL
20070318ORLMIA,2006,ORL,MIA
20070318LACNJN,2006,LAC,NJN
20070318TORNYK,2006,TOR,NYK
20070318HOUPHI,2006,HOU,PHI
20070318SEAPOR,2006,SEA,POR
20070319SACATL,2006,SAC,ATL
20070319BOSNOK,2006,BOS,NOK
20070320CLECHA,2006,CLE,CHA
20070320LACCHI,2006,LAC,CHI
20070320PHIDET,2006,PHI,DET
20070320INDHOU,2006,IND,HOU
20070320NOKMEM,2006,NOK,MEM
20070320DENNJN,2006,DEN,NJN
20070320DALNYK,2006,DAL,NYK
20070320MINPHX,2006,MIN,PHX
20070320WASPOR,2006,WAS,POR
20070320GSWUTA,2006,GSW,UTA
20070321MIAATL,2006,MIA,ATL
20070321CHABOS,2006,CHA,BOS
20070321DALCLE,2006,DAL,CLE
20070321LACMIL,2006,LAC,MIL
20070321MINSAC,2006,MIN,SAC
20070321INDSAS,2006,IND,SAS
20070321WASSEA,2006,WAS,SEA
20070321ORLTOR,2006,ORL,TOR
20070322DENCHI,2006,DEN,CHI
20070322DETHOU,2006,DET,HOU
20070322LALMEM,2006,LAL,MEM
20070322PORNYK,2006,POR,NYK
20070322SACPHX,2006,SAC,PHX
20070323PORATL,2006,POR,ATL
20070323DALBOS,2006,DAL,BOS
20070323NYKCLE,2006,NYK,CLE
20070323WASGSW,2006,WAS,GSW
20070323MIAIND,2006,MIA,IND
20070323UTALAC,2006,UTA,LAC
20070323LALNOK,2006,LAL,NOK
20070323NJNORL,2006,NJN,ORL
20070323CHAPHI,2006,CHA,PHI
20070323DETSAS,2006,DET,SAS
20070323MINSEA,2006,MIN,SEA
20070323DENTOR,2006,DEN,TOR
20070324NJNCHA,2006,NJN,CHA
20070324WASLAC,2006,WAS,LAC
20070324PHIMIA,2006,PHI,MIA
20070324MEMUTA,2006,MEM,UTA
20070325DALATL,2006,DAL,ATL
20070325DENCLE,2006,DEN,CLE
20070325CHIIND,2006,CHI,IND
20070325GSWLAL,2006,GSW,LAL
20070325DETMIL,2006,DET,MIL
20070325PORMIN,2006,POR,MIN
20070325HOUNOK,2006,HOU,NOK
20070325PHXSAC,2006,PHX,SAC
20070325SASSEA,2006,SAS,SEA
20070326TORBOS,2006,TOR,BOS
20070326PORCHI,2006,POR,CHI
20070326DENDET,2006,DEN,DET
20070326SASGSW,2006,SAS,GSW
20070326MILHOU,2006,MIL,HOU
20070326ATLMIA,2006,ATL,MIA
20070326ORLNYK,2006,ORL,NYK
20070326MEMPHX,2006,MEM,PHX
20070326WASUTA,2006,WAS,UTA
20070327CLEIND,2006,CLE,IND
20070327MEMLAL,2006,MEM,LAL
20070327SEAMIN,2006,SEA,MIN
20070327DALNOK,2006,DAL,NOK
20070328ORLBOS,2006,ORL,BOS
20070328ATLCHA,2006,ATL,CHA
20070328MILDAL,2006,MIL,DAL
20070328SEADEN,2006,SEA,DEN
20070328HOULAC,2006,HOU,LAC
20070328INDNJN,2006,IND,NJN
20070328CLENYK,2006,CLE,NYK
20070328NOKSAS,2006,NOK,SAS
20070328MIATOR,2006,MIA,TOR
20070328MINUTA,2006,MIN,UTA
20070328PHIWAS,2006,PHI,WAS
20070329DETCHI,2006,DET,CHI
20070329PHXGSW,2006,PHX,GSW
20070329MEMPOR,2006,MEM,POR
20070330MILCHA,2006,MIL,CHA
20070330NYKDAL,2006,NYK,DAL
20070330NJNDET,2006,NJN,DET
20070330HOULAL,2006,HOU,LAL
20070330MIAMIN,2006,MIA,MIN
20070330INDORL,2006,IND,ORL
20070330BOSPHI,2006,BOS,PHI
20070330DENPHX,2006,DEN,PHX
20070330LACSAC,2006,LAC,SAC
20070330UTASAS,2006,UTA,SAS
20070330MEMSEA,2006,MEM,SEA
20070330TORWAS,2006,TOR,WAS
20070331CLECHI,2006,CLE,CHI
20070331PHINJN,2006,PHI,NJN
20070331NYKNOK,2006,NYK,NOK
20070331LACPOR,2006,LAC,POR
20070401CHIATL,2006,CHI,ATL
20070401CLEBOS,2006,CLE,BOS
20070401MIADET,2006,MIA,DET
20070401MEMGSW,2006,MEM,GSW
20070401UTAHOU,2006,UTA,HOU
20070401SASIND,2006,SAS,IND
20070401SACLAL,2006,SAC,LAL
20070401WASMIL,2006,WAS,MIL
20070401MINORL,2006,MIN,ORL
20070401DALPHX,2006,DAL,PHX
20070401DENSEA,2006,DEN,SEA
20070401CHATOR,2006,CHA,TOR
20070403WASCHA,2006,WAS,CHA
20070403DETIND,2006,DET,IND
20070403DENLAL,2006,DEN,LAL
20070403PHXMEM,2006,PHX,MEM
20070403TORMIA,2006,TOR,MIA
20070403NOKMIL,2006,NOK,MIL
20070403CLEMIN,2006,CLE,MIN
20070403DALSAC,2006,DAL,SAC
20070403SEASAS,2006,SEA,SAS
20070404SACDEN,2006,SAC,DEN
20070404CHIDET,2006,CHI,DET
20070404GSWHOU,2006,GSW,HOU
20070404LALLAC,2006,LAL,LAC
20070404BOSMIL,2006,BOS,MIL
20070404ATLNJN,2006,ATL,NJN
20070404SEANOK,2006,SEA,NOK
20070404PHINYK,2006,PHI,NYK
20070404TORORL,2006,TOR,ORL
20070404UTAPOR,2006,UTA,POR
20070404CHAWAS,2006,CHA,WAS
20070405MIACLE,2006,MIA,CLE
20070405PHXSAS,2006,PHX,SAS
20070406MILATL,2006,MIL,ATL
20070406MIABOS,2006,MIA,BOS
20070406INDCHA,2006,IND,CHA
20070406NJNCHI,2006,NJN,CHI
20070406DALDEN,2006,DAL,DEN
20070406PORHOU,2006,POR,HOU
20070406GSWMEM,2006,GSW,MEM
20070406PHXNOK,2006,PHX,NOK
20070406MINNYK,2006,MIN,NYK
20070406TORPHI,2006,TOR,PHI
20070406UTASAC,2006,UTA,SAC
20070406LALSEA,2006,LAL,SEA
20070406CLEWAS,2006,CLE,WAS
20070407PORDAL,2006,POR,DAL
20070407BOSIND,2006,BOS,IND
20070407DENLAC,2006,DEN,LAC
20070407NYKMIL,2006,NYK,MIL
20070407NOKMIN,2006,NOK,MIN
20070407WASNJN,2006,WAS,NJN
20070407MEMORL,2006,MEM,ORL
20070407GSWSAS,2006,GSW,SAS
20070407SEAUTA,2006,SEA,UTA
20070408CLEDET,2006,CLE,DET
20070408PHXLAL,2006,PHX,LAL
20070408CHAMIA,2006,CHA,MIA
20070408ATLPHI,2006,ATL,PHI
20070408HOUSAC,2006,HOU,SAC
20070408CHITOR,2006,CHI,TOR
20070409LACDAL,2006,LAC,DAL
20070409LALDEN,2006,LAL,DEN
20070409UTAGSW,2006,UTA,GSW
20070409ORLMIL,2006,ORL,MIL
20070409TORMIN,2006,TOR,MIN
20070409DETNYK,2006,DET,NYK
20070409PORSAS,2006,POR,SAS
20070409HOUSEA,2006,HOU,SEA
20070410BOSATL,2006,BOS,ATL
20070410MIACHA,2006,MIA,CHA
20070410NYKCHI,2006,NYK,CHI
20070410SACMEM,2006,SAC,MEM
20070410LACNOK,2006,LAC,NOK
20070410INDPHI,2006,IND,PHI
20070410NJNWAS,2006,NJN,WAS
20070411PHIBOS,2006,PHI,BOS
20070411ORLDET,2006,ORL,DET
20070411WASMIA,2006,WAS,MIA
20070411INDMIL,2006,IND,MIL
20070411DALMIN,2006,DAL,MIN
20070411SEAPHX,2006,SEA,PHX
20070411HOUPOR,2006,HOU,POR
20070411SACSAS,2006,SAC,SAS
20070411DENUTA,2006,DEN,UTA
20070412NJNCLE,2006,NJN,CLE
20070412LACLAL,2006,LAC,LAL
20070413WASATL,2006,WAS,ATL
20070413MILBOS,2006,MIL,BOS
20070413CHACHI,2006,CHA,CHI
20070413UTADAL,2006,UTA,DAL
20070413PORLAC,2006,POR,LAC
20070413INDMIA,2006,IND,MIA
20070413SASMIN,2006,SAS,MIN
20070413NYKNJN,2006,NYK,NJN
20070413DENNOK,2006,DEN,NOK
20070413LALPHX,2006,LAL,PHX
20070413GSWSAC,2006,GSW,SAC
20070413DETTOR,2006,DET,TOR
20070414ATLCLE,2006,ATL,CLE
20070414NOKHOU,2006,NOK,HOU
20070414DENMEM,2006,DEN,MEM
20070414CHAMIL,2006,CHA,MIL
20070414ORLPHI,2006,ORL,PHI
20070414SEAPOR,2006,SEA,POR
20070414PHXUTA,2006,PHX,UTA
20070415SASDAL,2006,SAS,DAL
20070415PHIDET,2006,PHI,DET
20070415MINGSW,2006,MIN,GSW
20070415NJNIND,2006,NJN,IND
20070415SACLAC,2006,SAC,LAC
20070415SEALAL,2006,SEA,LAL
20070415BOSORL,2006,BOS,ORL
20070415NYKTOR,2006,NYK,TOR
20070415CHIWAS,2006,CHI,WAS
20070416MINDEN,2006,MIN,DEN
20070416PHXHOU,2006,PHX,HOU
20070416SASMEM,2006,SAS,MEM
20070416BOSMIA,2006,BOS,MIA
20070416ATLMIL,2006,ATL,MIL
20070416NJNNYK,2006,NJN,NYK
20070416NOKSAC,2006,NOK,SAC
20070416PORUTA,2006,POR,UTA
20070417INDATL,2006,IND,ATL
20070417TORDET,2006,TOR,DET
20070417DALGSW,2006,DAL,GSW
20070417CLEPHI,2006,CLE,PHI
20070417LACPHX,2006,LAC,PHX
20070417ORLWAS,2006,ORL,WAS
20070418DETBOS,2006,DET,BOS
20070418NYKCHA,2006,NYK,CHA
20070418MILCLE,2006,MIL,CLE
20070418WASIND,2006,WAS,IND
20070418NOKLAC,2006,NOK,LAC
20070418MEMMIN,2006,MEM,MIN
20070418CHINJN,2006,CHI,NJN
20070418MIAORL,2006,MIA,ORL
20070418GSWPOR,2006,GSW,POR
20070418LALSAC,2006,LAL,SAC
20070418DENSAS,2006,DEN,SAS
20070418DALSEA,2006,DAL,SEA
20070418PHITOR,2006,PHI,TOR
20070418HOUUTA,2006,HOU,UTA
20071030UTAGSW,2007,UTA,GSW
20071030HOULAL,2007,HOU,LAL
20071030PORSAS,2007,POR,SAS
20071031DALCLE,2007,DAL,CLE
20071031SEADEN,2007,SEA,DEN
20071031WASIND,2007,WAS,IND
20071031SASMEM,2007,SAS,MEM
20071031CHINJN,2007,CHI,NJN
20071031SACNOH,2007,SAC,NOH
20071031MILORL,2007,MIL,ORL
20071031PHITOR,2007,PHI,TOR
20071101DETMIA,2007,DET,MIA
20071101PHXSEA,2007,PHX,SEA
20071101HOUUTA,2007,HOU,UTA
20071102DALATL,2007,DAL,ATL
20071102WASBOS,2007,WAS,BOS
20071102MILCHA,2007,MIL,CHA
20071102PHICHI,2007,PHI,CHI
20071102NYKCLE,2007,NYK,CLE
20071102MIAIND,2007,MIA,IND
20071102GSWLAC,2007,GSW,LAC
20071102DENMIN,2007,DEN,MIN
20071102TORNJN,2007,TOR,NJN
20071102PORNOH,2007,POR,NOH
20071102DETORL,2007,DET,ORL
20071102LALPHX,2007,LAL,PHX
20071102SACSAS,2007,SAC,SAS
20071103SACDAL,2007,SAC,DAL
20071103PORHOU,2007,POR,HOU
20071103INDMEM,2007,IND,MEM
20071103CHIMIL,2007,CHI,MIL
20071103NJNPHI,2007,NJN,PHI
20071103GSWUTA,2007,GSW,UTA
20071103ORLWAS,2007,ORL,WAS
20071104NOHDEN,2007,NOH,DEN
20071104ATLDET,2007,ATL,DET
20071104SEALAC,2007,SEA,LAC
20071104UTALAL,2007,UTA,LAL
20071104CHAMIA,2007,CHA,MIA
20071104MINNYK,2007,MIN,NYK
20071104CLEPHX,2007,CLE,PHX
20071104BOSTOR,2007,BOS,TOR
20071105HOUDAL,2007,HOU,DAL
20071106PHXCHA,2007,PHX,CHA
20071106LACCHI,2007,LAC,CHI
20071106CLEGSW,2007,CLE,GSW
20071106SASHOU,2007,SAS,HOU
20071106NOHLAL,2007,NOH,LAL
20071106TORMIL,2007,TOR,MIL
20071106ORLMIN,2007,ORL,MIN
20071106ATLNJN,2007,ATL,NJN
20071106DENNYK,2007,DEN,NYK
20071106SEASAC,2007,SEA,SAC
20071107PHXATL,2007,PHX,ATL
20071107DENBOS,2007,DEN,BOS
20071107LACIND,2007,LAC,IND
20071107CHAPHI,2007,CHA,PHI
20071107NOHPOR,2007,NOH,POR
20071107MIASAS,2007,MIA,SAS
20071107MEMSEA,2007,MEM,SEA
20071107ORLTOR,2007,ORL,TOR
20071107CLEUTA,2007,CLE,UTA
20071108DETCHI,2007,DET,CHI
20071108DALGSW,2007,DAL,GSW
20071108WASNJN,2007,WAS,NJN
20071109ATLBOS,2007,ATL,BOS
20071109INDCHA,2007,IND,CHA
20071109LACDET,2007,LAC,DET
20071109MILHOU,2007,MIL,HOU
20071109MINLAL,2007,MIN,LAL
20071109PHXMIA,2007,PHX,MIA
20071109SASNOH,2007,SAS,NOH
20071109ORLNYK,2007,ORL,NYK
20071109TORPHI,2007,TOR,PHI
20071109MEMPOR,2007,MEM,POR
20071109CLESAC,2007,CLE,SAC
20071109UTASEA,2007,UTA,SEA
20071109DENWAS,2007,DEN,WAS
20071110TORCHI,2007,TOR,CHI
20071110DENIND,2007,DEN,IND
20071110BOSNJN,2007,BOS,NJN
20071110PHXORL,2007,PHX,ORL
20071110DALPOR,2007,DAL,POR
20071110MINSAC,2007,MIN,SAC
20071110MEMUTA,2007,MEM,UTA
20071111WASATL,2007,WAS,ATL
20071111HOUCHA,2007,HOU,CHA
20071111CLELAC,2007,CLE,LAC
20071111MIANYK,2007,MIA,NYK
20071111NOHPHI,2007,NOH,PHI
20071111MILSAS,2007,MIL,SAS
20071111DETSEA,2007,DET,SEA
20071112CLEDEN,2007,CLE,DEN
20071112NOHNJN,2007,NOH,NJN
20071112SACUTA,2007,SAC,UTA
20071113MIACHA,2007,MIA,CHA
20071113PHIDAL,2007,PHI,DAL
20071113BOSIND,2007,BOS,IND
20071113HOUMEM,2007,HOU,MEM
20071113SEAORL,2007,SEA,ORL
20071113NYKPHX,2007,NYK,PHX
20071113DETPOR,2007,DET,POR
20071113LALSAS,2007,LAL,SAS
20071114CHAATL,2007,CHA,ATL
20071114NJNBOS,2007,NJN,BOS
20071114ORLCLE,2007,ORL,CLE
20071114PORDEN,2007,POR,DEN
20071114DETGSW,2007,DET,GSW
20071114LALHOU,2007,LAL,HOU
20071114NYKLAC,2007,NYK,LAC
20071114SEAMIA,2007,SEA,MIA
20071114MEMMIL,2007,MEM,MIL
20071114SACMIN,2007,SAC,MIN
20071114PHINOH,2007,PHI,NOH
20071114UTATOR,2007,UTA,TOR
20071114INDWAS,2007,IND,WAS
20071115SASDAL,2007,SAS,DAL
20071115CHIPHX,2007,CHI,PHX
20071116SEAATL,2007,SEA,ATL
20071116MIABOS,2007,MIA,BOS
20071116UTACLE,2007,UTA,CLE
20071116LACGSW,2007,LAC,GSW
20071116DETLAL,2007,DET,LAL
20071116NOHMEM,2007,NOH,MEM
20071116WASMIN,2007,WAS,MIN
20071116ORLNJN,2007,ORL,NJN
20071116PORPHI,2007,POR,PHI
20071116NYKSAC,2007,NYK,SAC
20071116HOUSAS,2007,HOU,SAS
20071116INDTOR,2007,IND,TOR
20071117SEACHA,2007,SEA,CHA
20071117MEMDAL,2007,MEM,DAL
20071117NYKDEN,2007,NYK,DEN
20071117PHXHOU,2007,PHX,HOU
20071117UTAIND,2007,UTA,IND
20071117CHILAC,2007,CHI,LAC
20071117ATLMIL,2007,ATL,MIL
20071117NOHMIN,2007,NOH,MIN
20071117MIANJN,2007,MIA,NJN
20071117PORWAS,2007,POR,WAS
20071118CHILAL,2007,CHI,LAL
20071118BOSORL,2007,BOS,ORL
20071118DETSAC,2007,DET,SAC
20071118GSWTOR,2007,GSW,TOR
20071119PORCHA,2007,POR,CHA
20071119SEAMEM,2007,SEA,MEM
20071119ORLNOH,2007,ORL,NOH
20071119NJNUTA,2007,NJN,UTA
20071120SASATL,2007,SAS,ATL
20071120MILCLE,2007,MIL,CLE
20071120TORDAL,2007,TOR,DAL
20071120CHIDEN,2007,CHI,DEN
20071120LALIND,2007,LAL,IND
20071120GSWNYK,2007,GSW,NYK
20071120PHXSAC,2007,PHX,SAC
20071120PHIWAS,2007,PHI,WAS
20071121GSWBOS,2007,GSW,BOS
20071121WASCHA,2007,WAS,CHA
20071121NYKDET,2007,NYK,DET
20071121DALHOU,2007,DAL,HOU
20071121DENLAC,2007,DEN,LAC
20071121TORMEM,2007,TOR,MEM
20071121ATLMIA,2007,ATL,MIA
20071121LALMIL,2007,LAL,MIL
20071121CLEMIN,2007,CLE,MIN
20071121INDNOH,2007,IND,NOH
20071121SACPHX,2007,SAC,PHX
20071121NJNPOR,2007,NJN,POR
20071121ORLSAS,2007,ORL,SAS
20071123LALBOS,2007,LAL,BOS
20071123MINDEN,2007,MIN,DEN
20071123PHIDET,2007,PHI,DET
20071123DALIND,2007,DAL,IND
20071123HOUMIA,2007,HOU,MIA
20071123CHAORL,2007,CHA,ORL
