gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
19841026WSBCHI,19841026,WSB,CHI,WSB,19,26,29,19,,,,93
19841026WSBCHI,19841026,WSB,CHI,CHI,34,23,21,31,,,,109
19841026BOSDET,19841026,BOS,DET,BOS,30,34,34,32,,,,130
19841026BOSDET,19841026,BOS,DET,DET,33,30,31,29,,,,123
19841026PHOGSW,19841026,PHO,GSW,PHO,34,26,32,30,,,,122
19841026PHOGSW,19841026,PHO,GSW,GSW,30,24,31,29,,,,114
19841026ATLNJN,19841026,ATL,NJN,ATL,28,20,37,34,,,,119
19841026ATLNJN,19841026,ATL,NJN,NJN,31,20,29,24,,,,104
19841026CLEPHI,19841026,CLE,PHI,CLE,17,28,25,31,,,,101
19841026CLEPHI,19841026,CLE,PHI,PHI,23,26,33,29,,,,111
19841026UTASEA,19841026,UTA,SEA,UTA,24,25,15,30,,,,94
19841026UTASEA,19841026,UTA,SEA,SEA,21,24,35,22,,,,102
19841027PHIATL,19841027,PHI,ATL,PHI,22,31,33,25,,,,111
19841027PHIATL,19841027,PHI,ATL,ATL,29,29,23,27,,,,108
19841027NJNCLE,19841027,NJN,CLE,NJN,34,29,37,31,,,,131
19841027NJNCLE,19841027,NJN,CLE,CLE,26,39,22,19,,,,106
19841027HOUDAL,19841027,HOU,DAL,HOU,27,36,24,34,,,,121
19841027HOUDAL,19841027,HOU,DAL,DAL,31,20,28,32,,,,111
19841027GSWDEN,19841027,GSW,DEN,GSW,31,27,32,31,,,,121
19841027GSWDEN,19841027,GSW,DEN,DEN,33,29,35,28,,,,125
19841027WSBIND,19841027,WSB,IND,WSB,24,32,20,28,,,,104
19841027WSBIND,19841027,WSB,IND,IND,27,25,24,26,,,,102
19841027PORKCK,19841027,POR,KCK,POR,29,35,36,40,,,,140
19841027PORKCK,19841027,POR,KCK,KCK,28,31,32,28,,,,119
19841027CHIMIL,19841027,CHI,MIL,CHI,29,26,30,21,,,,106
19841027CHIMIL,19841027,CHI,MIL,MIL,30,17,28,33,,,,108
19841027DETNYK,19841027,DET,NYK,DET,35,26,28,29,,,,118
19841027DETNYK,19841027,DET,NYK,NYK,30,38,29,40,,,,137
19841027LALSAS,19841027,LAL,SAS,LAL,25,25,30,32,,,,112
19841027LALSAS,19841027,LAL,SAS,SAS,34,32,27,20,,,,113
19841027LACUTA,19841027,LAC,UTA,LAC,23,28,22,30,,,,103
19841027LACUTA,19841027,LAC,UTA,UTA,28,19,22,25,,,,94
19841028LALDAL,19841028,LAL,DAL,LAL,16,30,27,23,,,,96
19841028LALDAL,19841028,LAL,DAL,DAL,33,26,25,23,,,,107
19841028PHOSEA,19841028,PHO,SEA,PHO,22,21,30,29,,,,102
19841028PHOSEA,19841028,PHO,SEA,SEA,23,23,24,17,,,,87
19841029MILCHI,19841029,MIL,CHI,MIL,27,27,31,25,,,,110
19841029MILCHI,19841029,MIL,CHI,CHI,25,28,23,40,,,,116
19841030CLEDET,19841030,CLE,DET,CLE,26,22,28,31,,,,107
19841030CLEDET,19841030,CLE,DET,DET,35,29,27,33,,,,124
19841030DALHOU,19841030,DAL,HOU,DAL,29,21,18,16,,,,84
19841030DALHOU,19841030,DAL,HOU,HOU,26,20,32,28,,,,106
19841030CHIKCK,19841030,CHI,KCK,CHI,26,30,21,32,,,,109
19841030CHIKCK,19841030,CHI,KCK,KCK,21,30,24,29,,,,104
19841030GSWLAL,19841030,GSW,LAL,GSW,23,30,20,37,,,,110
19841030GSWLAL,19841030,GSW,LAL,LAL,37,25,39,43,,,,144
19841030PHINJN,19841030,PHI,NJN,PHI,36,29,32,21,,,,118
19841030PHINJN,19841030,PHI,NJN,NJN,25,23,29,19,,,,96
19841030LACPHO,19841030,LAC,PHO,LAC,25,25,27,19,,,,96
19841030LACPHO,19841030,LAC,PHO,PHO,32,12,32,23,,,,99
19841030SEAPOR,19841030,SEA,POR,SEA,30,18,20,15,,,,83
19841030SEAPOR,19841030,SEA,POR,POR,30,26,29,30,,,,115
19841030DENSAS,19841030,DEN,SAS,DEN,27,31,27,33,,,,118
19841030DENSAS,19841030,DEN,SAS,SAS,31,26,33,36,,,,126
19841030NYKUTA,19841030,NYK,UTA,NYK,39,28,25,19,,,,111
19841030NYKUTA,19841030,NYK,UTA,UTA,35,29,27,26,,,,117
19841030ATLWSB,19841030,ATL,WSB,ATL,30,28,23,23,,,,104
19841030ATLWSB,19841030,ATL,WSB,WSB,35,29,25,30,,,,119
19841031NJNBOS,19841031,NJN,BOS,NJN,24,30,32,19,,,,105
19841031NJNBOS,19841031,NJN,BOS,BOS,22,31,30,33,,,,116
19841031DALIND,19841031,DAL,IND,DAL,24,29,27,21,,,,101
19841031DALIND,19841031,DAL,IND,IND,25,22,25,28,,,,100
19841031WSBMIL,19841031,WSB,MIL,WSB,18,19,23,19,,,,79
