gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20091027BOSCLE,,BOS,CLE,BOS,ray_allen,,42:21,5,16,2,4,4,5,,0,2,2,3,2,3,3,0,,16
20091027BOSCLE,,BOS,CLE,BOS,paul_pierce,,37:59,6,13,2,5,9,10,,1,10,11,1,5,1,2,1,,23
20091027BOSCLE,,BOS,CLE,BOS,rajon_rondo,,34:29,4,8,0,0,0,0,,2,4,6,10,4,3,2,0,,8
20091027BOSCLE,,BOS,CLE,BOS,kevin_garnett,,33:05,5,10,0,0,3,4,,3,7,10,1,3,1,1,3,,13
20091027BOSCLE,,BOS,CLE,BOS,kendrick_perkins,,25:42,4,7,0,0,1,1,,0,1,1,1,3,0,3,1,,9
20091027BOSCLE,,BOS,CLE,BOS,rasheed_wallace,,23:50,4,9,3,6,1,2,,0,3,3,0,5,0,0,2,,12
20091027BOSCLE,,BOS,CLE,BOS,marquis_daniels,,17:33,3,5,1,1,0,0,,0,1,1,2,1,1,1,0,,7
20091027BOSCLE,,BOS,CLE,BOS,shelden_williams,,12:30,0,1,0,0,4,4,,0,3,3,0,3,0,1,0,,4
20091027BOSCLE,,BOS,CLE,BOS,eddie_house,,12:30,1,3,1,3,0,0,,0,1,1,2,1,0,1,1,,3
20091027BOSCLE,,BOS,CLE,BOS,total,,240,32,72,9,19,22,26,,6,32,38,20,27,9,14,8,,95
20091027BOSCLE,,BOS,CLE,CLE,lebron_james,,44:55,12,22,4,9,10,13,,0,4,4,8,4,2,5,4,,38
20091027BOSCLE,,BOS,CLE,CLE,anthony_parker,,40:10,3,9,2,3,2,2,,0,3,3,4,0,1,3,2,,10
20091027BOSCLE,,BOS,CLE,CLE,mo_williams,,35:02,3,8,0,3,6,6,,0,0,0,3,4,1,2,0,,12
20091027BOSCLE,,BOS,CLE,CLE,anderson_varejao,,32:50,3,9,0,0,3,4,,5,2,7,1,5,2,0,1,,9
20091027BOSCLE,,BOS,CLE,CLE,shaquille_o'neal,,28:48,5,11,0,0,0,2,,0,10,10,1,2,0,1,1,,10
20091027BOSCLE,,BOS,CLE,CLE,zydrunas_ilgauskas,,24:39,1,4,0,0,4,4,,1,4,5,0,2,0,0,0,,6
20091027BOSCLE,,BOS,CLE,CLE,daniel_gibson,,13:42,1,3,0,1,0,1,,0,1,1,0,2,0,1,0,,2
20091027BOSCLE,,BOS,CLE,CLE,jamario_moon,,13:41,1,3,0,1,0,0,,0,2,2,0,1,0,1,1,,2
20091027BOSCLE,,BOS,CLE,CLE,jj_hickson,,6:13,0,1,0,0,0,0,,0,0,0,0,2,1,0,0,,0
20091027BOSCLE,,BOS,CLE,CLE,total,,240,29,70,6,17,25,32,,6,26,32,17,22,7,13,9,,89
20091027WASDAL,,WAS,DAL,WAS,gilbert_arenas,,38:20,10,21,1,4,8,9,,0,2,2,9,3,0,3,0,,29
20091027WASDAL,,WAS,DAL,WAS,caron_butler,,38:19,6,17,0,2,4,4,,1,7,8,1,3,0,2,2,,16
20091027WASDAL,,WAS,DAL,WAS,brendan_haywood,,37:36,3,10,0,0,1,2,,1,9,10,0,3,0,0,0,,7
20091027WASDAL,,WAS,DAL,WAS,mike_miller,,22:13,2,4,2,3,0,0,,0,8,8,2,4,2,0,0,,6
20091027WASDAL,,WAS,DAL,WAS,fabricio_oberto,,17:21,2,2,0,0,1,1,,1,2,3,2,5,0,2,0,,5
20091027WASDAL,,WAS,DAL,WAS,andray_blatche,,34:59,8,14,0,0,4,4,,3,4,7,1,3,1,0,2,,20
20091027WASDAL,,WAS,DAL,WAS,randy_foye,,30:18,8,14,1,3,2,2,,2,1,3,1,4,2,2,0,,19
20091027WASDAL,,WAS,DAL,WAS,deshawn_stevenson,,17:53,0,2,0,1,0,2,,1,4,5,3,2,1,0,0,,0
20091027WASDAL,,WAS,DAL,WAS,dominic_mcguire,,2:20,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,,0
20091027WASDAL,,WAS,DAL,WAS,javale_mcgee,,0:42,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
20091027WASDAL,,WAS,DAL,WAS,total,,240,39,84,4,13,20,24,,9,37,46,19,29,6,9,4,,102
20091027WASDAL,,WAS,DAL,DAL,dirk_nowitzki,,38:58,10,25,2,5,12,13,,1,8,9,1,2,0,3,2,,34
20091027WASDAL,,WAS,DAL,DAL,jason_kidd,,36:45,2,6,0,3,0,0,,0,6,6,6,2,2,0,0,,4
20091027WASDAL,,WAS,DAL,DAL,shawn_marion,,35:31,6,12,0,1,4,5,,4,3,7,0,3,1,0,3,,16
20091027WASDAL,,WAS,DAL,DAL,erick_dampier,,29:01,2,2,0,0,4,6,,3,3,6,0,3,0,1,1,,8
20091027WASDAL,,WAS,DAL,DAL,quinton_ross,,18:42,1,2,0,1,0,0,,0,0,0,0,4,0,0,1,,2
20091027WASDAL,,WAS,DAL,DAL,jason_terry,,37:23,4,15,1,6,3,5,,1,3,4,4,2,1,0,0,,12
20091027WASDAL,,WAS,DAL,DAL,jose_barea,,23:28,4,8,1,2,4,5,,0,6,6,4,2,0,3,0,,13
20091027WASDAL,,WAS,DAL,DAL,drew_gooden,,15:35,1,6,0,0,0,0,,2,2,4,0,2,2,2,2,,2
20091027WASDAL,,WAS,DAL,DAL,kris_humphries,,4:37,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0
20091027WASDAL,,WAS,DAL,DAL,total,,240,30,76,4,18,27,34,,11,31,42,16,20,6,9,9,,91
20091027LACLAL,,LAC,LAL,LAC,chris_kaman,,36:53,8,17,0,0,2,2,,2,14,16,1,3,2,3,0,,18
20091027LACLAL,,LAC,LAL,LAC,al_thornton,,35:19,4,11,0,0,0,0,,6,3,9,3,3,1,1,0,,8
20091027LACLAL,,LAC,LAL,LAC,eric_gordon,,32:39,7,14,2,5,5,6,,0,2,2,4,4,2,3,1,,21
20091027LACLAL,,LAC,LAL,LAC,baron_davis,,27:38,1,10,0,3,0,0,,2,2,4,8,3,2,2,1,,2
20091027LACLAL,,LAC,LAL,LAC,marcus_camby,,21:18,7,12,0,1,0,2,,1,5,6,4,2,1,1,0,,14
20091027LACLAL,,LAC,LAL,LAC,rasual_butler,,29:21,2,6,0,2,2,2,,0,2,2,2,4,1,4,1,,6
20091027LACLAL,,LAC,LAL,LAC,sebastian_telfair,,21:25,3,5,0,2,2,2,,0,1,1,4,2,0,1,0,,8
20091027LACLAL,,LAC,LAL,LAC,craig_smith,,19:59,6,9,0,1,0,2,,2,3,5,1,3,1,2,1,,12
20091027LACLAL,,LAC,LAL,LAC,deandre_jordan,,11:07,0,2,0,0,0,0,,2,3,5,0,2,0,2,0,,0
20091027LACLAL,,LAC,LAL,LAC,ricky_davis,,4:21,1,1,1,1,0,0,,0,1,1,0,1,0,1,0,,3
20091027LACLAL,,LAC,LAL,LAC,total,,240,39,87,3,15,11,16,,15,36,51,27,27,10,20,4,,92
20091027LACLAL,,LAC,LAL,LAL,metta_world_peace,,40:51,3,10,1,5,3,7,,1,4,5,4,2,1,4,0,,10
20091027LACLAL,,LAC,LAL,LAL,lamar_odom,,40:04,6,13,2,5,2,4,,3,10,13,5,3,2,3,2,,16
20091027LACLAL,,LAC,LAL,LAL,kobe_bryant,,38:20,11,26,0,1,11,12,,4,4,8,3,2,4,2,1,,33
20091027LACLAL,,LAC,LAL,LAL,andrew_bynum,,38:12,9,15,0,0,8,10,,6,7,13,2,3,1,2,1,,26
20091027LACLAL,,LAC,LAL,LAL,derek_fisher,,33:01,2,8,1,4,0,0,,0,1,1,3,3,1,3,0,,5
20091027LACLAL,,LAC,LAL,LAL,jordan_farmar,,14:59,2,4,0,1,0,0,,0,0,0,0,0,2,2,0,,4
20091027LACLAL,,LAC,LAL,LAL,didier_ilunga-mbenga,,9:48,1,5,0,0,0,0,,2,1,3,0,1,0,0,0,,2
20091027LACLAL,,LAC,LAL,LAL,shannon_brown,,8:41,0,0,0,0,1,4,,0,1,1,0,1,0,0,0,,1
20091027LACLAL,,LAC,LAL,LAL,josh_powell,,7:56,1,3,0,1,0,0,,1,1,2,0,0,0,0,0,,2
