gameid,away,home
19871106WSBATL,WSB,ATL
19871106MILBOS,MIL,BOS
19871106UTADAL,UTA,DAL
19871106LACDEN,LAC,DEN
19871106NYKDET,NYK,DET
19871106SASHOU,SAS,HOU
19871106SEALAL,SEA,LAL
19871106CLENJN,CLE,NJN
19871106INDPHI,IND,PHI
19871106PHOPOR,PHO,POR
19871106GSWSAC,GSW,SAC
19871107CLEATL,CLE,ATL
19871107PHICHI,PHI,CHI
19871107DENGSW,DEN,GSW
19871107NYKIND,NYK,IND
19871107PORLAC,POR,LAC
19871107DETMIL,DET,MIL
19871107DALSAS,DAL,SAS
19871107PHOSEA,PHO,SEA
19871107SACUTA,SAC,UTA
19871107BOSWSB,BOS,WSB
19871108HOULAL,HOU,LAL
19871109BOSNYK,BOS,NYK
19871110CHIATL,CHI,ATL
19871110DETIND,DET,IND
19871110UTALAC,UTA,LAC
19871110WSBMIL,WSB,MIL
19871110GSWPHO,GSW,PHO
19871110HOUPOR,HOU,POR
19871110DENSAC,DEN,SAC
19871110LALSAS,LAL,SAS
19871110DALSEA,DAL,SEA
19871111INDBOS,IND,BOS
19871111MILCLE,MIL,CLE
19871111PHOGSW,PHO,GSW
19871111CHINJN,CHI,NJN
19871111ATLNYK,ATL,NYK
19871111DALUTA,DAL,UTA
19871112PORDEN,POR,DEN
19871112LACLAL,LAC,LAL
19871112HOUSAC,HOU,SAC
19871112SEASAS,SEA,SAS
19871113CLEBOS,CLE,BOS
19871113NJNCHI,NJN,CHI
19871113SEADAL,SEA,DAL
19871113GSWLAC,GSW,LAC
19871113DETPHI,DET,PHI
19871113PHOUTA,PHO,UTA
19871113NYKWSB,NYK,WSB
19871114PHIATL,PHI,ATL
19871114INDCHI,IND,CHI
19871114DETCLE,DET,CLE
19871114PORDAL,POR,DAL
19871114SACDEN,SAC,DEN
19871114LALGSW,LAL,GSW
19871114UTAHOU,UTA,HOU
19871114MILNYK,MIL,NYK
19871114SASPHO,SAS,PHO
19871115SEAHOU,SEA,HOU
19871115BOSIND,BOS,IND
19871115SASLAL,SAS,LAL
19871115ATLMIL,ATL,MIL
19871115WSBNJN,WSB,NJN
19871117WSBCHI,WSB,CHI
19871117BOSCLE,BOS,CLE
19871117PORLAL,POR,LAL
19871117GSWMIL,GSW,MIL
19871117HOUNJN,HOU,NJN
19871117INDSAC,IND,SAC
19871117LACSAS,LAC,SAS
19871117DENUTA,DEN,UTA
19871118GSWATL,GSW,ATL
19871118NYKBOS,NYK,BOS
19871118LACDAL,LAC,DAL
19871118INDDEN,IND,DEN
19871118PHIDET,PHI,DET
19871118UTAPHO,UTA,PHO
19871118PORSEA,POR,SEA
19871118CHIWSB,CHI,WSB
19871119HOUCLE,HOU,CLE
