gameid,away,home
19991102ORLCHH,ORL,CHH
19991102GSWDAL,GSW,DAL
19991102PHODEN,PHO,DEN
19991102MILHOU,MIL,HOU
19991102SEALAC,SEA,LAC
19991102DETMIA,DET,MIA
19991102INDNJN,IND,NJN
19991102CLENYK,CLE,NYK
19991102PHISAS,PHI,SAS
19991102BOSTOR,BOS,TOR
19991102LALUTA,LAL,UTA
19991102PORVAN,POR,VAN
19991102ATLWAS,ATL,WAS
19991103WASBOS,WAS,BOS
19991103NYKCHI,NYK,CHI
19991103NJNCLE,NJN,CLE
19991103VANLAL,VAN,LAL
19991103DETORL,DET,ORL
19991103LACPOR,LAC,POR
19991104MILATL,MIL,ATL
19991104INDCHH,IND,CHH
19991104PHIPHO,PHI,PHO
19991104GSWSAS,GSW,SAS
19991104DALSEA,DAL,SEA
19991104MIATOR,MIA,TOR
19991104HOUUTA,HOU,UTA
19991105CHHBOS,CHH,BOS
19991105MIACHI,MIA,CHI
19991105NYKDET,NYK,DET
19991105SASHOU,SAS,HOU
19991105PHILAC,PHI,LAC
19991105TORNJN,TOR,NJN
19991105CLEORL,CLE,ORL
19991105DENPOR,DEN,POR
19991105MINSAC,MIN,SAC
19991106CHIATL,CHI,ATL
19991106NYKCLE,NYK,CLE
19991106DALGSW,DAL,GSW
19991106BOSIND,BOS,IND
19991106DETMIL,DET,MIL
19991106SACMIN,SAC,MIN
19991106LALPOR,LAL,POR
19991106UTASEA,UTA,SEA
19991106DENVAN,DEN,VAN
19991106ORLWAS,ORL,WAS
19991107DALLAL,DAL,LAL
19991107WASNJN,WAS,NJN
19991107SASPHO,SAS,PHO
19991107CHHTOR,CHH,TOR
19991108ATLDEN,ATL,DEN
19991108ORLHOU,ORL,HOU
19991108UTALAC,UTA,LAC
19991108MILNYK,MIL,NYK
19991108SEAPHI,SEA,PHI
19991109PHOCHI,PHO,CHI
19991109LALDAL,LAL,DAL
19991109SASGSW,SAS,GSW
19991109INDMIA,IND,MIA
19991109PORUTA,POR,UTA
19991110DETBOS,DET,BOS
19991110MILCHH,MIL,CHH
19991110LALHOU,LAL,HOU
19991110SASLAC,SAS,LAC
19991110PHONJN,PHO,NJN
19991110PHIORL,PHI,ORL
19991110ATLVAN,ATL,VAN
19991110SEAWAS,SEA,WAS
19991111SEACLE,SEA,CLE
19991111TORDET,TOR,DET
19991111ORLIND,ORL,IND
19991111DALMIA,DAL,MIA
19991111NYKMIN,NYK,MIN
19991112NYKBOS,NYK,BOS
19991112NJNCHH,NJN,CHH
19991112PORDEN,POR,DEN
19991112HOULAL,HOU,LAL
19991112PHOMIL,PHO,MIL
19991112CHIPHI,CHI,PHI
19991112UTASAC,UTA,SAC
19991112GSWVAN,GSW,VAN
19991112MIAWAS,MIA,WAS
19991113BOSCHI,BOS,CHI
19991113MILCLE,MIL,CLE
19991113ORLDAL,ORL,DAL
19991113SEADET,SEA,DET
19991113HOUGSW,HOU,GSW
19991113WASIND,WAS,IND
19991113PHOMIN,PHO,MIN
19991113ATLPOR,ATL,POR
19991113CHHSAS,CHH,SAS
19991114ATLLAL,ATL,LAL
19991114MIANYK,MIA,NYK
19991114DENSAC,DEN,SAC
