gameid,away,home
20121030WASCLE,WAS,CLE
20121030DALLAL,DAL,LAL
20121030BOSMIA,BOS,MIA
20121031SACCHI,SAC,CHI
20121031HOUDET,HOU,DET
20121031MEMLAC,MEM,LAC
20121031SASNOH,SAS,NOH
20121031DENPHI,DEN,PHI
20121031GSWPHO,GSW,PHO
20121031LALPOR,LAL,POR
20121031INDTOR,IND,TOR
20121031DALUTA,DAL,UTA
20121101OKCSAS,OKC,SAS
20121102HOUATL,HOU,ATL
20121102MILBOS,MIL,BOS
20121102INDCHA,IND,CHA
20121102CHICLE,CHI,CLE
20121102MEMGSW,MEM,GSW
20121102LACLAL,LAC,LAL
20121102SACMIN,SAC,MIN
20121102UTANOH,UTA,NOH
20121102MIANYK,MIA,NYK
20121102POROKC,POR,OKC
20121102DENORL,DEN,ORL
20121102DETPHO,DET,PHO
20121103TORBRK,TOR,BRK
20121103NOHCHI,NOH,CHI
20121103CHADAL,CHA,DAL
20121103PORHOU,POR,HOU
20121103SACIND,SAC,IND
20121103GSWLAC,GSW,LAC
20121103DENMIA,DEN,MIA
20121103CLEMIL,CLE,MIL
20121103UTASAS,UTA,SAS
20121103BOSWAS,BOS,WAS
20121104DETLAL,DET,LAL
20121104PHINYK,PHI,NYK
20121104ATLOKC,ATL,OKC
20121104PHOORL,PHO,ORL
20121104MINTOR,MIN,TOR
20121105MINBRK,MIN,BRK
20121105PORDAL,POR,DAL
20121105CLELAC,CLE,LAC
20121105UTAMEM,UTA,MEM
20121105PHOMIA,PHO,MIA
20121105NYKPHI,NYK,PHI
20121105GSWSAC,GSW,SAC
20121105INDSAS,IND,SAS
20121106ORLCHI,ORL,CHI
20121106DETDEN,DET,DEN
20121106TOROKC,TOR,OKC
20121107INDATL,IND,ATL
20121107WASBOS,WAS,BOS
20121107PHOCHA,PHO,CHA
20121107TORDAL,TOR,DAL
20121107CLEGSW,CLE,GSW
20121107DENHOU,DEN,HOU
20121107SASLAC,SAS,LAC
20121107BRKMIA,BRK,MIA
20121107MEMMIL,MEM,MIL
20121107ORLMIN,ORL,MIN
20121107PHINOH,PHI,NOH
20121107DETSAC,DET,SAC
20121107LALUTA,LAL,UTA
20121108OKCCHI,OKC,CHI
20121108LACPOR,LAC,POR
20121109MIAATL,MIA,ATL
20121109PHIBOS,PHI,BOS
20121109UTADEN,UTA,DEN
20121109GSWLAL,GSW,LAL
20121109HOUMEM,HOU,MEM
20121109INDMIN,IND,MIN
20121109CHANOH,CHA,NOH
20121109DALNYK,DAL,NYK
20121109DETOKC,DET,OKC
20121109BRKORL,BRK,ORL
20121109CLEPHO,CLE,PHO
20121109SASSAC,SAS,SAC
20121109MILWAS,MIL,WAS
20121110DALCHA,DAL,CHA
20121110MINCHI,MIN,CHI
20121110DENGSW,DEN,GSW
20121110DETHOU,DET,HOU
20121110WASIND,WAS,IND
20121110BOSMIL,BOS,MIL
20121110SASPOR,SAS,POR
20121110PHITOR,PHI,TOR
20121110PHOUTA,PHO,UTA
20121111ORLBRK,ORL,BRK
20121111ATLLAC,ATL,LAC
20121111SACLAL,SAC,LAL
20121111MIAMEM,MIA,MEM
20121111CLEOKC,CLE,OKC
20121112BOSCHI,BOS,CHI
20121112MINDAL,MIN,DAL
20121112OKCDET,OKC,DET
20121112MIAHOU,MIA,HOU
20121112MILPHI,MIL,PHI
20121112DENPHO,DEN,PHO
20121112ATLPOR,ATL,POR
20121112UTATOR,UTA,TOR
20121113CLEBRK,CLE,BRK
20121113WASCHA,WAS,CHA
20121113TORIND,TOR,IND
20121113SASLAL,SAS,LAL
20121113NYKORL,NYK,ORL
20121113PORSAC,POR,SAC
20121114UTABOS,UTA,BOS
20121114WASDAL,WAS,DAL
20121114ATLGSW,ATL,GSW
20121114NOHHOU,NOH,HOU
20121114MIALAC,MIA,LAC
20121114INDMIL,IND,MIL
20121114CHAMIN,CHA,MIN
20121114MEMOKC,MEM,OKC
20121114DETPHI,DET,PHI
20121114CHIPHO,CHI,PHO
20121115BOSBRK,BOS,BRK
20121115MIADEN,MIA,DEN
20121115NYKSAS,NYK,SAS
20121116ORLDET,ORL,DET
20121116DALIND,DAL,IND
20121116PHOLAL,PHO,LAL
20121116NYKMEM,NYK,MEM
20121116GSWMIN,GSW,MIN
20121116OKCNOH,OKC,NOH
20121116UTAPHI,UTA,PHI
20121116HOUPOR,HOU,POR
20121116ATLSAC,ATL,SAC
20121117TORBOS,TOR,BOS
20121117MEMCHA,MEM,CHA
20121117DALCLE,DAL,CLE
20121117CHILAC,CHI,LAC
20121117NOHMIL,NOH,MIL
20121117MIAPHO,MIA,PHO
20121117DENSAS,DEN,SAS
20121117UTAWAS,UTA,WAS
20121118BOSDET,BOS,DET
20121118HOULAL,HOU,LAL
20121118INDNYK,IND,NYK
20121118GSWOKC,GSW,OKC
20121118CLEPHI,CLE,PHI
20121118CHIPOR,CHI,POR
20121118BRKSAC,BRK,SAC
20121118ORLTOR,ORL,TOR
20121119ORLATL,ORL,ATL
20121119MILCHA,MIL,CHA
20121119GSWDAL,GSW,DAL
20121119DENMEM,DEN,MEM
20121119LACSAS,LAC,SAS
20121119HOUUTA,HOU,UTA
20121119INDWAS,IND,WAS
20121120BRKLAL,BRK,LAL
20121120NYKNOH,NYK,NOH
20121120TORPHI,TOR,PHI
20121121WASATL,WAS,ATL
20121121SASBOS,SAS,BOS
20121121TORCHA,TOR,CHA
20121121PHICLE,PHI,CLE
20121121NYKDAL,NYK,DAL
20121121BRKGSW,BRK,GSW
20121121CHIHOU,CHI,HOU
20121121NOHIND,NOH,IND
20121121MILMIA,MIL,MIA
20121121DENMIN,DEN,MIN
20121121LACOKC,LAC,OKC
20121121DETORL,DET,ORL
20121121PORPHO,POR,PHO
20121121LALSAC,LAL,SAC
20121123OKCBOS,OKC,BOS
20121123LACBRK,LAC,BRK
20121123ATLCHA,ATL,CHA
20121123GSWDEN,GSW,DEN
20121123TORDET,TOR,DET
20121123NYKHOU,NYK,HOU
20121123SASIND,SAS,IND
20121123LALMEM,LAL,MEM
20121123CLEORL,CLE,ORL
20121123NOHPHO,NOH,PHO
20121123MINPOR,MIN,POR
20121123SACUTA,SAC,UTA
20121124LACATL,LAC,ATL
20121124LALDAL,LAL,DAL
20121124MINGSW,MIN,GSW
20121124CLEMIA,CLE,MIA
20121124CHIMIL,CHI,MIL
20121124OKCPHI,OKC,PHI
20121124UTASAC,UTA,SAC
20121124CHAWAS,CHA,WAS
20121125PORBRK,POR,BRK
20121125NOHDEN,NOH,DEN
20121125DETNYK,DET,NYK
20121125BOSORL,BOS,ORL
20121125PHOPHI,PHO,PHI
20121125SASTOR,SAS,TOR
20121126NYKBRK,NYK,BRK
20121126MILCHI,MIL,CHI
20121126PORDET,POR,DET
20121126NOHLAC,NOH,LAC
20121126CLEMEM,CLE,MEM
20121126CHAOKC,CHA,OKC
20121126DENUTA,DEN,UTA
20121126SASWAS,SAS,WAS
20121127PHOCLE,PHO,CLE
20121127TORHOU,TOR,HOU
20121127INDLAL,IND,LAL
20121127DALPHI,DAL,PHI
20121127MINSAC,MIN,SAC
20121128CHAATL,CHA,ATL
20121128BRKBOS,BRK,BOS
20121128DALCHI,DAL,CHI
20121128PHODET,PHO,DET
20121128MINLAC,MIN,LAC
20121128TORMEM,TOR,MEM
20121128NYKMIL,NYK,MIL
20121128UTANOH,UTA,NOH
20121128HOUOKC,HOU,OKC
20121128SASORL,SAS,ORL
20121128PORWAS,POR,WAS
20121129DENGSW,DEN,GSW
20121129SASMIA,SAS,MIA
20121130CLEATL,CLE,ATL
20121130PORBOS,POR,BOS
20121130PHICHA,PHI,CHA
20121130DENLAL,DEN,LAL
20121130DETMEM,DET,MEM
20121130MILMIN,MIL,MIN
20121130WASNYK,WAS,NYK
20121130UTAOKC,UTA,OKC
20121130BRKORL,BRK,ORL
20121130INDSAC,IND,SAC
20121130PHOTOR,PHO,TOR
20121201PHICHI,PHI,CHI
20121201PORCLE,POR,CLE
20121201DETDAL,DET,DAL
20121201INDGSW,IND,GSW
20121201UTAHOU,UTA,HOU
20121201SACLAC,SAC,LAC
