gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
19971031CHIBOS,,CHI,BOS,CHI,michael_jordan,,42:00,7,23,0,0,16,21,,1,5,6,4,2,2,3,1,,30
19971031CHIBOS,,CHI,BOS,CHI,toni_kukoc,,36:00,6,13,0,4,0,0,,3,1,4,2,4,3,3,1,,12
19971031CHIBOS,,CHI,BOS,CHI,jason_caffey,,27:00,6,13,0,0,1,4,,4,4,8,2,3,2,2,0,,13
19971031CHIBOS,,CHI,BOS,CHI,ron_harper,,27:00,0,3,0,2,1,2,,1,2,3,4,1,4,2,0,,1
19971031CHIBOS,,CHI,BOS,CHI,luc_longley,,21:00,4,6,0,0,0,2,,3,2,5,0,5,0,4,2,,8
19971031CHIBOS,,CHI,BOS,CHI,steve_kerr,,25:00,2,3,1,1,0,0,,0,2,2,1,1,0,1,0,,5
19971031CHIBOS,,CHI,BOS,CHI,dennis_rodman,,24:00,5,8,0,0,0,0,,3,6,9,0,1,0,2,0,,10
19971031CHIBOS,,CHI,BOS,CHI,randy_brown,,14:00,1,6,0,0,0,0,,0,1,1,1,1,1,1,1,,2
19971031CHIBOS,,CHI,BOS,CHI,scott_burrell,,12:00,1,2,0,1,0,0,,1,2,3,1,2,0,1,1,,2
19971031CHIBOS,,CHI,BOS,CHI,jud_buechler,,10:00,1,2,0,0,0,0,,0,0,0,1,2,0,0,0,,2
19971031CHIBOS,,CHI,BOS,CHI,joe_kleine,,1:00,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0
19971031CHIBOS,,CHI,BOS,CHI,bill_wennington,,1:00,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
19971031CHIBOS,,CHI,BOS,CHI,total,,240,33,79,1,8,18,29,,16,25,41,16,22,12,20,6,,85
19971031CHIBOS,,CHI,BOS,BOS,antoine_walker,,40:00,13,26,2,6,3,5,,3,5,8,2,5,5,7,2,,31
19971031CHIBOS,,CHI,BOS,BOS,travis_knight,,34:00,3,7,0,1,2,2,,4,9,13,2,3,0,4,2,,8
19971031CHIBOS,,CHI,BOS,BOS,dana_barros,,31:00,2,7,2,5,0,0,,1,5,6,3,0,0,2,0,,6
19971031CHIBOS,,CHI,BOS,BOS,ron_mercer,,30:00,5,10,0,0,1,3,,3,2,5,1,2,0,0,0,,11
19971031CHIBOS,,CHI,BOS,BOS,walter_mccarty,,20:00,4,12,0,1,1,1,,4,2,6,3,5,1,3,1,,9
19971031CHIBOS,,CHI,BOS,BOS,bruce_bowen,,27:00,3,8,0,0,2,2,,2,4,6,1,3,0,0,0,,8
19971031CHIBOS,,CHI,BOS,BOS,dee_brown,,19:00,1,5,0,1,0,0,,0,0,0,0,2,0,1,0,,2
19971031CHIBOS,,CHI,BOS,BOS,chauncey_billups,,17:00,6,12,1,4,2,2,,2,0,2,4,3,2,3,0,,15
19971031CHIBOS,,CHI,BOS,BOS,andrew_declercq,,13:00,1,2,0,0,0,0,,2,1,3,2,5,1,1,0,,2
