gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20141028HOULAL,,HOU,LAL,HOU,patrick_beverley,,30:55,2,6,2,3,3,6,,1,4,5,5,3,0,2,0,,9
20141028HOULAL,,HOU,LAL,HOU,james_harden,,30:46,7,17,3,6,15,16,,0,1,1,6,1,1,0,0,,32
20141028HOULAL,,HOU,LAL,HOU,terrence_jones,,30:31,8,16,0,1,0,1,,6,7,13,3,4,2,2,2,,16
20141028HOULAL,,HOU,LAL,HOU,trevor_ariza,,29:34,5,10,5,8,1,1,,1,2,3,2,3,2,2,0,,16
20141028HOULAL,,HOU,LAL,HOU,dwight_howard,,20:34,3,5,0,0,7,16,,3,8,11,1,5,0,1,1,,13
20141028HOULAL,,HOU,LAL,HOU,tarik_black,,24:13,1,2,0,0,0,0,,0,2,2,0,4,0,0,0,,2
20141028HOULAL,,HOU,LAL,HOU,jason_terry,,21:23,3,5,2,3,0,0,,0,0,0,1,0,0,1,0,,8
20141028HOULAL,,HOU,LAL,HOU,kostas_papanikolaou,,19:52,2,6,0,2,0,0,,1,5,6,4,5,2,2,0,,4
20141028HOULAL,,HOU,LAL,HOU,donatas_motiejunas,,16:22,0,0,0,0,4,6,,2,3,5,0,3,0,2,0,,4
20141028HOULAL,,HOU,LAL,HOU,troy_daniels,,8:43,0,5,0,5,2,2,,0,0,0,0,2,0,0,0,,2
20141028HOULAL,,HOU,LAL,HOU,isaiah_canaan,,7:07,0,1,0,1,2,2,,0,1,1,0,0,0,1,0,,2
20141028HOULAL,,HOU,LAL,HOU,francisco_garcia,,,,,,,,,,,,,,,,,,,
20141028HOULAL,,HOU,LAL,HOU,joey_dorsey,,,,,,,,,,,,,,,,,,,
20141028HOULAL,,HOU,LAL,HOU,total,,240,31,73,12,29,34,50,,14,33,47,22,30,7,13,3,,108
20141028HOULAL,,HOU,LAL,LAL,jeremy_lin,,29:08,1,5,0,1,5,6,,1,1,2,6,3,0,4,0,,7
20141028HOULAL,,HOU,LAL,LAL,kobe_bryant,,29:00,6,17,0,1,7,8,,0,3,3,2,5,1,1,0,,19
20141028HOULAL,,HOU,LAL,LAL,carlos_boozer,,27:35,7,13,0,0,3,3,,3,4,7,2,1,1,0,0,,17
20141028HOULAL,,HOU,LAL,LAL,jordan_hill,,23:23,2,7,0,0,3,4,,4,6,10,1,3,0,2,1,,7
20141028HOULAL,,HOU,LAL,LAL,wesley_johnson,,22:52,3,7,1,3,0,0,,0,2,2,0,5,0,0,0,,7
20141028HOULAL,,HOU,LAL,LAL,ronnie_price,,26:56,1,7,1,3,4,4,,0,1,1,3,3,2,2,0,,7
20141028HOULAL,,HOU,LAL,LAL,ed_davis,,21:35,5,7,0,0,1,2,,2,4,6,0,6,1,0,2,,11
20141028HOULAL,,HOU,LAL,LAL,jordan_clarkson,,20:22,1,4,1,2,5,6,,0,4,4,2,3,0,1,0,,8
20141028HOULAL,,HOU,LAL,LAL,xavier_henry,,18:28,0,4,0,0,3,4,,1,0,1,0,1,1,0,0,,3
20141028HOULAL,,HOU,LAL,LAL,julius_randle,,13:34,1,3,0,0,0,2,,0,0,0,0,1,0,1,0,,2
20141028HOULAL,,HOU,LAL,LAL,robert_sacre,,7:07,1,5,0,0,0,0,,0,0,0,0,1,1,0,0,,2
20141028HOULAL,,HOU,LAL,LAL,ryan_kelly,,,,,,,,,,,,,,,,,,,
20141028HOULAL,,HOU,LAL,LAL,wayne_ellington,,,,,,,,,,,,,,,,,,,
20141028HOULAL,,HOU,LAL,LAL,total,,240,28,79,3,10,31,39,,11,25,36,16,32,7,11,3,,90
20141028ORLNOP,,ORL,NOP,ORL,tobias_harris,,36:32,9,18,1,2,6,6,,2,6,8,0,2,1,4,0,,25
