20131102CLEIND,0021300033,CLE,IND,IND,-450,total,,240,32,77,10,28,15,20,,10,41,51,24,16,6,20,6,1,89
20131102CHIPHI,0021300034,CHI,PHI,CHI,-500,total,,240,42,93,3,14,17,19,,17,34,51,28,14,8,18,5,6,104
20131102CHIPHI,0021300034,CHI,PHI,PHI,400,total,,240,42,86,11,22,12,18,,10,29,39,24,18,8,15,6,5,107
20131102CHANOP,0021300035,CHA,NOP,CHA,330,total,,240,30,80,3,21,21,36,,14,27,41,13,22,8,13,4,18,84
20131102CHANOP,0021300035,CHA,NOP,NOP,-400,total,,240,37,75,7,13,24,28,,8,35,43,30,26,10,17,18,4,105
20131102MEMDAL,0021300036,MEM,DAL,MEM,130,total,,240,37,87,3,16,22,26,,17,34,51,20,34,6,17,2,4,99
20131102MEMDAL,0021300036,MEM,DAL,DAL,-150,total,,240,32,80,7,19,40,46,,14,31,45,18,20,12,11,4,2,111
20131102TORMIL,0021300037,TOR,MIL,TOR,-120,total,,240,31,78,7,23,28,38,,18,42,60,19,22,6,17,0,5,97
20131102TORMIL,0021300037,TOR,MIL,MIL,100,total,,240,37,84,6,17,10,18,,6,32,38,25,26,7,13,5,0,90
20131102HOUUTA,0021300038,HOU,UTA,HOU,-260,total,,240,34,67,9,22,27,35,,9,31,40,16,23,6,18,7,6,104
20131102HOUUTA,0021300038,HOU,UTA,UTA,220,total,,240,34,81,4,22,21,27,,15,24,39,12,25,9,15,6,7,93
20131102SASPOR,0021300039,SAS,POR,SAS,-140,total,,240,47,94,6,12,5,8,,12,23,35,24,25,6,12,2,7,105
20131102SASPOR,0021300039,SAS,POR,POR,120,total,,240,45,81,8,20,17,19,,7,32,39,29,15,3,16,7,2,115
20131102SACGSW,0021300040,SAC,GSW,SAC,550,total,,240,30,87,6,26,21,24,,16,32,48,16,18,9,14,1,7,87
20131102SACGSW,0021300040,SAC,GSW,GSW,-750,total,,240,39,76,11,27,9,12,,5,39,44,28,22,8,18,7,1,98
20131103BOSDET,0021300041,BOS,DET,BOS,400,total,,240,31,74,3,16,12,12,,8,29,37,15,22,15,23,3,7,77
20131103BOSDET,0021300041,BOS,DET,DET,-500,total,,240,34,76,2,13,17,29,,15,29,44,16,15,15,21,7,3,87
20131103WASMIA,0021300042,WAS,MIA,WAS,1100,total,,240,35,82,12,30,11,16,,17,24,41,22,26,8,20,2,6,93
20131103WASMIA,0021300042,WAS,MIA,MIA,-2000,total,,240,37,70,11,27,18,27,,8,24,32,32,18,9,16,6,2,103
20131103BKNORL,0021300043,BKN,ORL,BKN,-230,total,,240,34,89,4,17,14,15,,11,31,42,23,23,5,12,8,4,86
20131103BKNORL,0021300043,BKN,ORL,ORL,190,total,,240,42,89,7,17,16,22,,13,41,54,19,19,7,15,4,8,107
20131103PHXOKC,0021300044,PHX,OKC,PHX,900,total,,240,32,80,14,37,18,22,,12,31,43,21,23,11,23,3,4,96
20131103PHXOKC,0021300044,PHX,OKC,OKC,-1600,total,,240,35,82,2,18,31,37,,10,31,41,20,22,8,15,4,3,103
20131103MINNYK,0021300045,MIN,NYK,MIN,140,total,,240,35,79,10,27,29,38,,10,33,43,23,16,9,12,1,3,109
20131103MINNYK,0021300045,MIN,NYK,NYK,-160,total,,240,40,89,9,32,11,13,,14,35,49,21,26,7,16,3,1,100
20131103ATLLAL,0021300046,ATL,LAL,ATL,-110,total,,240,40,90,9,22,14,26,,10,42,52,26,22,9,11,3,7,103
20131103ATLLAL,0021300046,ATL,LAL,LAL,-110,total,,240,38,89,9,25,20,24,,6,47,53,27,24,5,13,7,3,105
20131104MINCLE,0021300047,MIN,CLE,MIN,100,total,,240,34,94,5,28,19,24,,12,31,43,21,15,16,17,5,12,92
20131104MINCLE,0021300047,MIN,CLE,CLE,-120,total,,240,39,85,5,16,10,11,,11,38,49,22,24,10,23,12,5,93
20131104GSWPHI,0021300048,GSW,PHI,GSW,-280,total,,240,41,92,15,38,13,20,,13,41,54,28,24,18,22,7,3,110
20131104GSWPHI,0021300048,GSW,PHI,PHI,240,total,,240,31,88,5,25,23,37,,14,38,52,19,18,9,24,3,7,90
20131104BOSMEM,0021300049,BOS,MEM,BOS,680,total,,240,33,70,7,20,15,18,,4,28,32,14,21,9,17,6,2,88
20131104BOSMEM,0021300049,BOS,MEM,MEM,-890,total,,240,36,74,5,15,18,22,,9,27,36,23,19,6,18,2,6,95
20131104HOULAC,0021300050,HOU,LAC,HOU,170,total,,240,41,82,7,25,29,43,,13,33,46,21,22,7,15,3,7,118
20131104HOULAC,0021300050,HOU,LAC,LAC,-200,total,,240,49,94,15,38,24,28,,9,29,38,33,29,7,10,7,3,137
20131105MIATOR,0021300051,MIA,TOR,MIA,-215,total,,240,41,83,10,23,12,14,,10,28,38,31,27,7,11,4,1,104
20131105MIATOR,0021300051,MIA,TOR,TOR,185,total,,240,31,72,6,21,27,33,,13,27,40,15,21,4,15,1,4,95
20131105UTABKN,0021300052,UTA,BKN,UTA,475,total,,240,31,82,4,18,22,30,,19,28,47,17,24,6,20,3,3,88
20131105UTABKN,0021300052,UTA,BKN,BKN,-650,total,,240,40,78,4,11,20,32,,11,28,39,23,27,11,15,3,3,104
20131105INDDET,0021300053,IND,DET,IND,-105,total,,240,38,73,9,21,14,23,,4,41,45,26,21,6,18,9,6,99
20131105INDDET,0021300053,IND,DET,DET,-115,total,,240,33,87,5,25,20,25,,13,29,42,13,24,10,14,6,9,91
20131105CHANYK,0021300054,CHA,NYK,CHA,425,total,,240,30,71,8,21,34,42,,16,35,51,17,25,9,22,5,4,102
20131105CHANYK,0021300054,CHA,NYK,NYK,-550,total,,240,35,82,8,28,19,23,,11,22,33,12,27,11,14,4,5,97
20131105PHXNOP,0021300055,PHX,NOP,PHX,400,total,,240,39,78,12,25,14,22,,7,34,41,25,20,10,15,4,11,104
20131105PHXNOP,0021300055,PHX,NOP,NOP,-500,total,,240,37,85,10,18,14,19,,8,32,40,26,20,12,13,11,4,98
20131105LALDAL,0021300056,LAL,DAL,LAL,350,total,,240,39,88,12,31,14,20,,9,26,35,21,12,9,14,4,3,104
20131105LALDAL,0021300056,LAL,DAL,DAL,-450,total,,240,49,94,13,27,12,14,,10,40,50,34,14,10,12,3,4,123
20131105SASDEN,0021300057,SAS,DEN,SAS,-200,total,,240,40,86,4,16,18,20,,8,31,39,27,22,14,16,9,4,102
20131105SASDEN,0021300057,SAS,DEN,DEN,170,total,,240,35,83,9,19,15,20,,10,35,45,22,23,4,22,4,9,94
20131105HOUPOR,0021300058,HOU,POR,HOU,110,total,,240,41,75,6,22,28,34,,10,37,47,17,27,6,20,3,6,116
20131105HOUPOR,0021300058,HOU,POR,POR,-130,total,,240,36,87,10,31,19,29,,11,19,30,22,28,9,14,6,3,101
20131105ATLSAC,0021300059,ATL,SAC,ATL,115,total,,240,39,81,8,22,19,26,,9,27,36,26,15,11,14,7,4,105
20131105ATLSAC,0021300059,ATL,SAC,SAC,-135,total,,240,35,80,10,31,20,21,,10,29,39,22,26,10,18,4,7,100
20131106TORCHA,0021300060,TOR,CHA,TOR,-140,total,,240,35,79,7,16,13,15,,11,27,38,18,27,2,12,3,8,90
20131106TORCHA,0021300060,TOR,CHA,CHA,120,total,,240,36,73,3,15,17,30,,10,27,37,24,19,5,8,8,3,92
20131106CHIIND,0021300061,CHI,IND,CHI,110,total,,240,26,73,5,15,23,27,,11,29,40,15,20,4,17,5,7,80
20131106CHIIND,0021300061,CHI,IND,IND,-130,total,,240,36,86,7,18,18,21,,17,35,52,21,24,9,14,7,5,97
20131106LACORL,0021300062,LAC,ORL,LAC,-300,total,,240,36,95,3,19,15,21,,15,36,51,20,19,9,13,5,4,90
20131106LACORL,0021300062,LAC,ORL,ORL,250,total,,240,40,82,5,16,13,17,,7,44,51,21,17,7,15,4,5,98
20131106WASPHI,0021300063,WAS,PHI,WAS,-140,total,,240,43,98,18,33,12,16,,10,30,40,32,20,10,11,5,3,116
20131106WASPHI,0021300063,WAS,PHI,PHI,120,total,,240,39,83,6,18,18,26,,11,39,50,26,15,5,20,3,5,102
20131106UTABOS,0021300064,UTA,BOS,UTA,170,total,,240,37,80,1,10,12,18,,11,31,42,14,22,8,20,4,4,87
20131106UTABOS,0021300064,UTA,BOS,BOS,-200,total,,240,40,89,7,20,10,14,,10,32,42,22,18,5,14,4,4,97
20131106NOPMEM,0021300065,NOP,MEM,NOP,260,total,,240,38,78,4,13,19,21,,13,26,39,16,17,10,13,5,5,99
20131106NOPMEM,0021300065,NOP,MEM,MEM,-320,total,,240,34,71,4,15,12,14,,7,22,29,17,20,5,18,5,5,84
20131106CLEMIL,0021300066,CLE,MIL,CLE,-150,total,,240,38,85,12,28,16,22,,12,27,39,20,21,10,9,2,4,104
20131106CLEMIL,0021300066,CLE,MIL,MIL,130,total,,240,36,72,13,23,24,26,,9,32,41,25,18,3,14,4,2,109
20131106GSWMIN,0021300067,GSW,MIN,GSW,-110,total,,240,42,84,8,20,14,20,,9,40,49,23,29,12,21,11,3,106
20131106GSWMIN,0021300067,GSW,MIN,MIN,-110,total,,240,34,90,4,16,21,27,,10,30,40,22,19,6,19,3,11,93
20131106PHXSAS,0021300068,PHX,SAS,PHX,900,total,,240,42,85,7,19,5,9,,5,38,43,14,17,7,18,5,7,96
20131106PHXSAS,0021300068,PHX,SAS,SAS,-1600,total,,240,41,85,6,16,11,15,,6,33,39,25,17,5,14,7,5,99
20131106DALOKC,0021300069,DAL,OKC,DAL,250,total,,240,36,85,9,23,12,14,,11,25,36,17,16,12,21,2,5,93
20131106DALOKC,0021300069,DAL,OKC,OKC,-300,total,,240,43,79,5,13,16,23,,10,34,44,28,17,10,23,5,2,107
20131107LACMIA,0021300070,LAC,MIA,LAC,220,total,,240,36,73,8,24,17,21,,9,29,38,22,30,8,17,1,3,97
20131107LACMIA,0021300070,LAC,MIA,MIA,-260,total,,240,38,71,5,16,21,33,,8,22,30,27,23,6,16,3,1,102
20131107ATLDEN,0021300071,ATL,DEN,ATL,170,total,,240,43,94,8,26,13,19,,13,33,46,31,23,11,11,9,8,107
20131107ATLDEN,0021300071,ATL,DEN,DEN,-200,total,,240,42,86,14,25,11,17,,10,35,45,28,18,4,16,8,9,109
20131107LALHOU,0021300072,LAL,HOU,LAL,1100,total,,240,36,92,16,35,11,15,,13,34,47,26,36,8,24,6,7,99
20131107LALHOU,0021300072,LAL,HOU,HOU,-1650,total,,240,29,77,7,27,33,52,,8,36,44,17,17,12,17,7,6,98
20131108NYKCHA,0021300073,NYK,CHA,NYK,-160,total,,240,42,90,12,26,5,9,,12,25,37,25,22,5,12,9,8,101
20131108NYKCHA,0021300073,NYK,CHA,CHA,140,total,,240,31,76,4,16,25,30,,10,31,41,13,15,4,14,8,9,91
20131108TORIND,0021300074,TOR,IND,TOR,330,total,,240,32,81,6,18,14,16,,15,27,42,16,22,7,15,6,6,84
20131108TORIND,0021300074,TOR,IND,IND,-400,total,,240,36,78,6,21,13,16,,9,29,38,20,19,5,15,6,6,91
20131108BOSORL,0021300075,BOS,ORL,BOS,200,total,,240,34,95,2,14,21,26,,19,31,50,19,24,11,11,5,4,91
20131108BOSORL,0021300075,BOS,ORL,ORL,-240,total,,240,33,83,4,20,19,29,,16,40,56,19,24,4,20,4,5,89
20131108CLEPHI,0021300076,CLE,PHI,CLE,-155,total,,240,30,90,9,26,10,14,,18,25,43,22,12,9,13,4,8,79
20131108CLEPHI,0021300076,CLE,PHI,PHI,135,total,,240,40,84,7,21,7,9,,12,35,47,25,18,5,17,8,4,94
20131108BKNWAS,0021300077,BKN,WAS,BKN,-125,total,,265,41,88,6,24,20,29,,11,40,51,23,27,11,21,3,4,108
20131108BKNWAS,0021300077,BKN,WAS,WAS,105,total,,265,41,88,10,24,20,26,,7,29,36,28,19,10,16,4,3,112
20131108OKCDET,0021300078,OKC,DET,OKC,130,total,,240,37,82,6,17,39,44,,17,35,52,22,22,9,13,9,6,119
20131108OKCDET,0021300078,OKC,DET,DET,-150,total,,240,39,91,11,31,21,27,,16,26,42,22,27,10,13,6,9,110
20131108UTACHI,0021300079,UTA,CHI,UTA,750,total,,240,25,85,7,20,16,25,,17,23,40,18,21,13,17,4,6,73
20131108UTACHI,0021300079,UTA,CHI,CHI,-1100,total,,240,38,72,3,8,18,25,,11,37,48,26,24,12,20,6,4,97
20131108DALMIN,0021300080,DAL,MIN,DAL,155,total,,240,44,90,10,22,10,15,,14,26,40,21,21,9,17,7,6,108
20131108DALMIN,0021300080,DAL,MIN,MIN,-175,total,,240,41,89,8,20,26,30,,16,28,44,26,15,8,14,6,7,116
20131108LALNOP,0021300081,LAL,NOP,LAL,400,total,,240,31,80,6,19,17,26,,12,36,48,19,18,2,14,4,8,85
20131108LALNOP,0021300081,LAL,NOP,NOP,-500,total,,240,38,87,3,9,17,22,,11,39,50,25,22,10,8,8,4,96
20131108GSWSAS,0021300082,GSW,SAS,GSW,200,total,,240,29,71,8,20,8,10,,6,39,45,16,20,7,19,4,3,74
20131108GSWSAS,0021300082,GSW,SAS,SAS,-240,total,,240,31,79,5,19,9,18,,11,31,42,19,18,9,12,3,4,76
20131108DENPHX,0021300083,DEN,PHX,DEN,105,total,,240,36,80,8,22,23,28,,7,30,37,17,26,11,20,2,3,103
20131108DENPHX,0021300083,DEN,PHX,PHX,-125,total,,240,40,83,9,20,25,32,,11,37,48,21,22,11,20,3,2,114
20131108SACPOR,0021300084,SAC,POR,SAC,290,total,,240,36,86,6,22,13,15,,8,23,31,20,24,11,11,1,5,91
20131108SACPOR,0021300084,SAC,POR,POR,-350,total,,240,39,80,10,23,16,18,,11,36,47,28,18,4,17,5,1,104
20131109UTATOR,0021300085,UTA,TOR,UTA,350,total,,240,34,77,3,18,20,24,,12,25,37,20,24,7,14,5,4,91
20131109UTATOR,0021300085,UTA,TOR,TOR,-450,total,,240,40,83,10,25,25,29,,13,27,40,23,20,8,12,4,5,115
20131109ORLATL,0021300086,ORL,ATL,ORL,230,total,,240,38,82,8,17,10,18,,9,27,36,22,24,9,17,2,6,94
20131109ORLATL,0021300086,ORL,ATL,ATL,-270,total,,240,43,90,6,19,12,17,,7,32,39,36,15,9,12,6,2,104
20131109INDBKN,0021300087,IND,BKN,IND,-110,total,,240,37,80,7,14,15,20,,11,31,42,24,18,9,13,3,2,96
20131109INDBKN,0021300087,IND,BKN,BKN,-110,total,,240,35,76,8,19,13,16,,7,31,38,20,21,9,15,2,3,91
20131109PHICLE,0021300088,PHI,CLE,PHI,320,total,,290,47,99,11,27,20,23,,9,35,44,24,22,10,19,3,10,125
20131109PHICLE,0021300088,PHI,CLE,CLE,-380,total,,290,46,102,13,31,22,29,,14,36,50,28,21,10,18,10,3,127
20131109BOSMIA,0021300089,BOS,MIA,BOS,900,total,,240,46,89,10,21,9,12,,11,28,39,24,25,4,12,5,7,111
20131109BOSMIA,0021300089,BOS,MIA,MIA,-1600,total,,240,41,71,5,10,23,34,,4,27,31,26,13,4,10,7,5,110
20131109LACHOU,0021300090,LAC,HOU,LAC,130,total,,240,42,88,9,24,14,23,,15,30,45,26,28,10,13,7,5,107
20131109LACHOU,0021300090,LAC,HOU,HOU,-150,total,,240,35,78,7,26,17,27,,10,32,42,21,23,10,18,5,7,94
20131109GSWMEM,0021300091,GSW,MEM,GSW,110,total,,240,33,78,10,30,14,26,,9,24,33,17,24,8,17,3,5,90
20131109GSWMEM,0021300091,GSW,MEM,MEM,-130,total,,240,42,79,5,13,19,25,,8,36,44,25,23,8,16,5,3,108
20131109DALMIL,0021300092,DAL,MIL,DAL,-150,total,,240,33,78,6,19,19,21,,12,35,47,17,18,11,19,5,2,91
20131109DALMIL,0021300092,DAL,MIL,MIL,130,total,,240,31,81,11,23,10,16,,11,31,42,16,21,7,20,2,5,83
20131109PORSAC,0021300093,POR,SAC,POR,110,total,,240,36,82,9,20,15,22,,19,33,52,25,17,6,12,2,2,96
20131109PORSAC,0021300093,POR,SAC,SAC,-130,total,,240,36,78,3,12,10,14,,8,25,33,17,20,7,10,2,2,85
20131110SASNYK,0021300094,SAS,NYK,SAS,-150,total,,240,41,76,12,28,26,30,,9,42,51,22,19,5,13,4,1,120
20131110SASNYK,0021300094,SAS,NYK,NYK,130,total,,240,31,82,6,22,21,29,,9,24,33,16,22,6,10,1,4,89
20131110WASOKC,0021300095,WAS,OKC,WAS,400,total,,265,40,88,12,29,13,26,,7,34,41,23,19,5,12,7,8,105
20131110WASOKC,0021300095,WAS,OKC,OKC,-500,total,,265,41,92,6,20,18,22,,16,42,58,21,20,7,17,8,7,106
20131110NOPPHX,0021300096,NOP,PHX,NOP,-130,total,,240,39,88,4,13,12,13,,14,29,43,20,20,6,15,3,11,94
20131110NOPPHX,0021300096,NOP,PHX,PHX,110,total,,240,38,78,7,22,18,23,,10,30,40,14,16,10,14,11,3,101
20131110MINLAL,0021300097,MIN,LAL,MIN,-190,total,,240,44,90,10,20,15,19,,12,41,53,29,15,14,21,5,8,113
20131110MINLAL,0021300097,MIN,LAL,LAL,165,total,,240,35,92,10,26,10,18,,16,30,46,24,16,8,18,8,5,90
20131111ATLCHA,0021300098,ATL,CHA,ATL,-130,total,,240,35,76,10,27,23,28,,6,35,41,26,22,7,13,3,0,103
20131111ATLCHA,0021300098,ATL,CHA,CHA,110,total,,240,33,81,5,13,23,29,,10,30,40,22,24,4,14,0,3,94
20131111MEMIND,0021300099,MEM,IND,MEM,240,total,,240,31,75,4,8,13,19,,7,25,32,19,20,6,10,4,9,79
20131111MEMIND,0021300099,MEM,IND,IND,-280,total,,240,37,76,6,19,15,18,,9,36,45,25,22,5,13,9,4,95
20131111SASPHI,0021300100,SAS,PHI,SAS,-280,total,,240,44,89,13,28,8,11,,11,39,50,29,15,9,12,2,9,109
20131111SASPHI,0021300100,SAS,PHI,PHI,240,total,,240,34,82,5,19,12,16,,11,29,40,19,12,4,15,9,2,85
20131111ORLBOS,0021300101,ORL,BOS,ORL,105,total,,240,39,85,7,18,20,23,,14,23,37,27,18,7,18,4,7,105
20131111ORLBOS,0021300101,ORL,BOS,BOS,-125,total,,240,51,85,5,12,13,15,,8,28,36,28,19,11,13,7,4,120
20131111CLECHI,0021300102,CLE,CHI,CLE,300,total,,240,31,75,5,14,14,20,,11,27,38,13,22,7,18,11,7,81
20131111CLECHI,0021300102,CLE,CHI,CHI,-360,total,,240,34,83,4,16,24,26,,14,27,41,24,21,9,11,7,11,96
20131111TORHOU,0021300103,TOR,HOU,TOR,250,total,,290,38,114,8,25,20,27,,20,31,51,10,38,12,13,5,14,104
20131111TORHOU,0021300103,TOR,HOU,HOU,-300,total,,290,37,84,7,26,29,47,,13,46,59,21,30,8,23,14,5,110
20131111DENUTA,0021300104,DEN,UTA,DEN,-135,total,,240,36,80,5,17,23,27,,13,39,52,18,28,5,14,1,6,100
20131111DENUTA,0021300104,DEN,UTA,UTA,115,total,,240,31,77,3,17,16,23,,9,26,35,11,22,4,14,6,1,81
20131111DETPOR,0021300105,DET,POR,DET,170,total,,240,42,91,3,14,16,21,,18,24,42,20,13,10,8,2,2,103
20131111DETPOR,0021300105,DET,POR,POR,-200,total,,240,42,82,11,23,14,15,,13,31,44,23,16,7,15,2,2,109
