gameid,away,home
20081028CLEBOS,CLE,BOS
20081028MILCHI,MIL,CHI
20081028PORLAL,POR,LAL
20081029INDDET,IND,DET
20081029NOHGSW,NOH,GSW
20081029MEMHOU,MEM,HOU
20081029LALLAC,LAL,LAC
20081029SACMIN,SAC,MIN
20081029MIANYK,MIA,NYK
20081029MILOKC,MIL,OKC
20081029ATLORL,ATL,ORL
20081029TORPHI,TOR,PHI
20081029PHOSAS,PHO,SAS
20081029DENUTA,DEN,UTA
20081029NJNWAS,NJN,WAS
20081030CHACLE,CHA,CLE
20081030HOUDAL,HOU,DAL
20081030NOHPHO,NOH,PHO
20081031CHIBOS,CHI,BOS
20081031DENLAC,DEN,LAC
20081031ORLMEM,ORL,MEM
20081031SACMIA,SAC,MIA
20081031NYKPHI,NYK,PHI
20081031SASPOR,SAS,POR
20081031GSWTOR,GSW,TOR
20081101PHIATL,PHI,ATL
20081101MIACHA,MIA,CHA
20081101MEMCHI,MEM,CHI
20081101LALDEN,LAL,DEN
20081101WASDET,WAS,DET
20081101OKCHOU,OKC,HOU
20081101BOSIND,BOS,IND
20081101TORMIL,TOR,MIL
20081101DALMIN,DAL,MIN
20081101GSWNJN,GSW,NJN
20081101CLENOH,CLE,NOH
20081101SACORL,SAC,ORL
20081101PORPHO,POR,PHO
20081101LACUTA,LAC,UTA
20081102MILNYK,MIL,NYK
20081102MINOKC,MIN,OKC
20081103DETCHA,DET,CHA
20081103CLEDAL,CLE,DAL
20081103UTALAC,UTA,LAC
20081103GSWMEM,GSW,MEM
20081103CHIORL,CHI,ORL
20081103SACPHI,SAC,PHI
20081104BOSHOU,BOS,HOU
20081104PHONJN,PHO,NJN
20081104DALSAS,DAL,SAS
20081105CHICLE,CHI,CLE
20081105DENGSW,DEN,GSW
20081105PHOIND,PHO,IND
20081105LACLAL,LAC,LAL
20081105PHIMIA,PHI,MIA
20081105WASMIL,WAS,MIL
20081105SASMIN,SAS,MIN
20081105ATLNOH,ATL,NOH
20081105CHANYK,CHA,NYK
20081105BOSOKC,BOS,OKC
20081105MEMSAC,MEM,SAC
20081105DETTOR,DET,TOR
20081105PORUTA,POR,UTA
20081106PHIORL,PHI,ORL
20081106HOUPOR,HOU,POR
20081107TORATL,TOR,ATL
20081107MILBOS,MIL,BOS
20081107NOHCHA,NOH,CHA
20081107PHOCHI,PHO,CHI
20081107INDCLE,IND,CLE
20081107DALDEN,DAL,DEN
20081107MEMGSW,MEM,GSW
20081107HOULAC,HOU,LAC
20081107DETNJN,DET,NJN
20081107MINSAC,MIN,SAC
20081107MIASAS,MIA,SAS
20081107OKCUTA,OKC,UTA
20081107NYKWAS,NYK,WAS
20081108CLECHI,CLE,CHI
20081108NJNIND,NJN,IND
20081108PHOMIL,PHO,MIL
20081108MIANOH,MIA,NOH
20081108WASORL,WAS,ORL
20081108MINPOR,MIN,POR
20081109TORCHA,TOR,CHA
20081109MEMDEN,MEM,DEN
20081109BOSDET,BOS,DET
20081109DALLAC,DAL,LAC
20081109HOULAL,HOU,LAL
20081109UTANYK,UTA,NYK
20081109ATLOKC,ATL,OKC
20081109GSWSAC,GSW,SAC
20081110TORBOS,TOR,BOS
20081110OKCIND,OKC,IND
20081110NJNMIA,NJN,MIA
20081110PORORL,POR,ORL
20081110MEMPHO,MEM,PHO
20081111DENCHA,DEN,CHA
20081111ATLCHI,ATL,CHI
20081111MILCLE,MIL,CLE
20081111LALDAL,LAL,DAL
20081111MINGSW,MIN,GSW
20081111UTAPHI,UTA,PHI
20081111DETSAC,DET,SAC
20081111NYKSAS,NYK,SAS
