gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
19881104NYKBOS,19881104,NYK,BOS,NYK,24,25,34,24,8,,,115
19881104NYKBOS,19881104,NYK,BOS,BOS,28,20,31,28,15,,,122
19881104CLECHH,19881104,CLE,CHH,CLE,26,40,34,33,,,,133
19881104CLECHH,19881104,CLE,CHH,CHH,26,16,27,24,,,,93
19881104DETCHI,19881104,DET,CHI,DET,23,29,30,25,,,,107
19881104DETCHI,19881104,DET,CHI,CHI,22,20,22,30,,,,94
19881104LALDAL,19881104,LAL,DAL,LAL,29,27,30,30,,,,116
19881104LALDAL,19881104,LAL,DAL,DAL,33,26,29,25,,,,113
19881104HOUDEN,19881104,HOU,DEN,HOU,30,34,30,23,,,,117
19881104HOUDEN,19881104,HOU,DEN,DEN,26,23,42,29,,,,120
19881104MILIND,19881104,MIL,IND,MIL,31,30,27,29,,,,117
19881104MILIND,19881104,MIL,IND,IND,23,32,21,27,,,,103
19881104ATLNJN,19881104,ATL,NJN,ATL,21,28,31,33,,,,113
19881104ATLNJN,19881104,ATL,NJN,NJN,25,30,27,23,,,,105
19881104LACPHI,19881104,LAC,PHI,LAC,29,24,32,25,,,,110
19881104LACPHI,19881104,LAC,PHI,PHI,31,37,31,30,,,,129
19881104PHOPOR,19881104,PHO,POR,PHO,30,23,25,27,,,,105
19881104PHOPOR,19881104,PHO,POR,POR,30,32,28,30,,,,120
19881104SEAUTA,19881104,SEA,UTA,SEA,27,23,26,28,,,,104
19881104SEAUTA,19881104,SEA,UTA,UTA,26,21,31,19,,,,97
19881105CHHDET,19881105,CHH,DET,CHH,20,20,16,29,,,,85
19881105CHHDET,19881105,CHH,DET,DET,27,21,26,20,,,,94
19881105PHOGSW,19881105,PHO,GSW,PHO,20,29,26,29,,,,104
19881105PHOGSW,19881105,PHO,GSW,GSW,28,34,22,33,,,,117
19881105DALHOU,19881105,DAL,HOU,DAL,29,24,20,30,11,,,114
19881105DALHOU,19881105,DAL,HOU,HOU,31,24,31,17,10,,,113
19881105CLEIND,19881105,CLE,IND,CLE,26,23,36,20,,,,105
19881105CLEIND,19881105,CLE,IND,IND,18,24,31,26,,,,99
19881105LACMIA,19881105,LAC,MIA,LAC,28,26,29,28,,,,111
19881105LACMIA,19881105,LAC,MIA,MIA,13,31,25,22,,,,91
19881105ATLMIL,19881105,ATL,MIL,ATL,31,21,27,28,,,,107
