gameid,away,home
20111225MIADAL,MIA,DAL
20111225LACGSW,LAC,GSW
20111225CHILAL,CHI,LAL
20111225BOSNYK,BOS,NYK
20111225ORLOKC,ORL,OKC
20111226MILCHA,MIL,CHA
20111226TORCLE,TOR,CLE
20111226DENDAL,DEN,DAL
20111226CHIGSW,CHI,GSW
20111226DETIND,DET,IND
20111226OKCMIN,OKC,MIN
20111226HOUORL,HOU,ORL
20111226NOHPHO,NOH,PHO
20111226PHIPOR,PHI,POR
20111226LALSAC,LAL,SAC
20111226MEMSAS,MEM,SAS
20111226NJNWAS,NJN,WAS
20111227UTALAL,UTA,LAL
20111227BOSMIA,BOS,MIA
20111227MINMIL,MIN,MIL
20111227ATLNJN,ATL,NJN
20111227SACPOR,SAC,POR
20111228WASATL,WAS,ATL
20111228MIACHA,MIA,CHA
20111228UTADEN,UTA,DEN
20111228CLEDET,CLE,DET
20111228NYKGSW,NYK,GSW
20111228OKCMEM,OKC,MEM
20111228BOSNOH,BOS,NOH
20111228PHIPHO,PHI,PHO
20111228LACSAS,LAC,SAS
20111228INDTOR,IND,TOR
20111229SASHOU,SAS,HOU
20111229NYKLAL,NYK,LAL
20111229DALOKC,DAL,OKC
20111229NJNORL,NJN,ORL
20111229DENPOR,DEN,POR
20111229CHISAC,CHI,SAC
20111230NJNATL,NJN,ATL
20111230DETBOS,DET,BOS
20111230ORLCHA,ORL,CHA
20111230TORDAL,TOR,DAL
20111230CLEIND,CLE,IND
20111230CHILAC,CHI,LAC
20111230HOUMEM,HOU,MEM
20111230WASMIL,WAS,MIL
20111230MIAMIN,MIA,MIN
20111230PHONOH,PHO,NOH
20111230PHIUTA,PHI,UTA
20111231INDDET,IND,DET
20111231PHIGSW,PHI,GSW
20111231ATLHOU,ATL,HOU
20111231DENLAL,DEN,LAL
20111231PHOOKC,PHO,OKC
20111231NYKSAC,NYK,SAC
20111231UTASAS,UTA,SAS
20120101MEMCHI,MEM,CHI
20120101NJNCLE,NJN,CLE
20120101LALDEN,LAL,DEN
20120101PORLAC,POR,LAC
20120101CHAMIA,CHA,MIA
20120101DALMIN,DAL,MIN
20120101TORORL,TOR,ORL
20120101NOHSAC,NOH,SAC
20120101BOSWAS,BOS,WAS
20120102WASBOS,WAS,BOS
20120102OKCDAL,OKC,DAL
20120102MILDEN,MIL,DEN
20120102ORLDET,ORL,DET
20120102ATLMIA,ATL,MIA
20120102SASMIN,SAS,MIN
20120102INDNJN,IND,NJN
20120102TORNYK,TOR,NYK
20120102GSWPHO,GSW,PHO
20120102NOHUTA,NOH,UTA
20120103ATLCHI,ATL,CHI
20120103CHACLE,CHA,CLE
20120103HOULAL,HOU,LAL
20120103SACMEM,SAC,MEM
20120103POROKC,POR,OKC
20120103MILUTA,MIL,UTA
20120104NJNBOS,NJN,BOS
20120104PHODAL,PHO,DAL
20120104SACDEN,SAC,DEN
20120104CHIDET,CHI,DET
20120104HOULAC,HOU,LAC
20120104INDMIA,IND,MIA
20120104MEMMIN,MEM,MIN
20120104PHINOH,PHI,NOH
20120104CHANYK,CHA,NYK
20120104WASORL,WAS,ORL
20120104GSWSAS,GSW,SAS
20120104CLETOR,CLE,TOR
20120105MIAATL,MIA,ATL
20120105LALPOR,LAL,POR
20120105MILSAC,MIL,SAC
20120105DALSAS,DAL,SAS
20120106INDBOS,IND,BOS
20120106ATLCHA,ATL,CHA
20120106GSWLAL,GSW,LAL
20120106CLEMIN,CLE,MIN
20120106DENNOH,DEN,NOH
20120106HOUOKC,HOU,OKC
20120106CHIORL,CHI,ORL
20120106DETPHI,DET,PHI
20120106PORPHO,POR,PHO
20120106NJNTOR,NJN,TOR
20120106MEMUTA,MEM,UTA
20120106NYKWAS,NYK,WAS
20120107CHIATL,CHI,ATL
20120107NOHDAL,NOH,DAL
20120107NYKDET,NYK,DET
20120107UTAGSW,UTA,GSW
20120107OKCHOU,OKC,HOU
20120107CHAIND,CHA,IND
20120107MILLAC,MIL,LAC
20120107MIANJN,MIA,NJN
20120107TORPHI,TOR,PHI
20120107DENSAS,DEN,SAS
20120108MEMLAL,MEM,LAL
20120108SASOKC,SAS,OKC
20120108MILPHO,MIL,PHO
20120108CLEPOR,CLE,POR
20120108ORLSAC,ORL,SAC
20120108MINWAS,MIN,WAS
20120109DETCHI,DET,CHI
20120109NOHDEN,NOH,DEN
20120109ATLNJN,ATL,NJN
20120109CHANYK,CHA,NYK
20120109INDPHI,IND,PHI
20120109MINTOR,MIN,TOR
20120110HOUCHA,HOU,CHA
20120110DALDET,DAL,DET
20120110MIAGSW,MIA,GSW
20120110PHOLAL,PHO,LAL
20120110OKCMEM,OKC,MEM
20120110SASMIL,SAS,MIL
20120110CHIMIN,CHI,MIN
20120110SACPHI,SAC,PHI
20120110LACPOR,LAC,POR
20120110CLEUTA,CLE,UTA
20120110TORWAS,TOR,WAS
20120111DALBOS,DAL,BOS
20120111WASCHI,WAS,CHI
20120111NJNDEN,NJN,DEN
20120111ATLIND,ATL,IND
20120111MIALAC,MIA,LAC
20120111OKCNOH,OKC,NOH
20120111PHINYK,PHI,NYK
20120111ORLPOR,ORL,POR
20120111HOUSAS,HOU,SAS
20120111SACTOR,SAC,TOR
20120111LALUTA,LAL,UTA
20120112CHAATL,CHA,ATL
20120112ORLGSW,ORL,GSW
20120112NYKMEM,NYK,MEM
20120112DETMIL,DET,MIL
20120112CLEPHO,CLE,PHO
