gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20031028DALLAL,,DAL,LAL,DAL,dirk_nowitzki,,33:00,5,17,0,6,9,12,,3,10,13,1,2,1,3,1,,19
20031028DALLAL,,DAL,LAL,DAL,antoine_walker,,33:00,7,13,5,6,0,0,,2,5,7,1,3,0,2,0,,19
20031028DALLAL,,DAL,LAL,DAL,michael_finley,,30:00,2,8,0,4,8,8,,0,4,4,1,1,0,1,0,,12
20031028DALLAL,,DAL,LAL,DAL,steve_nash,,28:00,4,10,0,4,0,0,,0,0,0,7,4,0,4,0,,8
20031028DALLAL,,DAL,LAL,DAL,danny_fortson,,14:00,0,0,0,0,0,2,,0,3,3,0,1,0,0,0,,0
20031028DALLAL,,DAL,LAL,DAL,antawn_jamison,,33:00,7,13,1,1,2,4,,3,3,6,1,2,0,0,0,,17
20031028DALLAL,,DAL,LAL,DAL,tony_delk,,27:00,2,9,1,3,2,2,,1,5,6,1,3,0,0,0,,7
20031028DALLAL,,DAL,LAL,DAL,travis_best,,16:00,0,5,0,1,0,0,,0,0,0,4,2,2,1,0,,0
20031028DALLAL,,DAL,LAL,DAL,eduardo_najera,,13:00,1,3,0,0,0,0,,1,2,3,0,2,1,0,0,,2
20031028DALLAL,,DAL,LAL,DAL,josh_howard,,5:00,2,5,0,0,0,0,,0,3,3,1,0,0,0,0,,4
20031028DALLAL,,DAL,LAL,DAL,shawn_bradley,,4:00,2,2,0,0,0,0,,1,0,1,0,1,0,0,0,,4
20031028DALLAL,,DAL,LAL,DAL,marquis_daniels,,4:00,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,,1
20031028DALLAL,,DAL,LAL,DAL,total,,240,32,85,7,25,22,30,,11,35,46,17,21,4,11,1,,93
20031028DALLAL,,DAL,LAL,LAL,derek_fisher,,37:00,6,14,1,5,3,5,,0,3,3,3,2,1,1,0,,16
20031028DALLAL,,DAL,LAL,LAL,gary_payton,,36:00,10,20,1,4,0,0,,1,6,7,9,3,2,1,1,,21
20031028DALLAL,,DAL,LAL,LAL,devean_george,,35:00,7,9,2,3,0,1,,0,7,7,3,2,1,0,2,,16
20031028DALLAL,,DAL,LAL,LAL,shaquille_o'neal,,32:00,8,15,0,0,0,4,,2,7,9,5,4,0,3,1,,16
20031028DALLAL,,DAL,LAL,LAL,karl_malone,,29:00,5,11,0,0,5,5,,3,7,10,9,4,1,1,1,,15
20031028DALLAL,,DAL,LAL,LAL,bryon_russell,,21:00,3,7,1,5,3,3,,0,0,0,0,4,2,1,0,,10
20031028DALLAL,,DAL,LAL,LAL,horace_grant,,20:00,1,2,0,0,1,2,,0,5,5,2,2,0,0,1,,3
20031028DALLAL,,DAL,LAL,LAL,kareem_rush,,14:00,1,5,0,1,0,0,,0,1,1,1,4,0,1,0,,2
20031028DALLAL,,DAL,LAL,LAL,jannero_pargo,,9:00,2,3,1,1,0,0,,0,2,2,0,0,0,2,0,,5
20031028DALLAL,,DAL,LAL,LAL,luke_walton,,7:00,2,3,1,1,0,0,,1,1,2,0,3,0,0,0,,5
20031028DALLAL,,DAL,LAL,LAL,total,,240,45,89,7,20,12,20,,7,39,46,32,28,7,10,6,,109
20031028MIAPHI,,MIA,PHI,MIA,dwyane_wade,,41:00,8,18,0,1,2,3,,1,3,4,4,3,0,5,0,,18
20031028MIAPHI,,MIA,PHI,MIA,eddie_jones,,39:00,5,15,1,5,4,4,,2,6,8,0,3,0,1,0,,15
20031028MIAPHI,,MIA,PHI,MIA,brian_grant,,29:00,4,5,0,0,5,6,,2,5,7,0,3,0,5,0,,13
20031028MIAPHI,,MIA,PHI,MIA,udonis_haslem,,26:00,1,5,0,0,0,0,,2,6,8,1,4,1,1,1,,2
20031028MIAPHI,,MIA,PHI,MIA,lamar_odom,,8:00,0,0,0,0,0,0,,0,2,2,1,0,0,1,0,,0
20031028MIAPHI,,MIA,PHI,MIA,john_wallace,,28:00,4,9,0,0,1,1,,0,4,4,5,2,0,3,1,,9
20031028MIAPHI,,MIA,PHI,MIA,rafer_alston,,24:00,2,6,1,2,1,2,,0,2,2,5,4,1,0,0,,6
20031028MIAPHI,,MIA,PHI,MIA,malik_allen,,22:00,2,7,0,0,1,1,,2,2,4,0,2,1,1,0,,5
20031028MIAPHI,,MIA,PHI,MIA,samaki_walker,,9:00,3,4,0,0,0,0,,1,2,3,0,0,0,1,0,,6
20031028MIAPHI,,MIA,PHI,MIA,loren_woods,,9:00,0,2,0,0,0,0,,2,0,2,0,1,0,1,0,,0
20031028MIAPHI,,MIA,PHI,MIA,bimbo_coles,,5:00,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
20031028MIAPHI,,MIA,PHI,MIA,total,,240,29,71,2,8,14,17,,12,32,44,16,22,3,19,2,,74
20031028MIAPHI,,MIA,PHI,PHI,allen_iverson,,45:00,9,25,3,11,5,8,,1,4,5,11,2,5,3,0,,26
20031028MIAPHI,,MIA,PHI,PHI,derrick_coleman,,31:00,3,8,1,2,3,5,,1,4,5,1,4,1,0,1,,10
20031028MIAPHI,,MIA,PHI,PHI,eric_snow,,31:00,0,5,0,1,1,2,,2,2,4,6,2,1,1,0,,1
20031028MIAPHI,,MIA,PHI,PHI,kenny_thomas,,30:00,6,10,0,0,3,8,,3,4,7,1,1,1,1,1,,15
20031028MIAPHI,,MIA,PHI,PHI,john_salmons,,28:00,4,6,1,2,1,3,,1,4,5,4,1,2,2,0,,10
20031028MIAPHI,,MIA,PHI,PHI,aaron_mckie,,24:00,3,7,2,2,2,2,,0,4,4,1,3,1,1,0,,10
20031028MIAPHI,,MIA,PHI,PHI,marc_jackson,,23:00,3,7,0,0,1,1,,1,3,4,1,1,0,0,1,,7
20031028MIAPHI,,MIA,PHI,PHI,willie_green,,13:00,4,4,0,0,0,0,,0,1,1,0,3,0,0,0,,8
20031028MIAPHI,,MIA,PHI,PHI,amal_mccaskill,,11:00,1,1,0,0,0,1,,3,1,4,0,0,1,0,0,,2
20031028MIAPHI,,MIA,PHI,PHI,kyle_korver,,3:00,0,2,0,2,0,0,,0,0,0,0,2,0,0,0,,0
20031028MIAPHI,,MIA,PHI,PHI,samuel_dalembert,,1:00,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
20031028MIAPHI,,MIA,PHI,PHI,total,,240,33,75,7,20,16,30,,12,27,39,25,19,12,8,3,,89
20031028PHOSAS,,PHO,SAS,PHO,stephon_marbury,,42:00,10,22,3,5,1,2,,2,5,7,6,3,2,2,0,,24
20031028PHOSAS,,PHO,SAS,PHO,shawn_marion,,39:00,7,14,1,1,5,5,,1,6,7,1,4,2,1,4,,20
20031028PHOSAS,,PHO,SAS,PHO,jake_voskuhl,,32:00,4,9,0,0,2,2,,6,3,9,2,6,0,3,0,,10
20031028PHOSAS,,PHO,SAS,PHO,joe_johnson,,32:00,1,10,0,2,1,4,,1,3,4,2,1,1,0,0,,3
20031028PHOSAS,,PHO,SAS,PHO,amar'e_stoudemire,,22:00,4,10,0,0,2,2,,2,5,7,0,6,0,2,0,,10
20031028PHOSAS,,PHO,SAS,PHO,zarko_cabarkapa,,25:00,1,4,1,2,2,2,,2,3,5,1,4,0,6,1,,5
20031028PHOSAS,,PHO,SAS,PHO,tom_gugliotta,,17:00,0,3,0,0,0,0,,1,0,1,1,4,0,0,0,,0
20031028PHOSAS,,PHO,SAS,PHO,anfernee_hardaway,,16:00,3,9,0,0,0,0,,2,1,3,1,2,0,1,0,,6
20031028PHOSAS,,PHO,SAS,PHO,casey_jacobsen,,7:00,0,0,0,0,4,4,,0,0,0,0,1,0,1,0,,4
20031028PHOSAS,,PHO,SAS,PHO,brevin_knight,,7:00,0,2,0,0,0,0,,0,0,0,0,0,2,1,0,,0
20031028PHOSAS,,PHO,SAS,PHO,cezary_trybanski,,1:00,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,,0
20031028PHOSAS,,PHO,SAS,PHO,total,,240,30,83,5,10,17,21,,17,26,43,14,32,7,18,5,,82
20031028PHOSAS,,PHO,SAS,SAS,tim_duncan,,40:00,8,13,0,0,8,9,,4,8,12,4,3,1,3,6,,24
20031028PHOSAS,,PHO,SAS,SAS,anthony_carter,,34:00,5,15,0,0,0,0,,2,3,5,6,3,2,5,0,,10
20031028PHOSAS,,PHO,SAS,SAS,manu_ginobili,,33:00,1,7,0,3,5,7,,1,4,5,3,4,0,2,1,,7
20031028PHOSAS,,PHO,SAS,SAS,bruce_bowen,,31:00,2,7,0,2,1,2,,0,3,3,2,2,0,1,0,,5
20031028PHOSAS,,PHO,SAS,SAS,rasho_nesterovic,,15:00,1,1,0,0,0,2,,0,3,3,0,2,1,3,0,,2
20031028PHOSAS,,PHO,SAS,SAS,malik_rose,,25:00,4,6,0,0,4,4,,0,4,4,1,5,2,2,2,,12
20031028PHOSAS,,PHO,SAS,SAS,ron_mercer,,24:00,5,11,0,1,1,1,,0,1,1,4,1,2,1,0,,11
20031028PHOSAS,,PHO,SAS,SAS,hedo_turkoglu,,22:00,3,8,1,3,0,0,,0,3,3,0,2,0,1,1,,7
20031028PHOSAS,,PHO,SAS,SAS,robert_horry,,16:00,2,5,0,1,1,1,,0,2,2,0,2,0,2,1,,5
20031028PHOSAS,,PHO,SAS,SAS,total,,240,31,73,1,10,20,26,,7,31,38,20,24,8,20,11,,83
20031029MIABOS,,MIA,BOS,MIA,eddie_jones,,39:00,6,16,3,6,7,8,,1,7,8,1,3,1,4,0,,22
20031029MIABOS,,MIA,BOS,MIA,rafer_alston,,36:00,3,6,0,3,2,2,,0,3,3,5,1,0,2,1,,8
20031029MIABOS,,MIA,BOS,MIA,dwyane_wade,,34:00,2,12,1,2,0,0,,1,1,2,4,5,1,0,0,,5
20031029MIABOS,,MIA,BOS,MIA,brian_grant,,28:00,3,7,0,0,2,2,,1,3,4,0,4,0,3,0,,8
20031029MIABOS,,MIA,BOS,MIA,udonis_haslem,,26:00,3,4,0,0,3,6,,1,6,7,2,0,0,0,0,,9
20031029MIABOS,,MIA,BOS,MIA,malik_allen,,26:00,5,10,0,0,0,0,,0,1,1,1,1,1,2,0,,10
20031029MIABOS,,MIA,BOS,MIA,john_wallace,,19:00,2,6,1,1,2,2,,0,7,7,1,2,1,2,1,,7
20031029MIABOS,,MIA,BOS,MIA,samaki_walker,,14:00,1,3,0,0,1,2,,3,1,4,0,3,0,2,0,,3
20031029MIABOS,,MIA,BOS,MIA,bimbo_coles,,9:00,0,3,0,0,1,2,,0,0,0,0,0,0,0,0,,1
20031029MIABOS,,MIA,BOS,MIA,loren_woods,,6:00,0,2,0,0,0,0,,1,2,3,0,1,0,0,0,,0
20031029MIABOS,,MIA,BOS,MIA,jerome_beasley,,3:00,1,2,0,0,0,0,,0,0,0,0,0,0,0,0,,2
20031029MIABOS,,MIA,BOS,MIA,total,,240,26,71,5,12,18,24,,8,31,39,14,20,4,15,2,,75
20031029MIABOS,,MIA,BOS,BOS,paul_pierce,,35:00,8,15,1,3,6,7,,1,6,7,4,2,0,3,0,,23
20031029MIABOS,,MIA,BOS,BOS,mike_james,,28:00,4,10,2,6,2,2,,0,5,5,6,2,2,1,0,,12
20031029MIABOS,,MIA,BOS,BOS,vin_baker,,26:00,6,8,0,0,3,5,,1,4,5,2,5,1,1,0,,15
20031029MIABOS,,MIA,BOS,BOS,kedrick_brown,,22:00,2,5,1,2,0,0,,0,0,0,2,2,1,0,0,,5
20031029MIABOS,,MIA,BOS,BOS,mark_blount,,19:00,0,1,0,0,2,4,,0,2,2,5,0,0,0,4,,2
20031029MIABOS,,MIA,BOS,BOS,raef_lafrentz,,28:00,6,11,0,1,0,0,,1,4,5,3,4,1,1,3,,12
20031029MIABOS,,MIA,BOS,BOS,eric_williams,,24:00,6,7,1,1,2,4,,1,4,5,1,2,3,1,0,,15
20031029MIABOS,,MIA,BOS,BOS,tony_battie,,22:00,4,4,0,0,2,2,,0,7,7,1,1,1,1,2,,10
20031029MIABOS,,MIA,BOS,BOS,marcus_banks,,20:00,1,9,0,2,2,2,,1,1,2,4,2,0,1,0,,4
20031029MIABOS,,MIA,BOS,BOS,walter_mccarty,,13:00,0,2,0,1,0,0,,0,2,2,0,2,0,0,0,,0
20031029MIABOS,,MIA,BOS,BOS,jiri_welsch,,3:00,0,1,0,0,0,0,,0,0,0,0,1,0,1,0,,0
20031029MIABOS,,MIA,BOS,BOS,total,,240,37,73,5,16,19,26,,5,35,40,28,23,9,10,9,,98
20031029WASCHI,,WAS,CHI,WAS,gilbert_arenas,,38:00,6,12,3,4,3,3,,0,4,4,6,2,3,5,0,,18
20031029WASCHI,,WAS,CHI,WAS,larry_hughes,,37:00,7,17,0,2,6,8,,1,1,2,5,4,2,1,0,,20
20031029WASCHI,,WAS,CHI,WAS,jarvis_hayes,,32:00,6,11,1,4,0,0,,1,2,3,1,3,1,1,1,,13
20031029WASCHI,,WAS,CHI,WAS,kwame_brown,,31:00,4,8,0,0,0,0,,2,6,8,3,2,0,5,0,,8
20031029WASCHI,,WAS,CHI,WAS,brendan_haywood,,17:00,2,4,0,0,1,4,,0,5,5,0,4,0,0,4,,5
20031029WASCHI,,WAS,CHI,WAS,etan_thomas,,31:00,5,7,0,0,3,4,,4,9,13,3,4,1,1,0,,13
20031029WASCHI,,WAS,CHI,WAS,christian_laettner,,21:00,4,7,0,0,2,3,,0,6,6,4,2,0,0,0,,10
20031029WASCHI,,WAS,CHI,WAS,juan_dixon,,18:00,3,8,1,2,4,4,,1,2,3,2,1,3,4,0,,11
20031029WASCHI,,WAS,CHI,WAS,jared_jeffries,,12:00,0,2,0,0,1,4,,2,1,3,1,0,2,1,0,,1
20031029WASCHI,,WAS,CHI,WAS,steve_blake,,3:00,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,,0
20031029WASCHI,,WAS,CHI,WAS,total,,240,37,76,5,12,20,30,,11,37,48,25,22,12,18,5,,99
20031029WASCHI,,WAS,CHI,CHI,jamal_crawford,,38:00,5,18,2,4,0,0,,2,1,3,4,2,2,2,0,,12
20031029WASCHI,,WAS,CHI,CHI,jalen_rose,,32:00,5,13,0,1,5,8,,1,3,4,2,3,2,1,0,,15
20031029WASCHI,,WAS,CHI,CHI,eddy_curry,,32:00,3,10,0,0,3,6,,2,4,6,1,6,1,2,2,,9
