gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
19831028NYKCLE,,NYK,CLE,NYK,bill_cartwright,,,10,17,0,,4,6,,,,,,,,,,,24
19831028NYKCLE,,NYK,CLE,NYK,rory_sparrow,,,4,7,2,,6,6,,,,,,,,,,,16
19831028NYKCLE,,NYK,CLE,NYK,ernie_grunfeld,,,6,7,1,,0,0,,,,,,,,,,,13
19831028NYKCLE,,NYK,CLE,NYK,bernard_king,,,4,7,0,,5,7,,,,,,6,,,,,13
19831028NYKCLE,,NYK,CLE,NYK,ray_williams,,,5,9,1,,1,4,,,,,,,,,,,12
19831028NYKCLE,,NYK,CLE,NYK,louis_orr,,,4,6,0,,0,0,,,,,,,,,,,8
19831028NYKCLE,,NYK,CLE,NYK,truck_robinson,,,3,9,0,,2,4,,,,,,,,,,,8
19831028NYKCLE,,NYK,CLE,NYK,darrell_walker,,,3,8,0,,1,2,,,,,,,,,,,7
19831028NYKCLE,,NYK,CLE,NYK,rudy_macklin,,,1,1,0,,2,2,,,,,,,,,,,4
19831028NYKCLE,,NYK,CLE,NYK,trent_tucker,,,2,3,0,,0,0,,,,,,,,,,,4
19831028NYKCLE,,NYK,CLE,NYK,marvin_webster,,,1,1,0,,0,0,,,,,,,,,,,2
19831028NYKCLE,,NYK,CLE,NYK,len_elmore,,,1,3,0,,0,0,,,,,,,,,,,2
19831028NYKCLE,,NYK,CLE,NYK,total,,240,44,78,4,,21,31,,,,,,33,,,,,113
19831028NYKCLE,,NYK,CLE,CLE,world_b_free,,,11,20,0,,13,15,,,,,,6,,,,,35
19831028NYKCLE,,NYK,CLE,CLE,cliff_robinson,,,9,19,0,,5,12,,,,,,,,,,,23
19831028NYKCLE,,NYK,CLE,CLE,paul_thompson,,,4,8,2,,0,0,,,,,,,,,,,10
19831028NYKCLE,,NYK,CLE,CLE,lonnie_shelton,,,4,7,0,,1,2,,,,,,,,,,,9
19831028NYKCLE,,NYK,CLE,CLE,roy_hinson,,,4,6,0,,0,0,,,,,,,,,,,8
19831028NYKCLE,,NYK,CLE,CLE,geoff_huston,,,2,6,0,,2,4,,,,,,,,,,,6
19831028NYKCLE,,NYK,CLE,CLE,phil_hubbard,,,2,3,0,,2,4,,,,,,,,,,,6
19831028NYKCLE,,NYK,CLE,CLE,john_bagley,,,1,6,0,,3,3,,,,,,,,,,,5
19831028NYKCLE,,NYK,CLE,CLE,jeff_cook,,,2,3,0,,0,0,,,,,,,,,,,4
19831028NYKCLE,,NYK,CLE,CLE,ben_poquette,,,0,0,0,,0,0,,,,,,,,,,,0
19831028NYKCLE,,NYK,CLE,CLE,total,,240,39,78,2,,26,40,,,,,,25,,,,,106
19831028UTADEN,,UTA,DEN,UTA,adrian_dantley,,,13,21,0,,14,16,,,,9,,,,,,,40
19831028UTADEN,,UTA,DEN,UTA,john_drew,,,9,18,0,,5,6,,,,,,,,,,,23
19831028UTADEN,,UTA,DEN,UTA,darrell_griffith,,,11,22,0,,0,0,,,,,,,,,,,22
19831028UTADEN,,UTA,DEN,UTA,rickey_green,,,9,12,0,,2,3,,,,,11,,,,,,20
19831028UTADEN,,UTA,DEN,UTA,jeff_wilkins,,,5,10,0,,1,2,,,,,,,,,,,11
19831028UTADEN,,UTA,DEN,UTA,jerry_eaves,,,1,5,0,,2,3,,,,,,,,,,,4
19831028UTADEN,,UTA,DEN,UTA,mark_eaton,,,2,4,0,,0,0,,,,,,,,,,,4
19831028UTADEN,,UTA,DEN,UTA,tom_boswell,,,0,1,0,,1,2,,,,,,,,,,,1
19831028UTADEN,,UTA,DEN,UTA,jj_anderson,,,0,5,0,,0,0,,,,,,,,,,,0
19831028UTADEN,,UTA,DEN,UTA,bob_hansen,,,0,2,0,,0,0,,,,,,,,,,,0
19831028UTADEN,,UTA,DEN,UTA,total,,240,50,100,0,,25,32,,,,37,32,30,,,,,125
19831028UTADEN,,UTA,DEN,DEN,kiki_vandeweghe,,,13,21,0,,11,12,,,,,,,,,,,37
19831028UTADEN,,UTA,DEN,DEN,dan_issel,,,15,23,0,,4,4,,,,13,,,,,,,34
19831028UTADEN,,UTA,DEN,DEN,alex_english,,,10,18,0,,3,5,,,,,,,,,,,23
19831028UTADEN,,UTA,DEN,DEN,rob_williams,,,4,10,0,,6,8,,,,,7,,,,,,14
19831028UTADEN,,UTA,DEN,DEN,mike_evans,,,3,6,0,,2,2,,,,,,,,,,,8
