gameid,away,home
20011030BOSCLE,BOS,CLE
20011030DETDAL,DET,DAL
20011030ATLHOU,ATL,HOU
20011030PORLAL,POR,LAL
20011030PHIMIN,PHI,MIN
20011030INDNJN,IND,NJN
20011030WASNYK,WAS,NYK
20011030TORORL,TOR,ORL
20011030DENPHO,DEN,PHO
20011030SEASAC,SEA,SAC
20011030LACSAS,LAC,SAS
20011030MILUTA,MIL,UTA
20011031NJNBOS,NJN,BOS
20011031CLECHH,CLE,CHH
20011031INDCHI,IND,CHI
20011031TORMIA,TOR,MIA
20011031GSWPOR,GSW,POR
20011101WASATL,WAS,ATL
20011101MILDEN,MIL,DEN
20011101PHOGSW,PHO,GSW
20011101LACHOU,LAC,HOU
20011101DETMEM,DET,MEM
20011101DALPHI,DAL,PHI
20011101SASSEA,SAS,SEA
20011101LALUTA,LAL,UTA
20011102CHIBOS,CHI,BOS
20011102NYKCHH,NYK,CHH
20011102NJNDET,NJN,DET
20011102ORLIND,ORL,IND
20011102PHOLAL,PHO,LAL
20011102CLEMIA,CLE,MIA
20011102MEMMIN,MEM,MIN
20011102DALTOR,DAL,TOR
20011103MIAATL,MIA,ATL
20011103NYKCHI,NYK,CHI
20011103ORLCLE,ORL,CLE
20011103SACDEN,SAC,DEN
20011103MINHOU,MIN,HOU
20011103GSWLAC,GSW,LAC
20011103BOSMIL,BOS,MIL
20011103CHHNJN,CHH,NJN
20011103SASPOR,SAS,POR
20011103UTASEA,UTA,SEA
20011103PHIWAS,PHI,WAS
20011104WASDET,WAS,DET
20011104PORGSW,POR,GSW
20011104UTALAL,UTA,LAL
20011104DALMEM,DAL,MEM
20011104HOUPHO,HOU,PHO
20011104SASSAC,SAS,SAC
20011104INDTOR,IND,TOR
20011105ATLLAC,ATL,LAC
20011105SEAORL,SEA,ORL
20011106SACCLE,SAC,CLE
20011106CHHDAL,CHH,DAL
20011106DENHOU,DEN,HOU
20011106SEAMIA,SEA,MIA
20011106NYKMIN,NYK,MIN
20011106INDPHI,IND,PHI
20011106MEMPHO,MEM,PHO
20011106UTAPOR,UTA,POR
20011106ORLSAS,ORL,SAS
20011107WASBOS,WAS,BOS
20011107DETCHI,DET,CHI
20011107SACIND,SAC,IND
20011107MEMLAC,MEM,LAC
20011107CLENYK,CLE,NYK
20011107GSWTOR,GSW,TOR
20011107ATLUTA,ATL,UTA
20011108SASCHH,SAS,CHH
20011108DENDAL,DEN,DAL
20011108PHIHOU,PHI,HOU
20011108MIAMIL,MIA,MIL
20011108CHIMIN,CHI,MIN
20011108SEANJN,SEA,NJN
20011108ATLPHO,ATL,PHO
20011108LACPOR,LAC,POR
20011109SEABOS,SEA,BOS
20011109HOUDEN,HOU,DEN
20011109NYKIND,NYK,IND
20011109MEMLAL,MEM,LAL
20011109SACORL,SAC,ORL
20011109GSWWAS,GSW,WAS
20011110CHHCHI,CHH,CHI
20011110PHIDAL,PHI,DAL
20011110PORIND,POR,IND
20011110PHOLAC,PHO,LAC
20011110SACMIA,SAC,MIA
20011110MINMIL,MIN,MIL
20011110CLENJN,CLE,NJN
20011110GSWNYK,GSW,NYK
20011110ATLSAS,ATL,SAS
20011110TORUTA,TOR,UTA
20011111TORDEN,TOR,DEN
20011111PORDET,POR,DET
20011111ORLLAL,ORL,LAL
20011111SEAWAS,SEA,WAS
20011112GSWMEM,GSW,MEM
20011112ORLUTA,ORL,UTA
20011113CHIDEN,CHI,DEN
20011113NJNIND,NJN,IND
20011113PHIMIA,PHI,MIA
20011113CLEMIN,CLE,MIN
20011113PORNYK,POR,NYK
20011113TORSAC,TOR,SAC
20011113HOUSAS,HOU,SAS
20011113PHOSEA,PHO,SEA
20011114UTAATL,UTA,ATL
20011114INDBOS,IND,BOS
20011114DALCLE,DAL,CLE
20011114TORGSW,TOR,GSW
20011114CHILAC,CHI,LAC
20011114CHHPHI,CHH,PHI
20011114ORLPHO,ORL,PHO
20011114MILWAS,MIL,WAS
20011115ORLDEN,ORL,DEN
20011115DALDET,DAL,DET
20011115LALHOU,LAL,HOU
20011115PORMEM,POR,MEM
20011115MIANYK,MIA,NYK
