gameid_num,seasonid,gameid,away,home
0020700357,00207,20071217MINMIA,MIN,MIA
0020700358,00207,20071217GSWMEM,GSW,MEM
0020700359,00207,20071217ORLDAL,ORL,DAL
0020700360,00207,20071217PHXSAS,PHX,SAS
0020700361,00207,20071217NOHPOR,NOH,POR
0020700362,00207,20071218SACNJN,SAC,NJN
0020700363,00207,20071218LALCHI,LAL,CHI
0020700364,00207,20071218TORLAC,TOR,LAC
0020700365,00207,20071219CHIWAS,CHI,WAS
0020700366,00207,20071219UTACHA,UTA,CHA
0020700367,00207,20071219MIAATL,MIA,ATL
0020700368,00207,20071219PHIIND,PHI,IND
0020700369,00207,20071219DETBOS,DET,BOS
0020700370,00207,20071219CLENYK,CLE,NYK
0020700371,00207,20071219SACMIL,SAC,MIL
0020700372,00207,20071219SASMEM,SAS,MEM
0020700373,00207,20071219GSWMIN,GSW,MIN
0020700374,00207,20071219ORLHOU,ORL,HOU
0020700375,00207,20071219PHXDAL,PHX,DAL
0020700376,00207,20071219TORPOR,TOR,POR
0020700377,00207,20071219NOHSEA,NOH,SEA
0020700378,00207,20071220NJNMIA,NJN,MIA
0020700379,00207,20071220LALCLE,LAL,CLE
0020700380,00207,20071220HOUDEN,HOU,DEN
0020700381,00207,20071221CHIBOS,CHI,BOS
0020700382,00207,20071221LALPHI,LAL,PHI
0020700383,00207,20071221ATLWAS,ATL,WAS
0020700384,00207,20071221NYKCHA,NYK,CHA
0020700385,00207,20071221UTAORL,UTA,ORL
0020700386,00207,20071221MEMDET,MEM,DET
0020700387,00207,20071221INDMIN,IND,MIN
0020700388,00207,20071221LACDAL,LAC,DAL
0020700389,00207,20071221DENPOR,DEN,POR
0020700390,00207,20071221TORSEA,TOR,SEA
0020700391,00207,20071222WASIND,WAS,IND
0020700392,00207,20071222GSWNJN,GSW,NJN
0020700393,00207,20071222UTAMIA,UTA,MIA
0020700394,00207,20071222PHIMEM,PHI,MEM
0020700395,00207,20071222MINNOH,MIN,NOH
0020700396,00207,20071222HOUCHI,HOU,CHI
0020700397,00207,20071222CHAMIL,CHA,MIL
0020700398,00207,20071222LACSAS,LAC,SAS
0020700399,00207,20071222TORPHX,TOR,PHX
0020700400,00207,20071223LALNYK,LAL,NYK
0020700401,00207,20071223HOUDET,HOU,DET
0020700402,00207,20071223GSWCLE,GSW,CLE
0020700403,00207,20071223ORLBOS,ORL,BOS
0020700404,00207,20071223DENSAC,DEN,SAC
0020700405,00207,20071225MIACLE,MIA,CLE
0020700406,00207,20071225PHXLAL,PHX,LAL
0020700407,00207,20071225SEAPOR,SEA,POR
0020700408,00207,20071226MIAPHI,MIA,PHI
0020700409,00207,20071226WASCHA,WAS,CHA
0020700410,00207,20071226INDATL,IND,ATL
0020700411,00207,20071226NYKORL,NYK,ORL
0020700412,00207,20071226DETNJN,DET,NJN
0020700413,00207,20071226NOHMEM,NOH,MEM
0020700414,00207,20071226CHISAS,CHI,SAS
0020700415,00207,20071226MILDEN,MIL,DEN
0020700416,00207,20071226DALUTA,DAL,UTA
0020700417,00207,20071226BOSSAC,BOS,SAC
0020700418,00207,20071226MINGSW,MIN,GSW
0020700419,00207,20071227CLEDAL,CLE,DAL
0020700420,00207,20071227PHXLAC,PHX,LAC
0020700421,00207,20071227BOSSEA,BOS,SEA
0020700422,00207,20071228NOHCHA,NOH,CHA
0020700423,00207,20071228WASNJN,WAS,NJN
0020700424,00207,20071228ORLMIA,ORL,MIA
0020700425,00207,20071228INDDET,IND,DET
0020700426,00207,20071228HOUMEM,HOU,MEM
0020700427,00207,20071228MILCHI,MIL,CHI
0020700428,00207,20071228TORSAS,TOR,SAS
0020700429,00207,20071228LACPHX,LAC,PHX
0020700430,00207,20071228PHISAC,PHI,SAC
0020700431,00207,20071228MINPOR,MIN,POR
0020700432,00207,20071228UTALAL,UTA,LAL
0020700433,00207,20071228DENGSW,DEN,GSW
0020700434,00207,20071229ATLDAL,ATL,DAL
0020700435,00207,20071229MIAWAS,MIA,WAS
0020700436,00207,20071229CHAORL,CHA,ORL
0020700437,00207,20071229DETIND,DET,IND
0020700438,00207,20071229CLENOH,CLE,NOH
0020700439,00207,20071229NJNMIL,NJN,MIL
0020700440,00207,20071229TORHOU,TOR,HOU
0020700441,00207,20071229BOSUTA,BOS,UTA
0020700442,00207,20071229MINSEA,MIN,SEA
0020700443,00207,20071230CHINYK,CHI,NYK
0020700444,00207,20071230PHIPOR,PHI,POR
0020700445,00207,20071230GSWDEN,GSW,DEN
0020700446,00207,20071230MEMSAS,MEM,SAS
0020700447,00207,20071230PHXSAC,PHX,SAC
0020700448,00207,20071230BOSLAL,BOS,LAL
0020700449,00207,20071231INDCHA,IND,CHA
0020700450,00207,20071231ORLCHI,ORL,CHI
0020700451,00207,20071231MILDET,MIL,DET
0020700452,00207,20071231GSWHOU,GSW,HOU
0020700453,00207,20071231TORNOH,TOR,NOH
0020700454,00207,20071231PORUTA,POR,UTA
0020700455,00207,20071231MINLAC,MIN,LAC
0020700456,00207,20071231PHISEA,PHI,SEA
0020700457,00207,20080102DETWAS,DET,WAS
0020700458,00207,20080102CHICHA,CHI,CHA
0020700459,00207,20080102NJNORL,NJN,ORL
0020700460,00207,20080102ATLCLE,ATL,CLE
0020700461,00207,20080102MEMIND,MEM,IND
0020700462,00207,20080102HOUBOS,HOU,BOS
0020700463,00207,20080102SACNYK,SAC,NYK
0020700464,00207,20080102MILMIA,MIL,MIA
0020700465,00207,20080102PORMIN,POR,MIN
0020700466,00207,20080102GSWDAL,GSW,DAL
0020700467,00207,20080102PHIUTA,PHI,UTA
0020700468,00207,20080102NOHLAC,NOH,LAC
0020700469,00207,20080103PORCHI,POR,CHI
0020700470,00207,20080103SASDEN,SAS,DEN
0020700471,00207,20080103SEAPHX,SEA,PHX
0020700472,00207,20080104DETTOR,DET,TOR
0020700473,00207,20080104HOUORL,HOU,ORL
0020700474,00207,20080104ATLIND,ATL,IND
0020700475,00207,20080104MEMBOS,MEM,BOS
0020700476,00207,20080104CHANJN,CHA,NJN
0020700477,00207,20080104SACCLE,SAC,CLE
0020700478,00207,20080104DENMIN,DEN,MIN
0020700479,00207,20080104WASMIL,WAS,MIL
0020700480,00207,20080104NYKSAS,NYK,SAS
0020700481,00207,20080104MIADAL,MIA,DAL
0020700482,00207,20080104PHILAL,PHI,LAL
0020700483,00207,20080104NOHGSW,NOH,GSW
0020700484,00207,20080105NJNATL,NJN,ATL
0020700485,00207,20080105BOSDET,BOS,DET
0020700486,00207,20080105SACCHI,SAC,CHI
0020700487,00207,20080105NYKHOU,NYK,HOU
0020700488,00207,20080105NOHPHX,NOH,PHX
0020700489,00207,20080105UTAPOR,UTA,POR
0020700490,00207,20080106CLETOR,CLE,TOR
0020700491,00207,20080106SEAWAS,SEA,WAS
0020700492,00207,20080106DALMIN,DAL,MIN
0020700493,00207,20080106SASLAC,SAS,LAC
0020700494,00207,20080106MIAMEM,MIA,MEM
0020700495,00207,20080106MILCHA,MIL,CHA
0020700496,00207,20080106PHIDEN,PHI,DEN
0020700497,00207,20080106INDLAL,IND,LAL
0020700498,00207,20080107DENPHX,DEN,PHX
0020700499,00207,20080107SASGSW,SAS,GSW
0020700500,00207,20080108MILPHI,MIL,PHI
0020700501,00207,20080108HOUWAS,HOU,WAS
0020700502,00207,20080108NJNCHA,NJN,CHA
0020700503,00207,20080108SEACLE,SEA,CLE
0020700504,00207,20080108LALMEM,LAL,MEM
0020700505,00207,20080108MIAMIN,MIA,MIN
0020700506,00207,20080108NYKCHI,NYK,CHI
0020700507,00207,20080108INDUTA,IND,UTA
0020700508,00207,20080108ORLSAC,ORL,SAC
0020700509,00207,20080109PHITOR,PHI,TOR
0020700510,00207,20080109CLEATL,CLE,ATL
0020700511,00207,20080109CHABOS,CHA,BOS
0020700512,00207,20080109SEANJN,SEA,NJN
0020700513,00207,20080109HOUNYK,HOU,NYK
0020700514,00207,20080109MIAMIL,MIA,MIL
0020700515,00207,20080109LALNOH,LAL,NOH
0020700516,00207,20080109DETDAL,DET,DAL
0020700517,00207,20080109INDPHX,IND,PHX
0020700518,00207,20080109GSWPOR,GSW,POR
0020700519,00207,20080109ORLLAC,ORL,LAC
0020700520,00207,20080110DETSAS,DET,SAS
0020700521,00207,20080110MEMSAC,MEM,SAC
0020700522,00207,20080110PHXUTA,PHX,UTA
0020700523,00207,20080111CHIPHI,CHI,PHI
0020700524,00207,20080111BOSNJN,BOS,NJN
0020700525,00207,20080111TORNYK,TOR,NYK
0020700526,00207,20080111WASATL,WAS,ATL
0020700527,00207,20080111CHACLE,CHA,CLE
0020700528,00207,20080111MIANOH,MIA,NOH
0020700529,00207,20080111MINHOU,MIN,HOU
0020700530,00207,20080111ORLDEN,ORL,DEN
0020700531,00207,20080111MILLAL,MIL,LAL
0020700532,00207,20080111MEMGSW,MEM,GSW
0020700533,00207,20080111DALSEA,DAL,SEA
0020700534,00207,20080112BOSWAS,BOS,WAS
0020700535,00207,20080112DETCHA,DET,CHA
0020700536,00207,20080112MINSAS,MIN,SAS
0020700537,00207,20080112ORLUTA,ORL,UTA
0020700538,00207,20080112MILPHX,MIL,PHX
0020700539,00207,20080112INDSAC,IND,SAC
0020700540,00207,20080112DALLAC,DAL,LAC
0020700541,00207,20080113PORTOR,POR,TOR
0020700542,00207,20080113CHIATL,CHI,ATL
0020700543,00207,20080113NOHHOU,NOH,HOU
0020700544,00207,20080113DETNYK,DET,NYK
0020700545,00207,20080113INDGSW,IND,GSW
0020700546,00207,20080113MEMLAL,MEM,LAL
0020700547,00207,20080114DENCHA,DEN,CHA
0020700548,00207,20080114WASBOS,WAS,BOS
0020700549,00207,20080114PORNJN,POR,NJN
0020700550,00207,20080114PHISAS,PHI,SAS
0020700551,00207,20080114MILUTA,MIL,UTA
0020700552,00207,20080114DALSAC,DAL,SAC
0020700553,00207,20080114LALSEA,LAL,SEA
0020700554,00207,20080115DENATL,DEN,ATL
0020700555,00207,20080115CHIORL,CHI,ORL
0020700556,00207,20080115WASNYK,WAS,NYK
0020700557,00207,20080115TORDET,TOR,DET
0020700558,00207,20080115CLEMEM,CLE,MEM
0020700559,00207,20080115GSWMIN,GSW,MIN
0020700560,00207,20080115PHIHOU,PHI,HOU
0020700561,00207,20080115PHXLAC,PHX,LAC
0020700562,00207,20080116SACTOR,SAC,TOR
0020700563,00207,20080116ORLCHA,ORL,CHA
0020700564,00207,20080116CHIMIA,CHI,MIA
0020700565,00207,20080116GSWIND,GSW,IND
0020700566,00207,20080116PORBOS,POR,BOS
0020700567,00207,20080116NYKNJN,NYK,NJN
0020700568,00207,20080116ATLMIL,ATL,MIL
0020700569,00207,20080116SEANOH,SEA,NOH
0020700570,00207,20080117CLESAS,CLE,SAS
0020700571,00207,20080117UTADEN,UTA,DEN
0020700572,00207,20080117PHXLAL,PHX,LAL
0020700573,00207,20080118ATLTOR,ATL,TOR
0020700574,00207,20080118NYKWAS,NYK,WAS
0020700575,00207,20080118PORMIA,POR,MIA
0020700576,00207,20080118PHIBOS,PHI,BOS
0020700577,00207,20080118SACDET,SAC,DET
0020700578,00207,20080118SEAMEM,SEA,MEM
0020700579,00207,20080118CHANOH,CHA,NOH
0020700580,00207,20080118LACUTA,LAC,UTA
0020700581,00207,20080118MINPHX,MIN,PHX
0020700582,00207,20080118GSWCHI,GSW,CHI
0020700583,00207,20080119TORPHI,TOR,PHI
0020700584,00207,20080119MEMCHA,MEM,CHA
0020700585,00207,20080119PORORL,POR,ORL
0020700586,00207,20080119SACIND,SAC,IND
0020700587,00207,20080119NYKMIA,NYK,MIA
0020700588,00207,20080119DETCHI,DET,CHI
0020700589,00207,20080119GSWMIL,GSW,MIL
0020700590,00207,20080119SASHOU,SAS,HOU
0020700591,00207,20080119SEADAL,SEA,DAL
0020700592,00207,20080119MINDEN,MIN,DEN
0020700593,00207,20080119NJNLAC,NJN,LAC
0020700594,00207,20080120NJNPHX,NJN,PHX
0020700595,00207,20080121BOSNYK,BOS,NYK
0020700596,00207,20080121DALWAS,DAL,WAS
0020700597,00207,20080121SASCHA,SAS,CHA
0020700598,00207,20080121INDPHI,IND,PHI
0020700599,00207,20080121PORATL,POR,ATL
0020700600,00207,20080121SEAHOU,SEA,HOU
0020700601,00207,20080121MILNOH,MIL,NOH
0020700602,00207,20080121UTALAC,UTA,LAC
0020700603,00207,20080121MINGSW,MIN,GSW
0020700604,00207,20080121CHIMEM,CHI,MEM
0020700605,00207,20080121DETORL,DET,ORL
0020700606,00207,20080121CLEMIA,CLE,MIA
0020700607,00207,20080121DENLAL,DEN,LAL
0020700608,00207,20080122PHXMIL,PHX,MIL
0020700609,00207,20080122NJNSAC,NJN,SAC
0020700610,00207,20080123DETPHI,DET,PHI
0020700611,00207,20080123DALCHA,DAL,CHA
0020700612,00207,20080123WASCLE,WAS,CLE
0020700613,00207,20080123TORBOS,TOR,BOS
0020700614,00207,20080123ORLMEM,ORL,MEM
0020700615,00207,20080123PORNOH,POR,NOH
0020700616,00207,20080123PHXMIN,PHX,MIN
0020700617,00207,20080123INDCHI,IND,CHI
0020700618,00207,20080123LALSAS,LAL,SAS
0020700619,00207,20080123ATLDEN,ATL,DEN
0020700620,00207,20080123HOUSEA,HOU,SEA
0020700621,00207,20080123SACLAC,SAC,LAC
0020700622,00207,20080124SASMIA,SAS,MIA
0020700623,00207,20080124INDMIL,IND,MIL
0020700624,00207,20080124NJNGSW,NJN,GSW
0020700625,00207,20080125MILTOR,MIL,TOR
0020700626,00207,20080125MEMWAS,MEM,WAS
0020700627,00207,20080125PHXCLE,PHX,CLE
0020700628,00207,20080125MINBOS,MIN,BOS
0020700629,00207,20080125PHINYK,PHI,NYK
0020700630,00207,20080125ORLDET,ORL,DET
0020700631,00207,20080125LACNOH,LAC,NOH
0020700632,00207,20080125CHACHI,CHA,CHI
0020700633,00207,20080125LALDAL,LAL,DAL
0020700634,00207,20080125NJNDEN,NJN,DEN
0020700635,00207,20080125SACUTA,SAC,UTA
0020700636,00207,20080125HOUPOR,HOU,POR
0020700637,00207,20080125ATLSEA,ATL,SEA
0020700638,00207,20080126INDMIA,IND,MIA
0020700639,00207,20080126PHICHA,PHI,CHA
0020700640,00207,20080126LACMEM,LAC,MEM
0020700641,00207,20080126NOHSAS,NOH,SAS
0020700642,00207,20080127PHXCHI,PHX,CHI
0020700643,00207,20080127CLELAL,CLE,LAL
0020700644,00207,20080127BOSORL,BOS,ORL
0020700645,00207,20080127WASMIL,WAS,MIL
0020700646,00207,20080127ATLPOR,ATL,POR
0020700647,00207,20080127DENDAL,DEN,DAL
0020700648,00207,20080127NJNMIN,NJN,MIN
0020700649,00207,20080127UTAHOU,UTA,HOU
0020700650,00207,20080127NYKGSW,NYK,GSW
0020700651,00207,20080127SACSEA,SAC,SEA
0020700652,00207,20080128DALMEM,DAL,MEM
0020700653,00207,20080128DENNOH,DEN,NOH
0020700654,00207,20080128SASUTA,SAS,UTA
0020700655,00207,20080128CHALAC,CHA,LAC
0020700656,00207,20080129TORWAS,TOR,WAS
0020700657,00207,20080129DETIND,DET,IND
0020700658,00207,20080129MILNJN,MIL,NJN
0020700659,00207,20080129BOSMIA,BOS,MIA
0020700660,00207,20080129MINCHI,MIN,CHI
0020700661,00207,20080129GSWHOU,GSW,HOU
0020700662,00207,20080129ATLPHX,ATL,PHX
0020700663,00207,20080129SASSEA,SAS,SEA
0020700664,00207,20080129NYKLAL,NYK,LAL
0020700665,00207,20080130WASTOR,WAS,TOR
0020700666,00207,20080130MILPHI,MIL,PHI
0020700667,00207,20080130MIAORL,MIA,ORL
0020700668,00207,20080130DENMEM,DEN,MEM
0020700669,00207,20080130GSWNOH,GSW,NOH
0020700670,00207,20080130CHIMIN,CHI,MIN
0020700671,00207,20080130NYKUTA,NYK,UTA
0020700672,00207,20080130CLEPOR,CLE,POR
0020700673,00207,20080130CHASAC,CHA,SAC
0020700674,00207,20080130ATLLAC,ATL,LAC
0020700675,00207,20080131LALDET,LAL,DET
0020700676,00207,20080131DALBOS,DAL,BOS
0020700677,00207,20080131CLESEA,CLE,SEA
0020700678,00207,20080131SASPHX,SAS,PHX
0020700679,00207,20080201LALTOR,LAL,TOR
0020700680,00207,20080201ORLPHI,ORL,PHI
0020700681,00207,20080201UTAWAS,UTA,WAS
0020700682,00207,20080201HOUIND,HOU,IND
0020700683,00207,20080201NJNMIA,NJN,MIA
0020700684,00207,20080201LACMIN,LAC,MIN
0020700685,00207,20080201NOHSAC,NOH,SAC
0020700686,00207,20080201CHAGSW,CHA,GSW
0020700687,00207,20080201NYKPOR,NYK,POR
0020700688,00207,20080202NJNATL,NJN,ATL
0020700689,00207,20080202ORLIND,ORL,IND
0020700690,00207,20080202LACCLE,LAC,CLE
0020700691,00207,20080202UTAMEM,UTA,MEM
0020700692,00207,20080202HOUMIL,HOU,MIL
0020700693,00207,20080202CHADEN,CHA,DEN
0020700694,00207,20080202CHISAC,CHI,SAC
0020700695,00207,20080202NYKSEA,NYK,SEA
0020700696,00207,20080203LALWAS,LAL,WAS
0020700697,00207,20080203DALDET,DAL,DET
0020700698,00207,20080204PHIATL,PHI,ATL
0020700699,00207,20080204DALORL,DAL,ORL
0020700700,00207,20080204LACNYK,LAC,NYK
0020700701,00207,20080204TORMIA,TOR,MIA
0020700702,00207,20080204HOUMIN,HOU,MIN
0020700703,00207,20080204NOHUTA,NOH,UTA
0020700704,00207,20080204CHAPHX,CHA,PHX
0020700705,00207,20080204DENPOR,DEN,POR
0020700706,00207,20080204CHISEA,CHI,SEA
0020700707,00207,20080205WASPHI,WAS,PHI
0020700708,00207,20080205BOSCLE,BOS,CLE
0020700709,00207,20080205SASIND,SAS,IND
0020700710,00207,20080205LALNJN,LAL,NJN
0020700711,00207,20080205MILMEM,MIL,MEM
0020700712,00207,20080206SASWAS,SAS,WAS
0020700713,00207,20080206LALATL,LAL,ATL
0020700714,00207,20080206NJNORL,NJN,ORL
0020700715,00207,20080206LACBOS,LAC,BOS
0020700716,00207,20080206INDNYK,IND,NYK
0020700717,00207,20080206MIADET,MIA,DET
0020700718,00207,20080206MILDAL,MIL,DAL
0020700719,00207,20080206UTADEN,UTA,DEN
0020700720,00207,20080206NOHPHX,NOH,PHX
0020700721,00207,20080206SEASAC,SEA,SAC
0020700722,00207,20080206CHIPOR,CHI,POR
0020700723,00207,20080207MIAPHI,MIA,PHI
0020700724,00207,20080207CLEHOU,CLE,HOU
0020700725,00207,20080207CHIGSW,CHI,GSW
0020700726,00207,20080208LACTOR,LAC,TOR
0020700727,00207,20080208NJNCHA,NJN,CHA
0020700728,00207,20080208LALORL,LAL,ORL
0020700729,00207,20080208SASNYK,SAS,NYK
0020700730,00207,20080208CLEATL,CLE,ATL
0020700731,00207,20080208PORDET,POR,DET
0020700732,00207,20080208BOSMIN,BOS,MIN
0020700733,00207,20080208MEMDAL,MEM,DAL
0020700734,00207,20080208SEAPHX,SEA,PHX
0020700735,00207,20080208UTASAC,UTA,SAC
0020700736,00207,20080208WASDEN,WAS,DEN
0020700737,00207,20080209PORIND,POR,IND
0020700738,00207,20080209LACPHI,LAC,PHI
0020700739,00207,20080209MEMNOH,MEM,NOH
0020700740,00207,20080209NYKMIL,NYK,MIL
0020700741,00207,20080209ATLHOU,ATL,HOU
0020700742,00207,20080209CHIUTA,CHI,UTA
0020700743,00207,20080209SACGSW,SAC,GSW
0020700744,00207,20080210DENCLE,DEN,CLE
0020700745,00207,20080210LALMIA,LAL,MIA
0020700746,00207,20080210DALNJN,DAL,NJN
0020700747,00207,20080210CHADET,CHA,DET
0020700748,00207,20080210TORMIN,TOR,MIN
0020700749,00207,20080210SASBOS,SAS,BOS
0020700750,00207,20080210WASPHX,WAS,PHX
0020700751,00207,20080211SASTOR,SAS,TOR
0020700752,00207,20080211DALPHI,DAL,PHI
0020700753,00207,20080211LALCHA,LAL,CHA
0020700754,00207,20080211CLEORL,CLE,ORL
0020700755,00207,20080211LACMIL,LAC,MIL
0020700756,00207,20080211PORHOU,POR,HOU
0020700757,00207,20080211WASGSW,WAS,GSW
0020700758,00207,20080212DETATL,DET,ATL
0020700759,00207,20080212BOSIND,BOS,IND
0020700760,00207,20080212MINNJN,MIN,NJN
0020700761,00207,20080212DENMIA,DEN,MIA
0020700762,00207,20080212SACMEM,SAC,MEM
0020700763,00207,20080212NOHCHI,NOH,CHI
0020700764,00207,20080213NJNTOR,NJN,TOR
0020700765,00207,20080213MEMPHI,MEM,PHI
0020700766,00207,20080213ATLCHA,ATL,CHA
0020700767,00207,20080213DENORL,DEN,ORL
0020700768,00207,20080213SASCLE,SAS,CLE
0020700769,00207,20080213NYKBOS,NYK,BOS
0020700770,00207,20080213INDDET,IND,DET
0020700771,00207,20080213NOHMIL,NOH,MIL
0020700772,00207,20080213LALMIN,LAL,MIN
0020700773,00207,20080213SACHOU,SAC,HOU
0020700774,00207,20080213PORDAL,POR,DAL
0020700775,00207,20080213PHXGSW,PHX,GSW
0020700776,00207,20080213UTASEA,UTA,SEA
0020700777,00207,20080213WASLAC,WAS,LAC
0020700778,00207,20080214MIACHI,MIA,CHI
0020700779,00207,20080214DALPHX,DAL,PHX
0020700780,00207,20080219NYKWAS,NYK,WAS
0020700781,00207,20080219HOUCLE,HOU,CLE
0020700782,00207,20080219ORLDET,ORL,DET
0020700783,00207,20080219PHIMIN,PHI,MIN
0020700784,00207,20080219CHASAS,CHA,SAS
0020700785,00207,20080219BOSDEN,BOS,DEN
0020700786,00207,20080219GSWUTA,GSW,UTA
0020700787,00207,20080219SACPOR,SAC,POR
0020700788,00207,20080219MEMSEA,MEM,SEA
0020700789,00207,20080219ATLLAL,ATL,LAL
0020700790,00207,20080220ORLTOR,ORL,TOR
0020700791,00207,20080220NYKPHI,NYK,PHI
0020700792,00207,20080220CLEIND,CLE,IND
0020700793,00207,20080220CHINJN,CHI,NJN
0020700794,00207,20080220DETMIL,DET,MIL
0020700795,00207,20080220DALNOH,DAL,NOH
0020700796,00207,20080220LALPHX,LAL,PHX
0020700797,00207,20080220ATLSAC,ATL,SAC
0020700798,00207,20080220MEMLAC,MEM,LAC
0020700799,00207,20080220BOSGSW,BOS,GSW
0020700800,00207,20080221MIAHOU,MIA,HOU
0020700801,00207,20080221SASMIN,SAS,MIN
0020700802,00207,20080221SEAPOR,SEA,POR
0020700803,00207,20080222SACCHA,SAC,CHA
0020700804,00207,20080222PHIORL,PHI,ORL
0020700805,00207,20080222NJNIND,NJN,IND
0020700806,00207,20080222TORNYK,TOR,NYK
0020700807,00207,20080222WASCLE,WAS,CLE
0020700808,00207,20080222MILDET,MIL,DET
0020700809,00207,20080222DENCHI,DEN,CHI
0020700810,00207,20080222DALMEM,DAL,MEM
0020700811,00207,20080222HOUNOH,HOU,NOH
0020700812,00207,20080222BOSPHX,BOS,PHX
0020700813,00207,20080222UTALAC,UTA,LAC
0020700814,00207,20080222ATLGSW,ATL,GSW
0020700815,00207,20080222PORSEA,POR,SEA
0020700816,00207,20080223CHAWAS,CHA,WAS
0020700817,00207,20080223INDNJN,IND,NJN
0020700818,00207,20080223PHIMIA,PHI,MIA
0020700819,00207,20080223DENMIL,DEN,MIL
0020700820,00207,20080223NOHSAS,NOH,SAS
0020700821,00207,20080223ATLUTA,ATL,UTA
0020700822,00207,20080223LALLAC,LAL,LAC
0020700823,00207,20080224DETPHX,DET,PHX
0020700824,00207,20080224NYKTOR,NYK,TOR
0020700825,00207,20080224SACORL,SAC,ORL
0020700826,00207,20080224MEMCLE,MEM,CLE
0020700827,00207,20080224BOSPOR,BOS,POR
0020700828,00207,20080224DALMIN,DAL,MIN
0020700829,00207,20080224CHIHOU,CHI,HOU
0020700830,00207,20080224LALSEA,LAL,SEA
0020700831,00207,20080225TORIND,TOR,IND
0020700832,00207,20080225WASNOH,WAS,NOH
0020700833,00207,20080225CHIDAL,CHI,DAL
0020700834,00207,20080225ATLSAS,ATL,SAS
0020700835,00207,20080225DETDEN,DET,DEN
0020700836,00207,20080225BOSLAC,BOS,LAC
0020700837,00207,20080226ORLNJN,ORL,NJN
0020700838,00207,20080226SACMIA,SAC,MIA
0020700839,00207,20080226CLEMIL,CLE,MIL
0020700840,00207,20080226PHXMEM,PHX,MEM
0020700841,00207,20080226UTAMIN,UTA,MIN
0020700842,00207,20080226WASHOU,WAS,HOU
0020700843,00207,20080226PORLAL,POR,LAL
0020700844,00207,20080226SEAGSW,SEA,GSW
0020700845,00207,20080227MINTOR,MIN,TOR
0020700846,00207,20080227ORLPHI,ORL,PHI
0020700847,00207,20080227SACATL,SAC,ATL
0020700848,00207,20080227CHIIND,CHI,IND
0020700849,00207,20080227CLEBOS,CLE,BOS
0020700850,00207,20080227CHANYK,CHA,NYK
0020700851,00207,20080227PHXNOH,PHX,NOH
0020700852,00207,20080227DETUTA,DET,UTA
0020700853,00207,20080227DENSEA,DEN,SEA
0020700854,00207,20080227PORLAC,POR,LAC
0020700855,00207,20080228MILNJN,MIL,NJN
0020700856,00207,20080228DALSAS,DAL,SAS
0020700857,00207,20080228MIALAL,MIA,LAL
0020700858,00207,20080229INDTOR,IND,TOR
0020700859,00207,20080229CHABOS,CHA,BOS
0020700860,00207,20080229NYKATL,NYK,ATL
0020700861,00207,20080229MINCLE,MIN,CLE
0020700862,00207,20080229WASCHI,WAS,CHI
0020700863,00207,20080229UTANOH,UTA,NOH
0020700864,00207,20080229MEMHOU,MEM,HOU
0020700865,00207,20080229SACDAL,SAC,DAL
0020700866,00207,20080229LACDEN,LAC,DEN
0020700867,00207,20080229PHIGSW,PHI,GSW
0020700868,00207,20080229LALPOR,LAL,POR
0020700869,00207,20080229MIASEA,MIA,SEA
0020700870,00207,20080301NYKORL,NYK,ORL
0020700871,00207,20080301UTAMEM,UTA,MEM
0020700872,00207,20080301SASMIL,SAS,MIL
0020700873,00207,20080301PHIPHX,PHI,PHX
0020700874,00207,20080301DETLAC,DET,LAC
0020700875,00207,20080302CHICLE,CHI,CLE
0020700876,00207,20080302DALLAL,DAL,LAL
0020700877,00207,20080302ATLBOS,ATL,BOS
0020700878,00207,20080302SASNJN,SAS,NJN
0020700879,00207,20080302NOHWAS,NOH,WAS
0020700880,00207,20080302TORCHA,TOR,CHA
0020700881,00207,20080302MILIND,MIL,IND
0020700882,00207,20080302SEAMIN,SEA,MIN
0020700883,00207,20080302DENHOU,DEN,HOU
0020700884,00207,20080302PORGSW,POR,GSW
0020700885,00207,20080302MIASAC,MIA,SAC
0020700886,00207,20080303NOHNYK,NOH,NYK
0020700887,00207,20080303DALUTA,DAL,UTA
0020700888,00207,20080303PHILAC,PHI,LAC
0020700889,00207,20080304GSWATL,GSW,ATL
0020700890,00207,20080304TORORL,TOR,ORL
0020700891,00207,20080304SEADET,SEA,DET
0020700892,00207,20080304CHAMIN,CHA,MIN
0020700893,00207,20080304MEMCHI,MEM,CHI
0020700894,00207,20080304NJNSAS,NJN,SAS
0020700895,00207,20080304LALSAC,LAL,SAC
0020700896,00207,20080304PHXPOR,PHX,POR
0020700897,00207,20080305ORLWAS,ORL,WAS
0020700898,00207,20080305GSWCHA,GSW,CHA
0020700899,00207,20080305DETBOS,DET,BOS
0020700900,00207,20080305CLENYK,CLE,NYK
0020700901,00207,20080305TORMIA,TOR,MIA
0020700902,00207,20080305SEAMIL,SEA,MIL
0020700903,00207,20080305NJNMEM,NJN,MEM
0020700904,00207,20080305ATLNOH,ATL,NOH
0020700905,00207,20080305INDHOU,IND,HOU
0020700906,00207,20080305PHXDEN,PHX,DEN
0020700907,00207,20080305MINUTA,MIN,UTA
0020700908,00207,20080305SACLAC,SAC,LAC
0020700909,00207,20080306CLECHI,CLE,CHI
0020700910,00207,20080306INDSAS,IND,SAS
0020700911,00207,20080306HOUDAL,HOU,DAL
0020700912,00207,20080307WASTOR,WAS,TOR
