gameid_num,seasonid,gameid,away,home
0029600001,00296,19961101CHIBOS,CHI,BOS
0029600002,00296,19961101CLENJN,CLE,NJN
0029600003,00296,19961101MILPHI,MIL,PHI
0029600004,00296,19961101WASORL,WAS,ORL
0029600005,00296,19961101ATLMIA,ATL,MIA
0029600006,00296,19961101NYKTOR,NYK,TOR
0029600007,00296,19961101INDDET,IND,DET
0029600008,00296,19961101SASMIN,SAS,MIN
0029600009,00296,19961101SACHOU,SAC,HOU
0029600010,00296,19961101DALDEN,DAL,DEN
0029600011,00296,19961101SEAUTA,SEA,UTA
0029600012,00296,19961101PHXLAL,PHX,LAL
0029600013,00296,19961101LACGSW,LAC,GSW
0029600014,00296,19961101PORVAN,POR,VAN
0029600015,00296,19961102CLEWAS,CLE,WAS
0029600016,00296,19961102TORCHH,TOR,CHH
0029600017,00296,19961102DETATL,DET,ATL
0029600018,00296,19961102MIAIND,MIA,IND
0029600019,00296,19961102PHICHI,PHI,CHI
0029600020,00296,19961102BOSMIL,BOS,MIL
0029600021,00296,19961102SACDAL,SAC,DAL
0029600022,00296,19961102HOUPHX,HOU,PHX
0029600023,00296,19961102UTALAC,UTA,LAC
0029600024,00296,19961102PORSEA,POR,SEA
0029600025,00296,19961103CHHNYK,CHH,NYK
0029600026,00296,19961103DENSAS,DEN,SAS
0029600027,00296,19961103MINLAL,MIN,LAL
0029600028,00296,19961103GSWVAN,GSW,VAN
0029600029,00296,19961104HOUUTA,HOU,UTA
0029600030,00296,19961104ATLPOR,ATL,POR
0029600031,00296,19961105LALNYK,LAL,NYK
0029600032,00296,19961105DETPHI,DET,PHI
0029600033,00296,19961105DALTOR,DAL,TOR
0029600034,00296,19961105SASCLE,SAS,CLE
0029600035,00296,19961105VANCHI,VAN,CHI
0029600036,00296,19961105LACDEN,LAC,DEN
0029600037,00296,19961105MINPHX,MIN,PHX
0029600038,00296,19961105PORGSW,POR,GSW
0029600039,00296,19961105HOUSAC,HOU,SAC
0029600040,00296,19961105ATLSEA,ATL,SEA
0029600041,00296,19961106INDBOS,IND,BOS
0029600042,00296,19961106SASWAS,SAS,WAS
0029600043,00296,19961106CHIMIA,CHI,MIA
0029600044,00296,19961106LALCHH,LAL,CHH
0029600045,00296,19961106DALDET,DAL,DET
0029600046,00296,19961106VANMIL,VAN,MIL
0029600047,00296,19961107ORLNJN,ORL,NJN
0029600048,00296,19961107HOUDEN,HOU,DEN
0029600049,00296,19961107SEAPHX,SEA,PHX
0029600050,00296,19961107NYKGSW,NYK,GSW
0029600051,00296,19961107ATLSAC,ATL,SAC
0029600052,00296,19961107MINPOR,MIN,POR
0029600053,00296,19961108PHIBOS,PHI,BOS
0029600054,00296,19961108CHHWAS,CHH,WAS
0029600055,00296,19961108NJNORL,NJN,ORL
0029600056,00296,19961108MILMIA,MIL,MIA
0029600057,00296,19961108LALTOR,LAL,TOR
0029600058,00296,19961108VANCLE,VAN,CLE
0029600059,00296,19961108CHIDET,CHI,DET
0029600060,00296,19961108SEASAS,SEA,SAS
0029600061,00296,19961108GSWDEN,GSW,DEN
0029600062,00296,19961108NYKLAC,NYK,LAC
0029600063,00296,19961109PHXPHI,PHX,PHI
0029600064,00296,19961109MILCHH,MIL,CHH
0029600065,00296,19961109WASIND,WAS,IND
0029600066,00296,19961109BOSCHI,BOS,CHI
0029600067,00296,19961109MIADAL,MIA,DAL
0029600068,00296,19961109UTAHOU,UTA,HOU
0029600069,00296,19961109PORSAC,POR,SAC
0029600070,00296,19961110DENCLE,DEN,CLE
0029600071,00296,19961110MINLAC,MIN,LAC
0029600072,00296,19961110ATLLAL,ATL,LAL
0029600073,00296,19961110SASPOR,SAS,POR
0029600074,00296,19961110NYKVAN,NYK,VAN
0029600075,00296,19961111DENTOR,DEN,TOR
0029600076,00296,19961111PHXCHI,PHX,CHI
0029600077,00296,19970407SASUTA,SAS,UTA
0029600078,00296,19961111SEASAC,SEA,SAC
0029600079,00296,19961112PHINYK,PHI,NYK
0029600080,00296,19961112DETWAS,DET,WAS
0029600081,00296,19961112CHHMIA,CHH,MIA
0029600082,00296,19961112CLEATL,CLE,ATL
0029600083,00296,19961112PHXMIL,PHX,MIL
0029600084,00296,19961112PORMIN,POR,MIN
0029600085,00296,19961112INDDAL,IND,DAL
0029600086,00296,19961112LALHOU,LAL,HOU
0029600087,00296,19961112GSWSEA,GSW,SEA
0029600088,00296,19961112LACVAN,LAC,VAN
0029600089,00296,19961113ATLBOS,ATL,BOS
0029600090,00296,19961113WASNJN,WAS,NJN
0029600091,00296,19961113PHITOR,PHI,TOR
0029600092,00296,19961113PORCLE,POR,CLE
0029600093,00296,19961113DENDET,DEN,DET
0029600094,00296,19961113MIACHI,MIA,CHI
0029600095,00296,19961113LALSAS,LAL,SAS
0029600096,00296,19961113SACUTA,SAC,UTA
0029600097,00296,19961114TORNYK,TOR,NYK
0029600098,00296,19961114CHHORL,CHH,ORL
0029600099,00296,19961114DALMIN,DAL,MIN
0029600100,00296,19961114INDHOU,IND,HOU
0029600101,00296,19961114SEALAC,SEA,LAC
0029600102,00296,19961114MILGSW,MIL,GSW
0029600103,00296,19961114PHXVAN,PHX,VAN
0029600104,00296,19961115DENBOS,DEN,BOS
0029600105,00296,19961115PORNJN,POR,NJN
0029600106,00296,19961115CLEPHI,CLE,PHI
0029600107,00296,19961115CHICHH,CHI,CHH
0029600108,00296,19961115MIAATL,MIA,ATL
0029600109,00296,19961115WASDET,WAS,DET
0029600110,00296,19961115INDSAS,IND,SAS
0029600111,00296,19961115VANUTA,VAN,UTA
0029600112,00296,19961115LACLAL,LAC,LAL
0029600113,00296,19961115MILSAC,MIL,SAC
0029600114,00296,19961116MINNYK,MIN,NYK
0029600115,00296,19961116DENNJN,DEN,NJN
0029600116,00296,19961116BOSWAS,BOS,WAS
0029600117,00296,19961116TORORL,TOR,ORL
0029600118,00296,19961116PHIMIA,PHI,MIA
0029600119,00296,19961116DETCLE,DET,CLE
0029600120,00296,19961116ATLCHI,ATL,CHI
0029600121,00296,19961116UTADAL,UTA,DAL
0029600122,00296,19961116GSWHOU,GSW,HOU
0029600123,00296,19961116SACSEA,SAC,SEA
0029600124,00296,19961117PORIND,POR,IND
0029600125,00296,19961117GSWSAS,GSW,SAS
0029600126,00296,19961117LALPHX,LAL,PHX
0029600127,00296,19961117MILLAC,MIL,LAC
0029600128,00296,19961117VANSEA,VAN,SEA
0029600129,00296,19961118SACVAN,SAC,VAN
0029600130,00296,19961119NYKORL,NYK,ORL
0029600131,00296,19961119SEATOR,SEA,TOR
0029600132,00296,19961119ATLCLE,ATL,CLE
0029600133,00296,19961119DALMIL,DAL,MIL
0029600134,00296,19961119MINHOU,MIN,HOU
0029600135,00296,19961119MIADEN,MIA,DEN
0029600136,00296,19961119LALGSW,LAL,GSW
0029600137,00296,19961119SACPOR,SAC,POR
0029600138,00296,19961120DETBOS,DET,BOS
0029600139,00296,19961120INDPHI,IND,PHI
0029600140,00296,19961120SEAWAS,SEA,WAS
0029600141,00296,19961120NYKCHH,NYK,CHH
0029600142,00296,19961120LACSAS,LAC,SAS
0029600143,00296,19961120CHIPHX,CHI,PHX
0029600144,00296,19961120UTALAL,UTA,LAL
0029600145,00296,19961120MIAVAN,MIA,VAN
0029600146,00296,19961121MINORL,MIN,ORL
0029600147,00296,19961121CLETOR,CLE,TOR
0029600148,00296,19961121NJNDET,NJN,DET
0029600149,00296,19961121CHHIND,CHH,IND
0029600150,00296,19961121ATLMIL,ATL,MIL
0029600151,00296,19961121LACDAL,LAC,DAL
0029600152,00296,19961121PHXHOU,PHX,HOU
0029600153,00296,19961121CHIDEN,CHI,DEN
0029600154,00296,19961121GSWUTA,GSW,UTA
0029600155,00296,19961122SEABOS,SEA,BOS
0029600156,00296,19961122PHIWAS,PHI,WAS
0029600157,00296,19961122SASLAL,SAS,LAL
0029600158,00296,19961122MIASAC,MIA,SAC
0029600159,00296,19961123DALNJN,DAL,NJN
0029600160,00296,19961123NYKPHI,NYK,PHI
0029600161,00296,19961123DETCHH,DET,CHH
0029600162,00296,19961123ATLTOR,ATL,TOR
0029600163,00296,19961123ORLIND,ORL,IND
0029600164,00296,19961123WASMIL,WAS,MIL
0029600165,00296,19961123LACMIN,LAC,MIN
0029600166,00296,19961123CHIUTA,CHI,UTA
0029600167,00296,19961123HOUGSW,HOU,GSW
0029600168,00296,19961123DENPOR,DEN,POR
0029600169,00296,19961124DALBOS,DAL,BOS
0029600170,00296,19961124SEANYK,SEA,NYK
0029600171,00296,19961124SACCLE,SAC,CLE
0029600172,00296,19961124MIAPHX,MIA,PHX
0029600173,00296,19961124HOULAL,HOU,LAL
0029600174,00296,19961124SASVAN,SAS,VAN
0029600175,00296,19961125MINWAS,MIN,WAS
0029600176,00296,19961125MILORL,MIL,ORL
0029600177,00296,19961125NJNUTA,NJN,UTA
0029600178,00296,19961125CHILAC,CHI,LAC
0029600179,00296,19961126LALPHI,LAL,PHI
0029600180,00296,19961126SEACHH,SEA,CHH
0029600181,00296,19961126VANATL,VAN,ATL
0029600182,00296,19961126SACTOR,SAC,TOR
0029600183,00296,19961126SASDAL,SAS,DAL
0029600184,00296,19961126PORHOU,POR,HOU
0029600185,00296,19961126PHXDEN,PHX,DEN
0029600186,00296,19961126MIAGSW,MIA,GSW
0029600187,00296,19961127LALBOS,LAL,BOS
0029600188,00296,19961127ATLORL,ATL,ORL
0029600189,00296,19961127CHHTOR,CHH,TOR
0029600190,00296,19961127VANDET,VAN,DET
0029600191,00296,19961127CLEMIL,CLE,MIL
0029600192,00296,19961127SEAMIN,SEA,MIN
0029600193,00296,19961127PORSAS,POR,SAS
0029600194,00296,19961127DENUTA,DEN,UTA
0029600195,00296,19961127NJNPHX,NJN,PHX
0029600196,00296,19961127MIALAC,MIA,LAC
0029600197,00296,19961128SACIND,SAC,IND
0029600198,00296,19961128NJNGSW,NJN,GSW
0029600199,00296,19961129HOUBOS,HOU,BOS
0029600200,00296,19961129ORLPHI,ORL,PHI
0029600201,00296,19961129WASATL,WAS,ATL
0029600202,00296,19961129LALDET,LAL,DET
0029600203,00296,19961129VANIND,VAN,IND
0029600204,00296,19961129CHIDAL,CHI,DAL
0029600205,00296,19961129MINDEN,MIN,DEN
0029600206,00296,19961129LACUTA,LAC,UTA
0029600207,00296,19961129GSWPOR,GSW,POR
0029600208,00296,19961129PHXSEA,PHX,SEA
0029600209,00296,19961130SACNYK,SAC,NYK
0029600210,00296,19961130VANPHI,VAN,PHI
0029600211,00296,19961130HOUWAS,HOU,WAS
0029600212,00296,19961130BOSMIA,BOS,MIA
0029600213,00296,19961130ORLCLE,ORL,CLE
0029600214,00296,19961130CHHMIL,CHH,MIL
0029600215,00296,19961130TORMIN,TOR,MIN
0029600216,00296,19961130CHISAS,CHI,SAS
0029600217,00296,19961130NJNLAC,NJN,LAC
0029600218,00296,19961201SACDET,SAC,DET
0029600219,00296,19961201DENLAL,DEN,LAL
0029600220,00296,19961201PORGSW,POR,GSW
0029600221,00296,19961201UTASEA,UTA,SEA
0029600222,00296,19961202DALORL,DAL,ORL
0029600223,00296,19961202HOUTOR,HOU,TOR
0029600224,00296,19961202CHHUTA,CHH,UTA
0029600225,00296,19961203MIANYK,MIA,NYK
0029600226,00296,19961203BOSATL,BOS,ATL
0029600227,00296,19961203TORCLE,TOR,CLE
0029600228,00296,19961203CHIMIL,CHI,MIL
0029600229,00296,19961203SACMIN,SAC,MIN
0029600230,00296,19961203CHHLAC,CHH,LAC
0029600231,00296,19961203SEALAL,SEA,LAL
0029600232,00296,19961203DENGSW,DEN,GSW
0029600233,00296,19961203INDPOR,IND,POR
0029600234,00296,19961204NYKNJN,NYK,NJN
0029600235,00296,19961204CLEORL,CLE,ORL
0029600236,00296,19961204DALMIA,DAL,MIA
0029600237,00296,19961204ATLDET,ATL,DET
0029600238,00296,19961204BOSHOU,BOS,HOU
0029600239,00296,19961204PHISAS,PHI,SAS
0029600240,00296,19961204LALUTA,LAL,UTA
0029600241,00296,19961204GSWPHX,GSW,PHX
0029600242,00296,19961204INDVAN,IND,VAN
0029600243,00296,19961205WASTOR,WAS,TOR
0029600244,00296,19961205LACCHI,LAC,CHI
0029600245,00296,19961205PHIDAL,PHI,DAL
0029600246,00296,19961205PORDEN,POR,DEN
0029600247,00296,19961205MINSEA,MIN,SEA
0029600248,00296,19961206NJNBOS,NJN,BOS
0029600249,00296,19961206NYKMIA,NYK,MIA
0029600250,00296,19961206CLEDET,CLE,DET
0029600251,00296,19961206VANSAS,VAN,SAS
0029600252,00296,19961206MINUTA,MIN,UTA
0029600253,00296,19961206ORLLAL,ORL,LAL
0029600254,00296,19961206INDGSW,IND,GSW
0029600255,00296,19961206PHXSAC,PHX,SAC
0029600256,00296,19961206CHHPOR,CHH,POR
0029600257,00296,19961207LACNYK,LAC,NYK
0029600258,00296,19961207DETNJN,DET,NJN
0029600259,00296,19961207MILWAS,MIL,WAS
0029600260,00296,19961207TORATL,TOR,ATL
0029600261,00296,19961207MIACHI,MIA,CHI
0029600262,00296,19961207VANDAL,VAN,DAL
0029600263,00296,19961207PHIHOU,PHI,HOU
0029600264,00296,19961207UTADEN,UTA,DEN
0029600265,00296,19961207CHHSEA,CHH,SEA
0029600266,00296,19961208CHITOR,CHI,TOR
0029600267,00296,19961208LACCLE,LAC,CLE
0029600268,00296,19961208BOSMIL,BOS,MIL
0029600269,00296,19961208INDPHX,IND,PHX
0029600270,00296,19961208MINLAL,MIN,LAL
0029600271,00296,19961208SASGSW,SAS,GSW
0029600272,00296,19961208ORLSAC,ORL,SAC
0029600273,00296,19961209SEAPHI,SEA,PHI
0029600274,00296,19961209CHHVAN,CHH,VAN
0029600275,00296,19961210WASNYK,WAS,NYK
0029600276,00296,19961210DENATL,DEN,ATL
0029600277,00296,19961210GSWTOR,GSW,TOR
0029600278,00296,19961210MIACLE,MIA,CLE
0029600279,00296,19961210DETMIL,DET,MIL
0029600280,00296,19961210HOUMIN,HOU,MIN
0029600281,00296,19961210INDUTA,IND,UTA
0029600282,00296,19961210SASPHX,SAS,PHX
0029600283,00296,19961210DALLAC,DAL,LAC
0029600284,00296,19961210LALSAC,LAL,SAC
0029600285,00296,19961210ORLPOR,ORL,POR
0029600286,00296,19961211TORBOS,TOR,BOS
0029600287,00296,19961211SEANJN,SEA,NJN
0029600288,00296,19961211MIAPHI,MIA,PHI
0029600289,00296,19961211CLEWAS,CLE,WAS
0029600290,00296,19961211DENCHH,DEN,CHH
0029600291,00296,19961211MINCHI,MIN,CHI
0029600292,00296,19961211INDLAL,IND,LAL
0029600293,00296,19961212GSWNYK,GSW,NYK
0029600294,00296,19961212SEAMIL,SEA,MIL
0029600295,00296,19961212DETHOU,DET,HOU
0029600296,00296,19961212PHXUTA,PHX,UTA
0029600297,00296,19961212SASLAC,SAS,LAC
0029600298,00296,19961212DALSAC,DAL,SAC
0029600299,00296,19961212VANPOR,VAN,POR
0029600300,00296,19961213CHINJN,CHI,NJN
0029600301,00296,19961213DENWAS,DEN,WAS
0029600302,00296,19961213PHICHH,PHI,CHH
0029600303,00296,19961213GSWCLE,GSW,CLE
0029600304,00296,19961213BOSIND,BOS,IND
0029600305,00296,19961213PHXMIN,PHX,MIN
0029600306,00296,19961213PORLAL,POR,LAL
0029600307,00296,19961213ORLVAN,ORL,VAN
0029600308,00296,19961214DENNYK,DEN,NYK
0029600309,00296,19961214TORMIA,TOR,MIA
0029600310,00296,19961214PHIATL,PHI,ATL
0029600311,00296,19961214CHHCHI,CHH,CHI
0029600312,00296,19961214NJNMIL,NJN,MIL
0029600313,00296,19961214CLEMIN,CLE,MIN
0029600314,00296,19961214DALSAS,DAL,SAS
0029600315,00296,19961214ORLUTA,ORL,UTA
0029600316,00296,19961214SACLAC,SAC,LAC
0029600317,00296,19961214HOUSEA,HOU,SEA
0029600318,00296,19961215BOSDET,BOS,DET
0029600319,00296,19961215VANPHX,VAN,PHX
0029600320,00296,19961215WASGSW,WAS,GSW
0029600321,00296,19961215HOUPOR,HOU,POR
0029600322,00296,19961216MILBOS,MIL,BOS
0029600323,00296,19961216DETTOR,DET,TOR
0029600324,00296,19961216PHXLAC,PHX,LAC
0029600325,00296,19961216WASSAC,WAS,SAC
0029600326,00296,19961217UTANYK,UTA,NYK
0029600327,00296,19961217TORNJN,TOR,NJN
0029600328,00296,19961217CHHPHI,CHH,PHI
0029600329,00296,19961217INDMIA,IND,MIA
0029600330,00296,19961217LALCHI,LAL,CHI
0029600331,00296,19961217ATLDAL,ATL,DAL
0029600332,00296,19961217GSWSEA,GSW,SEA
0029600333,00296,19961217HOUVAN,HOU,VAN
0029600334,00296,19961218INDORL,IND,ORL
0029600335,00296,19961218NJNCLE,NJN,CLE
0029600336,00296,19961218NYKDET,NYK,DET
0029600337,00296,19961218LALMIL,LAL,MIL
0029600338,00296,19961218SACDEN,SAC,DEN
0029600339,00296,19961218WASPHX,WAS,PHX
0029600340,00296,19961218MINGSW,MIN,GSW
0029600341,00296,19961218SEAPOR,SEA,POR
0029600342,00296,19961219UTAMIA,UTA,MIA
0029600343,00296,19961219CHICHH,CHI,CHH
0029600344,00296,19961219MILTOR,MIL,TOR
0029600345,00296,19961219SASHOU,SAS,HOU
0029600346,00296,19961219WASLAC,WAS,LAC
0029600347,00296,19961219MINSAC,MIN,SAC
0029600348,00296,19961219DALVAN,DAL,VAN
0029600349,00296,19961220NYKPHI,NYK,PHI
0029600350,00296,19961220UTAORL,UTA,ORL
0029600351,00296,19961220NJNATL,NJN,ATL
0029600352,00296,19961220TORCLE,TOR,CLE
0029600353,00296,19961220DETIND,DET,IND
0029600354,00296,19961220VANDEN,VAN,DEN
0029600355,00296,19961220DALPOR,DAL,POR
0029600356,00296,19961220LACSEA,LAC,SEA
0029600357,00296,19961221DETNYK,DET,NYK
0029600358,00296,19961221BOSNJN,BOS,NJN
0029600359,00296,19961221CHIPHI,CHI,PHI
0029600360,00296,19961221ATLCHH,ATL,CHH
0029600361,00296,19961221ORLMIL,ORL,MIL
0029600362,00296,19961221LALMIN,LAL,MIN
0029600363,00296,19961221MIAHOU,MIA,HOU
0029600364,00296,19961221PHXSAS,PHX,SAS
0029600365,00296,19961221PORSAC,POR,SAC
0029600366,00296,19961222CHHBOS,CHH,BOS
0029600367,00296,19961222UTACLE,UTA,CLE
0029600368,00296,19961222TORIND,TOR,IND
0029600369,00296,19961222LACGSW,LAC,GSW
0029600370,00296,19961222DALSEA,DAL,SEA
0029600371,00296,19961222WASVAN,WAS,VAN
0029600372,00296,19961223ATLNYK,ATL,NYK
0029600373,00296,19961223CLEORL,CLE,ORL
0029600374,00296,19961223NJNCHI,NJN,CHI
0029600375,00296,19961223UTAMIN,UTA,MIN
0029600376,00296,19961223MILHOU,MIL,HOU
0029600377,00296,19961223MIASAS,MIA,SAS
0029600378,00296,19961223DENPHX,DEN,PHX
0029600379,00296,19961223LACSAC,LAC,SAC
0029600380,00296,19961223WASPOR,WAS,POR
0029600381,00296,19961225DETCHI,DET,CHI
0029600382,00296,19961225LALPHX,LAL,PHX
0029600383,00296,19961226ORLMIA,ORL,MIA
0029600384,00296,19961226CHIATL,CHI,ATL
0029600385,00296,19961226NJNTOR,NJN,TOR
0029600386,00296,19961226INDDET,IND,DET
0029600387,00296,19961226HOUMIL,HOU,MIL
0029600388,00296,19961226NYKMIN,NYK,MIN
0029600389,00296,19961226GSWDAL,GSW,DAL
0029600390,00296,19961226PHIDEN,PHI,DEN
0029600391,00296,19961226PORUTA,POR,UTA
0029600392,00296,19961226VANSAC,VAN,SAC
0029600393,00296,19961226SASSEA,SAS,SEA
0029600394,00296,19961227INDNJN,IND,NJN
0029600395,00296,19961227TORWAS,TOR,WAS
0029600396,00296,19961227MIACHH,MIA,CHH
0029600397,00296,19961227MILCLE,MIL,CLE
0029600398,00296,19961227PORLAC,POR,LAC
0029600399,00296,19961227BOSLAL,BOS,LAL
0029600400,00296,19961228ORLNYK,ORL,NYK
0029600401,00296,19961228ATLWAS,ATL,WAS
0029600402,00296,19961228CHHDET,CHH,DET
0029600403,00296,19961228CLECHI,CLE,CHI
0029600404,00296,19961228DENMIN,DEN,MIN
0029600405,00296,19961228SEADAL,SEA,DAL
0029600406,00296,19961228GSWHOU,GSW,HOU
0029600407,00296,19961228PHIUTA,PHI,UTA
0029600408,00296,19961228BOSSAC,BOS,SAC
0029600409,00296,19961228PHXVAN,PHX,VAN
0029600410,00296,19961229NJNIND,NJN,IND
0029600411,00296,19961229MIAMIL,MIA,MIL
0029600412,00296,19961229PHILAL,PHI,LAL
0029600413,00296,19961229SASPOR,SAS,POR
0029600414,00296,19961230NJNNYK,NJN,NYK
0029600415,00296,19961230CHHWAS,CHH,WAS
0029600416,00296,19961230MINCLE,MIN,CLE
0029600417,00296,19961230ORLDET,ORL,DET
0029600418,00296,19961230INDCHI,IND,CHI
0029600419,00296,19961230SEAHOU,SEA,HOU
0029600420,00296,19961230BOSDEN,BOS,DEN
0029600421,00296,19961230SACPHX,SAC,PHX
0029600422,00296,19961230UTALAC,UTA,LAC
0029600423,00296,19961230SASVAN,SAS,VAN
0029600424,00296,19970102NYKWAS,NYK,WAS
0029600425,00296,19970102TORORL,TOR,ORL
0029600426,00296,19970102NJNMIA,NJN,MIA
0029600427,00296,19970102DALCHH,DAL,CHH
0029600428,00296,19970102PHXCLE,PHX,CLE
0029600429,00296,19970102BOSDET,BOS,DET
0029600430,00296,19970102PORHOU,POR,HOU
0029600431,00296,19970102UTASAS,UTA,SAS
0029600432,00296,19970102LALSAC,LAL,SAC
0029600433,00296,19970102PHISEA,PHI,SEA
0029600434,00296,19970103MINBOS,MIN,BOS
0029600435,00296,19970103ATLNJN,ATL,NJN
0029600436,00296,19970103PHXIND,PHX,IND
0029600437,00296,19970103ORLCHI,ORL,CHI
0029600438,00296,19970103SASDEN,SAS,DEN
0029600439,00296,19970103SACLAL,SAC,LAL
0029600440,00296,19970103PHIGSW,PHI,GSW
0029600441,00296,19970103SEAVAN,SEA,VAN
0029600442,00296,19970104WASCHH,WAS,CHH
0029600443,00296,19970104NYKATL,NYK,ATL
0029600444,00296,19970104INDCLE,IND,CLE
0029600445,00296,19970104TORDET,TOR,DET
0029600446,00296,19970104MINMIL,MIN,MIL
0029600447,00296,19970104PORDAL,POR,DAL
0029600448,00296,19970104LACHOU,LAC,HOU
0029600449,00296,19970104MIAUTA,MIA,UTA
0029600450,00296,19970105PHXBOS,PHX,BOS
0029600451,00296,19970105MILNYK,MIL,NYK
0029600452,00296,19970105LACSAS,LAC,SAS
0029600453,00296,19970105PHISAC,PHI,SAC
0029600454,00296,19970105LALVAN,LAL,VAN
0029600455,00296,19970106UTACHI,UTA,CHI
0029600456,00296,19970106CHHGSW,CHH,GSW
0029600457,00296,19970106LALPOR,LAL,POR
0029600458,00296,19970107DALNYK,DAL,NYK
0029600459,00296,19970107SASNJN,SAS,NJN
0029600460,00296,19970107PHIORL,PHI,ORL
0029600461,00296,19970107PHXATL,PHX,ATL
0029600462,00296,19970107LACTOR,LAC,TOR
0029600463,00296,19970107MILDET,MIL,DET
0029600464,00296,19970107CLEIND,CLE,IND
0029600465,00296,19970107HOUMIN,HOU,MIN
0029600466,00296,19970107DENSAC,DEN,SAC
0029600467,00296,19970107MIASEA,MIA,SEA
0029600468,00296,19970108SASBOS,SAS,BOS
0029600469,00296,19970108DALPHI,DAL,PHI
0029600470,00296,19970108PHXWAS,PHX,WAS
0029600471,00296,19970108HOUCLE,HOU,CLE
0029600472,00296,19970108UTAMIL,UTA,MIL
0029600473,00296,19970108SEADEN,SEA,DEN
0029600474,00296,19970108CHHLAL,CHH,LAL
0029600475,00296,19970108VANGSW,VAN,GSW
0029600476,00296,19970108MIAPOR,MIA,POR
0029600477,00296,19970109MINNJN,MIN,NJN
0029600478,00296,19970109ATLORL,ATL,ORL
0029600479,00296,19970109UTATOR,UTA,TOR
0029600480,00296,19970109GSWVAN,GSW,VAN
0029600481,00296,19970110NYKBOS,NYK,BOS
0029600482,00296,19970110HOUPHI,HOU,PHI
0029600483,00296,19970110LACWAS,LAC,WAS
0029600484,00296,19970110SASDET,SAS,DET
0029600485,00296,19970110CHIMIL,CHI,MIL
0029600486,00296,19970110INDDEN,IND,DEN
0029600487,00296,19970110CHHPHX,CHH,PHX
0029600488,00296,19970110MIALAL,MIA,LAL
0029600489,00296,19970111BOSNYK,BOS,NYK
0029600490,00296,19970111TORNJN,TOR,NJN
0029600491,00296,19970111SASATL,SAS,ATL
0029600492,00296,19970111WASCLE,WAS,CLE
0029600493,00296,19970111UTADET,UTA,DET
0029600494,00296,19970111HOUCHI,HOU,CHI
0029600495,00296,19970111LACMIN,LAC,MIN
0029600496,00296,19970111DENDAL,DEN,DAL
0029600497,00296,19970111INDSEA,IND,SEA
0029600498,00296,19970111SACVAN,SAC,VAN
0029600499,00296,19970112ORLTOR,ORL,TOR
0029600500,00296,19970112GSWMIL,GSW,MIL
0029600501,00296,19970112CHHSAC,CHH,SAC
0029600502,00296,19970113ORLNJN,ORL,NJN
0029600503,00296,19970113UTAPHI,UTA,PHI
0029600504,00296,19970113WASMIA,WAS,MIA
0029600505,00296,19970113ATLCLE,ATL,CLE
0029600506,00296,19970113PHXDAL,PHX,DAL
0029600507,00296,19970113CHHDEN,CHH,DEN
0029600508,00296,19970114GSWBOS,GSW,BOS
0029600509,00296,19970114MINATL,MIN,ATL
0029600510,00296,19970114WASCHI,WAS,CHI
0029600511,00296,19970114NYKHOU,NYK,HOU
0029600512,00296,19970114DENPHX,DEN,PHX
0029600513,00296,19970114VANLAL,VAN,LAL
0029600514,00296,19970114INDSAC,IND,SAC
0029600515,00296,19970114DETPOR,DET,POR
0029600516,00296,19970115GSWPHI,GSW,PHI
0029600517,00296,19970115NJNCHH,NJN,CHH
0029600518,00296,19970115CHIMIN,CHI,MIN
0029600519,00296,19970115ORLDAL,ORL,DAL
0029600520,00296,19970115NYKSAS,NYK,SAS
0029600521,00296,19970115INDLAC,IND,LAC
0029600522,00296,19970115TORSEA,TOR,SEA
0029600523,00296,19970115DETVAN,DET,VAN
0029600524,00296,19970116MIABOS,MIA,BOS
0029600525,00296,19970116ORLATL,ORL,ATL
0029600526,00296,19970116SACHOU,SAC,HOU
0029600527,00296,19970116CLEDEN,CLE,DEN
0029600528,00296,19970116PHXUTA,PHX,UTA
0029600529,00296,19970116PORLAL,POR,LAL
0029600530,00296,19970117NJNPHI,NJN,PHI
0029600531,00296,19970117MIAWAS,MIA,WAS
0029600532,00296,19970117GSWIND,GSW,IND
0029600533,00296,19970117MILCHI,MIL,CHI
0029600534,00296,19970117HOUDAL,HOU,DAL
0029600535,00296,19970117SACSAS,SAC,SAS
0029600536,00296,19970117TORPOR,TOR,POR
0029600537,00296,19970117CLESEA,CLE,SEA
0029600538,00296,19970117UTAVAN,UTA,VAN
0029600539,00296,19970118WASBOS,WAS,BOS
0029600540,00296,19970118CHHNJN,CHH,NJN
0029600541,00296,19970118MILATL,MIL,ATL
0029600542,00296,19970118GSWMIN,GSW,MIN
0029600543,00296,19970118DALDEN,DAL,DEN
0029600544,00296,19970118NYKPHX,NYK,PHX
0029600545,00296,19970118DETLAL,DET,LAL
0029600546,00296,19970119ORLMIA,ORL,MIA
0029600547,00296,19970119PHIIND,PHI,IND
0029600548,00296,19970119CHIHOU,CHI,HOU
0029600549,00296,19970119CLELAC,CLE,LAC
0029600550,00296,19970119UTAPOR,UTA,POR
0029600551,00296,19970119TORVAN,TOR,VAN
0029600552,00296,19970120WASNYK,WAS,NYK
0029600553,00296,19970120MILPHI,MIL,PHI
0029600554,00296,19970120CHHATL,CHH,ATL
0029600555,00296,19970120SASMIN,SAS,MIN
0029600556,00296,19970120NJNDEN,NJN,DEN
0029600557,00296,19970120CLEUTA,CLE,UTA
