gameid,away,home
19901102ORLATL,ORL,ATL
19901102CLEBOS,CLE,BOS
19901102NYKCHH,NYK,CHH
19901102PHICHI,PHI,CHI
19901102GSWDEN,GSW,DEN
19901102MILDET,MIL,DET
19901102NJNIND,NJN,IND
19901102SACLAC,SAC,LAC
19901102WSBMIA,WSB,MIA
19901102DALMIN,DAL,MIN
19901102HOUPOR,HOU,POR
19901102PHOUTA,PHO,UTA
19901103INDATL,IND,ATL
19901103DENDAL,DEN,DAL
19901103CLEDET,CLE,DET
19901103MINMIL,MIN,MIL
19901103BOSNYK,BOS,NYK
19901103CHHORL,CHH,ORL
19901103NJNPHI,NJN,PHI
19901103UTAPHO,UTA,PHO
19901103PORSAC,POR,SAC
19901103LALSAS,LAL,SAS
19901103HOUSEA,HOU,SEA
19901103CHIWSB,CHI,WSB
19901104GSWLAC,GSW,LAC
19901106NJNCHH,NJN,CHH
19901106BOSCHI,BOS,CHI
19901106LACGSW,LAC,GSW
19901106DENHOU,DEN,HOU
19901106MININD,MIN,IND
19901106PORLAL,POR,LAL
19901106MILMIA,MIL,MIA
19901106DALNYK,DAL,NYK
19901106CLEORL,CLE,ORL
19901106ATLSAC,ATL,SAC
19901106DETSEA,DET,SEA
19901107CHHCLE,CHH,CLE
19901107DETLAC,DET,LAC
19901107CHIMIN,CHI,MIN
19901107DALPHI,DAL,PHI
19901107GSWPHO,GSW,PHO
19901107DENSAS,DEN,SAS
19901108ORLHOU,ORL,HOU
19901108PHIMIL,PHI,MIL
19901108MIANJN,MIA,NJN
19901108WSBNYK,WSB,NYK
19901108SASUTA,SAS,UTA
19901109CHIBOS,CHI,BOS
19901109ORLDAL,ORL,DAL
19901109SEADEN,SEA,DEN
19901109ATLGSW,ATL,GSW
19901109CLEIND,CLE,IND
19901109SACLAL,SAC,LAL
19901109CHHMIN,CHH,MIN
19901109DETPOR,DET,POR
19901109MILWSB,MIL,WSB
19901110CHHCHI,CHH,CHI
19901110PHICLE,PHI,CLE
19901110ATLLAC,ATL,LAC
19901110INDMIA,IND,MIA
19901110BOSNJN,BOS,NJN
19901110DENPHO,DEN,PHO
19901110NYKSAC,NYK,SAC
19901110HOUSAS,HOU,SAS
19901110GSWSEA,GSW,SEA
19901111UTAHOU,UTA,HOU
19901111NYKLAL,NYK,LAL
19901111ORLMIN,ORL,MIN
19901111LACPOR,LAC,POR
19901112WSBNJN,WSB,NJN
19901113CLEATL,CLE,ATL
19901113WSBCHH,WSB,CHH
19901113MIADET,MIA,DET
19901113SASGSW,SAS,GSW
19901113MINHOU,MIN,HOU
19901113PHIIND,PHI,IND
19901113PHOLAL,PHO,LAL
19901113BOSMIL,BOS,MIL
19901113DALORL,DAL,ORL
19901113DENPOR,DEN,POR
19901113NYKSEA,NYK,SEA
19901113CHIUTA,CHI,UTA
19901114CHHBOS,CHH,BOS
19901114INDCLE,IND,CLE
19901114PHOLAC,PHO,LAC
19901114DALMIA,DAL,MIA
19901114MILNJN,MIL,NJN
19901114ATLPHI,ATL,PHI
19901115MINDEN,MIN,DEN
19901115CHIGSW,CHI,GSW
19901115LALHOU,LAL,HOU
19901115UTAORL,UTA,ORL
19901115NYKPOR,NYK,POR
19901115SASSAC,SAS,SAC
19901116CHHATL,CHH,ATL
19901116UTABOS,UTA,BOS
19901116MILCLE,MIL,CLE
19901116LALDAL,LAL,DAL
19901116MIAIND,MIA,IND
19901116DETNJN,DET,NJN
19901116WSBPHI,WSB,PHI
19901116LACPHO,LAC,PHO
