gameid,away,home
20031028DALLAL,DAL,LAL
20031028MIAPHI,MIA,PHI
20031028PHOSAS,PHO,SAS
20031029MIABOS,MIA,BOS
20031029WASCHI,WAS,CHI
20031029SASDEN,SAS,DEN
20031029INDDET,IND,DET
20031029DALGSW,DAL,GSW
20031029MILMIN,MIL,MIN
20031029ATLNOH,ATL,NOH
20031029ORLNYK,ORL,NYK
20031029CLESAC,CLE,SAC
20031029NJNTOR,NJN,TOR
20031029PORUTA,POR,UTA
20031030DENHOU,DEN,HOU
20031030NOHORL,NOH,ORL
20031030CLEPHO,CLE,PHO
20031030LACSEA,LAC,SEA
20031031ATLCHI,ATL,CHI
20031031MILIND,MIL,IND
20031031SEALAC,SEA,LAC
20031031BOSMEM,BOS,MEM
20031031DETMIA,DET,MIA
20031031MINNJN,MIN,NJN
20031031PHISAC,PHI,SAC
20031031WASTOR,WAS,TOR
20031101INDATL,IND,ATL
20031101UTADAL,UTA,DAL
20031101SACDEN,SAC,DEN
20031101PHIGSW,PHI,GSW
20031101MEMHOU,MEM,HOU
20031101CHIMIL,CHI,MIL
20031101TORMIN,TOR,MIN
20031101BOSNOH,BOS,NOH
20031101DETORL,DET,ORL
20031101LALPHO,LAL,PHO
20031101CLEPOR,CLE,POR
20031101NYKSAS,NYK,SAS
20031101NJNWAS,NJN,WAS
20031102GSWLAL,GSW,LAL
20031103NOHATL,NOH,ATL
20031103HOUCHI,HOU,CHI
20031103MIADAL,MIA,DAL
20031103SASMEM,SAS,MEM
20031103NYKORL,NYK,ORL
20031103PHIPOR,PHI,POR
20031103MINUTA,MIN,UTA
20031104DENIND,DEN,IND
20031104LALMIL,LAL,MIL
20031104HOUNJN,HOU,NJN
20031104MIASAS,MIA,SAS
20031105DENCLE,DEN,CLE
20031105BOSDET,BOS,DET
20031105ATLGSW,ATL,GSW
20031105SACMIN,SAC,MIN
20031105MILNYK,MIL,NYK
20031105CHIORL,CHI,ORL
20031105NOHPHI,NOH,PHI
20031105MEMPOR,MEM,POR
20031105PHOUTA,PHO,UTA
20031105DALWAS,DAL,WAS
20031106INDNJN,IND,NJN
20031106LALSAS,LAL,SAS
20031106DALTOR,DAL,TOR
20031107NJNBOS,NJN,BOS
20031107PHICHI,PHI,CHI
20031107LACDEN,LAC,DEN
20031107MILDET,MIL,DET
20031107UTAGSW,UTA,GSW
20031107CLEIND,CLE,IND
20031107LALNOH,LAL,NOH
20031107SACNYK,SAC,NYK
20031107MINORL,MIN,ORL
20031107MEMPHO,MEM,PHO
20031107PORSEA,POR,SEA
20031107TORWAS,TOR,WAS
20031108WASCLE,WAS,CLE
20031108ORLHOU,ORL,HOU
20031108MINMIA,MIN,MIA
20031108NYKMIL,NYK,MIL
20031108CHINOH,CHI,NOH
20031108ATLPOR,ATL,POR
20031108DALSAS,DAL,SAS
20031108MEMUTA,MEM,UTA
20031109SACBOS,SAC,BOS
20031109NJNDET,NJN,DET
20031109INDPHI,IND,PHI
20031109ATLSEA,ATL,SEA
20031109DENTOR,DEN,TOR
20031110DENCHI,DEN,CHI
20031110NYKCLE,NYK,CLE
20031110PHOGSW,PHO,GSW
20031110LALMEM,LAL,MEM
20031110UTASAS,UTA,SAS
20031111NOHDAL,NOH,DAL
20031111MIAHOU,MIA,HOU
20031111BOSIND,BOS,IND
20031111ATLLAC,ATL,LAC
20031111SEAMIN,SEA,MIN
20031111TORPOR,TOR,POR
20031111DETSAC,DET,SAC
20031111PHIWAS,PHI,WAS
20031112CHIBOS,CHI,BOS
20031112DETGSW,DET,GSW
20031112TORLAL,TOR,LAL
20031112CLEMIA,CLE,MIA
20031112SEAMIL,SEA,MIL
20031112SASNJN,SAS,NJN
20031112UTANOH,UTA,NOH
20031112MEMORL,MEM,ORL
20031112ATLPHO,ATL,PHO
20031113MINCHI,MIN,CHI
20031113HOUDAL,HOU,DAL
20031113SACPOR,SAC,POR
20031114CLEBOS,CLE,BOS
20031114ORLDEN,ORL,DEN
20031114LACGSW,LAC,GSW
20031114PHOHOU,PHO,HOU
20031114SEAIND,SEA,IND
20031114DETLAL,DET,LAL
20031114WASMIA,WAS,MIA
20031114UTAMIN,UTA,MIN
20031114NYKNJN,NYK,NJN
20031114SASPHI,SAS,PHI
20031114TORSAC,TOR,SAC
20031115NJNATL,NJN,ATL
20031115SEACHI,SEA,CHI
20031115PHICLE,PHI,CLE
20031115ORLLAC,ORL,LAC
