gameid,away,home
20041102SACDAL,SAC,DAL
20041102HOUDET,HOU,DET
20041102DENLAL,DEN,LAL
20041103PHIBOS,PHI,BOS
20041103INDCLE,IND,CLE
20041103PORGSW,POR,GSW
20041103SEALAC,SEA,LAC
20041103WASMEM,WAS,MEM
20041103NYKMIN,NYK,MIN
20041103MIANJN,MIA,NJN
20041103DALNOH,DAL,NOH
20041103MILORL,MIL,ORL
20041103ATLPHO,ATL,PHO
20041103SACSAS,SAC,SAS
20041103HOUTOR,HOU,TOR
20041103LALUTA,LAL,UTA
20041104WASCHA,WAS,CHA
20041104MINDEN,MIN,DEN
20041104CLEMIA,CLE,MIA
20041105INDBOS,IND,BOS
20041105NJNCHI,NJN,CHI
20041105UTAGSW,UTA,GSW
20041105SASLAL,SAS,LAL
20041105HOUMEM,HOU,MEM
20041105ORLNOH,ORL,NOH
20041105PHOPHI,PHO,PHI
20041105LACPOR,LAC,POR
20041105ATLSEA,ATL,SEA
20041105DETTOR,DET,TOR
20041106ORLCHA,ORL,CHA
20041106MEMDAL,MEM,DAL
20041106UTADEN,UTA,DEN
20041106PHIDET,PHI,DET
20041106LACGSW,LAC,GSW
20041106SACHOU,SAC,HOU
20041106CHIIND,CHI,IND
20041106CLEMIL,CLE,MIL
20041106NOHMIN,NOH,MIN
20041106PHONJN,PHO,NJN
20041106BOSNYK,BOS,NYK
20041106MIAWAS,MIA,WAS
20041107ATLLAL,ATL,LAL
20041107SASSEA,SAS,SEA
20041107PORTOR,POR,TOR
20041108GSWDAL,GSW,DAL
20041108DETLAC,DET,LAC
20041108DENUTA,DEN,UTA
20041109CLEATL,CLE,ATL
20041109PHOCHI,PHO,CHI
20041109SEADEN,SEA,DEN
20041109MEMHOU,MEM,HOU
20041109WASMIA,WAS,MIA
20041109INDMIN,IND,MIN
20041109PORNJN,POR,NJN
20041109LALNOH,LAL,NOH
20041109PHINYK,PHI,NYK
20041109DALORL,DAL,ORL
20041109TORSAC,TOR,SAC
20041110PORBOS,POR,BOS
20041110PHOCLE,PHO,CLE
20041110LACIND,LAC,IND
20041110LALMEM,LAL,MEM
20041110CHAMIL,CHA,MIL
20041110NJNPHI,NJN,PHI
20041110GSWSAS,GSW,SAS
20041110SACSEA,SAC,SEA
20041110TORUTA,TOR,UTA
20041110ORLWAS,ORL,WAS
20041111DETDEN,DET,DEN
20041111MINHOU,MIN,HOU
20041111DALMIA,DAL,MIA
20041112CHABOS,CHA,BOS
20041112GSWMEM,GSW,MEM
20041112ATLNOH,ATL,NOH
20041112LACNYK,LAC,NYK
20041112LALORL,LAL,ORL
20041112INDPHI,IND,PHI
20041112MIASAS,MIA,SAS
20041112TORSEA,TOR,SEA
20041113SASATL,SAS,ATL
20041113GSWCHA,GSW,CHA
20041113LACCHI,LAC,CHI
20041113WASCLE,WAS,CLE
20041113LALHOU,LAL,HOU
20041113NYKIND,NYK,IND
20041113NOHMIL,NOH,MIL
20041113DALNJN,DAL,NJN
20041113SACPHO,SAC,PHO
20041113TORPOR,TOR,POR
20041113DETUTA,DET,UTA
20041114MILMIA,MIL,MIA
20041114ORLPHI,ORL,PHI
20041114DENSAC,DEN,SAC
20041114MEMSEA,MEM,SEA
20041114DALWAS,DAL,WAS
20041115GSWCLE,GSW,CLE
20041115HOUNJN,HOU,NJN
20041116HOUATL,HOU,ATL
20041116UTACHA,UTA,CHA
20041116PHODAL,PHO,DAL
20041116TORLAC,TOR,LAC
20041116MIAMIN,MIA,MIN
20041116SEAPHI,SEA,PHI
20041116CHISAC,CHI,SAC
20041116NYKSAS,NYK,SAS
