gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
19881104NYKBOS,,NYK,BOS,NYK,johnny_newman,,41:00,8,20,0,4,3,5,,2,4,6,6,2,3,1,1,,19
19881104NYKBOS,,NYK,BOS,NYK,charles_oakley,,41:00,5,12,0,0,1,1,,1,10,11,3,5,2,2,1,,11
19881104NYKBOS,,NYK,BOS,NYK,gerald_wilkins,,37:00,7,19,3,5,2,2,,5,0,5,2,1,1,0,0,,19
19881104NYKBOS,,NYK,BOS,NYK,mark_jackson,,37:00,7,12,0,0,2,2,,0,3,3,6,6,1,2,0,,16
19881104NYKBOS,,NYK,BOS,NYK,patrick_ewing,,33:00,10,20,0,0,8,9,,1,6,7,1,6,0,2,0,,28
19881104NYKBOS,,NYK,BOS,NYK,trent_tucker,,20:00,2,4,1,1,0,0,,0,1,1,1,1,0,1,0,,5
19881104NYKBOS,,NYK,BOS,NYK,rod_strickland,,18:00,2,6,0,0,1,2,,0,2,2,5,1,1,2,0,,5
19881104NYKBOS,,NYK,BOS,NYK,kenny_walker,,15:00,1,4,0,0,0,0,,1,3,4,0,0,0,1,0,,2
19881104NYKBOS,,NYK,BOS,NYK,eddie_lee_wilkins,,13:00,4,7,0,0,2,6,,3,1,4,0,3,0,3,1,,10
19881104NYKBOS,,NYK,BOS,NYK,sidney_green,,10:00,0,0,0,0,0,0,,0,2,2,0,4,0,1,0,,0
19881104NYKBOS,,NYK,BOS,NYK,total,,265,46,104,4,10,19,27,,13,32,45,24,29,8,15,3,,115
19881104NYKBOS,,NYK,BOS,BOS,larry_bird,,47:00,12,23,0,0,5,5,,0,5,5,5,4,2,1,4,,29
19881104NYKBOS,,NYK,BOS,BOS,robert_parish,,40:00,7,18,0,0,7,9,,8,14,22,2,5,1,6,3,,21
19881104NYKBOS,,NYK,BOS,BOS,kevin_mchale,,38:00,11,21,0,0,3,6,,3,4,7,6,2,0,3,1,,25
19881104NYKBOS,,NYK,BOS,BOS,dennis_johnson,,35:00,5,5,0,0,2,3,,1,3,4,9,4,0,2,0,,12
19881104NYKBOS,,NYK,BOS,BOS,danny_ainge,,25:00,4,8,2,3,1,2,,0,5,5,1,0,0,4,0,,11
19881104NYKBOS,,NYK,BOS,BOS,brian_shaw,,27:00,3,7,0,0,1,2,,1,5,6,8,0,0,2,1,,7
19881104NYKBOS,,NYK,BOS,BOS,jim_paxson,,18:00,3,6,0,0,2,2,,0,1,1,1,1,1,0,0,,8
19881104NYKBOS,,NYK,BOS,BOS,reggie_lewis,,13:00,1,8,0,1,0,0,,1,0,1,1,2,0,0,0,,2
19881104NYKBOS,,NYK,BOS,BOS,mark_acres,,12:00,2,2,0,0,0,2,,1,1,2,0,4,0,0,0,,4
19881104NYKBOS,,NYK,BOS,BOS,brad_lohaus,,9:00,1,1,0,0,1,2,,0,0,0,1,0,1,1,0,,3
19881104NYKBOS,,NYK,BOS,BOS,ron_grandison,,1:00,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
19881104NYKBOS,,NYK,BOS,BOS,total,,265,49,99,2,4,22,33,,15,38,53,34,22,5,19,9,,122
19881104CLECHH,,CLE,CHH,CLE,ron_harper,,31:00,10,17,0,1,2,4,,0,4,4,5,2,5,1,0,,22
19881104CLECHH,,CLE,CHH,CLE,mark_price,,30:00,6,11,0,0,1,1,,0,2,2,10,2,0,4,0,,13
19881104CLECHH,,CLE,CHH,CLE,brad_daugherty,,29:00,7,13,0,0,6,8,,0,8,8,4,3,2,6,1,,20
19881104CLECHH,,CLE,CHH,CLE,larry_nance,,25:00,6,11,0,0,4,6,,1,6,7,1,2,0,0,2,,16
19881104CLECHH,,CLE,CHH,CLE,mike_sanders,,24:00,4,5,0,0,0,0,,2,1,3,3,1,3,0,0,,8
19881104CLECHH,,CLE,CHH,CLE,craig_ehlo,,25:00,5,7,1,1,1,2,,4,2,6,3,3,2,0,0,,12
19881104CLECHH,,CLE,CHH,CLE,darnell_valentine,,23:00,5,7,0,0,3,3,,1,2,3,5,1,3,2,0,,13
19881104CLECHH,,CLE,CHH,CLE,chris_dudley,,16:00,2,3,0,0,1,4,,3,6,9,1,2,0,2,0,,5
19881104CLECHH,,CLE,CHH,CLE,randolph_keys,,12:00,4,6,0,0,3,3,,0,0,0,0,3,0,0,0,,11
19881104CLECHH,,CLE,CHH,CLE,hot_rod_williams,,12:00,2,3,0,0,0,0,,0,4,4,0,4,0,2,0,,4
19881104CLECHH,,CLE,CHH,CLE,tree_rollins,,8:00,3,6,0,0,1,1,,2,3,5,1,1,1,3,0,,7
19881104CLECHH,,CLE,CHH,CLE,phil_hubbard,,5:00,0,3,0,0,2,2,,1,2,3,0,0,0,0,0,,2
19881104CLECHH,,CLE,CHH,CLE,total,,240,54,92,1,2,24,34,,14,40,54,33,24,16,20,3,,133
19881104CLECHH,,CLE,CHH,CHH,kelly_tripucka,,35:00,7,13,0,0,2,2,,0,3,3,4,2,1,8,0,,16
19881104CLECHH,,CLE,CHH,CHH,kurt_rambis,,32:00,7,9,0,0,2,2,,1,5,6,0,2,1,2,0,,16
19881104CLECHH,,CLE,CHH,CHH,dave_hoppen,,28:00,4,6,0,0,0,0,,0,4,4,0,4,0,2,0,,8
19881104CLECHH,,CLE,CHH,CHH,robert_reid,,25:00,5,12,0,0,0,4,,0,2,2,2,3,0,3,0,,10
19881104CLECHH,,CLE,CHH,CHH,rickey_green,,8:00,0,3,0,0,0,0,,0,0,0,4,1,1,1,0,,0
19881104CLECHH,,CLE,CHH,CHH,mike_holton,,25:00,2,8,0,0,1,2,,0,3,3,4,3,1,2,1,,5
19881104CLECHH,,CLE,CHH,CHH,rex_chapman,,24:00,5,15,0,0,4,6,,3,1,4,2,1,3,1,0,,14
19881104CLECHH,,CLE,CHH,CHH,muggsy_bogues,,20:00,2,4,0,0,2,2,,0,1,1,6,2,1,4,0,,6
19881104CLECHH,,CLE,CHH,CHH,brian_rowsom,,19:00,3,8,0,0,2,2,,1,3,4,1,1,0,0,0,,8
19881104CLECHH,,CLE,CHH,CHH,tim_kempton,,13:00,4,6,0,0,0,0,,1,2,3,2,3,0,1,0,,8
19881104CLECHH,,CLE,CHH,CHH,earl_cureton,,7:00,0,1,0,0,0,0,,1,0,1,1,1,0,0,0,,0
19881104CLECHH,,CLE,CHH,CHH,tom_tolbert,,4:00,1,1,0,0,0,0,,0,0,0,1,2,0,0,0,,2
19881104CLECHH,,CLE,CHH,CHH,total,,240,40,86,0,0,13,20,,7,24,31,27,25,8,24,1,,93
19881104DETCHI,,DET,CHI,DET,isiah_thomas,,39:00,3,6,0,1,7,8,,0,2,2,14,3,2,4,0,,13
