gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
20001031CHHATL,20001031,CHH,ATL,CHH,28,22,33,23,,,,106
20001031CHHATL,20001031,CHH,ATL,ATL,13,34,15,20,,,,82
20001031SACCHI,20001031,SAC,CHI,SAC,25,21,23,31,,,,100
20001031SACCHI,20001031,SAC,CHI,CHI,19,23,22,17,,,,81
20001031MILDAL,20001031,MIL,DAL,MIL,21,25,27,20,,,,93
20001031MILDAL,20001031,MIL,DAL,DAL,30,23,28,16,,,,97
20001031PHOGSW,20001031,PHO,GSW,PHO,23,33,23,15,,,,94
20001031PHOGSW,20001031,PHO,GSW,GSW,34,15,24,23,,,,96
20001031MINHOU,20001031,MIN,HOU,MIN,35,30,19,22,,,,106
20001031MINHOU,20001031,MIN,HOU,HOU,25,19,23,31,,,,98
20001031CLENJN,20001031,CLE,NJN,CLE,18,26,18,24,,,,86
20001031CLENJN,20001031,CLE,NJN,NJN,25,19,18,20,,,,82
20001031PHINYK,20001031,PHI,NYK,PHI,26,25,29,21,,,,101
20001031PHINYK,20001031,PHI,NYK,NYK,23,18,13,18,,,,72
20001031WASORL,20001031,WAS,ORL,WAS,22,27,19,18,,,,86
20001031WASORL,20001031,WAS,ORL,ORL,31,23,17,26,,,,97
20001031LALPOR,20001031,LAL,POR,LAL,27,26,14,29,,,,96
20001031LALPOR,20001031,LAL,POR,POR,22,22,23,19,,,,86
20001031INDSAS,20001031,IND,SAS,IND,12,29,19,25,,,,85
20001031INDSAS,20001031,IND,SAS,SAS,24,27,23,24,,,,98
20001031DETTOR,20001031,DET,TOR,DET,27,29,29,19,,,,104
20001031DETTOR,20001031,DET,TOR,TOR,24,22,24,25,,,,95
20001031LACUTA,20001031,LAC,UTA,LAC,19,27,21,27,,,,94
20001031LACUTA,20001031,LAC,UTA,UTA,22,28,34,23,,,,107
20001031SEAVAN,20001031,SEA,VAN,SEA,18,18,28,24,,,,88
20001031SEAVAN,20001031,SEA,VAN,VAN,34,22,9,29,,,,94
20001101DETBOS,20001101,DET,BOS,DET,19,21,22,21,,,,83
20001101DETBOS,20001101,DET,BOS,BOS,29,27,18,29,,,,103
20001101WASCHH,20001101,WAS,CHH,WAS,32,19,17,27,,,,95
20001101WASCHH,20001101,WAS,CHH,CHH,21,21,14,21,,,,77
20001101SACCLE,20001101,SAC,CLE,SAC,23,23,16,26,8,4,,100
20001101SACCLE,20001101,SAC,CLE,CLE,27,23,19,19,8,6,,102
20001101UTALAL,20001101,UTA,LAL,UTA,24,20,21,32,,,,97
20001101UTALAL,20001101,UTA,LAL,LAL,16,15,25,36,,,,92
20001101ORLMIA,20001101,ORL,MIA,ORL,14,21,18,26,,,,79
20001101ORLMIA,20001101,ORL,MIA,MIA,37,22,25,21,,,,105
20001101TORPHI,20001101,TOR,PHI,TOR,31,22,20,25,,,,98
