gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20121030WASCLE,,WAS,CLE,WAS,aj_price,,29:24,2,13,2,9,1,1,,1,1,2,6,1,0,1,0,,7
20121030WASCLE,,WAS,CLE,WAS,emeka_okafor,,24:35,4,10,0,0,2,4,,5,2,7,0,1,0,1,4,,10
20121030WASCLE,,WAS,CLE,WAS,trevor_ariza,,24:35,3,8,2,4,1,2,,1,2,3,4,0,3,0,2,,9
20121030WASCLE,,WAS,CLE,WAS,bradley_beal,,21:33,2,8,2,4,2,2,,0,3,3,3,1,1,2,0,,8
20121030WASCLE,,WAS,CLE,WAS,trevor_booker,,16:45,2,9,0,1,0,0,,1,0,1,1,4,1,4,1,,4
20121030WASCLE,,WAS,CLE,WAS,jordan_crawford,,28:42,4,13,0,6,3,4,,1,2,3,5,1,1,1,1,,11
20121030WASCLE,,WAS,CLE,WAS,martell_webster,,23:25,4,6,1,3,0,0,,0,3,3,1,1,2,0,0,,9
20121030WASCLE,,WAS,CLE,WAS,jan_vesely,,21:14,3,4,0,0,1,4,,3,1,4,1,3,0,1,1,,7
20121030WASCLE,,WAS,CLE,WAS,chris_singleton,,17:11,2,7,0,1,0,0,,2,2,4,2,2,2,1,0,,4
20121030WASCLE,,WAS,CLE,WAS,jannero_pargo,,16:21,2,6,1,4,2,2,,0,1,1,3,3,0,1,0,,7
20121030WASCLE,,WAS,CLE,WAS,earl_barron,,16:15,4,6,0,0,0,1,,4,4,8,0,2,1,0,1,,8
20121030WASCLE,,WAS,CLE,WAS,total,,240,32,90,8,32,12,20,,18,21,39,26,19,11,12,10,,84
20121030WASCLE,,WAS,CLE,CLE,anderson_varejao,,37:22,3,7,0,0,3,3,,12,11,23,9,4,0,1,2,,9
20121030WASCLE,,WAS,CLE,CLE,kyrie_irving,,34:34,11,20,3,6,4,5,,0,6,6,3,4,0,4,1,,29
