gameid,away,home
19801010CLEBOS,CLE,BOS
19801010SASDEN,SAS,DEN
19801010WSBDET,WSB,DET
19801010INDNJN,IND,NJN
19801010MILPHI,MIL,PHI
19801010GSWPHO,GSW,PHO
19801010HOUSDC,HOU,SDC
19801010LALSEA,LAL,SEA
19801010PORUTA,POR,UTA
19801011CHIATL,CHI,ATL
19801011NJNCLE,NJN,CLE
19801011SASDAL,SAS,DAL
19801011SDCGSW,SDC,GSW
19801011DETIND,DET,IND
19801011UTAKCK,UTA,KCK
19801011MILNYK,MIL,NYK
19801011PHIWSB,PHI,WSB
19801012UTADEN,UTA,DEN
19801012HOULAL,HOU,LAL
19801012KCKPHO,KCK,PHO
19801012SEAPOR,SEA,POR
19801013DETNJN,DET,NJN
19801014BOSATL,BOS,ATL
19801014DETCLE,DET,CLE
19801014SEADAL,SEA,DAL
19801014PHINYK,PHI,NYK
19801014KCKSAS,KCK,SAS
19801015DALDEN,DAL,DEN
19801015PORGSW,POR,GSW
19801015SEAHOU,SEA,HOU
19801015CHIIND,CHI,IND
19801015LALKCK,LAL,KCK
19801015PHINJN,PHI,NJN
19801015PHOUTA,PHO,UTA
19801016WSBCLE,WSB,CLE
19801016SASDET,SAS,DET
19801016BOSMIL,BOS,MIL
19801017NYKATL,NYK,ATL
19801017CLECHI,CLE,CHI
19801017KCKDAL,KCK,DAL
19801017PHOLAL,PHO,LAL
19801017HOUPOR,HOU,POR
19801017DENSDC,DEN,SDC
19801017NJNWSB,NJN,WSB
19801018NJNCHI,NJN,CHI
19801018MILCLE,MIL,CLE
19801018ATLDET,ATL,DET
19801018HOUGSW,HOU,GSW
19801018BOSIND,BOS,IND
19801018SEAKCK,SEA,KCK
19801018WSBPHI,WSB,PHI
19801018DALSAS,DAL,SAS
19801018DENUTA,DEN,UTA
19801019GSWLAL,GSW,LAL
19801019NJNMIL,NJN,MIL
19801019PHOSDC,PHO,SDC
19801020SEAUTA,SEA,UTA
19801021INDATL,IND,ATL
19801021HOUDEN,HOU,DEN
19801021GSWKCK,GSW,KCK
19801021CLEMIL,CLE,MIL
19801021CHINYK,CHI,NYK
19801021DALPHO,DAL,PHO
19801021LALPOR,LAL,POR
19801021SDCSAS,SDC,SAS
19801022PHIDET,PHI,DET
19801022MILIND,MIL,IND
