gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
19951103INDATL,19951103,IND,ATL,IND,23,33,20,35,,,,111
19951103INDATL,19951103,IND,ATL,ATL,29,22,25,30,,,,106
19951103MILBOS,19951103,MIL,BOS,MIL,26,31,24,20,,,,101
19951103MILBOS,19951103,MIL,BOS,BOS,35,15,24,26,,,,100
19951103CHHCHI,19951103,CHH,CHI,CHH,27,21,18,25,,,,91
19951103CHHCHI,19951103,CHH,CHI,CHI,26,14,40,25,,,,105
19951103NYKDET,19951103,NYK,DET,NYK,33,29,20,24,,,,106
19951103NYKDET,19951103,NYK,DET,DET,26,23,27,24,,,,100
19951103GSWHOU,19951103,GSW,HOU,GSW,16,34,20,22,,,,92
19951103GSWHOU,19951103,GSW,HOU,HOU,25,27,26,32,,,,110
19951103PHOLAC,19951103,PHO,LAC,PHO,32,21,19,34,,,,106
19951103PHOLAC,19951103,PHO,LAC,LAC,19,31,25,37,,,,112
19951103DENLAL,19951103,DEN,LAL,DEN,20,25,23,28,,,,96
19951103DENLAL,19951103,DEN,LAL,LAL,27,31,20,20,,,,98
19951103CLEORL,19951103,CLE,ORL,CLE,23,17,21,27,,,,88
19951103CLEORL,19951103,CLE,ORL,ORL,22,29,19,29,,,,99
19951103WSBPHI,19951103,WSB,PHI,WSB,24,31,21,27,,,,103
19951103WSBPHI,19951103,WSB,PHI,PHI,32,23,24,26,,,,105
19951103VANPOR,19951103,VAN,POR,VAN,19,22,20,31,,,,92
19951103VANPOR,19951103,VAN,POR,POR,17,22,22,19,,,,80
19951103MINSAC,19951103,MIN,SAC,MIN,21,19,22,24,,,,86
19951103MINSAC,19951103,MIN,SAC,SAC,22,21,26,26,,,,95
19951103DALSAS,19951103,DAL,SAS,DAL,18,18,42,25,,,,103
19951103DALSAS,19951103,DAL,SAS,SAS,24,26,18,29,,,,97
19951103NJNTOR,19951103,NJN,TOR,NJN,17,16,20,26,,,,79
19951103NJNTOR,19951103,NJN,TOR,TOR,21,25,20,28,,,,94
19951103SEAUTA,19951103,SEA,UTA,SEA,26,17,21,30,,,,94
19951103SEAUTA,19951103,SEA,UTA,UTA,24,37,22,29,,,,112
19951104ORLATL,19951104,ORL,ATL,ORL,26,19,16,30,,,,91
19951104ORLATL,19951104,ORL,ATL,ATL,19,29,44,32,,,,124
19951104PHICHH,19951104,PHI,CHH,PHI,21,28,35,24,,,,108
19951104PHICHH,19951104,PHI,CHH,CHH,28,20,36,35,,,,119
19951104BOSCHI,19951104,BOS,CHI,BOS,12,28,19,26,,,,85
19951104BOSCHI,19951104,BOS,CHI,CHI,25,21,35,26,,,,107
19951104GSWDAL,19951104,GSW,DAL,GSW,22,19,22,21,,,,84
19951104GSWDAL,19951104,GSW,DAL,DAL,23,33,21,22,,,,99
19951104SASDEN,19951104,SAS,DEN,SAS,35,30,25,26,,,,116
19951104SASDEN,19951104,SAS,DEN,DEN,33,34,19,22,,,,108
19951104TORIND,19951104,TOR,IND,TOR,17,21,33,18,,,,89
19951104TORIND,19951104,TOR,IND,IND,34,26,13,24,,,,97
19951104CLEMIA,19951104,CLE,MIA,CLE,19,28,13,11,,,,71
19951104CLEMIA,19951104,CLE,MIA,MIA,28,26,18,13,,,,85
19951104NYKMIL,19951104,NYK,MIL,NYK,23,23,16,22,,,,84
19951104NYKMIL,19951104,NYK,MIL,MIL,20,19,19,13,,,,71
19951104LALSEA,19951104,LAL,SEA,LAL,26,16,23,24,,,,89
19951104LALSEA,19951104,LAL,SEA,SEA,27,22,29,25,,,,103
19951104DETWSB,19951104,DET,WSB,DET,26,31,16,16,,,,89
19951104DETWSB,19951104,DET,WSB,WSB,32,16,30,22,,,,100
19951105HOUPHO,19951105,HOU,PHO,HOU,22,29,31,24,,,,106
19951105HOUPHO,19951105,HOU,PHO,PHO,22,30,31,21,,,,104
19951105UTAPOR,19951105,UTA,POR,UTA,23,31,22,29,,,,105
19951105UTAPOR,19951105,UTA,POR,POR,29,20,26,34,,,,109
19951105LACSAC,19951105,LAC,SAC,LAC,23,17,27,15,,,,82
19951105LACSAC,19951105,LAC,SAC,SAC,24,29,17,29,,,,99
19951105MINVAN,19951105,MIN,VAN,MIN,27,26,23,12,10,,,98
19951105MINVAN,19951105,MIN,VAN,VAN,26,16,20,26,12,,,100
19951106WSBORL,19951106,WSB,ORL,WSB,27,24,33,11,,,,95
19951106WSBORL,19951106,WSB,ORL,ORL,22,28,31,24,,,,105
19951106ATLUTA,19951106,ATL,UTA,ATL,27,22,21,26,,,,96
19951106ATLUTA,19951106,ATL,UTA,UTA,29,26,28,22,,,,105
19951107DETCHH,19951107,DET,CHH,DET,30,22,17,27,,,,96
19951107DETCHH,19951107,DET,CHH,CHH,24,22,28,34,,,,108
19951107TORCHI,19951107,TOR,CHI,TOR,30,32,25,21,,,,108
19951107TORCHI,19951107,TOR,CHI,CHI,30,29,30,28,,,,117
19951107INDCLE,19951107,IND,CLE,IND,26,34,22,22,,,,104
19951107INDCLE,19951107,IND,CLE,CLE,33,24,21,23,,,,101
19951107VANDAL,19951107,VAN,DAL,VAN,21,20,17,30,,,,88
19951107VANDAL,19951107,VAN,DAL,DAL,27,27,23,22,,,,99
19951107DENGSW,19951107,DEN,GSW,DEN,24,22,19,28,,,,93
19951107DENGSW,19951107,DEN,GSW,GSW,20,25,22,31,,,,98
19951107MILHOU,19951107,MIL,HOU,MIL,26,26,18,19,,,,89
19951107MILHOU,19951107,MIL,HOU,HOU,32,24,21,29,,,,106
19951107LALMIN,19951107,LAL,MIN,LAL,26,25,17,24,,,,92
19951107LALMIN,19951107,LAL,MIN,MIN,25,21,28,19,,,,93
19951107PORNJN,19951107,POR,NJN,POR,20,19,17,28,,,,84
19951107PORNJN,19951107,POR,NJN,NJN,27,28,22,27,,,,104
19951107PHONYK,19951107,PHO,NYK,PHO,25,24,21,32,,,,102
19951107PHONYK,19951107,PHO,NYK,NYK,26,33,21,14,,,,94
19951107SACPHI,19951107,SAC,PHI,SAC,28,40,20,21,,,,109
19951107SACPHI,19951107,SAC,PHI,PHI,33,25,20,28,,,,106
19951107LACSEA,19951107,LAC,SEA,LAC,23,25,31,29,,,,108
19951107LACSEA,19951107,LAC,SEA,SEA,24,38,32,33,,,,127
19951108PHOBOS,19951108,PHO,BOS,PHO,39,18,31,21,,,,109
19951108PHOBOS,19951108,PHO,BOS,BOS,33,29,22,29,,,,113
19951108SEADEN,19951108,SEA,DEN,SEA,31,29,30,32,,,,122
19951108SEADEN,19951108,SEA,DEN,DEN,35,26,29,27,,,,117
19951108PORDET,19951108,POR,DET,POR,25,24,15,27,9,,,100
19951108PORDET,19951108,POR,DET,DET,30,20,20,21,16,,,107
19951108ATLLAC,19951108,ATL,LAC,ATL,21,26,27,26,,,,100
19951108ATLLAC,19951108,ATL,LAC,LAC,25,30,12,25,,,,92
19951108HOUMIA,19951108,HOU,MIA,HOU,21,18,26,17,,,,82
19951108HOUMIA,19951108,HOU,MIA,MIA,23,20,29,17,,,,89
19951108NJNORL,19951108,NJN,ORL,NJN,27,27,22,22,8,5,11,122
