gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20041102SACDAL,,SAC,DAL,SAC,peja_stojakovic,,39:00,3,15,0,7,6,6,,2,3,5,3,1,2,3,1,,12
20041102SACDAL,,SAC,DAL,SAC,brad_miller,,38:00,8,14,0,0,8,8,,4,2,6,1,5,3,1,2,,24
20041102SACDAL,,SAC,DAL,SAC,chris_webber,,35:00,10,17,0,0,1,5,,3,7,10,1,2,0,3,0,,21
20041102SACDAL,,SAC,DAL,SAC,mike_bibby,,28:00,2,8,1,2,3,4,,1,4,5,6,2,1,3,1,,8
20041102SACDAL,,SAC,DAL,SAC,maurice_evans,,21:00,1,4,0,1,0,0,,1,1,2,2,2,0,1,1,,2
20041102SACDAL,,SAC,DAL,SAC,matt_barnes,,30:00,7,11,2,3,1,2,,4,5,9,4,2,1,2,1,,17
20041102SACDAL,,SAC,DAL,SAC,bobby_jackson,,20:00,4,12,0,4,3,3,,3,1,4,3,3,2,1,0,,11
20041102SACDAL,,SAC,DAL,SAC,darius_songaila,,13:00,1,4,0,0,0,0,,0,1,1,1,0,0,0,0,,2
20041102SACDAL,,SAC,DAL,SAC,greg_ostertag,,10:00,0,1,0,0,0,0,,0,1,1,0,1,0,0,0,,0
20041102SACDAL,,SAC,DAL,SAC,kevin_martin,,6:00,0,1,0,0,1,2,,0,0,0,0,1,0,1,0,,1
20041102SACDAL,,SAC,DAL,SAC,total,,240,36,87,3,17,23,30,,18,25,43,21,19,9,15,6,,98
20041102SACDAL,,SAC,DAL,DAL,dirk_nowitzki,,43:00,12,19,2,2,7,8,,1,9,10,5,3,2,3,2,,33
20041102SACDAL,,SAC,DAL,DAL,michael_finley,,36:00,7,12,2,4,2,2,,0,6,6,3,2,1,4,1,,18
20041102SACDAL,,SAC,DAL,DAL,erick_dampier,,34:00,3,8,0,0,5,6,,1,4,5,1,3,2,1,2,,11
20041102SACDAL,,SAC,DAL,DAL,devin_harris,,30:00,2,7,2,5,2,2,,1,0,1,7,3,2,1,0,,8
