gameid,gameid_num,away,home,tm,line,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20150328GSWMIL,0021401089,GSW,MIL,GSW,-200,leandro_barbosa,,13:48,1,2,0,0,0,0,+8,0,3,3,1,1,1,1,0,0,2
20150328GSWMIL,0021401089,GSW,MIL,GSW,-200,festus_ezeli,,02:59,0,0,0,0,0,0,-2,1,0,1,1,0,0,1,0,0,0
20150328GSWMIL,0021401089,GSW,MIL,GSW,-200,total,,240,42,82,12,25,12,14,,7,38,45,27,23,7,22,8,5,108
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,giannis_antetokounmpo,F,29:59,4,6,0,0,4,6,-10,1,2,3,1,3,1,2,0,1,12
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,ersan_ilyasova,F,23:24,1,10,0,5,6,6,0,1,6,7,1,1,1,0,0,1,8
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,zaza_pachulia,C,22:50,5,11,0,0,2,2,-7,1,2,3,1,1,0,1,1,1,12
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,khris_middleton,G,27:24,5,14,0,3,4,4,-9,1,1,2,3,0,2,2,0,1,14
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,michael_carter-williams,G,21:31,3,9,0,0,2,2,-11,1,0,1,3,3,2,3,0,0,8
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,jerryd_bayless,,26:51,2,8,0,1,3,3,-4,1,5,6,5,2,2,2,0,0,7
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,john_henson,,20:07,3,9,0,0,2,4,+1,7,3,10,0,3,1,1,4,2,8
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,oj_mayo,,20:14,2,6,1,3,3,3,-7,0,2,2,5,3,1,1,0,0,8
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,jared_dudley,,24:36,6,10,1,3,0,0,-13,2,3,5,0,2,2,2,0,1,13
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,miles_plumlee,,05:03,0,0,0,0,0,0,-7,0,1,1,1,0,0,0,0,0,0
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,tyler_ennis,,18:01,2,4,0,0,1,2,+2,0,2,2,4,2,2,1,0,1,5
20150328GSWMIL,0021401089,GSW,MIL,MIL,170,total,,240,33,87,2,15,27,32,,15,27,42,24,20,14,15,5,8,95
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,kyle_singler,F,24:26,0,3,0,0,0,0,-7,0,4,4,0,3,1,1,0,2,0
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,enes_kanter,F,34:29,7,13,0,0,4,6,-7,4,7,11,1,5,0,4,2,0,18
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,steven_adams,C,23:04,2,6,0,0,1,5,+2,5,9,14,2,4,1,1,1,1,5
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,dion_waiters,G,24:07,1,4,0,0,1,3,-11,0,2,2,2,1,1,2,0,0,3
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,russell_westbrook,G,40:48,12,29,3,9,10,12,0,1,7,8,6,4,0,9,0,4,37
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,mitch_mcgary,,16:02,4,5,0,0,0,0,+3,0,1,1,0,5,0,2,0,1,8
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,dj_augustin,,28:34,2,6,1,4,1,2,+2,0,3,3,1,0,0,1,0,0,6
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,perry_jones,,10:18,0,1,0,0,0,0,+5,0,1,1,0,0,2,1,0,0,0
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,anthony_morrow,,28:35,3,5,2,3,4,4,-1,0,4,4,2,5,0,2,1,0,12
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,steve_novak,,09:37,0,1,0,0,0,0,-11,0,0,0,0,2,0,0,0,0,0
20150328OKCUTA,0021401090,OKC,UTA,OKC,210,total,,240,31,73,6,16,21,32,,10,38,48,14,29,5,23,4,8,89
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,gordon_hayward,F,38:28,4,16,0,6,9,12,-1,1,4,5,5,3,2,4,2,0,17
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,trevor_booker,F,32:41,4,9,1,1,3,5,-2,2,1,3,0,5,1,0,0,0,12
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,rudy_gobert,C,41:00,3,6,0,0,7,10,+6,7,8,15,1,5,3,0,4,2,13
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,rodney_hood,G,28:41,3,8,1,4,0,1,+1,0,3,3,0,2,1,1,1,0,7
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,dante_exum,G,18:44,2,8,2,5,0,0,+4,0,1,1,0,4,0,2,0,0,6
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,trey_burke,,33:02,8,23,1,8,5,7,+5,1,5,6,4,3,4,2,0,1,22
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,jack_cooley,,04:24,1,1,0,0,0,0,-6,1,1,2,0,2,0,1,0,0,2
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,elijah_millsap,,05:56,0,2,0,1,0,0,-4,0,0,0,0,1,1,0,1,1,0
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,joe_ingles,,15:03,3,4,0,1,0,0,+7,1,0,1,2,2,1,1,0,0,6
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,christapher_johnson,,14:44,2,5,1,3,0,0,+8,1,2,3,0,2,1,0,0,0,5
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,jeremy_evans,,07:17,2,2,0,0,0,0,+7,2,1,3,0,0,0,0,0,0,4
20150328OKCUTA,0021401090,OKC,UTA,UTA,-250,total,,240,32,84,6,29,24,35,,16,26,42,12,29,14,11,8,4,94
20150328DENPOR,0021401091,DEN,POR,DEN,350,wilson_chandler,F,39:19,5,12,1,5,2,2,0,0,8,8,5,3,2,1,0,0,13
20150328DENPOR,0021401091,DEN,POR,DEN,350,jj_hickson,F,26:26,4,9,0,0,1,2,-8,4,4,8,2,1,3,2,0,1,9
20150328DENPOR,0021401091,DEN,POR,DEN,350,kenneth_faried,C,25:39,3,10,0,0,8,9,+2,6,4,10,0,4,1,1,0,1,14
20150328DENPOR,0021401091,DEN,POR,DEN,350,randy_foye,G,22:59,6,11,4,8,1,1,-2,0,0,0,1,1,1,2,0,0,17
20150328DENPOR,0021401091,DEN,POR,DEN,350,ty_lawson,G,34:34,3,11,0,0,7,8,+1,0,1,1,7,0,1,3,0,0,13
20150328DENPOR,0021401091,DEN,POR,DEN,350,joffrey_lauvergne,,11:07,1,5,0,0,0,0,-16,0,2,2,1,2,0,0,0,2,2
20150328DENPOR,0021401091,DEN,POR,DEN,350,will_barton,,24:54,6,8,0,1,0,0,-4,0,7,7,3,3,1,1,1,1,12
20150328DENPOR,0021401091,DEN,POR,DEN,350,jusuf_nurkic,,19:14,5,5,0,0,0,0,-1,0,1,1,0,3,1,0,0,0,10
20150328DENPOR,0021401091,DEN,POR,DEN,350,jameer_nelson,,25:03,9,18,4,8,0,0,+2,1,1,2,5,2,1,1,0,0,22
20150328DENPOR,0021401091,DEN,POR,DEN,350,gary_harris,,10:32,1,2,0,1,0,0,-2,0,0,0,0,1,1,0,0,0,2
20150328DENPOR,0021401091,DEN,POR,DEN,350,erick_green,,00:14,0,1,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0
20150328DENPOR,0021401091,DEN,POR,DEN,350,total,,240,43,92,9,24,19,22,,11,28,39,24,20,12,11,1,5,114
20150328DENPOR,0021401091,DEN,POR,POR,-450,nicolas_batum,F,37:21,6,8,3,5,0,0,-2,0,2,2,7,1,2,1,0,0,15
20150328DENPOR,0021401091,DEN,POR,POR,-450,lamarcus_aldridge,F,34:36,13,20,1,2,5,6,+15,0,11,11,2,1,0,2,0,0,32
20150328DENPOR,0021401091,DEN,POR,POR,-450,robin_lopez,C,29:44,3,6,0,0,6,6,+2,3,5,8,1,2,0,1,2,0,12
20150328DENPOR,0021401091,DEN,POR,POR,-450,arron_afflalo,G,29:20,8,11,1,1,4,4,+12,0,5,5,0,4,2,4,0,0,21
20150328DENPOR,0021401091,DEN,POR,POR,-450,damian_lillard,G,29:34,4,11,0,3,0,0,+5,0,3,3,10,4,1,3,0,0,8
20150328DENPOR,0021401091,DEN,POR,POR,-450,cj_mccollum,,19:06,4,6,1,2,0,0,-10,0,2,2,0,0,1,0,0,0,9
20150328DENPOR,0021401091,DEN,POR,POR,-450,dorell_wright,,19:52,1,5,0,1,1,2,+7,1,2,3,2,3,0,0,1,0,3
20150328DENPOR,0021401091,DEN,POR,POR,-450,chris_kaman,,17:11,7,12,0,0,0,0,+3,4,5,9,2,2,0,3,2,1,14
20150328DENPOR,0021401091,DEN,POR,POR,-450,steve_blake,,18:00,2,5,2,4,0,0,+5,0,1,1,5,0,2,2,0,0,6
20150328DENPOR,0021401091,DEN,POR,POR,-450,joel_freeland,,05:16,0,1,0,0,0,0,-7,0,1,1,0,1,0,0,0,0,0
20150328DENPOR,0021401091,DEN,POR,POR,-450,total,,240,48,85,8,18,16,18,,8,37,45,29,18,8,16,5,1,120
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,jerami_grant,F,21:35,0,4,0,2,2,4,-6,0,2,2,0,2,0,2,0,0,2
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,nerlens_noel,F,34:16,4,12,0,0,0,0,+4,1,10,11,3,4,2,2,0,0,8
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,furkan_aldemir,C,26:33,5,6,0,1,1,2,+5,7,3,10,0,2,1,0,0,0,11
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,robert_covington,G,31:13,7,13,5,9,0,2,+4,0,4,4,1,5,1,1,0,1,19
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,ish_smith,G,30:30,5,16,0,4,1,1,-3,1,4,5,7,0,1,4,0,0,11
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,luc_mbah_a_moute,,25:23,2,8,1,3,3,4,-1,0,4,4,1,0,3,0,0,1,8
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,jakarr_sampson,,16:48,4,7,1,2,0,0,-5,0,3,3,1,1,0,0,0,0,9
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,hollis_thompson,,23:43,3,5,1,2,0,0,0,0,3,3,0,2,2,0,0,0,7
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,isaiah_canaan,,17:29,3,11,2,7,0,0,+2,0,1,1,5,2,1,3,0,0,8
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,henry_sims,,12:30,1,2,0,0,1,2,-5,2,0,2,0,3,0,1,0,0,3
20150329PHICLE,0021401092,PHI,CLE,PHI,1800,total,,240,34,84,10,30,8,15,,11,34,45,18,21,11,13,0,2,86
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,lebron_james,F,37:53,8,24,1,4,3,6,-4,2,9,11,6,0,0,5,1,0,20
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,kevin_love,F,30:58,4,10,2,5,0,1,+11,3,7,10,1,1,2,2,1,0,10
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,timofey_mozgov,C,32:30,6,9,0,0,2,2,-4,5,5,10,1,4,0,2,0,0,14
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,jr_smith,G,37:25,3,8,3,7,0,0,-1,1,2,3,2,1,0,0,0,0,9
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,kyrie_irving,G,38:15,7,18,1,2,2,3,+3,0,3,3,4,1,2,5,0,0,17
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,iman_shumpert,,10:58,2,7,2,2,3,4,+6,0,1,1,0,0,3,0,0,0,9
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,tristan_t_thompson,,19:42,2,5,0,0,2,2,0,4,5,9,0,1,0,1,0,0,6
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,matthew_dellavedova,,20:09,0,2,0,2,0,0,-1,1,2,3,2,2,0,0,0,0,0
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,james_jones,,05:52,0,1,0,1,0,0,-4,0,0,0,0,1,0,0,0,0,0
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,shawn_marion,,06:18,1,1,0,0,0,0,-1,2,1,3,1,1,0,2,0,0,2
20150329PHICLE,0021401092,PHI,CLE,CLE,-4000,total,,240,33,85,9,23,12,18,,18,35,53,17,12,7,17,2,0,87
20150329LALBKN,0021401093,LAL,BKN,LAL,290,wesley_johnson,F,35:04,8,16,1,4,0,0,-10,1,4,5,3,1,0,1,1,1,17
20150329LALBKN,0021401093,LAL,BKN,LAL,290,ryan_kelly,F,35:45,2,5,0,2,2,2,-9,0,2,2,6,3,2,1,1,0,6
20150329LALBKN,0021401093,LAL,BKN,LAL,290,tarik_black,C,26:19,4,8,0,0,0,0,-13,2,3,5,2,3,0,1,0,1,8
20150329LALBKN,0021401093,LAL,BKN,LAL,290,jordan_clarkson,G,35:27,7,14,1,3,3,4,-5,0,6,6,7,3,0,2,0,0,18
20150329LALBKN,0021401093,LAL,BKN,LAL,290,wayne_ellington,G,29:40,5,12,3,4,0,0,-12,1,4,5,2,1,0,2,0,2,13
20150329LALBKN,0021401093,LAL,BKN,LAL,290,jabari_brown,,30:53,4,14,1,5,2,2,+1,0,4,4,3,0,4,2,1,1,11
20150329LALBKN,0021401093,LAL,BKN,LAL,290,robert_sacre,,19:46,2,5,0,0,0,0,+4,0,0,0,1,0,1,1,0,0,4
20150329LALBKN,0021401093,LAL,BKN,LAL,290,jordan_hill,,27:06,10,17,0,0,2,3,+4,5,11,16,1,3,0,1,1,1,22
20150329LALBKN,0021401093,LAL,BKN,LAL,290,total,,240,42,91,6,18,9,11,,9,34,43,25,14,7,11,4,6,99
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,joe_johnson,F,35:36,7,14,3,8,1,1,+12,1,7,8,7,1,2,1,0,0,18
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,mason_plumlee,F,23:09,2,3,0,0,3,4,-4,0,5,5,3,0,1,0,0,0,7
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,brook_lopez,C,40:18,13,22,0,0,4,8,+12,3,8,11,1,0,0,0,4,2,30
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,markel_brown,G,36:08,6,11,2,7,3,4,+19,0,4,4,4,1,2,0,0,0,17
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,deron_williams,G,33:37,5,13,1,4,2,2,+16,0,1,1,9,1,3,3,0,0,13
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,earl_clark,,19:46,2,10,0,5,0,0,-6,1,7,8,0,2,0,1,2,0,4
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,alan_anderson,,28:26,3,6,1,2,2,2,+8,0,3,3,3,1,2,0,0,1,9
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,jarrett_jack,,14:23,3,4,1,1,0,0,-8,0,2,2,2,1,1,3,0,0,7
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,bojan_bogdanovic,,08:37,1,4,0,1,0,0,-9,1,0,1,0,2,0,0,0,1,2
20150329LALBKN,0021401093,LAL,BKN,BKN,-350,total,,240,42,87,8,28,15,21,,6,37,43,29,9,11,8,6,4,107
20150329MINNOP,0021401094,MIN,NOP,MIN,800,andrew_wiggins,F,38:51,6,15,0,1,8,9,-3,1,5,6,2,5,0,5,0,4,20
20150329MINNOP,0021401094,MIN,NOP,MIN,800,adreian_payne,F,35:46,7,14,0,0,0,0,-9,3,8,11,1,2,2,4,0,0,14
20150329MINNOP,0021401094,MIN,NOP,MIN,800,gorgui_dieng,C,09:06,0,1,0,0,0,0,-10,0,3,3,0,1,0,0,3,1,0
20150329MINNOP,0021401094,MIN,NOP,MIN,800,zach_lavine,G,37:31,6,16,1,5,4,5,-22,1,3,4,1,2,1,6,0,0,17
20150329MINNOP,0021401094,MIN,NOP,MIN,800,lorenzo_brown,G,36:00,3,6,0,1,2,2,-23,0,3,3,8,2,0,4,0,1,8
20150329MINNOP,0021401094,MIN,NOP,MIN,800,chase_budinger,,30:28,3,9,0,2,4,4,-15,3,2,5,2,0,0,0,0,2,10
20150329MINNOP,0021401094,MIN,NOP,MIN,800,justin_hamilton,,23:15,5,6,1,1,0,0,-7,4,1,5,0,1,1,0,1,1,11
20150329MINNOP,0021401094,MIN,NOP,MIN,800,robbie_hummel,,17:32,2,4,0,1,2,2,-14,0,1,1,1,3,0,1,0,0,6
20150329MINNOP,0021401094,MIN,NOP,MIN,800,anthony_bennett,,11:30,0,4,0,1,2,2,-7,0,1,1,2,1,1,1,0,0,2
20150329MINNOP,0021401094,MIN,NOP,MIN,800,total,,240,32,75,2,12,22,24,,12,27,39,17,17,5,21,4,9,88
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,quincy_pondexter,F,20:45,3,4,2,3,2,2,+2,0,1,1,0,4,0,1,2,0,10
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,anthony_davis,F,37:23,10,21,0,0,8,10,+19,2,7,9,5,3,2,0,1,2,28
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,omer_asik,C,25:17,7,9,0,0,1,2,+13,3,3,6,1,3,0,2,0,1,15
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,eric_gordon,G,30:15,5,8,1,3,1,2,+10,0,3,3,7,2,1,4,0,0,12
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,tyreke_evans,G,22:52,4,6,1,1,0,0,+17,0,3,3,5,1,2,2,1,1,9
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,dante_cunningham,,30:11,3,6,0,0,0,0,+16,1,2,3,1,3,2,1,2,0,6
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,norris_cole,,26:42,4,7,0,2,2,4,+6,0,1,1,3,1,0,2,0,0,10
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,alexis_ajinca,,22:43,3,6,0,0,4,4,+9,1,7,8,3,3,2,2,3,0,10
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,toney_douglas,,16:11,1,4,1,3,0,0,+11,0,1,1,3,1,3,0,0,0,3
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,luke_babbitt,,07:41,3,4,1,1,0,0,+7,0,0,0,1,0,0,0,0,0,7
20150329MINNOP,0021401094,MIN,NOP,NOP,-1200,total,,240,43,75,6,13,18,24,,7,28,35,29,21,12,14,9,4,110
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,matt_barnes,F,32:45,7,18,4,13,0,0,+16,2,5,7,1,3,0,1,1,1,18
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,blake_griffin,F,32:50,7,14,0,0,7,9,+14,3,6,9,4,2,1,0,1,0,21
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,deandre_jordan,C,29:16,6,8,0,0,3,15,+23,6,8,14,0,4,1,1,0,0,15
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,jj_redick,G,32:40,11,15,5,6,0,0,+20,0,5,5,4,3,0,2,0,0,27
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,chris_paul,G,34:34,5,9,3,4,8,8,+19,1,2,3,10,1,2,4,1,0,21
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,austin_rivers,,24:01,2,4,0,1,3,4,0,0,5,5,4,3,1,1,1,0,7
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,spencer_hawes,,19:08,0,2,0,1,3,4,-5,0,4,4,4,3,0,1,0,0,3
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,hidayet_turkoglu,,15:10,1,5,1,4,0,0,-1,0,3,3,1,0,0,1,0,0,3
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,glen_davis,,14:15,2,6,0,0,0,0,-4,1,0,1,0,2,0,0,1,0,4
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,dahntay_jones,,00:42,0,1,0,1,0,0,-6,0,0,0,0,0,0,0,0,0,0
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,cj_wilcox,,04:07,0,2,0,2,0,0,-8,0,2,2,0,0,0,1,0,0,0
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,player_code,,00:31,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
20150329LACBOS,0021401095,LAC,BOS,LAC,-250,total,,240,41,84,13,32,24,40,,13,40,53,28,21,5,12,5,1,119
20150329LACBOS,0021401095,LAC,BOS,BOS,210,evan_turner,F,29:45,4,9,1,3,0,0,-18,0,7,7,10,3,2,3,0,1,9
20150329LACBOS,0021401095,LAC,BOS,BOS,210,brandon_bass,F,24:00,4,6,0,1,5,6,-19,1,0,1,1,2,0,2,0,1,13
20150329LACBOS,0021401095,LAC,BOS,BOS,210,tyler_zeller,C,20:47,7,12,0,0,2,2,-6,0,5,5,0,4,0,0,0,1,16
20150329LACBOS,0021401095,LAC,BOS,BOS,210,avery_bradley,G,24:03,2,7,1,4,0,0,-22,1,1,2,2,2,0,0,1,0,5
20150329LACBOS,0021401095,LAC,BOS,BOS,210,marcus_smart,G,18:22,0,6,0,3,0,0,-6,1,3,4,0,3,0,1,0,0,0
20150329LACBOS,0021401095,LAC,BOS,BOS,210,isaiah_thomas,,25:53,4,12,2,7,9,10,-3,0,0,0,7,4,2,0,0,0,19
20150329LACBOS,0021401095,LAC,BOS,BOS,210,jae_crowder,,21:45,2,6,0,2,2,2,-9,1,2,3,1,5,0,1,0,0,6
20150329LACBOS,0021401095,LAC,BOS,BOS,210,kelly_olynyk,,22:06,6,11,1,3,1,2,+9,2,3,5,2,3,1,1,0,0,14
20150329LACBOS,0021401095,LAC,BOS,BOS,210,luigi_datome,,18:15,5,9,2,4,0,0,+5,0,1,1,1,2,0,0,0,0,12
20150329LACBOS,0021401095,LAC,BOS,BOS,210,jonas_jerebko,,22:08,4,12,1,3,1,1,-5,2,6,8,1,4,2,0,0,1,10
20150329LACBOS,0021401095,LAC,BOS,BOS,210,phil_pressey,,12:56,1,3,0,1,0,0,+9,1,3,4,4,0,1,2,0,1,2
20150329LACBOS,0021401095,LAC,BOS,BOS,210,total,,240,39,93,8,31,20,23,,9,31,40,29,32,8,10,1,5,106
20150329DETMIA,0021401096,DET,MIA,DET,120,caron_butler,F,16:50,0,1,0,1,0,0,-4,0,0,0,2,2,0,0,0,0,0
20150329DETMIA,0021401096,DET,MIA,DET,120,anthony_tolliver,F,27:55,3,6,1,4,0,0,-2,0,2,2,4,2,1,1,0,0,7
20150329DETMIA,0021401096,DET,MIA,DET,120,andre_drummond,C,39:02,14,17,0,0,4,7,+1,5,9,14,2,3,1,0,2,0,32
20150329DETMIA,0021401096,DET,MIA,DET,120,kentavious_caldwell-pope,G,40:36,4,15,0,6,1,2,+4,0,4,4,1,4,2,4,0,0,9
20150329DETMIA,0021401096,DET,MIA,DET,120,reggie_jackson,G,36:02,12,17,3,4,4,8,+3,3,3,6,9,4,0,4,0,1,31
20150329DETMIA,0021401096,DET,MIA,DET,120,tayshaun_prince,,23:43,2,8,1,3,1,1,-10,1,2,3,2,3,0,1,0,0,6
20150329DETMIA,0021401096,DET,MIA,DET,120,joel_anthony,,08:58,1,3,0,0,0,0,-8,3,2,5,0,0,0,0,3,0,2
20150329DETMIA,0021401096,DET,MIA,DET,120,jodie_meeks,,27:40,4,8,3,5,0,0,-3,0,0,0,3,1,1,0,0,0,11
20150329DETMIA,0021401096,DET,MIA,DET,120,spencer_dinwiddie,,11:58,0,5,0,1,2,2,-10,0,1,1,1,1,0,1,0,0,2
20150329DETMIA,0021401096,DET,MIA,DET,120,shawne_williams,,07:16,0,3,0,1,2,2,-6,1,1,2,0,0,0,0,0,0,2
20150329DETMIA,0021401096,DET,MIA,DET,120,total,,240,40,83,8,25,14,22,,13,24,37,24,20,5,11,5,1,102
20150329DETMIA,0021401096,DET,MIA,MIA,-140,luol_deng,F,17:58,1,5,0,1,2,2,+1,0,2,2,1,0,1,1,0,1,4
20150329DETMIA,0021401096,DET,MIA,MIA,-140,henry_walker,F,34:20,2,5,2,4,0,0,+11,0,5,5,1,3,1,1,0,0,6
20150329DETMIA,0021401096,DET,MIA,MIA,-140,udonis_haslem,C,35:06,8,13,0,1,2,2,+1,7,6,13,2,4,1,2,0,0,18
20150329DETMIA,0021401096,DET,MIA,MIA,-140,dwyane_wade,G,35:40,14,27,0,1,12,13,+7,3,3,6,4,0,1,1,0,2,40
20150329DETMIA,0021401096,DET,MIA,MIA,-140,goran_dragic,G,34:56,4,10,1,3,1,2,-3,0,2,2,5,3,0,3,1,0,10
20150329DETMIA,0021401096,DET,MIA,MIA,-140,mario_chalmers,,30:08,3,7,2,6,3,4,+1,1,8,9,4,2,0,1,0,0,11
20150329DETMIA,0021401096,DET,MIA,MIA,-140,james_ennis,,24:23,5,7,2,2,4,6,+16,3,3,6,1,3,0,1,0,1,16
20150329DETMIA,0021401096,DET,MIA,MIA,-140,tyler_johnson,,20:00,0,2,0,0,0,0,-3,0,2,2,1,0,0,0,0,0,0
20150329DETMIA,0021401096,DET,MIA,MIA,-140,michael_beasley,,07:29,2,6,0,0,0,0,+4,0,1,1,1,1,0,0,0,1,4
20150329DETMIA,0021401096,DET,MIA,MIA,-140,total,,240,39,82,7,18,24,29,,14,32,46,20,16,4,10,1,5,109
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,trevor_ariza,F,37:34,3,9,2,8,5,5,-2,1,7,8,2,1,2,4,0,0,13
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,josh_smith,F,36:06,6,13,2,4,0,0,+4,4,6,10,3,2,1,4,2,0,14
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,dwight_howard,C,18:39,3,6,0,0,5,8,-3,3,7,10,0,4,0,2,0,0,11
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,james_harden,G,37:50,7,20,1,6,9,10,+1,0,3,3,6,3,2,3,1,1,24
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,jason_terry,G,19:03,2,4,1,3,0,0,+3,0,1,1,2,2,0,0,0,0,5
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,joey_dorsey,,23:30,3,4,0,0,1,4,+9,1,7,8,0,4,3,0,0,1,7
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,corey_brewer,,22:20,7,14,1,2,0,0,+14,4,1,5,2,3,1,3,2,2,15
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,pablo_prigioni,,28:31,3,7,2,5,2,2,+9,2,4,6,3,4,3,1,0,0,10
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,nick_johnson,,16:27,0,3,0,1,0,4,+5,1,1,2,0,2,0,2,1,1,0
20150329HOUWAS,0021401097,HOU,WAS,HOU,-135,total,,240,34,80,9,29,22,33,,16,37,53,18,25,12,19,6,5,99
20150329HOUWAS,0021401097,HOU,WAS,WAS,115,paul_pierce,F,22:24,1,6,0,3,0,0,-10,1,0,1,1,2,1,2,0,1,2
20150329HOUWAS,0021401097,HOU,WAS,WAS,115,nene,F,33:38,4,8,0,0,2,5,-10,0,7,7,1,1,3,2,0,0,10
20150329HOUWAS,0021401097,HOU,WAS,WAS,115,marcin_gortat,C,28:56,3,10,0,0,0,0,-4,4,6,10,0,5,1,0,2,1,6
20150329HOUWAS,0021401097,HOU,WAS,WAS,115,bradley_beal,G,37:42,4,11,1,4,6,7,-3,0,4,4,0,3,1,3,1,1,15
