gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
20101026MIABOS,20101026,MIA,BOS,MIA,9,21,27,23,,,,80
20101026MIABOS,20101026,MIA,BOS,BOS,16,29,18,25,,,,88
20101026HOULAL,20101026,HOU,LAL,HOU,33,29,20,28,,,,110
20101026HOULAL,20101026,HOU,LAL,LAL,26,25,26,35,,,,112
20101026PHOPOR,20101026,PHO,POR,PHO,26,20,35,11,,,,92
20101026PHOPOR,20101026,PHO,POR,POR,28,22,25,31,,,,106
20101027BOSCLE,20101027,BOS,CLE,BOS,23,24,26,14,,,,87
20101027BOSCLE,20101027,BOS,CLE,CLE,21,25,22,27,,,,95
20101027CHADAL,20101027,CHA,DAL,CHA,21,24,22,19,,,,86
20101027CHADAL,20101027,CHA,DAL,DAL,25,24,31,21,,,,101
20101027UTADEN,20101027,UTA,DEN,UTA,20,20,25,23,,,,88
20101027UTADEN,20101027,UTA,DEN,DEN,29,31,26,24,,,,110
20101027HOUGSW,20101027,HOU,GSW,HOU,31,37,28,32,,,,128
20101027HOUGSW,20101027,HOU,GSW,GSW,34,33,37,28,,,,132
20101027PORLAC,20101027,POR,LAC,POR,31,23,16,28,,,,98
20101027PORLAC,20101027,POR,LAC,LAC,23,26,22,17,,,,88
20101027ATLMEM,20101027,ATL,MEM,ATL,30,32,29,28,,,,119
20101027ATLMEM,20101027,ATL,MEM,MEM,22,28,25,29,,,,104
20101027SACMIN,20101027,SAC,MIN,SAC,27,26,34,30,,,,117
20101027SACMIN,20101027,SAC,MIN,MIN,23,35,25,33,,,,116
20101027DETNJN,20101027,DET,NJN,DET,20,27,20,31,,,,98
20101027DETNJN,20101027,DET,NJN,NJN,20,19,31,31,,,,101
20101027MILNOH,20101027,MIL,NOH,MIL,30,17,25,19,,,,91
20101027MILNOH,20101027,MIL,NOH,NOH,29,18,31,17,,,,95
20101027CHIOKC,20101027,CHI,OKC,CHI,25,29,28,13,,,,95
20101027CHIOKC,20101027,CHI,OKC,OKC,30,29,23,24,,,,106
20101027MIAPHI,20101027,MIA,PHI,MIA,18,31,31,17,,,,97
20101027MIAPHI,20101027,MIA,PHI,PHI,15,26,13,33,,,,87
20101027INDSAS,20101027,IND,SAS,IND,31,34,24,20,,,,109
20101027INDSAS,20101027,IND,SAS,SAS,37,29,26,30,,,,122
20101027NYKTOR,20101027,NYK,TOR,NYK,29,22,23,24,,,,98
20101027NYKTOR,20101027,NYK,TOR,TOR,22,25,25,21,,,,93
20101028WASORL,20101028,WAS,ORL,WAS,15,19,25,24,,,,83
20101028WASORL,20101028,WAS,ORL,ORL,29,29,32,22,,,,112
20101028PHOUTA,20101028,PHO,UTA,PHO,27,31,26,26,,,,110
20101028PHOUTA,20101028,PHO,UTA,UTA,22,20,30,22,,,,94
20101029NYKBOS,20101029,NYK,BOS,NYK,20,26,26,29,,,,101
20101029NYKBOS,20101029,NYK,BOS,BOS,27,23,29,26,,,,105
20101029INDCHA,20101029,IND,CHA,IND,27,23,23,31,,,,104
20101029INDCHA,20101029,IND,CHA,CHA,31,27,22,21,,,,101
20101029MEMDAL,20101029,MEM,DAL,MEM,24,17,28,22,,,,91
20101029MEMDAL,20101029,MEM,DAL,DAL,29,21,25,15,,,,90
20101029OKCDET,20101029,OKC,DET,OKC,26,30,27,22,,,,105
20101029OKCDET,20101029,OKC,DET,DET,21,30,28,25,,,,104
20101029LACGSW,20101029,LAC,GSW,LAC,28,26,13,24,,,,91
20101029LACGSW,20101029,LAC,GSW,GSW,27,31,32,19,,,,109
20101029ORLMIA,20101029,ORL,MIA,ORL,24,21,10,15,,,,70
20101029ORLMIA,20101029,ORL,MIA,MIA,24,27,28,17,,,,96
20101029MILMIN,20101029,MIL,MIN,MIL,28,18,18,21,,,,85
20101029MILMIN,20101029,MIL,MIN,MIN,27,28,19,22,,,,96
20101029SACNJN,20101029,SAC,NJN,SAC,21,32,24,23,,,,100
20101029SACNJN,20101029,SAC,NJN,NJN,29,32,15,30,,,,106
20101029DENNOH,20101029,DEN,NOH,DEN,25,25,21,24,,,,95
20101029DENNOH,20101029,DEN,NOH,NOH,27,32,13,29,,,,101
20101029ATLPHI,20101029,ATL,PHI,ATL,33,29,22,20,,,,104
20101029ATLPHI,20101029,ATL,PHI,PHI,30,22,22,27,,,,101
20101029LALPHO,20101029,LAL,PHO,LAL,28,29,30,27,,,,114
20101029LALPHO,20101029,LAL,PHO,PHO,27,23,29,27,,,,106
20101029CLETOR,20101029,CLE,TOR,CLE,20,18,17,26,,,,81
20101029CLETOR,20101029,CLE,TOR,TOR,24,22,31,24,,,,101
20101030WASATL,20101030,WAS,ATL,WAS,27,13,30,25,,,,95
20101030WASATL,20101030,WAS,ATL,ATL,18,26,26,29,,,,99
20101030DETCHI,20101030,DET,CHI,DET,24,39,19,9,,,,91
20101030DETCHI,20101030,DET,CHI,CHI,21,23,23,34,,,,101
20101030SACCLE,20101030,SAC,CLE,SAC,34,19,31,23,,,,107
20101030SACCLE,20101030,SAC,CLE,CLE,34,33,15,22,,,,104
20101030DENHOU,20101030,DEN,HOU,DEN,24,24,24,35,,,,107
20101030DENHOU,20101030,DEN,HOU,HOU,27,24,18,25,,,,94
20101030PHIIND,20101030,PHI,IND,PHI,26,25,15,20,,,,86
20101030PHIIND,20101030,PHI,IND,IND,21,30,27,21,,,,99
