gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
19941104INDATL,,IND,ATL,IND,mark_jackson,,38:00,9,13,3,4,0,0,,1,3,4,3,1,3,3,0,,21
19941104INDATL,,IND,ATL,IND,derrick_mckey,,37:00,5,14,0,2,4,4,,3,3,6,2,5,1,7,0,,14
19941104INDATL,,IND,ATL,IND,reggie_miller,,31:00,6,14,2,6,6,7,,1,0,1,2,5,0,2,0,,20
19941104INDATL,,IND,ATL,IND,dale_davis,,31:00,2,5,0,0,2,4,,3,6,9,2,5,0,0,1,,6
19941104INDATL,,IND,ATL,IND,rik_smits,,18:00,3,6,0,0,1,2,,3,8,11,2,2,0,0,1,,7
19941104INDATL,,IND,ATL,IND,antonio_davis,,21:00,1,5,0,0,2,2,,5,4,9,0,5,0,2,1,,4
19941104INDATL,,IND,ATL,IND,byron_scott,,18:00,4,7,2,4,4,5,,0,2,2,1,0,0,3,0,,14
19941104INDATL,,IND,ATL,IND,sam_mitchell,,15:00,0,4,0,0,1,2,,2,2,4,2,2,0,2,0,,1
19941104INDATL,,IND,ATL,IND,lasalle_thompson,,13:00,1,3,0,0,0,0,,0,2,2,0,3,0,0,0,,2
19941104INDATL,,IND,ATL,IND,haywoode_workman,,11:00,0,3,0,1,2,2,,0,3,3,3,1,1,0,0,,2
19941104INDATL,,IND,ATL,IND,duane_ferrell,,7:00,1,2,0,0,1,2,,0,0,0,0,4,1,1,1,,3
19941104INDATL,,IND,ATL,IND,total,,240,32,76,7,17,23,30,,18,33,51,17,33,6,20,4,,94
19941104INDATL,,IND,ATL,ATL,mookie_blaylock,,43:00,2,13,1,4,5,6,,2,6,8,11,6,2,4,1,,10
19941104INDATL,,IND,ATL,ATL,kevin_willis,,41:00,8,21,0,0,8,12,,5,12,17,1,4,1,3,2,,24
19941104INDATL,,IND,ATL,ATL,ken_norman,,41:00,7,14,1,6,2,4,,1,5,6,1,4,1,1,0,,17
19941104INDATL,,IND,ATL,ATL,stacey_augmon,,38:00,6,12,0,0,7,13,,2,2,4,4,3,2,1,0,,19
19941104INDATL,,IND,ATL,ATL,andrew_lang,,32:00,3,5,0,0,6,6,,3,0,3,2,1,0,1,5,,12
19941104INDATL,,IND,ATL,ATL,tyrone_corbin,,22:00,2,10,1,1,4,6,,4,2,6,0,5,3,2,0,,9
19941104INDATL,,IND,ATL,ATL,jon_koncak,,8:00,0,1,0,0,1,2,,0,1,1,0,2,2,0,0,,1
