gameid,away,home
19921106NYKATL,NYK,ATL
19921106MINBOS,MIN,BOS
19921106WSBCHH,WSB,CHH
19921106CHICLE,CHI,CLE
19921106MILDET,MIL,DET
19921106SEAHOU,SEA,HOU
19921106LALLAC,LAL,LAC
19921106MIAORL,MIA,ORL
19921106NJNPHI,NJN,PHI
19921106SASSAC,SAS,SAC
19921106GSWUTA,GSW,UTA
19921107ATLCHI,ATL,CHI
19921107UTADAL,UTA,DAL
19921107SASDEN,SAS,DEN
19921107DETIND,DET,IND
19921107NJNMIA,NJN,MIA
19921107BOSMIL,BOS,MIL
19921107GSWMIN,GSW,MIN
19921107PHINYK,PHI,NYK
19921107LACPHO,LAC,PHO
19921107HOUSEA,HOU,SEA
19921107ORLWSB,ORL,WSB
19921108CHHCLE,CHH,CLE
19921108SACLAL,SAC,LAL
19921108DENPOR,DEN,POR
19921109INDCHI,IND,CHI
19921110WSBCLE,WSB,CLE
19921110UTADEN,UTA,DEN
19921110LALGSW,LAL,GSW
19921110BOSMIA,BOS,MIA
19921110DALMIN,DAL,MIN
19921110NJNNYK,NJN,NYK
19921110CHHORL,CHH,ORL
19921110PHOPOR,PHO,POR
19921110LACSAC,LAC,SAC
19921110MILSAS,MIL,SAS
19921111BOSCHH,BOS,CHH
19921111DETCHI,DET,CHI
19921111MILDAL,MIL,DAL
19921111ATLHOU,ATL,HOU
19921111PHIIND,PHI,IND
19921111SACLAC,SAC,LAC
19921112MIADET,MIA,DET
19921112CLEGSW,CLE,GSW
19921112MINNJN,MIN,NJN
19921112WSBORL,WSB,ORL
19921112ATLSAS,ATL,SAS
19921112LALSEA,LAL,SEA
19921112PHOUTA,PHO,UTA
19921113PHIBOS,PHI,BOS
19921113CHHIND,CHH,IND
19921113LACLAL,LAC,LAL
19921113CHIMIL,CHI,MIL
19921113CLEPOR,CLE,POR
19921113NYKWSB,NYK,WSB
19921114MIACHH,MIA,CHH
19921114DENCHI,DEN,CHI
19921114ATLDAL,ATL,DAL
19921114INDDET,IND,DET
19921114PORGSW,POR,GSW
19921114PHOMIN,PHO,MIN
19921114ORLNJN,ORL,NJN
19921114BOSNYK,BOS,NYK
19921114HOUSAS,HOU,SAS
