gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20001031CHHATL,,CHH,ATL,CHH,pj_brown,,38:00,5,7,0,0,4,4,,1,15,16,1,2,1,1,2,,14
20001031CHHATL,,CHH,ATL,CHH,baron_davis,,36:00,7,11,2,2,4,7,,1,5,6,3,3,2,5,0,,20
20001031CHHATL,,CHH,ATL,CHH,david_wesley,,34:00,7,10,1,2,3,4,,0,1,1,6,1,1,1,0,,18
20001031CHHATL,,CHH,ATL,CHH,jamal_mashburn,,31:00,8,16,2,5,5,8,,1,5,6,3,4,1,3,0,,23
20001031CHHATL,,CHH,ATL,CHH,elden_campbell,,31:00,3,7,0,0,7,9,,1,5,6,0,5,1,4,4,,13
20001031CHHATL,,CHH,ATL,CHH,eldridge_recasner,,21:00,1,4,0,0,2,2,,0,2,2,1,1,0,1,0,,4
20001031CHHATL,,CHH,ATL,CHH,eddie_robinson,,20:00,3,5,0,0,4,4,,1,2,3,1,1,1,2,0,,10
20001031CHHATL,,CHH,ATL,CHH,otis_thorpe,,15:00,0,1,0,0,0,0,,1,0,1,1,4,0,0,0,,0
20001031CHHATL,,CHH,ATL,CHH,hersey_hawkins,,6:00,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,,0
20001031CHHATL,,CHH,ATL,CHH,jamaal_magloire,,4:00,1,1,0,0,2,2,,1,1,2,0,2,0,0,0,,4
20001031CHHATL,,CHH,ATL,CHH,tim_james,,4:00,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
20001031CHHATL,,CHH,ATL,CHH,total,,240,35,62,5,9,31,40,,7,37,44,16,23,7,17,6,,106
20001031CHHATL,,CHH,ATL,ATL,alan_henderson,,36:00,9,11,0,0,5,9,,1,1,2,2,4,3,4,1,,23
20001031CHHATL,,CHH,ATL,ATL,jim_jackson,,36:00,4,20,0,1,2,2,,3,4,7,2,4,2,0,1,,10
20001031CHHATL,,CHH,ATL,ATL,hanno_mottola,,31:00,3,10,0,0,4,4,,2,3,5,2,4,0,1,0,,10
20001031CHHATL,,CHH,ATL,ATL,roshown_mcleod,,27:00,2,10,0,5,1,2,,2,4,6,1,3,0,0,0,,5
20001031CHHATL,,CHH,ATL,ATL,jason_terry,,25:00,2,7,0,2,0,0,,0,1,1,2,3,1,3,0,,4
20001031CHHATL,,CHH,ATL,ATL,larry_robinson,,29:00,8,10,5,6,0,0,,3,3,6,0,1,2,0,0,,21
20001031CHHATL,,CHH,ATL,ATL,chris_crawford,,21:00,1,8,0,0,4,4,,0,1,1,3,4,0,1,0,,6
20001031CHHATL,,CHH,ATL,ATL,anthony_johnson,,17:00,0,1,0,0,0,0,,0,1,1,2,4,0,1,0,,0
20001031CHHATL,,CHH,ATL,ATL,matt_maloney,,9:00,1,2,1,1,0,0,,0,0,0,0,1,0,1,0,,3
20001031CHHATL,,CHH,ATL,ATL,dermarr_johnson,,6:00,0,1,0,0,0,0,,0,0,0,0,3,1,1,0,,0
20001031CHHATL,,CHH,ATL,ATL,anthony_miller,,3:00,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0
20001031CHHATL,,CHH,ATL,ATL,total,,240,30,81,6,15,16,21,,11,18,29,14,31,9,13,2,,82
20001031SACCHI,,SAC,CHI,SAC,chris_webber,,43:00,10,20,0,0,3,6,,2,6,8,7,4,2,7,3,,23
20001031SACCHI,,SAC,CHI,SAC,peja_stojakovic,,39:00,10,13,3,3,0,1,,1,7,8,2,1,3,2,0,,23
20001031SACCHI,,SAC,CHI,SAC,bobby_jackson,,36:00,5,9,1,3,3,3,,0,4,4,6,4,4,1,0,,14
20001031SACCHI,,SAC,CHI,SAC,doug_christie,,36:00,4,8,0,1,1,1,,1,3,4,5,4,0,4,1,,9
20001031SACCHI,,SAC,CHI,SAC,vlade_divac,,27:00,2,5,0,0,3,3,,0,3,3,3,2,2,0,1,,7
20001031SACCHI,,SAC,CHI,SAC,jon_barry,,18:00,2,5,0,3,2,2,,0,0,0,4,0,0,2,0,,6
