gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
20051101SACNOK,20051101,SAC,NOK,SAC,21,12,19,15,,,,67
20051101SACNOK,20051101,SAC,NOK,NOK,22,22,28,21,,,,93
20051101MILPHI,20051101,MIL,PHI,MIL,29,21,23,29,15,,,117
20051101MILPHI,20051101,MIL,PHI,PHI,32,23,19,28,6,,,108
20051101DALPHO,20051101,DAL,PHO,DAL,24,19,20,27,11,10,,111
20051101DALPHO,20051101,DAL,PHO,PHO,25,28,21,16,11,7,,108
20051101DENSAS,20051101,DEN,SAS,DEN,21,27,24,19,,,,91
20051101DENSAS,20051101,DEN,SAS,SAS,27,19,23,33,,,,102
20051102NYKBOS,20051102,NYK,BOS,NYK,28,26,17,23,6,,,100
20051102NYKBOS,20051102,NYK,BOS,BOS,24,29,21,20,20,,,114
20051102CHACHI,20051102,CHA,CHI,CHA,28,31,30,9,7,,,105
20051102CHACHI,20051102,CHA,CHI,CHI,20,20,28,30,11,,,109
20051102NOKCLE,20051102,NOK,CLE,NOK,19,28,21,19,,,,87
20051102NOKCLE,20051102,NOK,CLE,CLE,35,31,25,18,,,,109
20051102LALDEN,20051102,LAL,DEN,LAL,26,22,20,21,10,,,99
20051102LALDEN,20051102,LAL,DEN,DEN,28,22,17,22,8,,,97
20051102PHIDET,20051102,PHI,DET,PHI,20,22,18,28,,,,88
20051102PHIDET,20051102,PHI,DET,DET,28,24,24,32,,,,108
20051102ATLGSW,20051102,ATL,GSW,ATL,26,31,16,24,,,,97
20051102ATLGSW,20051102,ATL,GSW,GSW,25,22,39,36,,,,122
20051102SACHOU,20051102,SAC,HOU,SAC,27,22,16,24,,,,89
20051102SACHOU,20051102,SAC,HOU,HOU,18,28,26,26,,,,98
20051102MIAMEM,20051102,MIA,MEM,MIA,24,14,28,31,,,,97
20051102MIAMEM,20051102,MIA,MEM,MEM,21,21,16,20,,,,78
20051102PORMIN,20051102,POR,MIN,POR,21,24,16,25,,,,86
20051102PORMIN,20051102,POR,MIN,MIN,14,34,26,16,,,,90
20051102MILNJN,20051102,MIL,NJN,MIL,17,29,27,37,,,,110
20051102MILNJN,20051102,MIL,NJN,NJN,29,19,17,31,,,,96
20051102INDORL,20051102,IND,ORL,IND,20,27,24,19,,,,90
20051102INDORL,20051102,IND,ORL,ORL,22,21,20,15,,,,78
20051102LACSEA,20051102,LAC,SEA,LAC,26,24,14,37,,,,101
20051102LACSEA,20051102,LAC,SEA,SEA,27,23,25,18,,,,93
20051102WASTOR,20051102,WAS,TOR,WAS,29,25,25,20,,,,99
20051102WASTOR,20051102,WAS,TOR,TOR,24,33,25,14,,,,96
20051102DALUTA,20051102,DAL,UTA,DAL,25,23,19,15,,,,82
20051102DALUTA,20051102,DAL,UTA,UTA,19,25,21,28,,,,93
20051103PHOLAL,20051103,PHO,LAL,PHO,31,35,29,27,,,,122
20051103PHOLAL,20051103,PHO,LAL,LAL,30,26,31,25,,,,112
20051103INDMIA,20051103,IND,MIA,IND,29,30,23,23,,,,105
20051103INDMIA,20051103,IND,MIA,MIA,23,27,21,31,,,,102
20051104DETBOS,20051104,DET,BOS,DET,22,16,23,21,,,,82
20051104DETBOS,20051104,DET,BOS,BOS,18,25,17,21,,,,81
20051104PORDEN,20051104,POR,DEN,POR,17,19,21,11,,,,68
20051104PORDEN,20051104,POR,DEN,DEN,30,20,27,30,,,,107
20051104UTAGSW,20051104,UTA,GSW,UTA,19,23,28,21,,,,91
20051104UTAGSW,20051104,UTA,GSW,GSW,16,24,18,27,,,,85
20051104ATLLAC,20051104,ATL,LAC,ATL,15,25,11,26,,,,77
20051104ATLLAC,20051104,ATL,LAC,LAC,26,30,20,16,,,,92
20051104WASNYK,20051104,WAS,NYK,WAS,32,11,18,25,,,,86
20051104WASNYK,20051104,WAS,NYK,NYK,16,19,26,14,,,,75
20051104MEMORL,20051104,MEM,ORL,MEM,26,17,25,26,,,,94
20051104MEMORL,20051104,MEM,ORL,ORL,22,18,22,23,,,,85
20051104CHAPHI,20051104,CHA,PHI,CHA,26,26,27,31,,,,110
20051104CHAPHI,20051104,CHA,PHI,PHI,22,22,22,27,,,,93
20051104CLESAS,20051104,CLE,SAS,CLE,28,17,17,14,,,,76
20051104CLESAS,20051104,CLE,SAS,SAS,25,25,32,20,,,,102
20051104MINSEA,20051104,MIN,SEA,MIN,24,23,31,16,8,,,102
20051104MINSEA,20051104,MIN,SEA,SEA,22,25,26,21,13,,,107
20051104NJNTOR,20051104,NJN,TOR,NJN,27,18,31,26,,,,102
20051104NJNTOR,20051104,NJN,TOR,TOR,19,9,29,35,,,,92
20051105BOSCHA,20051105,BOS,CHA,BOS,32,25,30,16,2,,,105
