gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20061031PHOLAL,,PHO,LAL,PHO,shawn_marion,,37:43,6,14,1,5,3,3,,1,6,7,2,1,1,2,4,,16
20061031PHOLAL,,PHO,LAL,PHO,steve_nash,,34:12,6,15,3,6,0,0,,0,3,3,13,1,0,4,0,,15
20061031PHOLAL,,PHO,LAL,PHO,raja_bell,,32:37,5,12,2,7,0,0,,0,1,1,2,1,0,0,0,,12
20061031PHOLAL,,PHO,LAL,PHO,boris_diaw,,29:34,2,2,0,0,0,0,,2,3,5,4,6,0,4,0,,4
20061031PHOLAL,,PHO,LAL,PHO,kurt_thomas,,25:23,5,6,0,0,2,2,,1,7,8,1,4,0,1,0,,12
20061031PHOLAL,,PHO,LAL,PHO,leandro_barbosa,,37:19,9,14,6,8,6,8,,0,1,1,4,4,3,4,0,,30
20061031PHOLAL,,PHO,LAL,PHO,marcus_banks,,19:06,4,6,0,2,0,0,,0,3,3,2,3,1,4,0,,8
20061031PHOLAL,,PHO,LAL,PHO,james_jones,,12:28,1,6,1,2,0,0,,0,0,0,0,3,1,0,0,,3
20061031PHOLAL,,PHO,LAL,PHO,amar'e_stoudemire,,11:38,2,2,0,0,2,4,,0,1,1,1,2,1,2,1,,6
20061031PHOLAL,,PHO,LAL,PHO,total,,240,40,77,13,30,13,17,,4,25,29,29,25,7,21,5,,106
20061031PHOLAL,,PHO,LAL,LAL,lamar_odom,,43:38,12,24,3,4,7,7,,3,10,13,6,3,3,5,0,,34
20061031PHOLAL,,PHO,LAL,LAL,smush_parker,,36:09,2,4,1,1,4,8,,1,5,6,7,2,3,2,0,,9
20061031PHOLAL,,PHO,LAL,LAL,luke_walton,,29:08,5,8,1,1,0,0,,0,2,2,3,2,1,3,0,,11
20061031PHOLAL,,PHO,LAL,LAL,sasha_vujacic,,24:49,0,4,0,4,0,0,,0,3,3,3,1,0,2,0,,0
