gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
20061031PHOLAL,20061031,PHO,LAL,PHO,41,17,21,27,,,,106
20061031PHOLAL,20061031,PHO,LAL,LAL,26,27,34,27,,,,114
20061031CHIMIA,20061031,CHI,MIA,CHI,22,37,21,28,,,,108
20061031CHIMIA,20061031,CHI,MIA,MIA,16,14,21,15,,,,66
20061101NOKBOS,20061101,NOK,BOS,NOK,26,28,21,16,,,,91
20061101NOKBOS,20061101,NOK,BOS,BOS,16,25,24,22,,,,87
20061101INDCHA,20061101,IND,CHA,IND,23,26,28,29,,,,106
20061101INDCHA,20061101,IND,CHA,CHA,27,23,23,26,,,,99
20061101WASCLE,20061101,WAS,CLE,WAS,28,17,24,25,,,,94
20061101WASCLE,20061101,WAS,CLE,CLE,26,21,28,22,,,,97
20061101MILDET,20061101,MIL,DET,MIL,30,25,23,27,,,,105
20061101MILDET,20061101,MIL,DET,DET,21,24,27,25,,,,97
20061101LALGSW,20061101,LAL,GSW,LAL,22,27,38,23,,,,110
20061101LALGSW,20061101,LAL,GSW,GSW,22,26,25,25,,,,98
20061101NYKMEM,20061101,NYK,MEM,NYK,20,31,20,18,11,8,10,118
20061101NYKMEM,20061101,NYK,MEM,MEM,25,21,14,29,11,8,9,117
20061101SACMIN,20061101,SAC,MIN,SAC,16,25,25,17,,,,83
20061101SACMIN,20061101,SAC,MIN,MIN,23,20,21,28,,,,92
20061101TORNJN,20061101,TOR,NJN,TOR,27,22,21,22,,,,92
20061101TORNJN,20061101,TOR,NJN,NJN,28,25,21,28,,,,102
20061101CHIORL,20061101,CHI,ORL,CHI,20,25,25,24,,,,94
20061101CHIORL,20061101,CHI,ORL,ORL,32,31,23,23,,,,109
20061101ATLPHI,20061101,ATL,PHI,ATL,14,21,23,17,,,,75
20061101ATLPHI,20061101,ATL,PHI,PHI,29,20,24,15,,,,88
20061101LACPHO,20061101,LAC,PHO,LAC,20,25,29,30,,,,104
20061101LACPHO,20061101,LAC,PHO,PHO,24,24,29,35,,,,112
