gameid_num,gameid,away,home
0041000101,20110416INDCHI,IND,CHI
0041000111,20110416PHIMIA,PHI,MIA
0041000131,20110416ATLORL,ATL,ORL
0041000161,20110416PORDAL,POR,DAL
0041000121,20110417NYKBOS,NYK,BOS
0041000141,20110417MEMSAS,MEM,SAS
0041000151,20110417NOHLAL,NOH,LAL
0041000171,20110417DENOKC,DEN,OKC
0041000102,20110418INDCHI,IND,CHI
0041000112,20110418PHIMIA,PHI,MIA
0041000122,20110419NYKBOS,NYK,BOS
0041000132,20110419ATLORL,ATL,ORL
0041000162,20110419PORDAL,POR,DAL
0041000142,20110420MEMSAS,MEM,SAS
0041000152,20110420NOHLAL,NOH,LAL
0041000172,20110420DENOKC,DEN,OKC
0041000103,20110421CHIIND,CHI,IND
0041000113,20110421MIAPHI,MIA,PHI
0041000163,20110421DALPOR,DAL,POR
0041000123,20110422BOSNYK,BOS,NYK
0041000133,20110422ORLATL,ORL,ATL
0041000153,20110422LALNOH,LAL,NOH
0041000104,20110423CHIIND,CHI,IND
0041000143,20110423SASMEM,SAS,MEM
0041000164,20110423DALPOR,DAL,POR
0041000173,20110423OKCDEN,OKC,DEN
0041000114,20110424MIAPHI,MIA,PHI
0041000124,20110424BOSNYK,BOS,NYK
0041000134,20110424ORLATL,ORL,ATL
0041000154,20110424LALNOH,LAL,NOH
0041000144,20110425SASMEM,SAS,MEM
0041000165,20110425PORDAL,POR,DAL
0041000174,20110425OKCDEN,OKC,DEN
0041000105,20110426INDCHI,IND,CHI
0041000135,20110426ATLORL,ATL,ORL
0041000155,20110426NOHLAL,NOH,LAL
0041000115,20110427PHIMIA,PHI,MIA
0041000145,20110427MEMSAS,MEM,SAS
0041000175,20110427DENOKC,DEN,OKC
0041000136,20110428ORLATL,ORL,ATL
0041000156,20110428LALNOH,LAL,NOH
0041000166,20110428DALPOR,DAL,POR
0041000146,20110429SASMEM,SAS,MEM
0041000211,20110501BOSMIA,BOS,MIA
0041000221,20110501MEMOKC,MEM,OKC
0041000201,20110502ATLCHI,ATL,CHI
0041000231,20110502DALLAL,DAL,LAL
0041000212,20110503BOSMIA,BOS,MIA
0041000222,20110503MEMOKC,MEM,OKC
0041000202,20110504ATLCHI,ATL,CHI
0041000232,20110504DALLAL,DAL,LAL
0041000203,20110506CHIATL,CHI,ATL
0041000233,20110506LALDAL,LAL,DAL
0041000213,20110507MIABOS,MIA,BOS
0041000223,20110507OKCMEM,OKC,MEM
0041000204,20110508CHIATL,CHI,ATL
0041000234,20110508LALDAL,LAL,DAL
0041000214,20110509MIABOS,MIA,BOS
0041000224,20110509OKCMEM,OKC,MEM
0041000205,20110510ATLCHI,ATL,CHI
0041000215,20110511BOSMIA,BOS,MIA
0041000225,20110511MEMOKC,MEM,OKC
0041000206,20110512CHIATL,CHI,ATL
0041000226,20110513OKCMEM,OKC,MEM
0041000227,20110515MEMOKC,MEM,OKC
0041000301,20110515MIACHI,MIA,CHI
0041000311,20110517OKCDAL,OKC,DAL
0041000302,20110518MIACHI,MIA,CHI
0041000312,20110519OKCDAL,OKC,DAL
0041000313,20110521DALOKC,DAL,OKC
0041000303,20110522CHIMIA,CHI,MIA
0041000314,20110523DALOKC,DAL,OKC
0041000304,20110524CHIMIA,CHI,MIA
0041000315,20110525OKCDAL,OKC,DAL
0041000305,20110526MIACHI,MIA,CHI
0041000401,20110531DALMIA,DAL,MIA
0041000402,20110602DALMIA,DAL,MIA
0041000403,20110605MIADAL,MIA,DAL
0041000404,20110607MIADAL,MIA,DAL
0041000405,20110609MIADAL,MIA,DAL
0041000406,20110612DALMIA,DAL,MIA
