gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
19911101CHHBOS,,CHH,BOS,CHH,johnny_newman,,34:00,4,10,1,1,5,6,,2,3,5,4,6,3,0,0,,14
19911101CHHBOS,,CHH,BOS,CHH,jr_reid,,32:00,4,9,0,0,5,8,,0,5,5,2,3,1,2,1,,13
19911101CHHBOS,,CHH,BOS,CHH,kendall_gill,,30:00,6,10,0,0,6,8,,0,0,0,2,4,1,1,0,,18
19911101CHHBOS,,CHH,BOS,CHH,larry_johnson,,26:00,4,8,0,0,6,6,,0,3,3,2,4,0,1,2,,14
19911101CHHBOS,,CHH,BOS,CHH,rex_chapman,,24:00,5,14,0,3,1,3,,1,2,3,3,2,0,1,1,,11
19911101CHHBOS,,CHH,BOS,CHH,dell_curry,,29:00,8,14,0,0,5,6,,3,2,5,1,2,1,3,1,,21
19911101CHHBOS,,CHH,BOS,CHH,muggsy_bogues,,28:00,3,6,1,1,2,4,,0,3,3,3,2,1,1,0,,9
19911101CHHBOS,,CHH,BOS,CHH,kenny_gattison,,27:00,2,9,0,0,2,4,,3,15,18,2,2,1,1,0,,6
19911101CHHBOS,,CHH,BOS,CHH,eric_leckner,,6:00,1,4,0,0,0,0,,2,0,2,0,0,0,1,0,,2
19911101CHHBOS,,CHH,BOS,CHH,greg_grant,,3:00,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0
19911101CHHBOS,,CHH,BOS,CHH,anthony_frederick,,1:00,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
19911101CHHBOS,,CHH,BOS,CHH,total,,240,37,84,2,5,32,45,,11,33,44,19,25,8,12,5,,108
19911101CHHBOS,,CHH,BOS,BOS,larry_bird,,39:00,7,20,0,1,9,9,,0,7,7,6,5,0,3,2,,23
19911101CHHBOS,,CHH,BOS,BOS,reggie_lewis,,38:00,6,12,0,0,6,9,,1,5,6,4,5,2,2,1,,18
19911101CHHBOS,,CHH,BOS,BOS,john_bagley,,36:00,3,7,0,0,2,2,,0,0,0,10,2,1,4,0,,8
19911101CHHBOS,,CHH,BOS,BOS,robert_parish,,31:00,6,15,0,0,1,1,,4,10,14,0,2,2,0,2,,13
19911101CHHBOS,,CHH,BOS,BOS,rick_fox,,21:00,4,8,0,0,5,7,,1,1,2,1,5,2,2,0,,13
19911101CHHBOS,,CHH,BOS,BOS,kevin_gamble,,23:00,5,8,0,0,1,3,,0,0,0,4,1,0,0,1,,11
19911101CHHBOS,,CHH,BOS,BOS,ed_pinckney,,18:00,6,7,0,0,0,0,,1,7,8,1,2,0,0,0,,12
19911101CHHBOS,,CHH,BOS,BOS,kevin_mchale,,14:00,4,6,0,1,1,2,,2,1,3,1,1,1,1,0,,9
19911101CHHBOS,,CHH,BOS,BOS,kevin_pritchard,,14:00,1,4,0,1,0,0,,0,2,2,1,3,0,0,1,,2
19911101CHHBOS,,CHH,BOS,BOS,larry_robinson,,6:00,1,5,0,0,0,0,,2,0,2,1,3,0,1,0,,2
19911101CHHBOS,,CHH,BOS,BOS,total,,240,43,92,0,3,25,33,,11,33,44,29,29,8,13,7,,111
19911101PHICHI,,PHI,CHI,PHI,charles_barkley,,32:00,9,12,0,1,0,0,,2,8,10,1,0,0,2,0,,18
19911101PHICHI,,PHI,CHI,PHI,ron_anderson,,31:00,7,14,0,3,1,1,,1,2,3,2,2,1,1,0,,15
19911101PHICHI,,PHI,CHI,PHI,johnny_dawkins,,31:00,2,9,0,0,1,2,,0,3,3,10,2,0,4,0,,5
19911101PHICHI,,PHI,CHI,PHI,hersey_hawkins,,28:00,1,8,0,3,0,0,,1,2,3,5,4,2,2,1,,2
19911101PHICHI,,PHI,CHI,PHI,armen_gilliam,,27:00,6,8,0,0,3,5,,2,2,4,1,0,1,2,1,,15
19911101PHICHI,,PHI,CHI,PHI,jayson_williams,,32:00,5,12,0,0,0,0,,1,5,6,1,4,2,1,1,,10
19911101PHICHI,,PHI,CHI,PHI,kenny_payne,,17:00,3,6,0,0,2,2,,0,3,3,1,2,0,1,1,,8
19911101PHICHI,,PHI,CHI,PHI,tharon_mayes,,17:00,2,8,0,1,3,3,,0,1,1,3,4,1,2,1,,7
19911101PHICHI,,PHI,CHI,PHI,mitchell_wiggins,,13:00,1,4,0,1,1,2,,0,0,0,1,0,3,1,0,,3
19911101PHICHI,,PHI,CHI,PHI,brian_oliver,,7:00,1,3,0,0,0,1,,1,0,1,0,0,0,1,0,,2
19911101PHICHI,,PHI,CHI,PHI,dave_hoppen,,5:00,2,2,0,0,1,2,,0,1,1,0,0,0,0,0,,5
19911101PHICHI,,PHI,CHI,PHI,total,,240,39,86,0,9,12,18,,8,27,35,25,18,10,17,5,,90
19911101PHICHI,,PHI,CHI,CHI,scottie_pippen,,37:00,9,15,0,2,5,5,,1,7,8,6,3,4,6,0,,23
19911101PHICHI,,PHI,CHI,CHI,michael_jordan,,30:00,11,18,0,3,4,6,,1,4,5,4,2,3,2,1,,26
19911101PHICHI,,PHI,CHI,CHI,horace_grant,,27:00,7,8,0,0,1,1,,3,4,7,2,4,1,1,1,,15
19911101PHICHI,,PHI,CHI,CHI,bill_cartwright,,25:00,2,7,0,0,0,0,,0,6,6,2,1,0,1,1,,4
19911101PHICHI,,PHI,CHI,CHI,john_paxson,,24:00,3,7,0,1,0,0,,0,2,2,9,0,1,0,0,,6
19911101PHICHI,,PHI,CHI,CHI,bj_armstrong,,24:00,5,9,0,1,0,0,,1,1,2,3,1,0,0,0,,10
19911101PHICHI,,PHI,CHI,CHI,stacey_king,,23:00,3,8,0,0,0,0,,1,5,6,2,3,1,4,0,,6
19911101PHICHI,,PHI,CHI,CHI,craig_hodges,,15:00,4,6,0,0,2,2,,0,0,0,3,0,0,0,0,,10
19911101PHICHI,,PHI,CHI,CHI,cliff_levingston,,15:00,2,3,0,0,0,0,,3,2,5,5,4,0,1,1,,4
19911101PHICHI,,PHI,CHI,CHI,will_perdue,,10:00,2,6,0,0,0,0,,2,3,5,1,0,0,0,1,,4
19911101PHICHI,,PHI,CHI,CHI,dennis_hopson,,5:00,1,2,0,0,0,0,,0,0,0,0,1,1,0,0,,2
19911101PHICHI,,PHI,CHI,CHI,mark_randall,,5:00,0,2,0,0,0,0,,0,1,1,1,0,0,1,0,,0
19911101PHICHI,,PHI,CHI,CHI,total,,240,49,91,0,7,12,14,,12,35,47,38,19,11,16,5,,110
19911101GSWDEN,,GSW,DEN,GSW,chris_mullin,,38:00,8,18,0,3,0,2,,2,2,4,2,2,2,1,0,,16
