gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20131029ORLIND,,ORL,IND,ORL,arron_afflalo,,32:59,3,14,1,5,2,3,,1,2,3,1,1,0,1,0,,9
20131029ORLIND,,ORL,IND,ORL,nikola_vucevic,,30:39,4,11,0,0,0,0,,5,5,10,3,4,2,5,1,,8
20131029ORLIND,,ORL,IND,ORL,jameer_nelson,,30:34,4,13,3,7,1,1,,1,4,5,7,1,2,2,0,,12
20131029ORLIND,,ORL,IND,ORL,jason_maxiell,,26:19,0,5,0,0,0,0,,1,4,5,0,2,1,2,2,,0
20131029ORLIND,,ORL,IND,ORL,maurice_harkless,,23:30,6,13,2,2,0,1,,1,0,1,0,4,1,0,0,,14
20131029ORLIND,,ORL,IND,ORL,e'twaun_moore,,25:45,3,6,0,1,0,0,,1,0,1,1,2,2,2,0,,6
20131029ORLIND,,ORL,IND,ORL,victor_oladipo,,22:35,4,11,1,2,3,5,,1,2,3,2,2,1,3,0,,12
20131029ORLIND,,ORL,IND,ORL,andrew_nicholson,,19:17,8,10,2,2,0,0,,1,3,4,0,4,1,1,0,,18
20131029ORLIND,,ORL,IND,ORL,kyle_o'quinn,,14:23,3,7,0,0,0,0,,0,4,4,0,2,0,1,3,,6
20131029ORLIND,,ORL,IND,ORL,ronnie_price,,8:37,1,2,0,0,0,0,,0,1,1,3,2,0,0,0,,2
20131029ORLIND,,ORL,IND,ORL,solomon_jones,,5:22,0,1,0,0,0,0,,1,1,2,0,2,0,0,0,,0
20131029ORLIND,,ORL,IND,ORL,tobias_harris,,,,,,,,,,,,,,,,,,,
20131029ORLIND,,ORL,IND,ORL,doron_lamb,,,,,,,,,,,,,,,,,,,
20131029ORLIND,,ORL,IND,ORL,total,,240,36,93,9,19,6,10,,13,26,39,17,26,10,17,6,,87
20131029ORLIND,,ORL,IND,IND,paul_george,,36:05,8,16,3,6,5,7,,1,5,6,5,0,1,4,3,,24
20131029ORLIND,,ORL,IND,IND,lance_stephenson,,35:38,8,12,2,3,1,2,,2,5,7,5,2,0,1,1,,19
20131029ORLIND,,ORL,IND,IND,david_west,,30:43,4,11,0,0,5,5,,0,5,5,3,2,2,5,5,,13
20131029ORLIND,,ORL,IND,IND,george_hill,,29:04,2,8,0,2,3,4,,0,2,2,0,0,0,1,0,,7
20131029ORLIND,,ORL,IND,IND,roy_hibbert,,26:54,3,6,0,0,2,4,,6,10,16,0,0,1,3,7,,8
20131029ORLIND,,ORL,IND,IND,luis_scola,,20:43,4,7,0,0,0,0,,0,1,1,1,2,0,1,0,,8
20131029ORLIND,,ORL,IND,IND,cj_watson,,19:54,2,5,1,4,0,2,,0,2,2,3,0,0,1,0,,5
20131029ORLIND,,ORL,IND,IND,ian_mahinmi,,16:42,0,1,0,0,4,6,,1,2,3,0,5,0,2,2,,4
20131029ORLIND,,ORL,IND,IND,orlando_johnson,,15:12,3,4,1,2,2,2,,0,1,1,0,1,0,1,0,,9
20131029ORLIND,,ORL,IND,IND,solomon_hill,,8:07,0,1,0,0,0,0,,0,1,1,0,1,0,1,0,,0
20131029ORLIND,,ORL,IND,IND,rasual_butler,,0:58,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
20131029ORLIND,,ORL,IND,IND,chris_copeland,,,,,,,,,,,,,,,,,,,
20131029ORLIND,,ORL,IND,IND,donald_sloan,,,,,,,,,,,,,,,,,,,
20131029ORLIND,,ORL,IND,IND,total,,240,34,71,7,17,22,32,,10,34,44,17,13,4,20,18,,97
20131029LACLAL,,LAC,LAL,LAC,blake_griffin,,40:09,8,15,0,0,3,10,,2,5,7,3,1,1,4,0,,19
20131029LACLAL,,LAC,LAL,LAC,chris_paul,,35:58,5,13,0,2,5,5,,0,6,6,11,4,5,1,0,,15
20131029LACLAL,,LAC,LAL,LAC,deandre_jordan,,35:29,8,10,0,0,1,2,,4,7,11,1,5,3,1,3,,17
20131029LACLAL,,LAC,LAL,LAC,jj_redick,,33:49,5,12,2,5,1,1,,1,1,2,3,0,0,1,0,,13
20131029LACLAL,,LAC,LAL,LAC,jared_dudley,,22:43,2,6,1,4,0,0,,0,3,3,2,4,0,1,0,,5
20131029LACLAL,,LAC,LAL,LAC,matt_barnes,,28:28,3,6,1,3,1,1,,2,4,6,3,4,2,3,0,,8
20131029LACLAL,,LAC,LAL,LAC,jamal_crawford,,25:54,5,13,3,6,2,2,,1,2,3,3,0,0,3,0,,15
20131029LACLAL,,LAC,LAL,LAC,darren_collison,,12:29,4,5,1,1,0,0,,0,1,1,1,2,0,2,0,,9
20131029LACLAL,,LAC,LAL,LAC,ryan_hollins,,3:57,0,2,0,0,0,2,,0,1,1,0,1,0,0,1,,0
20131029LACLAL,,LAC,LAL,LAC,reggie_bullock,,1:04,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,,2
20131029LACLAL,,LAC,LAL,LAC,byron_mullens,,,,,,,,,,,,,,,,,,,
20131029LACLAL,,LAC,LAL,LAC,willie_green,,,,,,,,,,,,,,,,,,,
20131029LACLAL,,LAC,LAL,LAC,antawn_jamison,,,,,,,,,,,,,,,,,,,
