gameid,away,home
19941104INDATL,IND,ATL
19941104NYKBOS,NYK,BOS
19941104CHHCHI,CHH,CHI
19941104MINDEN,MIN,DEN
19941104LALDET,LAL,DET
19941104NJNHOU,NJN,HOU
19941104PORLAC,POR,LAC
19941104MILPHI,MIL,PHI
19941104PHOSAC,PHO,SAC
19941104GSWSAS,GSW,SAS
19941104MIAUTA,MIA,UTA
19941104ORLWSB,ORL,WSB
19941105DETATL,DET,ATL
19941105CLECHH,CLE,CHH
19941105WSBCHI,WSB,CHI
19941105NJNDAL,NJN,DAL
19941105GSWDEN,GSW,DEN
19941105BOSIND,BOS,IND
19941105LALMIL,LAL,MIL
19941105HOUMIN,HOU,MIN
19941105PHIORL,PHI,ORL
19941105LACPOR,LAC,POR
19941105UTASEA,UTA,SEA
19941106MIAPHO,MIA,PHO
19941107PHICHI,PHI,CHI
19941107NJNSAS,NJN,SAS
19941107ATLUTA,ATL,UTA
19941108HOUCLE,HOU,CLE
19941108DENDAL,DEN,DAL
19941108MINDET,MIN,DET
19941108MIAGSW,MIA,GSW
19941108LALNYK,LAL,NYK
19941109ORLCHH,ORL,CHH
19941109HOUIND,HOU,IND
19941109LALMIN,LAL,MIN
19941109CHINJN,CHI,NJN
19941109WSBPHI,WSB,PHI
19941109ATLPHO,ATL,PHO
19941109UTASAS,UTA,SAS
19941109SACSEA,SAC,SEA
19941110MILCLE,MIL,CLE
19941110INDDET,IND,DET
19941110ATLLAC,ATL,LAC
19941110ORLNYK,ORL,NYK
19941110PORSAC,POR,SAC
19941111HOUBOS,HOU,BOS
19941111DENLAL,DEN,LAL
19941111CHHMIL,CHH,MIL
19941111CHIMIN,CHI,MIN
19941111DALPHI,DAL,PHI
19941111PHOSEA,PHO,SEA
19941111GSWUTA,GSW,UTA
19941111NJNWSB,NJN,WSB
19941112DETCHH,DET,CHH
19941112DALCHI,DAL,CHI
19941112INDCLE,IND,CLE
19941112UTADEN,UTA,DEN
19941112LALGSW,LAL,GSW
19941112PHOLAC,PHO,LAC
19941112WSBMIA,WSB,MIA
19941112BOSMIN,BOS,MIN
19941112HOUNJN,HOU,NJN
19941112ORLPHI,ORL,PHI
19941112ATLSAC,ATL,SAC
19941112NYKSAS,NYK,SAS
19941113LACSEA,LAC,SEA
19941114NYKUTA,NYK,UTA
19941115BOSATL,BOS,ATL
19941115CHHCLE,CHH,CLE
19941115SASDEN,SAS,DEN
19941115PHIDET,PHI,DET
19941115MINGSW,MIN,GSW
19941115SACHOU,SAC,HOU
19941115LALLAC,LAL,LAC
19941115DALMIA,DAL,MIA
19941115INDMIL,IND,MIL
19941115SEANJN,SEA,NJN
19941115WSBORL,WSB,ORL
19941115PHOPOR,PHO,POR
19941116SEABOS,SEA,BOS
19941116NYKLAL,NYK,LAL
19941116MIAPHI,MIA,PHI
19941116MINPHO,MIN,PHO
19941116CHISAS,CHI,SAS
19941117LACCHH,LAC,CHH
19941117SACDAL,SAC,DAL
19941117DETDEN,DET,DEN
19941117NYKGSW,NYK,GSW
19941117CHIHOU,CHI,HOU
19941117WSBNJN,WSB,NJN
19941117CLEPOR,CLE,POR
19941118MILATL,MIL,ATL
19941118SEAIND,SEA,IND
19941118CLELAL,CLE,LAL
19941118BOSMIA,BOS,MIA
19941118NJNORL,NJN,ORL
19941118LACPHI,LAC,PHI
19941118PORPHO,POR,PHO
19941118DETUTA,DET,UTA
19941119INDCHH,IND,CHH
19941119CHIDAL,CHI,DAL
19941119HOUDEN,HOU,DEN
19941119UTAGSW,UTA,GSW
19941119SEAMIL,SEA,MIL
19941119SASMIN,SAS,MIN
19941119ATLNYK,ATL,NYK
19941119BOSWSB,BOS,WSB
19941120LACNJN,LAC,NJN
19941120DETPOR,DET,POR
19941120CLESAC,CLE,SAC
19941121SASNYK,SAS,NYK
19941121MIAORL,MIA,ORL
19941121PHOUTA,PHO,UTA
19941122PHIATL,PHI,ATL
19941122MILBOS,MIL,BOS
19941122GSWCHH,GSW,CHH
19941122MINCLE,MIN,CLE
19941122PORHOU,POR,HOU
19941122CHILAC,CHI,LAC
19941122NJNSEA,NJN,SEA
19941123CHHBOS,CHH,BOS
19941123CHIDEN,CHI,DEN
19941123MILDET,MIL,DET
19941123DALLAL,DAL,LAL
19941123CLEMIA,CLE,MIA
19941123ATLMIN,ATL,MIN
19941123HOUORL,HOU,ORL
19941123LACPHO,LAC,PHO
19941123NJNSAC,NJN,SAC
19941123PORSAS,POR,SAS
19941123SEAUTA,SEA,UTA
19941124GSWIND,GSW,IND
19941125LALATL,LAL,ATL
19941125ORLBOS,ORL,BOS
19941125PORDAL,POR,DAL
19941125MIADET,MIA,DET
19941125MILIND,MIL,IND
19941125NJNLAC,NJN,LAC
19941125PHIMIN,PHI,MIN
19941125DENSAC,DEN,SAC
19941125SEASAS,SEA,SAS
19941125CHIUTA,CHI,UTA
19941125CLEWSB,CLE,WSB
19941126GSWCLE,GSW,CLE
19941126DALDEN,DAL,DEN
19941126SEAHOU,SEA,HOU
19941126ORLMIL,ORL,MIL
19941126CHHNYK,CHH,NYK
19941126BOSPHI,BOS,PHI
19941126SASPHO,SAS,PHO
19941126LALWSB,LAL,WSB
19941127GSWDET,GSW,DET
19941127NJNPHO,NJN,PHO
19941127INDPOR,IND,POR
19941127UTASAC,UTA,SAC
19941128MINSAS,MIN,SAS
19941128INDSEA,IND,SEA
19941129CHHATL,CHH,ATL
19941129MINDAL,MIN,DAL
19941129LACGSW,LAC,GSW
19941129DENHOU,DEN,HOU
19941129SACMIA,SAC,MIA
19941129PHOMIL,PHO,MIL
19941129LALNJN,LAL,NJN
19941129UTAPOR,UTA,POR
19941129NYKWSB,NYK,WSB
19941130DETBOS,DET,BOS
19941130MIACHH,MIA,CHH
19941130PHOCHI,PHO,CHI
19941130LALCLE,LAL,CLE
19941130SACORL,SAC,ORL
19941130SASSEA,SAS,SEA
19941201DENDAL,DEN,DAL
19941201HOUGSW,HOU,GSW
19941201INDLAC,IND,LAC
19941201CLEMIL,CLE,MIL
19941201MINUTA,MIN,UTA
19941202PHOBOS,PHO,BOS
19941202ATLCHI,ATL,CHI
19941202HOULAL,HOU,LAL
19941202NJNMIA,NJN,MIA
19941202NYKORL,NYK,ORL
19941202SACPHI,SAC,PHI
