gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
19821029BOSCLE,,BOS,CLE,BOS,robert_parish,,,9,12,0,,4,4,,,,12,,,,,,,22
19821029BOSCLE,,BOS,CLE,BOS,larry_bird,,,7,13,0,,1,2,,,,,,,,,,,15
19821029BOSCLE,,BOS,CLE,BOS,tiny_archibald,,,5,10,0,,4,4,,,,,6,,,,,,14
19821029BOSCLE,,BOS,CLE,BOS,danny_ainge,,,7,9,0,,0,2,,,,,,,,,,,14
19821029BOSCLE,,BOS,CLE,BOS,quinn_buckner,,,5,8,0,,1,2,,,,,,,,,,,11
19821029BOSCLE,,BOS,CLE,BOS,kevin_mchale,,,4,11,0,,2,2,,,,,,,,,,,10
19821029BOSCLE,,BOS,CLE,BOS,cedric_maxwell,,,3,4,0,,1,2,,,,,,,,,,,7
19821029BOSCLE,,BOS,CLE,BOS,gerald_henderson,,,3,9,0,,0,0,,,,,,,,,,,6
19821029BOSCLE,,BOS,CLE,BOS,charles_bradley,,,1,4,0,,1,4,,,,,,,,,,,3
19821029BOSCLE,,BOS,CLE,BOS,ml_carr,,,1,6,0,,0,0,,,,,,,,,,,2
19821029BOSCLE,,BOS,CLE,BOS,rick_robey,,,0,2,0,,0,0,,,,,,,,,,,0
19821029BOSCLE,,BOS,CLE,BOS,darren_tillis,,,0,1,0,,0,0,,,,,,,,,,,0
19821029BOSCLE,,BOS,CLE,BOS,total,,240,45,89,0,,14,22,,,,41,25,,,,,,104
19821029BOSCLE,,BOS,CLE,CLE,james_edwards,,,6,16,0,,13,18,,,,16,,,,,,,25
19821029BOSCLE,,BOS,CLE,CLE,cliff_robinson,,,4,15,0,,11,14,,,,,,,,,,,19
19821029BOSCLE,,BOS,CLE,CLE,ron_brewer,,,3,10,0,,8,8,,,,,,,,,,,14
19821029BOSCLE,,BOS,CLE,CLE,scott_wedman,,,5,13,0,,0,0,,,,,,,,,,,10
19821029BOSCLE,,BOS,CLE,CLE,john_bagley,,,2,7,0,,5,6,,,,,,,,,,,9
19821029BOSCLE,,BOS,CLE,CLE,phil_hubbard,,,1,6,0,,4,4,,,,,,,,,,,6
19821029BOSCLE,,BOS,CLE,CLE,steve_hayes,,,2,2,0,,1,2,,,,,,,,,,,5
19821029BOSCLE,,BOS,CLE,CLE,geoff_huston,,,1,3,0,,0,2,,,,,8,,,,,,2
19821029BOSCLE,,BOS,CLE,CLE,bruce_flowers,,,0,1,0,,2,2,,,,,,,,,,,2
19821029BOSCLE,,BOS,CLE,CLE,dave_magley,,,0,0,0,,1,2,,,,,,,,,,,1
19821029BOSCLE,,BOS,CLE,CLE,total,,240,24,73,0,,45,58,,,,47,16,,,,,,93
19821029DALDEN,,DAL,DEN,DAL,rolando_blackman,,,12,18,0,,2,3,,,,,,,,,,,26
