gameid,away,home
20051101SACNOK,SAC,NOK
20051101MILPHI,MIL,PHI
20051101DALPHO,DAL,PHO
20051101DENSAS,DEN,SAS
20051102NYKBOS,NYK,BOS
20051102CHACHI,CHA,CHI
20051102NOKCLE,NOK,CLE
20051102LALDEN,LAL,DEN
20051102PHIDET,PHI,DET
20051102ATLGSW,ATL,GSW
20051102SACHOU,SAC,HOU
20051102MIAMEM,MIA,MEM
20051102PORMIN,POR,MIN
20051102MILNJN,MIL,NJN
20051102INDORL,IND,ORL
20051102LACSEA,LAC,SEA
20051102WASTOR,WAS,TOR
20051102DALUTA,DAL,UTA
20051103PHOLAL,PHO,LAL
20051103INDMIA,IND,MIA
20051104DETBOS,DET,BOS
20051104PORDEN,POR,DEN
20051104UTAGSW,UTA,GSW
20051104ATLLAC,ATL,LAC
20051104WASNYK,WAS,NYK
20051104MEMORL,MEM,ORL
20051104CHAPHI,CHA,PHI
20051104CLESAS,CLE,SAS
20051104MINSEA,MIN,SEA
20051104NJNTOR,NJN,TOR
20051105BOSCHA,BOS,CHA
20051105SASDAL,SAS,DAL
20051105TORDET,TOR,DET
20051105NOKHOU,NOK,HOU
20051105PHIIND,PHI,IND
20051105MINLAC,MIN,LAC
20051105CLEMEM,CLE,MEM
20051105MIAMIL,MIA,MIL
20051105CHINJN,CHI,NJN
20051105ATLPOR,ATL,POR
20051105PHOUTA,PHO,UTA
20051105ORLWAS,ORL,WAS
20051106DENLAL,DEN,LAL
20051106GSWNYK,GSW,NYK
20051106SACPHO,SAC,PHO
20051107UTACHA,UTA,CHA
20051107SASCHI,SAS,CHI
20051107NJNMIA,NJN,MIA
20051107LACMIN,LAC,MIN
20051107CLETOR,CLE,TOR
20051108LALATL,LAL,ATL
20051108ORLHOU,ORL,HOU
20051108SEAMEM,SEA,MEM
20051108GSWMIL,GSW,MIL
20051108DETSAC,DET,SAC
20051109MEMBOS,MEM,BOS
20051109SASCHA,SAS,CHA
20051109GSWCHI,GSW,CHI
20051109SEACLE,SEA,CLE
20051109SACDEN,SAC,DEN
20051109MIAIND,MIA,IND
20051109LALMIN,LAL,MIN
20051109UTANJN,UTA,NJN
20051109ORLNOK,ORL,NOK
20051109DALPHI,DAL,PHI
20051109NYKPOR,NYK,POR
20051109LACWAS,LAC,WAS
20051110LACATL,LAC,ATL
20051110HOUMIA,HOU,MIA
20051110DETPHO,DET,PHO
20051111SASBOS,SAS,BOS
20051111DALCHA,DAL,CHA
20051111MEMCLE,MEM,CLE
20051111NYKGSW,NYK,GSW
20051111NJNIND,NJN,IND
20051111LALPHI,LAL,PHI
20051111DETPOR,DET,POR
20051111DENSAC,DEN,SAC
20051111UTATOR,UTA,TOR
20051111SEAWAS,SEA,WAS
20051112MEMATL,MEM,ATL
20051112UTACHI,UTA,CHI
20051112CHAMIA,CHA,MIA
20051112INDMIL,IND,MIL
20051112HOUNJN,HOU,NJN
20051112DALNOK,DAL,NOK
20051112GSWPHO,GSW,PHO
20051112SASWAS,SAS,WAS
20051113HOUBOS,HOU,BOS
20051113MINDEN,MIN,DEN
20051113CLEORL,CLE,ORL
20051113LACPHI,LAC,PHI
20051113NYKSAC,NYK,SAC
20051113SEATOR,SEA,TOR
20051114CHIGSW,CHI,GSW
20051114LALMEM,LAL,MEM
20051114NYKUTA,NYK,UTA
20051115WASCLE,WAS,CLE
20051115DENDAL,DEN,DAL
20051115BOSDET,BOS,DET
20051115MILLAC,MIL,LAC
20051115NOKMIA,NOK,MIA
20051115HOUMIN,HOU,MIN
20051115SEANJN,SEA,NJN
20051115CHAORL,CHA,ORL
20051115TORPHI,TOR,PHI
20051115UTASAC,UTA,SAC
20051115ATLSAS,ATL,SAS
20051116SEABOS,SEA,BOS
20051116INDCHA,IND,CHA
20051116MILGSW,MIL,GSW
20051116NYKLAL,NYK,LAL
20051116DENNOK,DEN,NOK
20051116MEMPHO,MEM,PHO
20051116CHIPOR,CHI,POR
20051116PHITOR,PHI,TOR
20051117ATLDAL,ATL,DAL
20051117WASMIN,WAS,MIN
