gameid,away,home
19881104NYKBOS,NYK,BOS
19881104CLECHH,CLE,CHH
19881104DETCHI,DET,CHI
19881104LALDAL,LAL,DAL
19881104HOUDEN,HOU,DEN
19881104MILIND,MIL,IND
19881104ATLNJN,ATL,NJN
19881104LACPHI,LAC,PHI
19881104PHOPOR,PHO,POR
19881104SEAUTA,SEA,UTA
19881105CHHDET,CHH,DET
19881105PHOGSW,PHO,GSW
19881105DALHOU,DAL,HOU
19881105CLEIND,CLE,IND
19881105LACMIA,LAC,MIA
19881105ATLMIL,ATL,MIL
19881105NYKNJN,NYK,NJN
19881105BOSPHI,BOS,PHI
19881105SACPOR,SAC,POR
19881105LALSAS,LAL,SAS
19881105DENSEA,DEN,SEA
19881105CHIWSB,CHI,WSB
19881108INDATL,IND,ATL
19881108LACCHH,LAC,CHH
19881108MIADAL,MIA,DAL
19881108LALGSW,LAL,GSW
19881108SASHOU,SAS,HOU
19881108WSBNJN,WSB,NJN
19881108CHINYK,CHI,NYK
19881108DETPHI,DET,PHI
19881108SEASAC,SEA,SAC
19881109CHIBOS,CHI,BOS
19881109LACCLE,LAC,CLE
19881109ATLDET,ATL,DET
19881109DENLAL,DEN,LAL
19881109PHIMIL,PHI,MIL
19881109DALPHO,DAL,PHO
19881109MIASAS,MIA,SAS
19881109GSWSEA,GSW,SEA
19881109SACUTA,SAC,UTA
19881109NYKWSB,NYK,WSB
19881110PORDEN,POR,DEN
19881110UTAHOU,UTA,HOU
19881111DETBOS,DET,BOS
19881111NJNCHI,NJN,CHI
19881111SASDAL,SAS,DAL
19881111NYKIND,NYK,IND
19881111SEALAL,SEA,LAL
19881111HOUMIA,HOU,MIA
19881111ATLPHI,ATL,PHI
19881111GSWPHO,GSW,PHO
19881111CHHWSB,CHH,WSB
19881112CHHATL,CHH,ATL
19881112INDCLE,IND,CLE
19881112SACDAL,SAC,DAL
19881112SEADEN,SEA,DEN
19881112PORGSW,POR,GSW
19881112PHOLAC,PHO,LAC
19881112BOSMIL,BOS,MIL
19881112CHINJN,CHI,NJN
19881112WSBNYK,WSB,NYK
19881112UTASAS,UTA,SAS
19881113SACHOU,SAC,HOU
19881113DENPOR,DEN,POR
19881114GSWNJN,GSW,NJN
19881115NJNCHH,NJN,CHH
19881115PHICHI,PHI,CHI
19881115ATLCLE,ATL,CLE
19881115DETDAL,DET,DAL
19881115LALDEN,LAL,DEN
19881115NYKHOU,NYK,HOU
19881115BOSMIA,BOS,MIA
19881115LACPOR,LAC,POR
19881115PHOSAC,PHO,SAC
19881115INDUTA,IND,UTA
19881116GSWBOS,GSW,BOS
19881116SACLAC,SAC,LAC
19881116CHIPHI,CHI,PHI
19881116INDPHO,IND,PHO
19881116DETSAS,DET,SAS
19881117CHHDAL,CHH,DAL
19881117SASDEN,SAS,DEN
19881117MIAHOU,MIA,HOU
19881117NJNMIL,NJN,MIL
19881117LALSEA,LAL,SEA
19881117PORUTA,POR,UTA
19881118WSBBOS,WSB,BOS
19881118ATLCHI,ATL,CHI
19881118INDLAC,IND,LAC
19881118PORLAL,POR,LAL
19881118GSWMIA,GSW,MIA
19881118CLENJN,CLE,NJN
19881118NYKPHI,NYK,PHI
19881118DETPHO,DET,PHO
19881119GSWATL,GSW,ATL
19881119MILCLE,MIL,CLE
19881119LACDEN,LAC,DEN
19881119DETHOU,DET,HOU
19881119PHINYK,PHI,NYK
19881119INDSAC,IND,SAC
19881119CHHSAS,CHH,SAS
19881119DALSEA,DAL,SEA
19881119PHOUTA,PHO,UTA
19881119BOSWSB,BOS,WSB
19881120NJNPOR,NJN,POR
19881121ATLHOU,ATL,HOU
19881121LACUTA,LAC,UTA
19881122CLEBOS,CLE,BOS
19881122DETCHH,DET,CHH
19881122NJNDEN,NJN,DEN
19881122MILIND,MIL,IND
19881122LALNYK,LAL,NYK
19881122CHISAC,CHI,SAC
19881122PORSEA,POR,SEA
19881122PHIWSB,PHI,WSB
19881123CHHBOS,CHH,BOS
19881123DENDAL,DEN,DAL
19881123NYKDET,NYK,DET
19881123SEAGSW,SEA,GSW
19881123CHILAC,CHI,LAC
19881123LALMIA,LAL,MIA
19881123WSBMIL,WSB,MIL
19881123CLEPHI,CLE,PHI
19881123NJNPHO,NJN,PHO
19881123ATLSAS,ATL,SAS
19881123HOUUTA,HOU,UTA
19881125MILBOS,MIL,BOS
19881125ATLDAL,ATL,DAL
19881125WSBIND,WSB,IND
