gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
20111225MIADAL,20111225,MIA,DAL,MIA,32,30,35,8,,,,105
20111225MIADAL,20111225,MIA,DAL,DAL,17,24,24,29,,,,94
20111225LACGSW,20111225,LAC,GSW,LAC,24,17,34,30,,,,105
20111225LACGSW,20111225,LAC,GSW,GSW,20,23,25,18,,,,86
20111225CHILAL,20111225,CHI,LAL,CHI,22,34,12,20,,,,88
20111225CHILAL,20111225,CHI,LAL,LAL,20,29,20,18,,,,87
20111225BOSNYK,20111225,BOS,NYK,BOS,23,29,35,17,,,,104
20111225BOSNYK,20111225,BOS,NYK,NYK,34,28,17,27,,,,106
20111225ORLOKC,20111225,ORL,OKC,ORL,22,19,22,26,,,,89
20111225ORLOKC,20111225,ORL,OKC,OKC,27,28,26,16,,,,97
20111226MILCHA,20111226,MIL,CHA,MIL,27,25,14,29,,,,95
20111226MILCHA,20111226,MIL,CHA,CHA,19,22,30,25,,,,96
20111226TORCLE,20111226,TOR,CLE,TOR,23,29,26,26,,,,104
20111226TORCLE,20111226,TOR,CLE,CLE,23,19,28,26,,,,96
20111226DENDAL,20111226,DEN,DAL,DEN,32,37,28,18,,,,115
20111226DENDAL,20111226,DEN,DAL,DAL,23,19,26,25,,,,93
20111226CHIGSW,20111226,CHI,GSW,CHI,22,19,20,30,,,,91
20111226CHIGSW,20111226,CHI,GSW,GSW,30,27,21,21,,,,99
20111226DETIND,20111226,DET,IND,DET,17,21,20,21,,,,79
20111226DETIND,20111226,DET,IND,IND,26,26,24,15,,,,91
20111226OKCMIN,20111226,OKC,MIN,OKC,23,29,26,26,,,,104
20111226OKCMIN,20111226,OKC,MIN,MIN,24,22,26,28,,,,100
20111226HOUORL,20111226,HOU,ORL,HOU,23,27,23,22,,,,95
20111226HOUORL,20111226,HOU,ORL,ORL,27,26,24,27,,,,104
20111226NOHPHO,20111226,NOH,PHO,NOH,23,24,15,23,,,,85
20111226NOHPHO,20111226,NOH,PHO,PHO,20,21,24,19,,,,84
20111226PHIPOR,20111226,PHI,POR,PHI,15,29,28,31,,,,103
20111226PHIPOR,20111226,PHI,POR,POR,26,22,29,30,,,,107
20111226LALSAC,20111226,LAL,SAC,LAL,20,20,24,27,,,,91
20111226LALSAC,20111226,LAL,SAC,SAC,21,28,29,22,,,,100
20111226MEMSAS,20111226,MEM,SAS,MEM,22,22,14,24,,,,82
20111226MEMSAS,20111226,MEM,SAS,SAS,14,29,29,23,,,,95
20111226NJNWAS,20111226,NJN,WAS,NJN,13,24,29,24,,,,90
20111226NJNWAS,20111226,NJN,WAS,WAS,26,19,22,17,,,,84
20111227UTALAL,20111227,UTA,LAL,UTA,17,14,15,25,,,,71
20111227UTALAL,20111227,UTA,LAL,LAL,18,23,30,25,,,,96
20111227BOSMIA,20111227,BOS,MIA,BOS,27,27,29,24,,,,107
20111227BOSMIA,20111227,BOS,MIA,MIA,30,39,22,24,,,,115
20111227MINMIL,20111227,MIN,MIL,MIN,30,18,20,27,,,,95
20111227MINMIL,20111227,MIN,MIL,MIL,32,28,19,19,,,,98
20111227ATLNJN,20111227,ATL,NJN,ATL,28,24,25,29,,,,106
20111227ATLNJN,20111227,ATL,NJN,NJN,11,19,25,15,,,,70
20111227SACPOR,20111227,SAC,POR,SAC,25,21,19,14,,,,79
20111227SACPOR,20111227,SAC,POR,POR,23,23,28,27,,,,101
20111228WASATL,20111228,WAS,ATL,WAS,17,25,22,19,,,,83
20111228WASATL,20111228,WAS,ATL,ATL,26,29,30,16,,,,101
20111228MIACHA,20111228,MIA,CHA,MIA,20,25,24,27,,,,96
20111228MIACHA,20111228,MIA,CHA,CHA,32,28,10,25,,,,95
20111228UTADEN,20111228,UTA,DEN,UTA,23,23,20,34,,,,100
20111228UTADEN,20111228,UTA,DEN,DEN,28,35,25,29,,,,117
20111228CLEDET,20111228,CLE,DET,CLE,25,25,29,26,,,,105
20111228CLEDET,20111228,CLE,DET,DET,23,16,30,20,,,,89
20111228NYKGSW,20111228,NYK,GSW,NYK,23,20,21,14,,,,78
20111228NYKGSW,20111228,NYK,GSW,GSW,21,16,27,28,,,,92
20111228OKCMEM,20111228,OKC,MEM,OKC,23,31,18,26,,,,98
20111228OKCMEM,20111228,OKC,MEM,MEM,20,29,21,25,,,,95
20111228BOSNOH,20111228,BOS,NOH,BOS,18,21,24,15,,,,78
20111228BOSNOH,20111228,BOS,NOH,NOH,24,24,24,25,,,,97
20111228PHIPHO,20111228,PHI,PHO,PHI,25,23,32,23,,,,103
20111228PHIPHO,20111228,PHI,PHO,PHO,18,16,20,29,,,,83
20111228LACSAS,20111228,LAC,SAS,LAC,19,35,17,19,,,,90
20111228LACSAS,20111228,LAC,SAS,SAS,26,32,38,19,,,,115
20111228INDTOR,20111228,IND,TOR,IND,18,20,25,27,,,,90
20111228INDTOR,20111228,IND,TOR,TOR,11,23,21,30,,,,85
20111229SASHOU,20111229,SAS,HOU,SAS,18,17,24,26,,,,85
20111229SASHOU,20111229,SAS,HOU,HOU,23,30,25,27,,,,105
