gameid,away,home
19811030WSBBOS,WSB,BOS
19811030GSWDEN,GSW,DEN
19811030MILDET,MIL,DET
19811030CHIIND,CHI,IND
19811030SASKCK,SAS,KCK
19811030HOULAL,HOU,LAL
19811030NYKNJN,NYK,NJN
19811030CLEPHI,CLE,PHI
19811030PHOPOR,PHO,POR
19811030DALUTA,DAL,UTA
19811031PHIATL,PHI,ATL
19811031DETCHI,DET,CHI
19811031KCKDAL,KCK,DAL
19811031UTAGSW,UTA,GSW
19811031BOSMIL,BOS,MIL
19811031INDNYK,IND,NYK
19811031DENSAS,DEN,SAS
19811031HOUSDC,HOU,SDC
19811031PHOSEA,PHO,SEA
19811101SEAPOR,SEA,POR
19811103ATLCHI,ATL,CHI
19811103CLEDAL,CLE,DAL
19811103NYKHOU,NYK,HOU
19811103SASPHO,SAS,PHO
19811103LALPOR,LAL,POR
19811103PHIWSB,PHI,WSB
19811104CHIBOS,CHI,BOS
19811104HOUDEN,HOU,DEN
19811104PORGSW,POR,GSW
19811104SDCKCK,SDC,KCK
19811104ATLNJN,ATL,NJN
19811104INDPHI,IND,PHI
19811104CLESAS,CLE,SAS
19811104LALSEA,LAL,SEA
19811105NJNDET,NJN,DET
19811105WSBMIL,WSB,MIL
19811105DALPHO,DAL,PHO
19811105GSWUTA,GSW,UTA
19811106INDBOS,IND,BOS
19811106SDCCHI,SDC,CHI
19811106NYKDAL,NYK,DAL
19811106HOUKCK,HOU,KCK
19811106PHOLAL,PHO,LAL
19811106ATLPHI,ATL,PHI
19811106UTAPOR,UTA,POR
19811106DENSEA,DEN,SEA
19811106DETWSB,DET,WSB
19811107NJNCHI,NJN,CHI
19811107BOSDET,BOS,DET
19811107DENGSW,DEN,GSW
19811107CLEHOU,CLE,HOU
19811107SDCMIL,SDC,MIL
19811107NYKSAS,NYK,SAS
19811107PHOUTA,PHO,UTA
19811108DALLAL,DAL,LAL
19811108INDNJN,IND,NJN
19811108DENPOR,DEN,POR
19811109CHICLE,CHI,CLE
19811110MILATL,MIL,ATL
19811110KCKCHI,KCK,CHI
19811110PHODEN,PHO,DEN
19811110PHIDET,PHI,DET
19811110SEAGSW,SEA,GSW
19811110CLEIND,CLE,IND
19811110NJNNYK,NJN,NYK
19811110DALPOR,DAL,POR
19811110LALSAS,LAL,SAS
19811110UTASDC,UTA,SDC
19811110BOSWSB,BOS,WSB
19811111KCKBOS,KCK,BOS
19811111LALHOU,LAL,HOU
19811111MILNJN,MIL,NJN
19811111CHIPHI,CHI,PHI
19811111DALSEA,DAL,SEA
19811112WSBATL,WSB,ATL
19811112CLEDET,CLE,DET
19811112INDPHO,IND,PHO
19811112PORSDC,POR,SDC
19811113NJNBOS,NJN,BOS
19811113GSWHOU,GSW,HOU
19811113PORLAL,POR,LAL
19811113NYKMIL,NYK,MIL
19811113KCKPHI,KCK,PHI
19811113SASSEA,SAS,SEA
19811113DENUTA,DEN,UTA
19811114DETATL,DET,ATL
19811114BOSCLE,BOS,CLE
19811114GSWDAL,GSW,DAL
19811114UTAHOU,UTA,HOU
19811114KCKNJN,KCK,NJN
19811114PHINYK,PHI,NYK
19811114LALPHO,LAL,PHO
19811114INDSDC,IND,SDC
19811114CHIWSB,CHI,WSB
19811115INDLAL,IND,LAL
19811115CLEMIL,CLE,MIL
19811115SASPOR,SAS,POR
19811117BOSCHI,BOS,CHI
19811117SASDAL,SAS,DAL
19811117HOUIND,HOU,IND
19811117KCKNYK,KCK,NYK
19811117MILWSB,MIL,WSB
19811118PHOATL,PHO,ATL
19811118HOUBOS,HOU,BOS
19811118DETCLE,DET,CLE
19811118SDCDEN,SDC,DEN
19811118NJNGSW,NJN,GSW
19811118MILPHI,MIL,PHI
19811118SEASAS,SEA,SAS
19811118LALUTA,LAL,UTA
19811119WSBDET,WSB,DET
19811119KCKIND,KCK,IND
19811119ATLNYK,ATL,NYK
19811119GSWSDC,GSW,SDC
19811120MILBOS,MIL,BOS
19811120UTACHI,UTA,CHI
19811120PHICLE,PHI,CLE
19811120SEADAL,SEA,DAL
19811120SASLAL,SAS,LAL
19811120NJNPOR,NJN,POR
19811120HOUWSB,HOU,WSB
19811121INDATL,IND,ATL
19811121WSBCHI,WSB,CHI
19811121PHODAL,PHO,DAL
19811121KCKDEN,KCK,DEN
19811121UTADET,UTA,DET
19811121SASGSW,SAS,GSW
19811121MILNYK,MIL,NYK
19811121HOUPHI,HOU,PHI
19811121LALSDC,LAL,SDC
19811122NJNSEA,NJN,SEA
19811124CLEATL,CLE,ATL
19811124LALDAL,LAL,DAL
19811124NJNHOU,NJN,HOU
19811124NYKIND,NYK,IND
19811124DETMIL,DET,MIL
19811124CHISDC,CHI,SDC
19811124GSWWSB,GSW,WSB
19811125GSWBOS,GSW,BOS
19811125INDCLE,IND,CLE
19811125DALDEN,DAL,DEN
19811125DETKCK,DET,KCK
19811125HOUPHO,HOU,PHO
19811125LALSAS,LAL,SAS
19811125PORSEA,POR,SEA
19811125SDCUTA,SDC,UTA
19811127WSBBOS,WSB,BOS
19811127NYKCLE,NYK,CLE
19811127ATLDET,ATL,DET
19811127PHIIND,PHI,IND
19811127DENKCK,DEN,KCK
19811127SDCLAL,SDC,LAL
19811127GSWMIL,GSW,MIL
19811127CHIPHO,CHI,PHO
19811127NJNSAS,NJN,SAS
19811127HOUSEA,HOU,SEA
19811127PORUTA,POR,UTA
19811128BOSATL,BOS,ATL
19811128NJNDAL,NJN,DAL
19811128UTADEN,UTA,DEN
19811128CLENYK,CLE,NYK
19811128DETPHI,DET,PHI
19811128SEASDC,SEA,SDC
19811128INDWSB,IND,WSB
19811129GSWKCK,GSW,KCK
19811129HOULAL,HOU,LAL
19811129SASMIL,SAS,MIL
19811129CHIPOR,CHI,POR
19811201PHIATL,PHI,ATL
19811201MILCLE,MIL,CLE
19811201PORDEN,POR,DEN
19811201KCKHOU,KCK,HOU
19811201BOSIND,BOS,IND
19811201UTALAL,UTA,LAL
19811201DETNYK,DET,NYK
19811201SDCPHO,SDC,PHO
19811201CHISEA,CHI,SEA
19811201SASWSB,SAS,WSB
19811202DETBOS,DET,BOS
19811202CHIGSW,CHI,GSW
