20131029ORLIND,700
20131029ORLIND,-1000
20131029CHIMIA,180
20131029CHIMIA,-220
20131029LACLAL,-600
20131029LACLAL,450
20131030BKNCLE,135
20131030BKNCLE,-155
20131030MIAPHI,-700
20131030MIAPHI,500
20131030BOSTOR,310
20131030BOSTOR,-370
20131030WASDET,120
20131030WASDET,-140
20131030MILNYK,300
20131030MILNYK,-360
20131030CHAHOU,900
20131030CHAHOU,-1400
20131030ORLMIN,500
20131030ORLMIN,-700
20131030INDNOP,100
20131030INDNOP,-120
20131030ATLDAL,200
20131030ATLDAL,-240
20131030MEMSAS,210
20131030MEMSAS,-250
20131030OKCUTA,230
20131030OKCUTA,-270
20131030PORPHX,-220
20131030PORPHX,180
20131030DENSAC,120
20131030DENSAC,-140
20131030LALGSW,700
20131030LALGSW,-1000
20131031NYKCHI,300
20131031NYKCHI,-360
20131031GSWLAC,210
20131031GSWLAC,-250
20131101CLECHA,-165
20131101CLECHA,145
20131101NOPORL,155
20131101NOPORL,-175
20131101PHIWAS,425
20131101PHIWAS,-550
20131101TORATL,140
20131101TORATL,-160
20131101MILBOS,110
20131101MILBOS,-130
20131101DALHOU,230
20131101DALHOU,-270
20131101DETMEM,280
20131101DETMEM,-340
20131101OKCMIN,110
20131101OKCMIN,-130
20131101MIABKN,-170
20131101MIABKN,150
20131101PORDEN,165
20131101PORDEN,-190
20131101UTAPHX,135
20131101UTAPHX,-155
20131101LACSAC,-165
20131101LACSAC,145
20131101SASLAL,-350
20131101SASLAL,290
20131102CLEIND,350
20131102CLEIND,-450
20131102CHIPHI,-500
20131102CHIPHI,400
20131102CHANOP,330
20131102CHANOP,-400
20131102MEMDAL,130
20131102MEMDAL,-150
20131102TORMIL,-120
20131102TORMIL,100
20131102HOUUTA,-260
20131102HOUUTA,220
20131102SASPOR,-140
20131102SASPOR,120
20131102SACGSW,550
20131102SACGSW,-750
20131103BOSDET,400
20131103BOSDET,-500
20131103WASMIA,1100
20131103WASMIA,-2000
20131103BKNORL,190
20131103BKNORL,-230
20131103PHXOKC,900
20131103PHXOKC,-1600
20131103MINNYK,140
20131103MINNYK,-160
20131103ATLLAL,-110
20131103ATLLAL,-110
20131104MINCLE,100
20131104MINCLE,-120
20131104GSWPHI,-280
20131104GSWPHI,240
20131104BOSMEM,680
20131104BOSMEM,-890
20131104HOULAC,170
20131104HOULAC,-200
20131105MIATOR,-215
20131105MIATOR,185
20131105UTABKN,475
20131105UTABKN,-650
