gameid,date,away,home,tm,q1,q2,q3,q4,ot1,ot2,ot3,total
20071030UTAGSW,20071030,UTA,GSW,UTA,28,34,24,31,,,,117
20071030UTAGSW,20071030,UTA,GSW,GSW,30,21,21,24,,,,96
20071030HOULAL,20071030,HOU,LAL,HOU,16,27,27,25,,,,95
20071030HOULAL,20071030,HOU,LAL,LAL,25,18,19,31,,,,93
20071030PORSAS,20071030,POR,SAS,POR,26,23,28,20,,,,97
20071030PORSAS,20071030,POR,SAS,SAS,29,30,22,25,,,,106
20071031DALCLE,20071031,DAL,CLE,DAL,29,25,24,14,,,,92
20071031DALCLE,20071031,DAL,CLE,CLE,15,19,25,15,,,,74
20071031SEADEN,20071031,SEA,DEN,SEA,31,27,23,22,,,,103
20071031SEADEN,20071031,SEA,DEN,DEN,35,24,27,34,,,,120
20071031WASIND,20071031,WAS,IND,WAS,23,22,25,33,7,,,110
20071031WASIND,20071031,WAS,IND,IND,28,20,22,33,16,,,119
20071031SASMEM,20071031,SAS,MEM,SAS,23,29,27,25,,,,104
20071031SASMEM,20071031,SAS,MEM,MEM,26,26,30,19,,,,101
20071031CHINJN,20071031,CHI,NJN,CHI,21,20,32,23,7,,,103
20071031CHINJN,20071031,CHI,NJN,NJN,25,31,18,22,16,,,112
20071031SACNOH,20071031,SAC,NOH,SAC,24,18,19,29,,,,90
20071031SACNOH,20071031,SAC,NOH,NOH,29,28,30,17,,,,104
20071031MILORL,20071031,MIL,ORL,MIL,24,22,16,21,,,,83
20071031MILORL,20071031,MIL,ORL,ORL,24,24,35,19,,,,102
20071031PHITOR,20071031,PHI,TOR,PHI,22,28,17,30,,,,97
20071031PHITOR,20071031,PHI,TOR,TOR,24,34,23,25,,,,106
20071101DETMIA,20071101,DET,MIA,DET,26,22,18,25,,,,91
20071101DETMIA,20071101,DET,MIA,MIA,22,20,20,18,,,,80
20071101PHOSEA,20071101,PHO,SEA,PHO,27,28,24,27,,,,106
20071101PHOSEA,20071101,PHO,SEA,SEA,26,32,24,17,,,,99
20071101HOUUTA,20071101,HOU,UTA,HOU,24,33,21,28,,,,106
20071101HOUUTA,20071101,HOU,UTA,UTA,29,20,17,29,,,,95
20071102DALATL,20071102,DAL,ATL,DAL,19,20,30,25,,,,94
20071102DALATL,20071102,DAL,ATL,ATL,29,17,22,33,,,,101
20071102WASBOS,20071102,WAS,BOS,WAS,18,18,21,26,,,,83
20071102WASBOS,20071102,WAS,BOS,BOS,21,37,21,24,,,,103
20071102MILCHA,20071102,MIL,CHA,MIL,18,31,20,30,,,,99
20071102MILCHA,20071102,MIL,CHA,CHA,24,22,25,31,,,,102
20071102PHICHI,20071102,PHI,CHI,PHI,28,14,29,25,,,,96
20071102PHICHI,20071102,PHI,CHI,CHI,20,21,20,24,,,,85
20071102NYKCLE,20071102,NYK,CLE,NYK,34,20,26,26,,,,106
20071102NYKCLE,20071102,NYK,CLE,CLE,32,23,20,35,,,,110
20071102MIAIND,20071102,MIA,IND,MIA,22,25,18,20,,,,85
20071102MIAIND,20071102,MIA,IND,IND,24,24,20,19,,,,87
20071102GSWLAC,20071102,GSW,LAC,GSW,27,34,29,24,,,,114
20071102GSWLAC,20071102,GSW,LAC,LAC,35,26,31,28,,,,120
20071102DENMIN,20071102,DEN,MIN,DEN,21,28,25,25,,,,99
20071102DENMIN,20071102,DEN,MIN,MIN,27,25,25,14,,,,91
20071102TORNJN,20071102,TOR,NJN,TOR,21,35,24,26,,,,106
20071102TORNJN,20071102,TOR,NJN,NJN,21,20,12,16,,,,69
20071102PORNOH,20071102,POR,NOH,POR,21,28,15,29,,,,93
20071102PORNOH,20071102,POR,NOH,NOH,31,26,30,26,,,,113
20071102DETORL,20071102,DET,ORL,DET,28,36,27,25,,,,116
20071102DETORL,20071102,DET,ORL,ORL,30,25,23,14,,,,92
20071102LALPHO,20071102,LAL,PHO,LAL,33,30,32,24,,,,119
20071102LALPHO,20071102,LAL,PHO,PHO,20,30,17,31,,,,98
20071102SACSAS,20071102,SAC,SAS,SAC,10,13,31,26,,,,80
20071102SACSAS,20071102,SAC,SAS,SAS,17,33,21,25,,,,96
20071103SACDAL,20071103,SAC,DAL,SAC,25,31,27,19,,,,102
20071103SACDAL,20071103,SAC,DAL,DAL,37,36,28,22,,,,123
20071103PORHOU,20071103,POR,HOU,POR,12,19,15,34,,,,80
20071103PORHOU,20071103,POR,HOU,HOU,25,21,16,27,,,,89
20071103INDMEM,20071103,IND,MEM,IND,40,32,22,27,,,,121
20071103INDMEM,20071103,IND,MEM,MEM,31,30,26,24,,,,111
20071103CHIMIL,20071103,CHI,MIL,CHI,19,16,13,24,,,,72
20071103CHIMIL,20071103,CHI,MIL,MIL,20,12,24,22,,,,78
20071103NJNPHI,20071103,NJN,PHI,NJN,17,21,29,26,,,,93
20071103NJNPHI,20071103,NJN,PHI,PHI,19,15,23,31,,,,88
20071103GSWUTA,20071103,GSW,UTA,GSW,28,18,35,29,,,,110
20071103GSWUTA,20071103,GSW,UTA,UTA,29,36,29,39,,,,133
20071103ORLWAS,20071103,ORL,WAS,ORL,19,31,14,30,,,,94
20071103ORLWAS,20071103,ORL,WAS,WAS,18,24,25,15,,,,82
20071104NOHDEN,20071104,NOH,DEN,NOH,14,34,25,20,,,,93
20071104NOHDEN,20071104,NOH,DEN,DEN,21,28,20,19,,,,88
20071104ATLDET,20071104,ATL,DET,ATL,19,29,21,22,,,,91
20071104ATLDET,20071104,ATL,DET,DET,24,21,15,32,,,,92
20071104SEALAC,20071104,SEA,LAC,SEA,21,31,24,25,,,,101
20071104SEALAC,20071104,SEA,LAC,LAC,25,27,26,37,,,,115
20071104UTALAL,20071104,UTA,LAL,UTA,21,30,31,27,,,,109
20071104UTALAL,20071104,UTA,LAL,LAL,25,21,35,38,,,,119
20071104CHAMIA,20071104,CHA,MIA,CHA,27,28,20,15,,,,90
20071104CHAMIA,20071104,CHA,MIA,MIA,27,21,15,25,,,,88
20071104MINNYK,20071104,MIN,NYK,MIN,28,22,23,20,,,,93
20071104MINNYK,20071104,MIN,NYK,NYK,21,33,21,22,,,,97
20071104CLEPHO,20071104,CLE,PHO,CLE,22,23,19,28,,,,92
20071104CLEPHO,20071104,CLE,PHO,PHO,21,17,31,34,,,,103
20071104BOSTOR,20071104,BOS,TOR,BOS,23,15,28,12,20,,,98
20071104BOSTOR,20071104,BOS,TOR,TOR,14,17,24,23,17,,,95
20071105HOUDAL,20071105,HOU,DAL,HOU,29,22,24,23,,,,98
20071105HOUDAL,20071105,HOU,DAL,DAL,24,26,27,30,,,,107
20071106PHOCHA,20071106,PHO,CHA,PHO,29,30,29,27,,,,115
20071106PHOCHA,20071106,PHO,CHA,CHA,21,16,24,22,,,,83
20071106LACCHI,20071106,LAC,CHI,LAC,26,31,18,22,,,,97
20071106LACCHI,20071106,LAC,CHI,CHI,26,26,22,17,,,,91
20071106CLEGSW,20071106,CLE,GSW,CLE,29,25,26,28,,,,108
20071106CLEGSW,20071106,CLE,GSW,GSW,23,31,27,23,,,,104
20071106SASHOU,20071106,SAS,HOU,SAS,19,13,24,25,,,,81
20071106SASHOU,20071106,SAS,HOU,HOU,18,27,19,25,,,,89
20071106NOHLAL,20071106,NOH,LAL,NOH,32,25,32,29,,,,118
20071106NOHLAL,20071106,NOH,LAL,LAL,22,33,25,24,,,,104
20071106TORMIL,20071106,TOR,MIL,TOR,23,25,16,21,,,,85
20071106TORMIL,20071106,TOR,MIL,MIL,37,26,25,24,,,,112
20071106ORLMIN,20071106,ORL,MIN,ORL,26,30,32,23,,,,111
20071106ORLMIN,20071106,ORL,MIN,MIN,22,28,24,29,,,,103
20071106ATLNJN,20071106,ATL,NJN,ATL,19,22,16,25,,,,82
20071106ATLNJN,20071106,ATL,NJN,NJN,22,23,24,18,,,,87
20071106DENNYK,20071106,DEN,NYK,DEN,37,29,26,20,,,,112
20071106DENNYK,20071106,DEN,NYK,NYK,32,28,22,37,,,,119
