gameid_num,gameid,away,home
0021400630,20150121TORMEM,TOR,MEM
0021400631,20150121DALMIN,DAL,MIN
0021400632,20150121LALNOP,LAL,NOP
0021400633,20150121OKCWAS,OKC,WAS
0021400634,20150121PORPHX,POR,PHX
0021400635,20150121BKNSAC,BKN,SAC
0021400636,20150121HOUGSW,HOU,GSW
0021400637,20150122SASCHI,SAS,CHI
0021400638,20150122UTAMIL,UTA,MIL
0021400639,20150122BOSPOR,BOS,POR
0021400640,20150122BKNLAC,BKN,LAC
0021400641,20150123TORPHI,TOR,PHI
0021400642,20150123OKCATL,OKC,ATL
0021400643,20150123CHACLE,CHA,CLE
0021400644,20150123INDMIA,IND,MIA
0021400645,20150123ORLNYK,ORL,NYK
0021400646,20150123CHIDAL,CHI,DAL
0021400647,20150123NOPMIN,NOP,MIN
0021400648,20150123LALSAS,LAL,SAS
0021400649,20150123BOSDEN,BOS,DEN
0021400650,20150123HOUPHX,HOU,PHX
0021400651,20150123SACGSW,SAC,GSW
0021400652,20150124NYKCHA,NYK,CHA
0021400653,20150124DETMIL,DET,MIL
0021400654,20150124PHIMEM,PHI,MEM
0021400655,20150124BKNUTA,BKN,UTA
0021400656,20150124WASPOR,WAS,POR
0021400657,20150125MIACHI,MIA,CHI
0021400658,20150125OKCCLE,OKC,CLE
0021400659,20150125LACPHX,LAC,PHX
0021400660,20150125DALNOP,DAL,NOP
0021400661,20150125MINATL,MIN,ATL
0021400662,20150125INDORL,IND,ORL
0021400663,20150125MILSAS,MIL,SAS
0021400664,20150125DETTOR,DET,TOR
0021400665,20150125BOSGSW,BOS,GSW
0021400666,20150125WASDEN,WAS,DEN
0021400667,20150125HOULAL,HOU,LAL
0021400670,20150126ORLMEM,ORL,MEM
0021400671,20150126PHINOP,PHI,NOP
0021400672,20150126MINOKC,MIN,OKC
0021400673,20150126BOSUTA,BOS,UTA
0021400674,20150126DENLAC,DEN,LAC
0021400675,20150127TORIND,TOR,IND
0021400676,20150127CLEDET,CLE,DET
0021400677,20150127MILMIA,MIL,MIA
0021400678,20150127MEMDAL,MEM,DAL
0021400679,20150127CHIGSW,CHI,GSW
0021400680,20150127WASLAL,WAS,LAL
0021400681,20150128PORCLE,POR,CLE
0021400682,20150128DETPHI,DET,PHI
0021400683,20150128BKNATL,BKN,ATL
0021400684,20150128SACTOR,SAC,TOR
0021400685,20150128DALHOU,DAL,HOU
0021400686,20150128BOSMIN,BOS,MIN
0021400687,20150128DENNOP,DEN,NOP
0021400688,20150128OKCNYK,OKC,NYK
0021400689,20150128CHASAS,CHA,SAS
0021400690,20150128LACUTA,LAC,UTA
0021400691,20150128WASPHX,WAS,PHX
0021400692,20150129MILORL,MIL,ORL
0021400693,20150129DENMEM,DEN,MEM
0021400694,20150129NYKIND,NYK,IND
0021400695,20150129CHILAL,CHI,LAL
0021400696,20150130MINPHI,MIN,PHI
0021400697,20150130PORATL,POR,ATL
0021400698,20150130HOUBOS,HOU,BOS
0021400699,20150130TORBKN,TOR,BKN
0021400700,20150130SACCLE,SAC,CLE
0021400701,20150130LACNOP,LAC,NOP
0021400702,20150130DALMIA,DAL,MIA
0021400703,20150130GSWUTA,GSW,UTA
0021400704,20150130CHIPHX,CHI,PHX
0021400705,20150131SACIND,SAC,IND
0021400706,20150131DALORL,DAL,ORL
0021400707,20150131TORWAS,TOR,WAS
0021400708,20150131PHIATL,PHI,ATL
0021400709,20150131HOUDET,HOU,DET
0021400710,20150131OKCMEM,OKC,MEM
0021400711,20150131CLEMIN,CLE,MIN
0021400712,20150131PORMIL,POR,MIL
0021400713,20150131CHADEN,CHA,DEN
0021400714,20150131LACSAS,LAC,SAS
0021400715,20150131PHXGSW,PHX,GSW
0021400716,20150201MIABOS,MIA,BOS
0021400717,20150201LALNYK,LAL,NYK
0021400718,20150202PHICLE,PHI,CLE
0021400719,20150202CHAWAS,CHA,WAS
0021400720,20150202LACBKN,LAC,BKN
0021400721,20150202MILTOR,MIL,TOR
0021400722,20150202ATLNOP,ATL,NOP
0021400723,20150202ORLOKC,ORL,OKC
0021400724,20150202MINDAL,MIN,DAL
0021400725,20150202MEMPHX,MEM,PHX
0021400726,20150203DENPHI,DEN,PHI
0021400727,20150203MIADET,MIA,DET
0021400728,20150203BOSNYK,BOS,NYK
0021400729,20150203UTAPOR,UTA,POR
0021400730,20150203GSWSAC,GSW,SAC
0021400731,20150204DETIND,DET,IND
0021400732,20150204WASATL,WAS,ATL
0021400733,20150204DENBOS,DEN,BOS
0021400734,20150204BKNTOR,BKN,TOR
0021400735,20150204CHIHOU,CHI,HOU
0021400736,20150204LALMIL,LAL,MIL
0021400737,20150204MIAMIN,MIA,MIN
0021400738,20150204OKCNOP,OKC,NOP
0021400739,20150204ORLSAS,ORL,SAS
0021400740,20150204MEMUTA,MEM,UTA
0021400741,20150204DALGSW,DAL,GSW
0021400742,20150205WASCHA,WAS,CHA
0021400743,20150205LACCLE,LAC,CLE
0021400744,20150205DALSAC,DAL,SAC
0021400745,20150205PHXPOR,PHX,POR
0021400746,20150206NYKBKN,NYK,BKN
0021400747,20150206CLEIND,CLE,IND
0021400748,20150206LALORL,LAL,ORL
0021400749,20150206GSWATL,GSW,ATL
0021400750,20150206PHIBOS,PHI,BOS
0021400751,20150206DENDET,DEN,DET
0021400752,20150206LACTOR,LAC,TOR
0021400753,20150206MILHOU,MIL,HOU
0021400754,20150206MEMMIN,MEM,MIN
0021400755,20150206NOPOKC,NOP,OKC
0021400756,20150206UTAPHX,UTA,PHX
0021400757,20150206MIASAS,MIA,SAS
0021400758,20150207CHINOP,CHI,NOP
0021400759,20150207BKNWAS,BKN,WAS
0021400760,20150207GSWNYK,GSW,NYK
0021400761,20150207CHAPHI,CHA,PHI
0021400762,20150207PORDAL,POR,DAL
0021400763,20150207BOSMIL,BOS,MIL
0021400764,20150207SACUTA,SAC,UTA
0021400765,20150208LACOKC,LAC,OKC
0021400766,20150208LALCLE,LAL,CLE
0021400767,20150208ATLMEM,ATL,MEM
0021400768,20150208INDCHA,IND,CHA
0021400769,20150208MINDET,MIN,DET
0021400770,20150208CHIORL,CHI,ORL
0021400771,20150208PORHOU,POR,HOU
0021400772,20150208SASTOR,SAS,TOR
0021400773,20150208PHXSAC,PHX,SAC
0021400774,20150209SASIND,SAS,IND
0021400775,20150209GSWPHI,GSW,PHI
0021400776,20150209ORLWAS,ORL,WAS
0021400777,20150209NYKMIA,NYK,MIA
0021400778,20150209BKNMIL,BKN,MIL
0021400779,20150209ATLMIN,ATL,MIN
0021400780,20150209UTANOP,UTA,NOP
0021400781,20150209LACDAL,LAC,DAL
0021400782,20150209OKCDEN,OKC,DEN
0021400783,20150210DETCHA,DET,CHA
0021400784,20150210HOUPHX,HOU,PHX
0021400785,20150210SACCHI,SAC,CHI
0021400786,20150210BKNMEM,BKN,MEM
0021400787,20150210DENLAL,DEN,LAL
0021400788,20150211NYKORL,NYK,ORL
0021400789,20150211ATLBOS,ATL,BOS
0021400790,20150211SASDET,SAS,DET
0021400791,20150211WASTOR,WAS,TOR
0021400792,20150211SACMIL,SAC,MIL
0021400793,20150211GSWMIN,GSW,MIN
0021400794,20150211INDNOP,IND,NOP
0021400795,20150211MEMOKC,MEM,OKC
0021400796,20150211MIACLE,MIA,CLE
0021400797,20150211UTADAL,UTA,DAL
0021400798,20150211LALPOR,LAL,POR
0021400799,20150211HOULAC,HOU,LAC
0021400800,20150212CLECHI,CLE,CHI
0021400801,20150219DALOKC,DAL,OKC
0021400802,20150219SASLAC,SAS,LAC
0021400803,20150220NOPORL,NOP,ORL
0021400804,20150220INDPHI,IND,PHI
0021400805,20150220TORATL,TOR,ATL
0021400806,20150220CHIDET,CHI,DET
0021400807,20150220MIANYK,MIA,NYK
0021400808,20150220PHXMIN,PHX,MIN
0021400809,20150220CLEWAS,CLE,WAS
0021400810,20150220HOUDAL,HOU,DAL
0021400811,20150220DENMIL,DEN,MIL
0021400812,20150220PORUTA,POR,UTA
0021400813,20150220BOSSAC,BOS,SAC
0021400814,20150220SASGSW,SAS,GSW
0021400815,20150220BKNLAL,BKN,LAL
0021400816,20150221OKCCHA,OKC,CHA
0021400817,20150221NOPMIA,NOP,MIA
0021400818,20150221PHXCHI,PHX,CHI
0021400819,20150221TORHOU,TOR,HOU
0021400820,20150221SACLAC,SAC,LAC
0021400821,20150222CLENYK,CLE,NYK
0021400822,20150222ATLMIL,ATL,MIL
0021400823,20150222WASDET,WAS,DET
0021400824,20150222GSWIND,GSW,IND
0021400825,20150222PHIORL,PHI,ORL
0021400826,20150222DENOKC,DEN,OKC
0021400827,20150222CHADAL,CHA,DAL
0021400828,20150222MEMPOR,MEM,POR
0021400829,20150222BOSLAL,BOS,LAL
0021400830,20150223PHIMIA,PHI,MIA
0021400831,20150223MILCHI,MIL,CHI
0021400832,20150223MINHOU,MIN,HOU
0021400833,20150223TORNOP,TOR,NOP
0021400834,20150223BKNDEN,BKN,DEN
0021400835,20150223BOSPHX,BOS,PHX
0021400836,20150223SASUTA,SAS,UTA
0021400837,20150223MEMLAC,MEM,LAC
0021400838,20150224GSWWAS,GSW,WAS
0021400839,20150224CLEDET,CLE,DET
0021400840,20150224INDOKC,IND,OKC
0021400841,20150224TORDAL,TOR,DAL
0021400842,20150225MIAORL,MIA,ORL
0021400843,20150225DALATL,DAL,ATL
0021400844,20150225NYKBOS,NYK,BOS
0021400845,20150225CHACHI,CHA,CHI
0021400846,20150225LACHOU,LAC,HOU
0021400847,20150225PHIMIL,PHI,MIL
0021400848,20150225WASMIN,WAS,MIN
0021400849,20150225BKNNOP,BKN,NOP
0021400850,20150225PHXDEN,PHX,DEN
0021400851,20150225LALUTA,LAL,UTA
0021400852,20150225MEMSAC,MEM,SAC
0021400853,20150225SASPOR,SAS,POR
0021400854,20150226GSWCLE,GSW,CLE
0021400855,20150226OKCPHX,OKC,PHX
0021400856,20150227CLEIND,CLE,IND
0021400857,20150227WASPHI,WAS,PHI
0021400858,20150227ORLATL,ORL,ATL
0021400859,20150227CHABOS,CHA,BOS
0021400860,20150227NYKDET,NYK,DET
0021400861,20150227GSWTOR,GSW,TOR
0021400862,20150227MINCHI,MIN,CHI
0021400863,20150227BKNHOU,BKN,HOU
0021400864,20150227LACMEM,LAC,MEM
0021400865,20150227MIANOP,MIA,NOP
0021400866,20150227UTADEN,UTA,DEN
0021400867,20150227SASSAC,SAS,SAC
0021400868,20150227MILLAL,MIL,LAL
0021400869,20150227OKCPOR,OKC,POR
0021400870,20150228DETWAS,DET,WAS
0021400871,20150228ATLMIA,ATL,MIA
0021400872,20150228TORNYK,TOR,NYK
0021400873,20150228MEMMIN,MEM,MIN
0021400874,20150228BKNDAL,BKN,DAL
0021400875,20150228SASPHX,SAS,PHX
0021400876,20150228MILUTA,MIL,UTA
0021400877,20150301LACCHI,LAC,CHI
0021400878,20150301OKCLAL,OKC,LAL
0021400879,20150301PORSAC,POR,SAC
0021400880,20150301GSWBOS,GSW,BOS
0021400881,20150301PHIIND,PHI,IND
0021400882,20150301CHAORL,CHA,ORL
0021400883,20150301CLEHOU,CLE,HOU
0021400884,20150301NOPDEN,NOP,DEN
0021400885,20150302TORPHI,TOR,PHI
0021400886,20150302GSWBKN,GSW,BKN
0021400887,20150302PHXMIA,PHX,MIA
0021400888,20150302LACMIN,LAC,MIN
0021400889,20150302NOPDAL,NOP,DAL
0021400890,20150303LALCHA,LAL,CHA
0021400891,20150303BOSCLE,BOS,CLE
0021400892,20150303HOUATL,HOU,ATL
0021400893,20150303WASCHI,WAS,CHI
0021400894,20150303UTAMEM,UTA,MEM
0021400895,20150303MILDEN,MIL,DEN
0021400896,20150304NYKIND,NYK,IND
0021400897,20150304PHXORL,PHX,ORL
0021400898,20150304UTABOS,UTA,BOS
0021400899,20150304CHABKN,CHA,BKN
0021400900,20150304CLETOR,CLE,TOR
0021400901,20150304MEMHOU,MEM,HOU
0021400902,20150304DENMIN,DEN,MIN
0021400903,20150304DETNOP,DET,NOP
0021400904,20150304PHIOKC,PHI,OKC
0021400905,20150304LALMIA,LAL,MIA
0021400906,20150304SACSAS,SAC,SAS
0021400907,20150304MILGSW,MIL,GSW
0021400908,20150304PORLAC,POR,LAC
0021400909,20150305OKCCHI,OKC,CHI
0021400910,20150305DALPOR,DAL,POR
0021400911,20150306TORCHA,TOR,CHA
0021400912,20150306CHIIND,CHI,IND
0021400913,20150306SACORL,SAC,ORL
0021400914,20150306UTAPHI,UTA,PHI
0021400915,20150306CLEATL,CLE,ATL
0021400916,20150306PHXBKN,PHX,BKN
0021400917,20150306DETHOU,DET,HOU
0021400918,20150306LALMEM,LAL,MEM
0021400919,20150306BOSNOP,BOS,NOP
0021400920,20150306MIAWAS,MIA,WAS
0021400921,20150306DENSAS,DEN,SAS
0021400922,20150306DALGSW,DAL,GSW
0021400923,20150307MEMNOP,MEM,NOP
0021400924,20150307PHXCLE,PHX,CLE
0021400925,20150307SACMIA,SAC,MIA
0021400926,20150307INDNYK,IND,NYK
0021400927,20150307ATLPHI,ATL,PHI
0021400928,20150307PORMIN,POR,MIN
0021400929,20150307WASMIL,WAS,MIL
0021400930,20150307HOUDEN,HOU,DEN
0021400931,20150308CHISAS,CHI,SAS
0021400932,20150308LACGSW,LAC,GSW
0021400933,20150308UTABKN,UTA,BKN
0021400934,20150308CHADET,CHA,DET
0021400935,20150308BOSORL,BOS,ORL
0021400936,20150308TOROKC,TOR,OKC
0021400937,20150308DALLAL,DAL,LAL
0021400938,20150309WASCHA,WAS,CHA
0021400939,20150309SACATL,SAC,ATL
0021400940,20150309BOSMIA,BOS,MIA
0021400941,20150309MEMCHI,MEM,CHI
0021400942,20150309NOPMIL,NOP,MIL
0021400943,20150309NYKDEN,NYK,DEN
0021400944,20150309GSWPHX,GSW,PHX
0021400945,20150309MINLAC,MIN,LAC
0021400946,20150310ORLIND,ORL,IND
0021400947,20150310NOPBKN,NOP,BKN
0021400948,20150310CLEDAL,CLE,DAL
0021400949,20150310TORSAS,TOR,SAS
0021400950,20150310NYKUTA,NYK,UTA
0021400951,20150310DETLAL,DET,LAL
0021400952,20150311SACCHA,SAC,CHA
0021400953,20150311CHIPHI,CHI,PHI
0021400954,20150311MEMBOS,MEM,BOS
0021400955,20150311BKNMIA,BKN,MIA
0021400956,20150311ORLMIL,ORL,MIL
0021400957,20150311LACOKC,LAC,OKC
0021400958,20150311ATLDEN,ATL,DEN
0021400959,20150311MINPHX,MIN,PHX
0021400960,20150311DETGSW,DET,GSW
0021400961,20150311HOUPOR,HOU,POR
0021400962,20150312MILIND,MIL,IND
0021400963,20150312MEMWAS,MEM,WAS
0021400964,20150312CLESAS,CLE,SAS
0021400965,20150312HOUUTA,HOU,UTA
0021400966,20150312NYKLAL,NYK,LAL
0021400967,20150313CHICHA,CHI,CHA
0021400968,20150313SACPHI,SAC,PHI
0021400969,20150313ORLBOS,ORL,BOS
0021400970,20150313MIATOR,MIA,TOR
0021400971,20150313MINOKC,MIN,OKC
0021400972,20150313LACDAL,LAC,DAL
0021400973,20150313GSWDEN,GSW,DEN
0021400974,20150313ATLPHX,ATL,PHX
0021400975,20150313DETPOR,DET,POR
0021400976,20150314BOSIND,BOS,IND
0021400977,20150314SACWAS,SAC,WAS
0021400978,20150314BKNPHI,BKN,PHI
0021400979,20150314MILMEM,MIL,MEM
0021400980,20150314DETUTA,DET,UTA
0021400981,20150314NYKGSW,NYK,GSW
0021400982,20150315CHIOKC,CHI,OKC
0021400983,20150315HOULAC,HOU,LAC
0021400984,20150315DENNOP,DEN,NOP
0021400985,20150315CLEORL,CLE,ORL
0021400986,20150315MINSAS,MIN,SAS
0021400987,20150315PORTOR,POR,TOR
0021400988,20150315NYKPHX,NYK,PHX
0021400989,20150315ATLLAL,ATL,LAL
0021400990,20150316TORIND,TOR,IND
0021400991,20150316PORWAS,POR,WAS
0021400992,20150316PHIBOS,PHI,BOS
0021400993,20150316DENMEM,DEN,MEM
0021400994,20150316BKNMIN,BKN,MIN
0021400995,20150316CLEMIA,CLE,MIA
0021400996,20150316OKCDAL,OKC,DAL
0021400997,20150316CHAUTA,CHA,UTA
0021400998,20150316ATLSAC,ATL,SAC
0021400999,20150316LALGSW,LAL,GSW
0021401000,20150317MEMDET,MEM,DET
0021401001,20150317SASNYK,SAS,NYK
0021401002,20150317ORLHOU,ORL,HOU
0021401003,20150317MILNOP,MIL,NOP
0021401004,20150317CHALAC,CHA,LAC
0021401005,20150318BKNCLE,BKN,CLE
0021401006,20150318DETPHI,DET,PHI
0021401007,20150318PORMIA,POR,MIA
0021401008,20150318MINTOR,MIN,TOR
0021401009,20150318INDCHI,IND,CHI
0021401010,20150318SASMIL,SAS,MIL
0021401011,20150318BOSOKC,BOS,OKC
0021401012,20150318ORLDAL,ORL,DAL
0021401013,20150318LACSAC,LAC,SAC
0021401014,20150318ATLGSW,ATL,GSW
0021401015,20150318WASUTA,WAS,UTA
0021401016,20150319MINNYK,MIN,NYK
0021401017,20150319DENHOU,DEN,HOU
0021401018,20150319NOPPHX,NOP,PHX
0021401019,20150319UTALAL,UTA,LAL
0021401020,20150320PORORL,POR,ORL
0021401021,20150320NYKPHI,NYK,PHI
0021401022,20150320MILBKN,MIL,BKN
0021401023,20150320INDCLE,IND,CLE
0021401024,20150320DENMIA,DEN,MIA
0021401025,20150320TORCHI,TOR,CHI
0021401026,20150320ATLOKC,ATL,OKC
0021401027,20150320MEMDAL,MEM,DAL
0021401028,20150320BOSSAS,BOS,SAS
0021401029,20150320CHASAC,CHA,SAC
0021401030,20150320NOPGSW,NOP,GSW
0021401031,20150320WASLAC,WAS,LAC
0021401032,20150321BKNIND,BKN,IND
0021401033,20150321CHIDET,CHI,DET
0021401034,20150321PHXHOU,PHX,HOU
0021401035,20150321PORMEM,POR,MEM
0021401036,20150321UTAGSW,UTA,GSW
0021401037,20150322CLEMIL,CLE,MIL
0021401038,20150322MIAOKC,MIA,OKC
0021401039,20150322SASATL,SAS,ATL
0021401040,20150322NOPLAC,NOP,LAC
0021401041,20150322NYKTOR,NYK,TOR
0021401042,20150322WASSAC,WAS,SAC
0021401043,20150322DETBOS,DET,BOS
0021401044,20150322DENORL,DEN,ORL
0021401045,20150322CHAMIN,CHA,MIN
0021401046,20150322DALPHX,DAL,PHX
0021401047,20150322PHILAL,PHI,LAL
0021401048,20150323HOUIND,HOU,IND
0021401049,20150323BOSBKN,BOS,BKN
0021401050,20150323MEMNYK,MEM,NYK
0021401051,20150323CHACHI,CHA,CHI
0021401052,20150323MINUTA,MIN,UTA
0021401053,20150323WASGSW,WAS,GSW
0021401054,20150324TORDET,TOR,DET
0021401055,20150324MIAMIL,MIA,MIL
0021401056,20150324LALOKC,LAL,OKC
0021401057,20150324SASDAL,SAS,DAL
0021401058,20150324PHISAC,PHI,SAC
0021401059,20150324GSWPOR,GSW,POR
0021401060,20150325BKNCHA,BKN,CHA
0021401061,20150325LACNYK,LAC,NYK
0021401062,20150325ATLORL,ATL,ORL
0021401063,20150325INDWAS,IND,WAS
0021401064,20150325MIABOS,MIA,BOS
0021401065,20150325CHITOR,CHI,TOR
0021401066,20150325CLEMEM,CLE,MEM
0021401067,20150325LALMIN,LAL,MIN
0021401068,20150325HOUNOP,HOU,NOP
0021401069,20150325PHIDEN,PHI,DEN
0021401070,20150325PORUTA,POR,UTA
0021401071,20150325OKCSAS,OKC,SAS
0021401072,20150325SACPHX,SAC,PHX
0021401073,20150326INDMIL,IND,MIL
0021401074,20150327DETORL,DET,ORL
0021401075,20150327LACPHI,LAC,PHI
0021401076,20150327CHAWAS,CHA,WAS
0021401077,20150327MIAATL,MIA,ATL
0021401078,20150327CLEBKN,CLE,BKN
0021401079,20150327BOSNYK,BOS,NYK
0021401080,20150327LALTOR,LAL,TOR
0021401081,20150327MINHOU,MIN,HOU
0021401082,20150327GSWMEM,GSW,MEM
0021401083,20150327SACNOP,SAC,NOP
0021401084,20150327DALSAS,DAL,SAS
0021401085,20150327UTADEN,UTA,DEN
0021401086,20150327PORPHX,POR,PHX
0021401087,20150328ATLCHA,ATL,CHA
0021401088,20150328NYKCHI,NYK,CHI
0021401089,20150328GSWMIL,GSW,MIL
0021401090,20150328OKCUTA,OKC,UTA
0021401091,20150328DENPOR,DEN,POR
0021401092,20150329PHICLE,PHI,CLE
0021401093,20150329LALBKN,LAL,BKN
0021401094,20150329MINNOP,MIN,NOP
0021401095,20150329LACBOS,LAC,BOS
0021401096,20150329DETMIA,DET,MIA
0021401097,20150329HOUWAS,HOU,WAS
0021401098,20150329MEMSAS,MEM,SAS
0021401099,20150329DALIND,DAL,IND
0021401100,20150329OKCPHX,OKC,PHX
0021401101,20150330BOSCHA,BOS,CHA
0021401102,20150330LALPHI,LAL,PHI
0021401103,20150330MILATL,MIL,ATL
0021401104,20150330HOUTOR,HOU,TOR
0021401105,20150330SACMEM,SAC,MEM
0021401106,20150330UTAMIN,UTA,MIN
0021401107,20150330PHXPOR,PHX,POR
0021401108,20150331INDBKN,IND,BKN
0021401109,20150331ATLDET,ATL,DET
0021401110,20150331SASMIA,SAS,MIA
0021401111,20150331GSWLAC,GSW,LAC
0021401112,20150401DETCHA,DET,CHA
0021401113,20150401SASORL,SAS,ORL
0021401114,20150401PHIWAS,PHI,WAS
0021401115,20150401INDBOS,IND,BOS
0021401116,20150401BKNNYK,BKN,NYK
0021401117,20150401SACHOU,SAC,HOU
0021401118,20150401CHIMIL,CHI,MIL
0021401119,20150401TORMIN,TOR,MIN
0021401120,20150401DALOKC,DAL,OKC
0021401121,20150401DENUTA,DEN,UTA
0021401122,20150401LACPOR,LAC,POR
0021401123,20150401NOPLAL,NOP,LAL
0021401124,20150402MIACLE,MIA,CLE
0021401125,20150402HOUDAL,HOU,DAL
0021401126,20150402PHXGSW,PHX,GSW
0021401127,20150403CHAIND,CHA,IND
0021401128,20150403NYKWAS,NYK,WAS
0021401129,20150403MILBOS,MIL,BOS
0021401130,20150403TORBKN,TOR,BKN
0021401131,20150403DETCHI,DET,CHI
0021401132,20150403OKCMEM,OKC,MEM
0021401133,20150403ORLMIN,ORL,MIN
0021401134,20150403DENSAS,DEN,SAS
0021401135,20150403NOPSAC,NOP,SAC
0021401136,20150403PORLAL,POR,LAL
0021401137,20150404PHICHA,PHI,CHA
0021401138,20150404BKNATL,BKN,ATL
0021401139,20150404MIADET,MIA,DET
0021401140,20150404BOSTOR,BOS,TOR
0021401141,20150404WASMEM,WAS,MEM
0021401142,20150404GSWDAL,GSW,DAL
0021401143,20150404ORLMIL,ORL,MIL
0021401144,20150404LACDEN,LAC,DEN
0021401145,20150404UTAPHX,UTA,PHX
0021401146,20150404NOPPOR,NOP,POR
0021401147,20150405HOUOKC,HOU,OKC
0021401148,20150405CHICLE,CHI,CLE
0021401149,20150405MIAIND,MIA,IND
0021401150,20150405GSWSAS,GSW,SAS
0021401151,20150405PHINYK,PHI,NYK
0021401152,20150405UTASAC,UTA,SAC
0021401153,20150405LACLAL,LAC,LAL
0021401154,20150407PHXATL,PHX,ATL
0021401155,20150407CHAMIA,CHA,MIA
0021401156,20150407GSWNOP,GSW,NOP
0021401157,20150407SASOKC,SAS,OKC
0021401158,20150407MINSAC,MIN,SAC
0021401159,20150407LALLAC,LAL,LAC
0021401160,20150408TORCHA,TOR,CHA
0021401161,20150408CHIORL,CHI,ORL
0021401162,20150408WASPHI,WAS,PHI
0021401163,20150408ATLBKN,ATL,BKN
0021401164,20150408BOSDET,BOS,DET
0021401165,20150408INDNYK,IND,NYK
0021401166,20150408NOPMEM,NOP,MEM
0021401167,20150408CLEMIL,CLE,MIL
0021401168,20150408HOUSAS,HOU,SAS
0021401169,20150408LALDEN,LAL,DEN
0021401170,20150408SACUTA,SAC,UTA
0021401171,20150408PHXDAL,PHX,DAL
0021401172,20150408MINPOR,MIN,POR
0021401173,20150409CHIMIA,CHI,MIA
0021401174,20150409PORGSW,POR,GSW
0021401175,20150410TORORL,TOR,ORL
0021401176,20150410CHAATL,CHA,ATL
0021401177,20150410WASBKN,WAS,BKN
0021401178,20150410BOSCLE,BOS,CLE
0021401179,20150410INDDET,IND,DET
0021401180,20150410MILNYK,MIL,NYK
0021401181,20150410SASHOU,SAS,HOU
0021401182,20150410PHXNOP,PHX,NOP
0021401183,20150410SACOKC,SAC,OKC
0021401184,20150410DALDEN,DAL,DEN
0021401185,20150410MEMUTA,MEM,UTA
0021401186,20150410MINLAL,MIN,LAL
0021401187,20150411NYKORL,NYK,ORL
0021401188,20150411TORMIA,TOR,MIA
0021401189,20150411PHICHI,PHI,CHI
0021401190,20150411MEMLAC,MEM,LAC
0021401191,20150411UTAPOR,UTA,POR
0021401192,20150411MINGSW,MIN,GSW
0021401193,20150412BKNMIL,BKN,MIL
0021401194,20150412CLEBOS,CLE,BOS
0021401195,20150412CHADET,CHA,DET
0021401196,20150412SACDEN,SAC,DEN
0021401197,20150412OKCIND,OKC,IND
0021401198,20150412ATLWAS,ATL,WAS
0021401199,20150412NOPHOU,NOP,HOU
0021401200,20150412PHXSAS,PHX,SAS
0021401201,20150412DALLAL,DAL,LAL
0021401202,20150413HOUCHA,HOU,CHA
0021401203,20150413DETCLE,DET,CLE
0021401204,20150413MILPHI,MIL,PHI
0021401205,20150413NYKATL,NYK,ATL
0021401206,20150413CHIBKN,CHI,BKN
0021401207,20150413ORLMIA,ORL,MIA
0021401208,20150413NOPMIN,NOP,MIN
0021401209,20150413POROKC,POR,OKC
0021401210,20150413DALUTA,DAL,UTA
0021401211,20150413LALSAC,LAL,SAC
0021401212,20150413MEMGSW,MEM,GSW
0021401213,20150413DENLAC,DEN,LAC
0021401214,20150414TORBOS,TOR,BOS
0021401215,20150414WASIND,WAS,IND
0021401216,20150414LACPHX,LAC,PHX
0021401217,20150415ATLCHI,ATL,CHI
0021401218,20150415PORDAL,POR,DAL
0021401219,20150415UTAHOU,UTA,HOU
0021401220,20150415INDMEM,IND,MEM
0021401221,20150415BOSMIL,BOS,MIL
0021401222,20150415OKCMIN,OKC,MIN
0021401223,20150415SASNOP,SAS,NOP
0021401224,20150415ORLBKN,ORL,BKN
0021401225,20150415WASCLE,WAS,CLE
0021401226,20150415DETNYK,DET,NYK
0021401227,20150415MIAPHI,MIA,PHI
0021401228,20150415CHATOR,CHA,TOR
0021401229,20150415DENGSW,DEN,GSW
0021401230,20150415SACLAL,SAC,LAL
