gameid_num,gameid,away,home
0041100101,20120428ORLIND,ORL,IND
0041100111,20120428NYKMIA,NYK,MIA
0041100121,20120428DALOKC,DAL,OKC
0041100151,20120428PHICHI,PHI,CHI
0041100141,20120429LACMEM,LAC,MEM
0041100161,20120429DENLAL,DEN,LAL
0041100131,20120429UTASAS,UTA,SAS
0041100171,20120429BOSATL,BOS,ATL
0041100112,20120430ORLIND,ORL,IND
0041100122,20120430DALOKC,DAL,OKC
0041100152,20120430NYKMIA,NYK,MIA
0041100132,20120501DENLAL,DEN,LAL
0041100102,20120501PHICHI,PHI,CHI
0041100162,20120501BOSATL,BOS,ATL
0041100142,20120502LACMEM,LAC,MEM
0041100123,20120502INDORL,IND,ORL
0041100172,20120502UTASAS,UTA,SAS
0041100113,20120503MIANYK,MIA,NYK
0041100153,20120503OKCDAL,OKC,DAL
0041100133,20120504ATLBOS,ATL,BOS
0041100103,20120504LALDEN,LAL,DEN
0041100163,20120504CHIPHI,CHI,PHI
0041100124,20120505INDORL,IND,ORL
0041100173,20120505SASUTA,SAS,UTA
0041100154,20120505OKCDAL,OKC,DAL
0041100143,20120505MEMLAC,MEM,LAC
0041100104,20120506CHIPHI,CHI,PHI
0041100114,20120506ATLBOS,ATL,BOS
0041100134,20120506LALDEN,LAL,DEN
0041100164,20120506MIANYK,MIA,NYK
0041100144,20120507MEMLAC,MEM,LAC
0041100174,20120507SASUTA,SAS,UTA
0041100125,20120508ORLIND,ORL,IND
0041100135,20120508PHICHI,PHI,CHI
0041100105,20120508DENLAL,DEN,LAL
0041100165,20120508BOSATL,BOS,ATL
0041100115,20120509LACMEM,LAC,MEM
0041100175,20120509NYKMIA,NYK,MIA
0041100106,20120510CHIPHI,CHI,PHI
0041100136,20120510LALDEN,LAL,DEN
0041100166,20120510ATLBOS,ATL,BOS
0041100176,20120511MEMLAC,MEM,LAC
0041100211,20120512PHIBOS,PHI,BOS
0041100167,20120512DENLAL,DEN,LAL
0041100177,20120513INDMIA,IND,MIA
0041100201,20120513LACMEM,LAC,MEM
0041100212,20120514PHIBOS,PHI,BOS
0041100231,20120514LALOKC,LAL,OKC
0041100202,20120515INDMIA,IND,MIA
0041100221,20120515LACSAS,LAC,SAS
0041100213,20120516LALOKC,LAL,OKC
0041100232,20120516BOSPHI,BOS,PHI
0041100203,20120517MIAIND,MIA,IND
0041100222,20120517LACSAS,LAC,SAS
0041100214,20120518OKCLAL,OKC,LAL
0041100233,20120518BOSPHI,BOS,PHI
0041100223,20120519OKCLAL,OKC,LAL
0041100234,20120519SASLAC,SAS,LAC
0041100204,20120520MIAIND,MIA,IND
0041100224,20120520SASLAC,SAS,LAC
0041100215,20120521PHIBOS,PHI,BOS
0041100235,20120521LALOKC,LAL,OKC
0041100205,20120522INDMIA,IND,MIA
0041100216,20120523BOSPHI,BOS,PHI
0041100206,20120524MIAIND,MIA,IND
0041100217,20120526PHIBOS,PHI,BOS
0041100311,20120527OKCSAS,OKC,SAS
0041100301,20120528BOSMIA,BOS,MIA
0041100312,20120529OKCSAS,OKC,SAS
0041100302,20120530BOSMIA,BOS,MIA
0041100313,20120531SASOKC,SAS,OKC
0041100303,20120601MIABOS,MIA,BOS
0041100314,20120602SASOKC,SAS,OKC
0041100304,20120603MIABOS,MIA,BOS
0041100315,20120604OKCSAS,OKC,SAS
0041100305,20120605BOSMIA,BOS,MIA
0041100316,20120606SASOKC,SAS,OKC
0041100306,20120607MIABOS,MIA,BOS
0041100307,20120609BOSMIA,BOS,MIA
0041100401,20120612MIAOKC,MIA,OKC
0041100402,20120614MIAOKC,MIA,OKC
0041100403,20120617OKCMIA,OKC,MIA
0041100404,20120619OKCMIA,OKC,MIA
0041100405,20120621OKCMIA,OKC,MIA
